Date	Time	Low Range (μS/cm) c:1 3	High Range (μS/cm) c:1 3	Temp (°C) c:3	Coupler Detached	Coupler Attached	Host Connected	Stopped	End Of File
06-10-22	10:10:00	2,575.6	2,593.5	26.69					
06-10-22	10:20:00	2,568.5	2,586.1	26.59					
06-10-22	10:30:00	2,574.4	2,588.6	26.61					
06-10-22	10:40:00	2,578.6	2,592.3	26.69					
06-10-22	10:50:00	2,577.4	2,594.1	26.71					
06-10-22	11:00:00	2,582.1	2,597.8	26.77					
06-10-22	11:10:00	2,580.3	2,596.0	26.73					
06-10-22	11:20:00	2,585.1	2,601.5	26.81					
06-10-22	11:30:00	2,584.5	2,599.7	26.76					
06-10-22	11:40:00	2,586.9	2,601.5	26.75					
06-10-22	11:50:00	2,588.6	2,604.0	26.80					
06-10-22	12:00:00	2,594.0	2,608.3	26.82					
06-10-22	12:10:00	2,593.4	2,609.5	26.82					
06-10-22	12:20:00	2,598.1	2,612.6	26.85					
06-10-22	12:30:00	2,595.2	2,612.6	26.86					
06-10-22	12:40:00	2,602.3	2,620.7	26.91					
06-10-22	12:50:00	2,610.0	2,625.6	26.96					
06-10-22	13:00:00	2,609.4	2,626.8	26.93					
06-10-22	13:10:00	2,614.8	2,631.8	26.83					
06-10-22	13:20:00	2,621.9	2,638.0	27.04					
06-10-22	13:30:00	2,624.3	2,641.7	27.08					
06-10-22	13:40:00	2,618.9	2,636.7	26.99					
06-10-22	13:50:00	2,626.7	2,644.1	27.12					
06-10-22	14:00:00	2,633.8	2,650.3	27.33					
06-10-22	14:10:00	2,623.1	2,639.2	27.23					
06-10-22	14:20:00	2,612.4	2,628.7	27.09					
06-10-22	14:30:00	2,593.4	2,608.3	26.91					
06-10-22	14:40:00	2,592.8	2,608.9	26.92					
06-10-22	14:50:00	2,588.1	2,600.9	26.88					
06-10-22	15:00:00	2,592.8	2,610.2	26.92					
06-10-22	15:10:00	2,592.8	2,608.3	26.92					
06-10-22	15:20:00	2,595.2	2,610.8	26.91					
06-10-22	15:30:00	2,595.2	2,610.8	26.91					
06-10-22	15:40:00	2,592.2	2,607.7	26.92					
06-10-22	15:50:00	2,589.2	2,603.4	26.92					
06-10-22	16:00:00	2,586.3	2,602.7	26.92					
06-10-22	16:10:00	2,604.7	2,620.7	26.96					
06-10-22	16:20:00	2,599.3	2,614.5	26.91					
06-10-22	16:30:00	2,596.4	2,612.0	26.93					
06-10-22	16:40:00	2,588.6	2,604.6	26.91					
06-10-22	16:50:00	2,588.1	2,605.2	26.89					
06-10-22	17:00:00	2,596.4	2,611.4	26.92					
06-10-22	17:10:00	2,595.8	2,611.4	26.89					
06-10-22	17:20:00	2,598.1	2,614.5	26.88					
06-10-22	17:30:00	2,595.8	2,613.2	26.88					
06-10-22	17:40:00	2,595.8	2,611.4	26.89					
06-10-22	17:50:00	2,595.2	2,613.2	26.87					
06-10-22	18:00:00	2,595.2	2,612.0	26.86					
06-10-22	18:10:00	2,594.6	2,610.8	26.86					
06-10-22	18:20:00	2,592.2	2,608.9	26.86					
06-10-22	18:30:00	2,589.8	2,606.5	26.85					
06-10-22	18:40:00	2,589.8	2,605.2	26.83					
06-10-22	18:50:00	2,589.2	2,605.2	26.82					
06-10-22	19:00:00	2,589.2	2,604.6	26.81					
06-10-22	19:10:00	2,588.6	2,604.0	26.80					
06-10-22	19:20:00	2,588.6	2,604.6	26.78					
06-10-22	19:30:00	2,588.6	2,604.6	26.77					
06-10-22	19:40:00	2,588.6	2,602.7	26.75					
06-10-22	19:50:00	2,586.3	2,602.1	26.73					
06-10-22	20:00:00	2,585.7	2,602.1	26.71					
06-10-22	20:10:00	2,583.9	2,601.5	26.69					
06-10-22	20:20:00	2,583.3	2,597.8	26.66					
06-10-22	20:30:00	2,580.9	2,597.2	26.65					
06-10-22	20:40:00	2,583.3	2,599.0	26.64					
06-10-22	20:50:00	2,582.7	2,597.8	26.62					
06-10-22	21:00:00	2,582.7	2,597.2	26.61					
06-10-22	21:10:00	2,580.3	2,594.7	26.57					
06-10-22	21:20:00	2,577.4	2,592.3	26.56					
06-10-22	21:30:00	2,575.0	2,590.4	26.54					
06-10-22	21:40:00	2,574.4	2,589.8	26.52					
06-10-22	21:50:00	2,575.0	2,588.6	26.49					
06-10-22	22:00:00	2,574.4	2,587.9	26.49					
06-10-22	22:10:00	2,572.0	2,587.3	26.48					
06-10-22	22:20:00	2,572.0	2,586.1	26.45					
06-10-22	22:30:00	2,572.0	2,585.5	26.44					
06-10-22	22:40:00	2,569.1	2,584.2	26.41					
06-10-22	22:50:00	2,569.1	2,583.6	26.40					
06-10-22	23:00:00	2,569.1	2,583.0	26.39					
06-10-22	23:10:00	2,566.7	2,581.2	26.38					
06-10-22	23:20:00	2,563.8	2,579.3	26.35					
06-10-22	23:30:00	2,563.8	2,579.3	26.34					
06-10-22	23:40:00	2,563.8	2,578.7	26.31					
06-10-22	23:50:00	2,563.8	2,578.1	26.30					
07-10-22	00:00:00	2,561.4	2,576.2	26.29					
07-10-22	00:10:00	2,561.4	2,574.4	26.28					
07-10-22	00:20:00	2,561.4	2,574.4	26.27					
07-10-22	00:30:00	2,558.4	2,574.4	26.27					
07-10-22	00:40:00	2,558.4	2,571.9	26.24					
07-10-22	00:50:00	2,558.4	2,571.9	26.24					
07-10-22	01:00:00	2,556.1	2,571.3	26.23					
07-10-22	01:10:00	2,556.1	2,570.1	26.22					
07-10-22	01:20:00	2,556.1	2,570.1	26.20					
07-10-22	01:30:00	2,555.5	2,570.1	26.19					
07-10-22	01:40:00	2,556.1	2,569.4	26.19					
07-10-22	01:50:00	2,555.5	2,568.8	26.17					
07-10-22	02:00:00	2,553.7	2,568.8	26.17					
07-10-22	02:10:00	2,555.5	2,568.8	26.15					
07-10-22	02:20:00	2,555.5	2,567.6	26.14					
07-10-22	02:30:00	2,553.1	2,567.6	26.14					
07-10-22	02:40:00	2,555.5	2,567.0	26.13					
07-10-22	02:50:00	2,552.5	2,567.0	26.12					
07-10-22	03:00:00	2,553.1	2,566.4	26.10					
07-10-22	03:10:00	2,550.7	2,565.1	26.09					
07-10-22	03:20:00	2,550.7	2,564.5	26.08					
07-10-22	03:30:00	2,553.1	2,565.1	26.07					
07-10-22	03:40:00	2,552.5	2,564.5	26.06					
07-10-22	03:50:00	2,547.8	2,562.1	26.04					
07-10-22	04:00:00	2,547.2	2,562.1	26.04					
07-10-22	04:10:00	2,547.8	2,560.8	26.02					
07-10-22	04:20:00	2,533.0	2,546.0	26.02					
07-10-22	04:30:00	2,547.2	2,560.2	26.01					
07-10-22	04:40:00	2,547.2	2,559.6	25.99					
07-10-22	04:50:00	2,544.8	2,559.6	25.98					
07-10-22	05:00:00	2,544.8	2,558.4	25.98					
07-10-22	05:10:00	2,544.8	2,558.4	25.97					
07-10-22	05:20:00	2,542.5	2,555.9	25.96					
07-10-22	05:30:00	2,544.2	2,557.7	25.94					
07-10-22	05:40:00	2,541.9	2,555.9	25.93					
07-10-22	05:50:00	2,541.9	2,555.9	25.93					
07-10-22	06:00:00	2,541.9	2,555.3	25.92					
07-10-22	06:10:00	2,541.9	2,554.7	25.89					
07-10-22	06:20:00	2,539.5	2,553.4	25.89					
07-10-22	06:30:00	2,539.5	2,552.8	25.88					
07-10-22	06:40:00	2,539.5	2,552.2	25.88					
07-10-22	06:50:00	2,539.5	2,551.0	25.88					
07-10-22	07:00:00	2,522.4	2,537.4	25.87					
07-10-22	07:10:00	2,537.1	2,551.0	25.87					
07-10-22	07:20:00	2,537.1	2,551.0	25.87					
07-10-22	07:30:00	2,537.1	2,550.4	25.87					
07-10-22	07:40:00	2,537.1	2,550.4	25.87					
07-10-22	07:50:00	2,536.5	2,551.0	25.88					
07-10-22	08:00:00	2,538.9	2,552.8	25.89					
07-10-22	08:10:00	2,539.5	2,552.8	25.92					
07-10-22	08:20:00	2,538.9	2,553.4	25.94					
07-10-22	08:30:00	2,541.3	2,553.4	25.96					
07-10-22	08:40:00	2,541.3	2,554.7	25.98					
07-10-22	08:50:00	2,543.6	2,557.1	26.02					
07-10-22	09:00:00	2,546.6	2,560.8	26.08					
07-10-22	09:10:00	2,548.4	2,561.4	26.10					
07-10-22	09:20:00	2,548.4	2,563.3	26.12					
07-10-22	09:30:00	2,550.7	2,564.5	26.15					
07-10-22	09:40:00	2,550.7	2,564.5	26.14					
07-10-22	09:50:00	2,550.7	2,564.5	26.14					
07-10-22	10:00:00	2,550.7	2,566.4	26.17					
07-10-22	10:10:00	2,558.4	2,571.9	26.27					
07-10-22	10:20:00	2,560.8	2,574.4	26.33					
07-10-22	10:30:00	2,563.2	2,578.7	26.40					
07-10-22	10:40:00	2,567.9	2,581.8	26.48					
07-10-22	10:50:00	2,570.3	2,584.2	26.50					
07-10-22	11:00:00	2,572.6	2,587.9	26.56					
07-10-22	11:10:00	2,575.0	2,589.8	26.59					
07-10-22	11:20:00	2,577.4	2,592.9	26.64					
07-10-22	11:30:00	2,580.3	2,595.3	26.69					
07-10-22	11:40:00	2,582.7	2,596.6	26.64					
07-10-22	11:50:00	2,589.8	2,604.0	26.70					
07-10-22	12:00:00	2,586.9	2,602.1	26.69					
07-10-22	12:10:00	2,589.8	2,605.8	26.72					
07-10-22	12:20:00	2,595.2	2,610.2	26.76					
07-10-22	12:30:00	2,597.6	2,610.8	26.83					
07-10-22	12:40:00	2,602.3	2,617.6	26.91					
07-10-22	12:50:00	2,610.0	2,626.2	26.92					
07-10-22	13:00:00	2,602.3	2,618.8	26.75					
07-10-22	13:10:00	2,604.7	2,620.7	26.88					
07-10-22	13:20:00	2,611.8	2,627.4	26.94					
07-10-22	13:30:00	2,601.7	2,617.6	26.93					
07-10-22	13:40:00	2,610.0	2,626.2	27.10					
07-10-22	13:50:00	2,627.3	2,641.7	27.22					
07-10-22	14:00:00	2,629.6	2,645.4	27.27					
07-10-22	14:10:00	2,635.0	2,650.3	27.31					
07-10-22	14:20:00	2,608.8	2,623.7	27.10					
07-10-22	14:30:00	2,594.0	2,609.5	26.94					
07-10-22	14:40:00	2,593.4	2,607.7	26.96					
07-10-22	14:50:00	2,598.7	2,614.5	26.98					
07-10-22	15:00:00	2,596.4	2,611.4	26.99					
07-10-22	15:10:00	2,596.4	2,612.0	26.99					
07-10-22	15:20:00	2,598.7	2,613.9	27.03					
07-10-22	15:30:00	2,598.7	2,614.5	27.02					
07-10-22	15:40:00	2,595.8	2,611.4	27.02					
07-10-22	15:50:00	2,598.7	2,613.9	27.04					
07-10-22	16:00:00	2,598.7	2,612.6	27.04					
07-10-22	16:10:00	2,596.4	2,611.4	27.03					
07-10-22	16:20:00	2,595.8	2,610.2	27.07					
07-10-22	16:30:00	2,595.8	2,612.0	27.09					
07-10-22	16:40:00	2,598.7	2,612.6	27.07					
07-10-22	16:50:00	2,600.5	2,613.9	27.08					
07-10-22	17:00:00	2,598.7	2,614.5	27.07					
07-10-22	17:10:00	2,601.1	2,615.7	27.07					
07-10-22	17:20:00	2,600.5	2,614.5	27.07					
07-10-22	17:30:00	2,600.5	2,616.3	27.06					
07-10-22	17:40:00	2,605.3	2,621.3	27.07					
07-10-22	17:50:00	2,605.3	2,620.7	27.01					
07-10-22	18:00:00	2,608.2	2,622.5	27.03					
07-10-22	18:10:00	2,608.2	2,624.4	27.02					
07-10-22	18:20:00	2,607.6	2,625.6	27.02					
07-10-22	18:30:00	2,610.0	2,625.0	26.99					
07-10-22	18:40:00	2,605.3	2,622.5	26.98					
07-10-22	18:50:00	2,602.9	2,617.6	26.97					
07-10-22	19:00:00	2,602.3	2,618.2	26.96					
07-10-22	19:10:00	2,599.9	2,617.6	26.96					
07-10-22	19:20:00	2,599.9	2,615.7	26.93					
07-10-22	19:30:00	2,597.0	2,613.9	26.91					
07-10-22	19:40:00	2,597.0	2,611.4	26.89					
07-10-22	19:50:00	2,597.0	2,612.0	26.88					
07-10-22	20:00:00	2,543.0	2,559.0	26.87					
07-10-22	20:10:00	2,594.6	2,610.8	26.85					
07-10-22	20:20:00	2,594.6	2,609.5	26.82					
07-10-22	20:30:00	2,597.0	2,610.8	26.81					
07-10-22	20:40:00	2,594.6	2,609.5	26.81					
07-10-22	20:50:00	2,594.6	2,608.9	26.78					
07-10-22	21:00:00	2,591.6	2,609.5	26.77					
07-10-22	21:10:00	2,594.6	2,607.7	26.75					
07-10-22	21:20:00	2,591.6	2,607.1	26.73					
07-10-22	21:30:00	2,591.6	2,607.1	26.72					
07-10-22	21:40:00	2,589.2	2,606.5	26.70					
07-10-22	21:50:00	2,591.6	2,605.2	26.69					
07-10-22	22:00:00	2,591.6	2,606.5	26.67					
07-10-22	22:10:00	2,589.2	2,604.6	26.66					
07-10-22	22:20:00	2,589.2	2,604.6	26.65					
07-10-22	22:30:00	2,589.2	2,604.0	26.62					
07-10-22	22:40:00	2,586.3	2,600.9	26.60					
07-10-22	22:50:00	2,586.3	2,600.3	26.59					
07-10-22	23:00:00	2,581.5	2,597.8	26.57					
07-10-22	23:10:00	2,583.9	2,597.2	26.55					
07-10-22	23:20:00	2,580.9	2,595.3	26.54					
07-10-22	23:30:00	2,580.9	2,595.3	26.52					
07-10-22	23:40:00	2,164.4	2,216.3	26.51					
07-10-22	23:50:00	2,576.2	2,591.6	26.49					
08-10-22	00:00:00	2,576.2	2,591.0	26.49					
08-10-22	00:10:00	2,578.6	2,591.0	26.48					
08-10-22	00:20:00	2,576.2	2,589.2	26.46					
08-10-22	00:30:00	2,573.8	2,588.6	26.44					
08-10-22	00:40:00	2,576.2	2,588.6	26.44					
08-10-22	00:50:00	2,573.8	2,588.6	26.41					
08-10-22	01:00:00	2,573.2	2,586.7	26.40					
08-10-22	01:10:00	2,573.8	2,586.7	26.39					
08-10-22	01:20:00	2,570.9	2,585.5	26.36					
08-10-22	01:30:00	2,570.9	2,585.5	26.35					
08-10-22	01:40:00	2,570.9	2,584.2	26.35					
08-10-22	01:50:00	2,568.5	2,584.2	26.33					
08-10-22	02:00:00	2,568.5	2,583.0	26.31					
08-10-22	02:10:00	2,568.5	2,583.0	26.29					
08-10-22	02:20:00	2,568.5	2,583.0	26.28					
08-10-22	02:30:00	2,565.5	2,581.2	26.25					
08-10-22	02:40:00	2,565.5	2,579.9	26.24					
08-10-22	02:50:00	2,566.1	2,579.3	26.23					
08-10-22	03:00:00	2,565.5	2,579.3	26.20					
08-10-22	03:10:00	2,563.2	2,578.7	26.19					
08-10-22	03:20:00	2,563.2	2,577.5	26.17					
08-10-22	03:30:00	2,560.8	2,576.2	26.14					
08-10-22	03:40:00	2,560.8	2,575.0	26.13					
08-10-22	03:50:00	2,560.8	2,576.2	26.12					
08-10-22	04:00:00	2,560.8	2,575.0	26.10					
08-10-22	04:10:00	2,560.8	2,574.4	26.09					
08-10-22	04:20:00	2,560.8	2,573.8	26.07					
08-10-22	04:30:00	2,560.2	2,574.4	26.06					
08-10-22	04:40:00	2,557.8	2,573.8	26.06					
08-10-22	04:50:00	2,557.8	2,573.8	26.04					
08-10-22	05:00:00	2,557.8	2,572.5	26.03					
08-10-22	05:10:00	2,557.2	2,571.9	26.01					
08-10-22	05:20:00	2,555.5	2,570.1	25.99					
08-10-22	05:30:00	2,557.8	2,570.1	25.98					
08-10-22	05:40:00	2,555.5	2,570.1	25.98					
08-10-22	05:50:00	2,555.5	2,568.2	25.96					
08-10-22	06:00:00	2,553.1	2,568.2	25.94					
08-10-22	06:10:00	2,552.5	2,565.8	25.93					
08-10-22	06:20:00	2,552.5	2,565.1	25.92					
08-10-22	06:30:00	2,545.4	2,560.8	25.89					
08-10-22	06:40:00	2,545.4	2,559.0	25.88					
08-10-22	06:50:00	2,545.4	2,557.1	25.87					
08-10-22	07:00:00	2,543.0	2,558.4	25.87					
08-10-22	07:10:00	2,540.7	2,555.3	25.86					
08-10-22	07:20:00	2,543.0	2,556.5	25.86					
08-10-22	07:30:00	2,540.1	2,555.9	25.85					
08-10-22	07:40:00	2,540.1	2,554.0	25.85					
08-10-22	07:50:00	2,540.1	2,553.4	25.85					
08-10-22	08:00:00	2,542.5	2,556.5	25.87					
08-10-22	08:10:00	2,540.1	2,555.3	25.88					
08-10-22	08:20:00	2,540.1	2,555.9	25.91					
08-10-22	08:30:00	2,542.5	2,557.7	25.93					
08-10-22	08:40:00	2,544.8	2,559.0	25.97					
08-10-22	08:50:00	2,547.2	2,560.8	26.01					
08-10-22	09:00:00	2,550.1	2,564.5	26.07					
08-10-22	09:10:00	2,552.5	2,567.0	26.10					
08-10-22	09:20:00	2,557.2	2,571.3	26.18					
08-10-22	09:30:00	2,559.6	2,575.0	26.27					
08-10-22	09:40:00	2,564.3	2,578.1	26.30					
08-10-22	09:50:00	2,569.7	2,583.6	26.41					
08-10-22	10:00:00	2,573.8	2,587.9	26.48					
08-10-22	10:10:00	2,576.8	2,590.4	26.51					
08-10-22	10:20:00	2,581.5	2,594.7	26.59					
08-10-22	10:30:00	2,586.3	2,602.7	26.70					
08-10-22	10:40:00	2,586.3	2,601.5	26.69					
08-10-22	10:50:00	2,591.6	2,607.7	26.76					
08-10-22	11:00:00	2,594.0	2,610.2	26.80					
08-10-22	11:10:00	2,596.4	2,612.0	26.81					
08-10-22	11:20:00	2,598.7	2,613.9	26.82					
08-10-22	11:30:00	2,601.1	2,618.2	26.88					
08-10-22	11:40:00	2,603.5	2,619.4	26.88					
08-10-22	11:50:00	2,605.9	2,621.9	26.89					
08-10-22	12:00:00	2,606.5	2,623.1	26.89					
08-10-22	12:10:00	2,608.8	2,625.6	26.93					
08-10-22	12:20:00	2,611.2	2,627.4	26.97					
08-10-22	12:30:00	2,613.6	2,630.5	27.01					
08-10-22	12:40:00	2,629.1	2,646.0	27.20					
08-10-22	12:50:00	2,626.1	2,641.0	27.14					
08-10-22	13:00:00	2,618.9	2,636.1	27.06					
08-10-22	13:10:00	2,633.8	2,652.2	27.28					
08-10-22	13:20:00	2,504.7	2,527.0	27.27					
08-10-22	13:30:00	2,643.3	2,660.2	27.38					
08-10-22	13:40:00	2,627.9	2,646.0	27.35					
08-10-22	13:50:00	2,630.8	2,647.8	27.35					
08-10-22	14:00:00	2,651.1	2,668.3	27.61					
08-10-22	14:10:00	2,653.5	2,672.6	27.64					
08-10-22	14:20:00	2,635.6	2,654.6	27.24					
08-10-22	14:30:00	2,614.8	2,632.4	27.24					
08-10-22	14:40:00	2,534.8	2,554.0	27.25					
08-10-22	14:50:00	2,619.5	2,636.1	27.25					
08-10-22	15:00:00	2,621.9	2,638.6	27.27					
08-10-22	15:10:00	2,552.5	2,562.7	27.28					
08-10-22	15:20:00	2,619.5	2,638.0	27.24					
08-10-22	15:30:00	2,621.3	2,638.0	27.27					
08-10-22	15:40:00	2,618.9	2,638.0	27.25					
08-10-22	15:50:00	2,624.3	2,641.7	27.27					
08-10-22	16:00:00	2,621.3	2,638.6	27.27					
08-10-22	16:10:00	2,618.9	2,637.3	27.24					
08-10-22	16:20:00	2,618.9	2,638.6	27.22					
08-10-22	16:30:00	2,621.3	2,638.6	27.22					
08-10-22	16:40:00	2,613.6	2,631.2	27.20					
08-10-22	16:50:00	2,608.8	2,626.2	27.17					
08-10-22	17:00:00	2,282.6	2,320.7	27.18					
08-10-22	17:10:00	2,623.7	2,639.8	27.15					
08-10-22	17:20:00	2,378.6	2,405.5	27.15					
08-10-22	17:30:00	2,625.5	2,642.3	27.13					
08-10-22	17:40:00	2,625.5	2,642.9	27.12					
08-10-22	17:50:00	2,625.5	2,642.9	27.10					
08-10-22	18:00:00	2,625.5	2,644.8	27.08					
08-10-22	18:10:00	2,627.9	2,644.1	27.08					
08-10-22	18:20:00	2,625.5	2,644.1	27.07					
08-10-22	18:30:00	2,627.3	2,644.1	27.06					
08-10-22	18:40:00	2,622.5	2,639.2	27.03					
08-10-22	18:50:00	2,620.1	2,637.3	27.03					
08-10-22	19:00:00	2,617.2	2,634.2	27.01					
08-10-22	19:10:00	2,614.8	2,634.2	26.99					
08-10-22	19:20:00	2,617.2	2,633.0	26.98					
08-10-22	19:30:00	2,614.8	2,632.4	26.96					
08-10-22	19:40:00	2,611.8	2,629.9	26.94					
08-10-22	19:50:00	2,611.8	2,628.7	26.92					
08-10-22	20:00:00	2,611.8	2,629.9	26.92					
08-10-22	20:10:00	2,611.8	2,628.1	26.89					
08-10-22	20:20:00	2,609.4	2,626.2	26.88					
08-10-22	20:30:00	2,609.4	2,626.2	26.87					
08-10-22	20:40:00	2,609.4	2,626.2	26.86					
08-10-22	20:50:00	2,606.5	2,623.7	26.85					
08-10-22	21:00:00	2,606.5	2,621.9	26.83					
08-10-22	21:10:00	2,319.8	2,331.7	26.82					
08-10-22	21:20:00	2,604.1	2,619.4	26.80					
08-10-22	21:30:00	2,601.1	2,618.2	26.78					
08-10-22	21:40:00	2,604.1	2,619.4	26.78					
08-10-22	21:50:00	2,601.1	2,618.8	26.77					
08-10-22	22:00:00	2,598.7	2,615.7	26.76					
08-10-22	22:10:00	2,598.7	2,614.5	26.75					
08-10-22	22:20:00	2,596.4	2,612.0	26.73					
08-10-22	22:30:00	2,591.0	2,607.1	26.72					
08-10-22	22:40:00	2,594.0	2,611.4	26.71					
08-10-22	22:50:00	2,596.4	2,610.2	26.70					
08-10-22	23:00:00	2,594.0	2,610.2	26.69					
08-10-22	23:10:00	2,594.0	2,609.5	26.67					
08-10-22	23:20:00	2,591.0	2,608.9	26.66					
08-10-22	23:30:00	2,594.0	2,607.7	26.66					
08-10-22	23:40:00	2,588.6	2,606.5	26.65					
08-10-22	23:50:00	2,588.6	2,605.2	26.64					
09-10-22	00:00:00	2,588.6	2,603.4	26.61					
09-10-22	00:10:00	2,588.6	2,603.4	26.61					
09-10-22	00:20:00	2,588.1	2,602.7	26.59					
09-10-22	00:30:00	2,586.3	2,602.7	26.59					
09-10-22	00:40:00	2,586.3	2,602.1	26.57					
09-10-22	00:50:00	2,586.3	2,600.3	26.55					
09-10-22	01:00:00	2,583.3	2,599.7	26.54					
09-10-22	01:10:00	2,583.9	2,599.7	26.52					
09-10-22	01:20:00	2,583.9	2,598.4	26.51					
09-10-22	01:30:00	2,583.3	2,598.4	26.50					
09-10-22	01:40:00	2,580.9	2,598.4	26.49					
09-10-22	01:50:00	2,583.3	2,600.3	26.46					
09-10-22	02:00:00	2,583.9	2,598.4	26.46					
09-10-22	02:10:00	2,580.9	2,596.0	26.44					
09-10-22	02:20:00	2,580.9	2,596.0	26.43					
09-10-22	02:30:00	2,580.9	2,597.8	26.40					
09-10-22	02:40:00	2,580.9	2,596.6	26.39					
09-10-22	02:50:00	2,583.3	2,598.4	26.38					
09-10-22	03:00:00	2,578.6	2,592.3	26.36					
09-10-22	03:10:00	2,580.9	2,596.6	26.36					
09-10-22	03:20:00	2,580.9	2,596.0	26.35					
09-10-22	03:30:00	2,580.3	2,595.3	26.33					
09-10-22	03:40:00	2,578.0	2,596.0	26.33					
09-10-22	03:50:00	2,578.6	2,592.9	26.30					
09-10-22	04:00:00	2,578.0	2,591.6	26.28					
09-10-22	04:10:00	2,565.5	2,582.4	26.28					
09-10-22	04:20:00	2,563.8	2,579.3	26.25					
09-10-22	04:30:00	2,566.1	2,579.9	26.24					
09-10-22	04:40:00	2,568.5	2,582.4	26.24					
09-10-22	04:50:00	2,568.5	2,584.2	26.23					
09-10-22	05:00:00	2,572.6	2,589.2	26.22					
09-10-22	05:10:00	2,573.2	2,589.2	26.22					
09-10-22	05:20:00	2,575.6	2,589.2	26.19					
09-10-22	05:30:00	2,570.9	2,584.9	26.19					
09-10-22	05:40:00	2,570.9	2,586.1	26.18					
09-10-22	05:50:00	2,570.3	2,583.6	26.15					
09-10-22	06:00:00	2,570.3	2,586.1	26.15					
09-10-22	06:10:00	2,570.3	2,584.9	26.13					
09-10-22	06:20:00	2,567.9	2,582.4	26.13					
09-10-22	06:30:00	2,563.2	2,579.3	26.12					
09-10-22	06:40:00	2,560.8	2,575.6	26.10					
09-10-22	06:50:00	2,560.8	2,576.8	26.09					
09-10-22	07:00:00	2,557.8	2,574.4	26.09					
09-10-22	07:10:00	2,558.4	2,572.5	26.08					
09-10-22	07:20:00	2,232.9	2,281.2	26.08					
09-10-22	07:30:00	1,982.6	2,011.0	26.08					
09-10-22	07:40:00	1,984.3	2,013.4	26.07					
09-10-22	07:50:00	1,987.7	2,015.2	26.07					
09-10-22	08:00:00	1,989.4	2,016.4	26.08					
09-10-22	08:10:00	1,989.4	2,017.6	26.10					
09-10-22	08:20:00	1,989.4	2,018.2	26.10					
09-10-22	08:30:00	1,989.4	2,017.0	26.09					
09-10-22	08:40:00	1,984.3	2,012.2	26.10					
09-10-22	08:50:00	1,980.9	2,005.0	26.12					
09-10-22	09:00:00	1,834.6	1,863.3	26.12					
09-10-22	09:10:00	2,435.3	2,445.9	26.13					
09-10-22	09:20:00	2,565.5	2,581.8	26.15					
09-10-22	09:30:00	2,565.5	2,581.8	26.17					
09-10-22	09:40:00	2,567.9	2,582.4	26.19					
09-10-22	09:50:00	2,570.3	2,586.1	26.27					
09-10-22	10:00:00	2,572.6	2,587.9	26.29					
09-10-22	10:10:00	2,374.5	2,406.2	26.33					
09-10-22	10:20:00	2,576.8	2,592.9	26.38					
09-10-22	10:30:00	2,576.8	2,592.3	26.36					
09-10-22	10:40:00	2,579.2	2,594.7	26.40					
09-10-22	10:50:00	2,579.2	2,594.7	26.41					
09-10-22	11:00:00	2,579.2	2,594.1	26.43					
09-10-22	11:10:00	2,579.8	2,595.3	26.44					
09-10-22	11:20:00	2,581.5	2,597.8	26.48					
09-10-22	11:30:00	2,583.9	2,599.7	26.49					
09-10-22	11:40:00	2,586.3	2,601.5	26.54					
09-10-22	11:50:00	2,583.9	2,600.3	26.51					
09-10-22	12:00:00	2,586.3	2,602.1	26.54					
