"Plot Title: 21415543"
"#","Date Time, GMT-10:00","Low Range, μS/cm (LGR S/N: 21415543, SEN S/N: 21415543)","High Range, μS/cm (LGR S/N: 21415543, SEN S/N: 21415543)","Temp, °C (LGR S/N: 21415543, SEN S/N: 21415543)","Coupler Detached (LGR S/N: 21415543)","Coupler Attached (LGR S/N: 21415543)","Host Connected (LGR S/N: 21415543)","Stopped (LGR S/N: 21415543)","End Of File (LGR S/N: 21415543)"
81,02/09/23 14:20:00,0.0,0.0,22.70,,,,,
82,02/09/23 14:30:00,0.0,0.0,22.65,,,,,
83,02/09/23 14:40:00,0.0,0.0,22.60,,,,,
84,02/09/23 14:50:00,0.0,0.0,22.60,,,,,
85,02/09/23 15:00:00,0.0,0.0,22.65,,,,,
86,02/09/23 15:10:00,0.0,0.0,22.62,,,,,
87,02/09/23 15:20:00,0.0,0.0,22.62,,,,,
88,02/09/23 15:30:00,0.0,0.0,22.69,,,,,
89,02/09/23 15:40:00,0.0,0.0,22.64,,,,,
90,02/09/23 15:50:00,0.0,0.0,22.60,,,,,
91,02/09/23 16:00:00,0.0,0.0,22.55,,,,,
92,02/09/23 16:10:00,0.0,0.0,22.46,,,,,
93,02/09/23 16:20:00,0.0,0.0,22.43,,,,,
94,02/09/23 16:30:00,0.0,0.0,22.51,,,,,
95,02/09/23 16:40:00,0.0,0.0,22.51,,,,,
96,02/09/23 16:50:00,0.0,0.0,22.48,,,,,
97,02/09/23 17:00:00,0.0,0.0,22.50,,,,,
98,02/09/23 17:10:00,0.0,0.0,22.52,,,,,
99,02/09/23 17:20:00,0.0,0.0,22.52,,,,,
100,02/09/23 17:30:00,0.0,0.0,22.48,,,,,
101,02/09/23 17:40:00,0.0,0.0,22.50,,,,,
102,02/09/23 17:50:00,0.0,0.0,22.51,,,,,
103,02/09/23 18:00:00,0.0,0.0,22.50,,,,,
104,02/09/23 18:10:00,0.0,0.0,22.43,,,,,
105,02/09/23 18:20:00,0.0,0.0,22.43,,,,,
106,02/09/23 18:30:00,0.0,0.0,22.43,,,,,
107,02/09/23 18:40:00,0.0,0.0,22.36,,,,,
108,02/09/23 18:50:00,0.0,0.0,22.35,,,,,
109,02/09/23 19:00:00,0.0,0.0,22.38,,,,,
110,02/09/23 19:10:00,0.0,0.0,22.41,,,,,
111,02/09/23 19:20:00,0.0,0.0,22.43,,,,,
112,02/09/23 19:30:00,0.0,0.0,22.45,,,,,
113,02/09/23 19:40:00,0.0,0.0,22.36,,,,,
114,02/09/23 19:50:00,0.0,0.0,22.34,,,,,
115,02/09/23 20:00:00,0.0,0.0,22.36,,,,,
116,02/09/23 20:10:00,0.0,0.0,22.40,,,,,
117,02/09/23 20:20:00,0.0,0.0,22.41,,,,,
118,02/09/23 20:30:00,0.0,0.0,22.43,,,,,
119,02/09/23 20:40:00,0.0,0.0,22.45,,,,,
120,02/09/23 20:50:00,0.0,0.0,22.48,,,,,
121,02/09/23 21:00:00,0.0,0.0,22.39,,,,,
122,02/09/23 21:10:00,0.0,0.0,22.36,,,,,
123,02/09/23 21:20:00,0.0,0.0,22.36,,,,,
124,02/09/23 21:30:00,0.0,0.0,22.40,,,,,
125,02/09/23 21:40:00,0.0,0.0,22.40,,,,,
126,02/09/23 21:50:00,0.0,0.0,22.40,,,,,
127,02/09/23 22:00:00,0.0,0.0,22.41,,,,,
128,02/09/23 22:10:00,0.0,0.0,22.43,,,,,
129,02/09/23 22:20:00,0.0,0.0,22.43,,,,,
130,02/09/23 22:30:00,0.0,0.0,22.43,,,,,
131,02/09/23 22:40:00,0.0,0.0,22.40,,,,,
132,02/09/23 22:50:00,0.0,0.0,22.31,,,,,
133,02/09/23 23:00:00,0.0,0.0,22.29,,,,,
134,02/09/23 23:10:00,0.0,0.0,22.30,,,,,
135,02/09/23 23:20:00,0.0,0.0,22.30,,,,,
136,02/09/23 23:30:00,0.0,0.0,22.30,,,,,
137,02/09/23 23:40:00,0.0,0.0,22.30,,,,,
138,02/09/23 23:50:00,0.0,0.0,22.33,,,,,
139,02/10/23 00:00:00,0.0,0.0,22.33,,,,,
140,02/10/23 00:10:00,0.0,0.0,22.33,,,,,
141,02/10/23 00:20:00,0.0,0.0,22.34,,,,,
142,02/10/23 00:30:00,0.0,0.0,22.27,,,,,
143,02/10/23 00:40:00,0.0,0.0,22.22,,,,,
144,02/10/23 00:50:00,0.0,0.0,22.23,,,,,
145,02/10/23 01:00:00,0.0,0.0,22.22,,,,,
146,02/10/23 01:10:00,0.0,0.0,22.22,,,,,
147,02/10/23 01:20:00,0.0,0.0,22.23,,,,,
148,02/10/23 01:30:00,0.0,0.0,22.23,,,,,
149,02/10/23 01:40:00,0.0,0.0,22.22,,,,,
150,02/10/23 01:50:00,0.0,0.0,22.23,,,,,
151,02/10/23 02:00:00,0.0,0.0,22.23,,,,,
152,02/10/23 02:10:00,0.0,0.0,22.23,,,,,
153,02/10/23 02:20:00,0.0,0.0,22.23,,,,,
154,02/10/23 02:30:00,0.0,0.0,22.23,,,,,
155,02/10/23 02:40:00,0.0,0.0,22.22,,,,,
156,02/10/23 02:50:00,0.0,0.0,22.23,,,,,
157,02/10/23 03:00:00,0.0,0.0,22.23,,,,,
158,02/10/23 03:10:00,0.0,0.0,22.22,,,,,
159,02/10/23 03:20:00,0.0,0.0,22.22,,,,,
160,02/10/23 03:30:00,0.0,0.0,22.22,,,,,
161,02/10/23 03:40:00,0.0,0.0,22.22,,,,,
162,02/10/23 03:50:00,0.0,0.0,22.20,,,,,
163,02/10/23 04:00:00,0.0,0.0,22.23,,,,,
164,02/10/23 04:10:00,0.0,0.0,22.17,,,,,
165,02/10/23 04:20:00,0.0,0.0,22.13,,,,,
166,02/10/23 04:30:00,0.0,0.0,22.13,,,,,
167,02/10/23 04:40:00,0.0,0.0,22.13,,,,,
168,02/10/23 04:50:00,0.0,0.0,22.13,,,,,
169,02/10/23 05:00:00,0.0,0.0,22.13,,,,,
170,02/10/23 05:10:00,0.0,0.0,22.14,,,,,
171,02/10/23 05:20:00,0.0,0.0,22.13,,,,,
172,02/10/23 05:30:00,0.0,0.0,22.13,,,,,
173,02/10/23 05:40:00,0.0,0.0,22.13,,,,,
174,02/10/23 05:50:00,0.0,0.0,22.13,,,,,
175,02/10/23 06:00:00,0.0,0.0,22.12,,,,,
176,02/10/23 06:10:00,0.0,0.0,22.12,,,,,
177,02/10/23 06:20:00,0.0,0.0,22.12,,,,,
178,02/10/23 06:30:00,0.0,0.0,22.10,,,,,
179,02/10/23 06:40:00,0.0,0.0,22.10,,,,,
180,02/10/23 06:50:00,0.0,0.0,22.07,,,,,
181,02/10/23 07:00:00,0.0,0.0,21.99,,,,,
182,02/10/23 07:10:00,0.0,0.0,21.98,,,,,
183,02/10/23 07:20:00,0.0,0.0,21.99,,,,,
184,02/10/23 07:30:00,0.0,0.0,22.02,,,,,
185,02/10/23 07:40:00,0.0,0.0,22.02,,,,,
186,02/10/23 07:50:00,0.0,0.0,22.03,,,,,
187,02/10/23 08:00:00,0.0,0.0,21.96,,,,,
188,02/10/23 08:10:00,0.0,0.0,21.96,,,,,
189,02/10/23 08:20:00,0.0,0.0,21.97,,,,,
190,02/10/23 08:30:00,0.0,0.0,21.99,,,,,
191,02/10/23 08:40:00,0.0,0.0,21.92,,,,,
192,02/10/23 08:50:00,0.0,0.0,21.90,,,,,
193,02/10/23 09:00:00,0.0,0.0,21.86,,,,,
194,02/10/23 09:10:00,0.0,0.0,21.80,,,,,
195,02/10/23 09:20:00,0.0,0.0,21.78,,,,,
196,02/10/23 09:30:00,0.0,0.0,21.73,,,,,
197,02/10/23 09:40:00,0.0,0.0,21.67,,,,,
198,02/10/23 09:50:00,0.0,0.0,21.62,,,,,
199,02/10/23 10:00:00,0.0,0.0,21.65,,,,,
200,02/10/23 10:10:00,0.0,0.0,21.67,,,,,
201,02/10/23 10:20:00,0.0,0.0,21.64,,,,,
202,02/10/23 10:30:00,0.0,0.0,21.69,,,,,
203,02/10/23 10:40:00,0.0,0.0,21.78,,,,,
204,02/10/23 10:50:00,0.0,0.0,21.73,,,,,
205,02/10/23 11:00:00,0.0,0.0,21.76,,,,,
206,02/10/23 11:10:00,0.0,0.0,21.86,,,,,
207,02/10/23 11:20:00,0.0,0.0,21.94,,,,,
208,02/10/23 11:30:00,0.0,0.0,21.90,,,,,
209,02/10/23 11:40:00,0.0,0.0,21.94,,,,,
210,02/10/23 11:50:00,0.0,0.0,21.99,,,,,
211,02/10/23 12:00:00,0.0,0.0,22.08,,,,,
212,02/10/23 12:10:00,0.0,0.0,22.07,,,,,
213,02/10/23 12:20:00,0.0,0.0,22.13,,,,,
214,02/10/23 12:30:00,0.0,0.0,22.22,,,,,
215,02/10/23 12:40:00,0.0,0.0,22.29,,,,,
216,02/10/23 12:50:00,0.0,0.0,22.33,,,,,
217,02/10/23 13:00:00,0.0,0.0,22.39,,,,,
218,02/10/23 13:10:00,0.0,0.0,22.49,,,,,
219,02/10/23 13:20:00,0.0,0.0,22.52,,,,,
220,02/10/23 13:30:00,0.0,0.0,22.60,,,,,
221,02/10/23 13:40:00,0.0,0.0,22.70,,,,,
222,02/10/23 13:50:00,0.0,0.0,22.72,,,,,
223,02/10/23 14:00:00,0.0,0.0,22.78,,,,,
224,02/10/23 14:10:00,0.0,0.0,22.81,,,,,
225,02/10/23 14:20:00,0.0,0.0,22.75,,,,,
226,02/10/23 14:30:00,0.0,0.0,22.76,,,,,
227,02/10/23 14:40:00,0.0,0.0,22.80,,,,,
228,02/10/23 14:50:00,0.0,0.0,22.75,,,,,
229,02/10/23 15:00:00,0.0,0.0,22.77,,,,,
230,02/10/23 15:10:00,0.0,0.0,22.81,,,,,
231,02/10/23 15:20:00,0.0,0.0,22.75,,,,,
232,02/10/23 15:30:00,0.0,0.0,22.78,,,,,
233,02/10/23 15:40:00,0.0,0.0,22.80,,,,,
234,02/10/23 15:50:00,0.0,0.0,22.75,,,,,
235,02/10/23 16:00:00,0.0,0.0,22.76,,,,,
236,02/10/23 16:10:00,0.0,0.0,22.78,,,,,
237,02/10/23 16:20:00,0.0,0.0,22.72,,,,,
238,02/10/23 16:30:00,0.0,0.0,22.71,,,,,
239,02/10/23 16:40:00,0.0,0.0,22.73,,,,,
240,02/10/23 16:50:00,0.0,0.0,22.71,,,,,
241,02/10/23 17:00:00,0.0,0.0,22.65,,,,,
242,02/10/23 17:10:00,0.0,0.0,22.67,,,,,
243,02/10/23 17:20:00,0.0,0.0,22.70,,,,,
244,02/10/23 17:30:00,0.0,0.0,22.66,,,,,
245,02/10/23 17:40:00,0.0,0.0,22.60,,,,,
246,02/10/23 17:50:00,0.0,0.0,22.62,,,,,
247,02/10/23 18:00:00,0.0,0.0,22.64,,,,,
248,02/10/23 18:10:00,0.0,0.0,22.66,,,,,
249,02/10/23 18:20:00,0.0,0.0,22.59,,,,,
250,02/10/23 18:30:00,0.0,0.0,22.56,,,,,
251,02/10/23 18:40:00,0.0,0.0,22.59,,,,,
252,02/10/23 18:50:00,0.0,0.0,22.60,,,,,
253,02/10/23 19:00:00,0.0,0.0,22.59,,,,,
254,02/10/23 19:10:00,0.0,0.0,22.50,,,,,
255,02/10/23 19:20:00,0.0,0.0,22.50,,,,,
256,02/10/23 19:30:00,0.0,0.0,22.50,,,,,
257,02/10/23 19:40:00,0.0,0.0,22.51,,,,,
258,02/10/23 19:50:00,0.0,0.0,22.54,,,,,
259,02/10/23 20:00:00,0.0,0.0,22.54,,,,,
260,02/10/23 20:10:00,0.0,0.0,22.54,,,,,
261,02/10/23 20:20:00,0.0,0.0,22.55,,,,,
262,02/10/23 20:30:00,0.0,0.0,22.46,,,,,
263,02/10/23 20:40:00,0.0,0.0,22.43,,,,,
264,02/10/23 20:50:00,0.0,0.0,22.44,,,,,
265,02/10/23 21:00:00,0.0,0.0,22.45,,,,,
266,02/10/23 21:10:00,0.0,0.0,22.48,,,,,
267,02/10/23 21:20:00,0.0,0.0,22.46,,,,,
268,02/10/23 21:30:00,0.0,0.0,22.48,,,,,
269,02/10/23 21:40:00,0.0,0.0,22.45,,,,,
270,02/10/23 21:50:00,0.0,0.0,22.36,,,,,
271,02/10/23 22:00:00,0.0,0.0,22.35,,,,,
272,02/10/23 22:10:00,0.0,0.0,22.36,,,,,
273,02/10/23 22:20:00,0.0,0.0,22.39,,,,,
274,02/10/23 22:30:00,0.0,0.0,22.38,,,,,
275,02/10/23 22:40:00,0.0,0.0,22.39,,,,,
276,02/10/23 22:50:00,0.0,0.0,22.40,,,,,
277,02/10/23 23:00:00,0.0,0.0,22.31,,,,,
278,02/10/23 23:10:00,0.0,0.0,22.28,,,,,
279,02/10/23 23:20:00,0.0,0.0,22.29,,,,,
280,02/10/23 23:30:00,0.0,0.0,22.30,,,,,
281,02/10/23 23:40:00,0.0,0.0,22.29,,,,,
282,02/10/23 23:50:00,0.0,0.0,22.30,,,,,
283,02/11/23 00:00:00,0.0,0.0,22.31,,,,,
284,02/11/23 00:10:00,0.0,0.0,22.31,,,,,
285,02/11/23 00:20:00,0.0,0.0,22.33,,,,,
286,02/11/23 00:30:00,0.0,0.0,22.29,,,,,
287,02/11/23 00:40:00,0.0,0.0,22.22,,,,,
288,02/11/23 00:50:00,0.0,0.0,22.22,,,,,
289,02/11/23 01:00:00,0.0,0.0,22.22,,,,,
290,02/11/23 01:10:00,0.0,0.0,22.22,,,,,
291,02/11/23 01:20:00,0.0,0.0,22.22,,,,,
292,02/11/23 01:30:00,0.0,0.0,22.23,,,,,
293,02/11/23 01:40:00,0.0,0.0,22.23,,,,,
294,02/11/23 01:50:00,0.0,0.0,22.24,,,,,
295,02/11/23 02:00:00,0.0,0.0,22.25,,,,,
296,02/11/23 02:10:00,0.0,0.0,22.25,,,,,
297,02/11/23 02:20:00,0.0,0.0,22.25,,,,,
298,02/11/23 02:30:00,0.0,0.0,22.27,,,,,
299,02/11/23 02:40:00,0.0,0.0,22.27,,,,,
300,02/11/23 02:50:00,0.0,0.0,22.27,,,,,
301,02/11/23 03:00:00,0.0,0.0,22.28,,,,,
302,02/11/23 03:10:00,0.0,0.0,22.22,,,,,
303,02/11/23 03:20:00,0.0,0.0,22.17,,,,,
304,02/11/23 03:30:00,0.0,0.0,22.15,,,,,
305,02/11/23 03:40:00,0.0,0.0,22.17,,,,,
306,02/11/23 03:50:00,0.0,0.0,22.19,,,,,
307,02/11/23 04:00:00,0.0,0.0,22.19,,,,,
308,02/11/23 04:10:00,0.0,0.0,22.19,,,,,
309,02/11/23 04:20:00,0.0,0.0,22.20,,,,,
310,02/11/23 04:30:00,0.0,0.0,22.22,,,,,
311,02/11/23 04:40:00,0.0,0.0,22.20,,,,,
312,02/11/23 04:50:00,0.0,0.0,22.22,,,,,
313,02/11/23 05:00:00,0.0,0.0,22.23,,,,,
314,02/11/23 05:10:00,0.0,0.0,22.22,,,,,
315,02/11/23 05:20:00,0.0,0.0,22.22,,,,,
316,02/11/23 05:30:00,0.0,0.0,22.23,,,,,
317,02/11/23 05:40:00,0.0,0.0,22.15,,,,,
318,02/11/23 05:50:00,0.0,0.0,22.09,,,,,
319,02/11/23 06:00:00,0.0,0.0,22.09,,,,,
320,02/11/23 06:10:00,0.0,0.0,22.10,,,,,
321,02/11/23 06:20:00,0.0,0.0,22.13,,,,,
322,02/11/23 06:30:00,0.0,0.0,22.12,,,,,
323,02/11/23 06:40:00,0.0,0.0,22.13,,,,,
324,02/11/23 06:50:00,0.0,0.0,22.14,,,,,
325,02/11/23 07:00:00,0.0,0.0,22.15,,,,,
326,02/11/23 07:10:00,0.0,0.0,22.15,,,,,
327,02/11/23 07:20:00,0.0,0.0,22.15,,,,,
328,02/11/23 07:30:00,0.0,0.0,22.18,,,,,
329,02/11/23 07:40:00,0.0,0.0,22.18,,,,,
330,02/11/23 07:50:00,0.0,0.0,22.19,,,,,
331,02/11/23 08:00:00,0.0,0.0,22.17,,,,,
332,02/11/23 08:10:00,0.0,0.0,22.10,,,,,
333,02/11/23 08:20:00,0.0,0.0,22.12,,,,,
334,02/11/23 08:30:00,0.0,0.0,22.15,,,,,
335,02/11/23 08:40:00,0.0,0.0,22.19,,,,,
336,02/11/23 08:50:00,0.0,0.0,22.22,,,,,
337,02/11/23 09:00:00,0.0,0.0,22.24,,,,,
338,02/11/23 09:10:00,0.0,0.0,22.27,,,,,
339,02/11/23 09:20:00,0.0,0.0,22.22,,,,,
340,02/11/23 09:30:00,0.0,0.0,22.23,,,,,
341,02/11/23 09:40:00,0.0,0.0,22.27,,,,,
342,02/11/23 09:50:00,0.0,0.0,22.30,,,,,
343,02/11/23 10:00:00,0.0,0.0,22.34,,,,,
344,02/11/23 10:10:00,0.0,0.0,22.33,,,,,
345,02/11/23 10:20:00,0.0,0.0,22.31,,,,,
346,02/11/23 10:30:00,0.0,0.0,22.35,,,,,
347,02/11/23 10:40:00,0.0,0.0,22.41,,,,,
348,02/11/23 10:50:00,0.0,0.0,22.44,,,,,
349,02/11/23 11:00:00,0.0,0.0,22.43,,,,,
350,02/11/23 11:10:00,0.0,0.0,22.48,,,,,
351,02/11/23 11:20:00,0.0,0.0,22.52,,,,,
352,02/11/23 11:30:00,0.0,0.0,22.59,,,,,
353,02/11/23 11:40:00,0.0,0.0,22.57,,,,,
354,02/11/23 11:50:00,0.0,0.0,22.61,,,,,
355,02/11/23 12:00:00,0.0,0.0,22.69,,,,,
356,02/11/23 12:10:00,0.0,0.0,22.75,,,,,
357,02/11/23 12:20:00,0.0,0.0,22.75,,,,,
358,02/11/23 12:30:00,0.0,0.0,22.82,,,,,
359,02/11/23 12:40:00,0.0,0.0,22.91,,,,,
360,02/11/23 12:50:00,0.0,0.0,22.96,,,,,
361,02/11/23 13:00:00,0.0,0.0,22.99,,,,,
362,02/11/23 13:10:00,0.0,0.0,23.08,,,,,
363,02/11/23 13:20:00,0.0,0.0,23.17,,,,,
364,02/11/23 13:30:00,0.0,0.0,23.19,,,,,
365,02/11/23 13:40:00,0.0,0.0,23.28,,,,,
366,02/11/23 13:50:00,0.0,0.0,23.39,,,,,
367,02/11/23 14:00:00,0.0,0.0,23.44,,,,,
368,02/11/23 14:10:00,0.0,0.0,23.49,,,,,
369,02/11/23 14:20:00,0.0,0.0,23.45,,,,,
370,02/11/23 14:30:00,0.0,0.0,23.48,,,,,
371,02/11/23 14:40:00,0.0,0.0,23.41,,,,,
372,02/11/23 14:50:00,0.0,0.0,23.43,,,,,
373,02/11/23 15:00:00,0.0,0.0,23.39,,,,,
374,02/11/23 15:10:00,0.0,0.0,23.39,,,,,
375,02/11/23 15:20:00,0.0,0.0,23.39,,,,,
376,02/11/23 15:30:00,0.0,0.0,23.35,,,,,
377,02/11/23 15:40:00,0.0,0.0,23.35,,,,,
378,02/11/23 15:50:00,0.0,0.0,23.29,,,,,
379,02/11/23 16:00:00,0.0,0.0,23.31,,,,,
380,02/11/23 16:10:00,0.0,0.0,23.25,,,,,
381,02/11/23 16:20:00,0.0,0.0,23.24,,,,,
382,02/11/23 16:30:00,0.0,0.0,23.24,,,,,
383,02/11/23 16:40:00,0.0,0.0,23.19,,,,,
384,02/11/23 16:50:00,0.0,0.0,23.20,,,,,
385,02/11/23 17:00:00,0.0,0.0,23.17,,,,,
386,02/11/23 17:10:00,0.0,0.0,23.13,,,,,
387,02/11/23 17:20:00,0.0,0.0,23.15,,,,,
388,02/11/23 17:30:00,0.0,0.0,23.10,,,,,
389,02/11/23 17:40:00,0.0,0.0,23.07,,,,,
390,02/11/23 17:50:00,0.0,0.0,23.09,,,,,
391,02/11/23 18:00:00,0.0,0.0,23.03,,,,,
392,02/11/23 18:10:00,0.0,0.0,22.98,,,,,
393,02/11/23 18:20:00,0.0,0.0,22.97,,,,,
394,02/11/23 18:30:00,0.0,0.0,22.99,,,,,
395,02/11/23 18:40:00,0.0,0.0,22.93,,,,,
396,02/11/23 18:50:00,0.0,0.0,22.88,,,,,
397,02/11/23 19:00:00,0.0,0.0,22.90,,,,,
398,02/11/23 19:10:00,0.0,0.0,22.92,,,,,
399,02/11/23 19:20:00,0.0,0.0,22.90,,,,,
400,02/11/23 19:30:00,0.0,0.0,22.83,,,,,
401,02/11/23 19:40:00,0.0,0.0,22.81,,,,,
402,02/11/23 19:50:00,0.0,0.0,22.82,,,,,
403,02/11/23 20:00:00,0.0,0.0,22.85,,,,,
404,02/11/23 20:10:00,0.0,0.0,22.85,,,,,
405,02/11/23 20:20:00,0.0,0.0,22.83,,,,,
406,02/11/23 20:30:00,0.0,0.0,22.76,,,,,
407,02/11/23 20:40:00,0.0,0.0,22.72,,,,,
408,02/11/23 20:50:00,0.0,0.0,22.73,,,,,
409,02/11/23 21:00:00,0.0,0.0,22.76,,,,,
410,02/11/23 21:10:00,0.0,0.0,22.76,,,,,
411,02/11/23 21:20:00,0.0,0.0,22.77,,,,,
412,02/11/23 21:30:00,0.0,0.0,22.75,,,,,
413,02/11/23 21:40:00,0.0,0.0,22.69,,,,,
414,02/11/23 21:50:00,0.0,0.0,22.67,,,,,
415,02/11/23 22:00:00,0.0,0.0,22.66,,,,,
416,02/11/23 22:10:00,0.0,0.0,22.70,,,,,
417,02/11/23 22:20:00,0.0,0.0,22.71,,,,,
418,02/11/23 22:30:00,0.0,0.0,22.71,,,,,
419,02/11/23 22:40:00,0.0,0.0,22.65,,,,,
420,02/11/23 22:50:00,0.0,0.0,22.61,,,,,
421,02/11/23 23:00:00,0.0,0.0,22.59,,,,,
422,02/11/23 23:10:00,0.0,0.0,22.60,,,,,
423,02/11/23 23:20:00,0.0,0.0,22.61,,,,,
424,02/11/23 23:30:00,0.0,0.0,22.61,,,,,
425,02/11/23 23:40:00,0.0,0.0,22.61,,,,,
426,02/11/23 23:50:00,0.0,0.0,22.60,,,,,
427,02/12/23 00:00:00,0.0,0.0,22.51,,,,,
428,02/12/23 00:10:00,0.0,0.0,22.49,,,,,
429,02/12/23 00:20:00,0.0,0.0,22.50,,,,,
430,02/12/23 00:30:00,0.0,0.0,22.51,,,,,
431,02/12/23 00:40:00,0.0,0.0,22.51,,,,,
432,02/12/23 00:50:00,0.0,0.0,22.51,,,,,
433,02/12/23 01:00:00,0.0,0.0,22.54,,,,,
434,02/12/23 01:10:00,0.0,0.0,22.52,,,,,
435,02/12/23 01:20:00,0.0,0.0,22.52,,,,,
436,02/12/23 01:30:00,0.0,0.0,22.48,,,,,
