"Plot Title: 21415544"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 21415544, SEN S/N: 21415544)","Specific Conductance, μS/cm (LGR S/N: 21415544)"
140,02/06/26 12:10:00 AM,-11.65,0.0
141,02/06/26 12:20:00 AM,-11.65,0.0
142,02/06/26 12:30:00 AM,-11.65,0.0
143,02/06/26 12:40:00 AM,-11.65,157919.1
144,02/06/26 12:50:00 AM,-11.65,0.0
145,02/06/26 01:00:00 AM,-11.65,0.0
146,02/06/26 01:10:00 AM,-11.65,157919.1
147,02/06/26 01:20:00 AM,-11.65,0.0
148,02/06/26 01:30:00 AM,-11.65,0.0
149,02/06/26 01:40:00 AM,-11.65,0.0
150,02/06/26 01:50:00 AM,-11.65,157919.1
151,02/06/26 02:00:00 AM,-11.65,157919.1
152,02/06/26 02:10:00 AM,-11.65,0.0
153,02/06/26 02:20:00 AM,-11.65,0.0
154,02/06/26 02:30:00 AM,-11.65,0.0
155,02/06/26 02:40:00 AM,-11.65,0.0
156,02/06/26 02:50:00 AM,-11.65,0.0
157,02/06/26 03:00:00 AM,-11.65,0.0
158,02/06/26 03:10:00 AM,-11.65,0.0
159,02/06/26 03:20:00 AM,-11.65,0.0
160,02/06/26 03:30:00 AM,-11.65,0.0
161,02/06/26 03:40:00 AM,-11.65,0.0
162,02/06/26 03:50:00 AM,-11.65,0.0
163,02/06/26 04:00:00 AM,-11.65,0.0
164,02/06/26 04:10:00 AM,-11.65,0.0
165,02/06/26 04:20:00 AM,-11.65,0.0
166,02/06/26 04:30:00 AM,-11.65,0.0
167,02/06/26 04:40:00 AM,-11.65,0.0
168,02/06/26 04:50:00 AM,-11.65,0.0
169,02/06/26 05:00:00 AM,-11.65,157919.1
170,02/06/26 05:10:00 AM,-11.65,0.0
171,02/06/26 05:20:00 AM,-11.65,0.0
172,02/06/26 05:30:00 AM,-11.65,0.0
173,02/06/26 05:40:00 AM,-11.65,0.0
174,02/06/26 05:50:00 AM,-11.65,0.0
175,02/06/26 06:00:00 AM,-11.65,0.0
176,02/06/26 06:10:00 AM,-11.65,157919.1
177,02/06/26 06:20:00 AM,-11.65,0.0
178,02/06/26 06:30:00 AM,-11.65,0.0
179,02/06/26 06:40:00 AM,-11.65,157919.1
180,02/06/26 06:50:00 AM,-11.65,157919.1
181,02/06/26 07:00:00 AM,-11.65,0.0
182,02/06/26 07:10:00 AM,-11.65,0.0
183,02/06/26 07:20:00 AM,-11.65,0.0
184,02/06/26 07:30:00 AM,-11.65,0.0
185,02/06/26 07:40:00 AM,-11.65,0.0
186,02/06/26 07:50:00 AM,-11.65,157919.1
187,02/06/26 08:00:00 AM,-11.65,0.0
188,02/06/26 08:10:00 AM,-11.65,0.0
189,02/06/26 08:20:00 AM,-11.65,0.0
190,02/06/26 08:30:00 AM,-11.65,0.0
191,02/06/26 08:40:00 AM,-11.65,0.0
192,02/06/26 08:50:00 AM,-11.65,0.0
193,02/06/26 09:00:00 AM,-11.65,0.0
194,02/06/26 09:10:00 AM,-11.65,0.0
195,02/06/26 09:20:00 AM,-11.65,0.0
196,02/06/26 09:30:00 AM,-11.65,0.0
197,02/06/26 09:40:00 AM,-11.65,0.0
198,02/06/26 09:50:00 AM,-11.65,0.0
199,02/06/26 10:00:00 AM,-11.65,0.0
200,02/06/26 10:10:00 AM,-11.65,0.0
201,02/06/26 10:20:00 AM,-11.65,0.0
202,02/06/26 10:30:00 AM,-11.65,0.0
203,02/06/26 10:40:00 AM,-11.65,0.0
204,02/06/26 10:50:00 AM,-11.65,0.0
205,02/06/26 11:00:00 AM,-11.65,0.0
206,02/06/26 11:10:00 AM,-11.65,0.0
207,02/06/26 11:20:00 AM,-11.65,0.0
208,02/06/26 11:30:00 AM,-11.65,0.0
209,02/06/26 11:40:00 AM,-11.65,0.0
210,02/06/26 11:50:00 AM,-11.65,0.0
211,02/06/26 12:00:00 PM,-11.65,0.0
212,02/06/26 12:10:00 PM,-11.65,0.0
213,02/06/26 12:20:00 PM,-11.65,0.0
214,02/06/26 12:30:00 PM,-11.65,0.0
215,02/06/26 12:40:00 PM,-11.65,0.0
216,02/06/26 12:50:00 PM,-11.65,0.0
217,02/06/26 01:00:00 PM,-11.65,0.0
218,02/06/26 01:10:00 PM,-11.65,0.0
219,02/06/26 01:20:00 PM,-11.65,0.0
220,02/06/26 01:30:00 PM,-11.65,0.0
221,02/06/26 01:40:00 PM,-11.65,0.0
222,02/06/26 01:50:00 PM,-11.65,0.0
223,02/06/26 02:00:00 PM,-11.65,0.0
224,02/06/26 02:10:00 PM,-11.65,0.0
225,02/06/26 02:20:00 PM,-11.65,0.0
226,02/06/26 02:30:00 PM,-11.65,0.0
227,02/06/26 02:40:00 PM,-11.65,0.0
228,02/06/26 02:50:00 PM,-11.65,157919.1
229,02/06/26 03:00:00 PM,-11.65,0.0
230,02/06/26 03:10:00 PM,-11.65,0.0
231,02/06/26 03:20:00 PM,-11.65,0.0
232,02/06/26 03:30:00 PM,-11.65,157919.1
233,02/06/26 03:40:00 PM,-11.65,0.0
234,02/06/26 03:50:00 PM,-11.65,0.0
235,02/06/26 04:00:00 PM,-11.65,0.0
236,02/06/26 04:10:00 PM,-11.65,157919.1
237,02/06/26 04:20:00 PM,-11.65,0.0
238,02/06/26 04:30:00 PM,-11.65,0.0
239,02/06/26 04:40:00 PM,-11.65,0.0
240,02/06/26 04:50:00 PM,-11.65,0.0
241,02/06/26 05:00:00 PM,-11.65,0.0
242,02/06/26 05:10:00 PM,-11.65,0.0
243,02/06/26 05:20:00 PM,-11.65,0.0
244,02/06/26 05:30:00 PM,-11.65,0.0
245,02/06/26 05:40:00 PM,-11.65,0.0
246,02/06/26 05:50:00 PM,-11.65,0.0
247,02/06/26 06:00:00 PM,-11.65,0.0
248,02/06/26 06:10:00 PM,-11.65,157919.1
249,02/06/26 06:20:00 PM,-11.65,0.0
250,02/06/26 06:30:00 PM,-11.65,0.0
251,02/06/26 06:40:00 PM,-11.65,0.0
252,02/06/26 06:50:00 PM,-11.65,0.0
253,02/06/26 07:00:00 PM,-11.65,0.0
254,02/06/26 07:10:00 PM,-11.65,0.0
255,02/06/26 07:20:00 PM,-11.65,0.0
256,02/06/26 07:30:00 PM,-11.65,0.0
257,02/06/26 07:40:00 PM,-11.65,0.0
258,02/06/26 07:50:00 PM,-11.65,0.0
259,02/06/26 08:00:00 PM,-11.65,157919.1
260,02/06/26 08:10:00 PM,-11.65,0.0
261,02/06/26 08:20:00 PM,-11.65,157919.1
262,02/06/26 08:30:00 PM,-11.65,0.0
263,02/06/26 08:40:00 PM,-11.65,0.0
264,02/06/26 08:50:00 PM,-11.65,0.0
265,02/06/26 09:00:00 PM,-11.65,0.0
266,02/06/26 09:10:00 PM,-11.65,0.0
267,02/06/26 09:20:00 PM,-11.65,157919.1
268,02/06/26 09:30:00 PM,-11.65,0.0
269,02/06/26 09:40:00 PM,-11.65,0.0
270,02/06/26 09:50:00 PM,-11.65,0.0
271,02/06/26 10:00:00 PM,-11.65,157919.1
272,02/06/26 10:10:00 PM,-11.65,0.0
273,02/06/26 10:20:00 PM,-11.65,0.0
274,02/06/26 10:30:00 PM,-11.65,0.0
275,02/06/26 10:40:00 PM,-11.65,0.0
276,02/06/26 10:50:00 PM,-11.65,0.0
277,02/06/26 11:00:00 PM,-11.65,0.0
278,02/06/26 11:10:00 PM,-11.65,0.0
279,02/06/26 11:20:00 PM,-11.65,157919.1
280,02/06/26 11:30:00 PM,-11.65,0.0
281,02/06/26 11:40:00 PM,-11.65,0.0
282,02/06/26 11:50:00 PM,-11.65,0.0
283,02/07/26 12:00:00 AM,-11.65,0.0
284,02/07/26 12:10:00 AM,-11.65,0.0
285,02/07/26 12:20:00 AM,-11.65,157919.1
286,02/07/26 12:30:00 AM,-11.65,157919.1
287,02/07/26 12:40:00 AM,-11.65,0.0
288,02/07/26 12:50:00 AM,-11.65,157919.1
289,02/07/26 01:00:00 AM,-11.65,0.0
290,02/07/26 01:10:00 AM,-11.65,157919.1
291,02/07/26 01:20:00 AM,-11.65,157919.1
292,02/07/26 01:30:00 AM,-11.65,0.0
293,02/07/26 01:40:00 AM,-11.65,157919.1
294,02/07/26 01:50:00 AM,-11.65,0.0
295,02/07/26 02:00:00 AM,-11.65,0.0
296,02/07/26 02:10:00 AM,-11.65,0.0
297,02/07/26 02:20:00 AM,-11.65,0.0
298,02/07/26 02:30:00 AM,-11.65,157919.1
299,02/07/26 02:40:00 AM,-11.65,0.0
300,02/07/26 02:50:00 AM,-11.65,0.0
301,02/07/26 03:00:00 AM,-11.65,157919.1
302,02/07/26 03:10:00 AM,-11.65,0.0
303,02/07/26 03:20:00 AM,-11.65,0.0
304,02/07/26 03:30:00 AM,-11.65,0.0
305,02/07/26 03:40:00 AM,-11.65,157919.1
306,02/07/26 03:50:00 AM,-11.65,0.0
307,02/07/26 04:00:00 AM,-11.65,0.0
308,02/07/26 04:10:00 AM,-11.65,0.0
309,02/07/26 04:20:00 AM,-11.65,0.0
310,02/07/26 04:30:00 AM,-11.65,0.0
311,02/07/26 04:40:00 AM,-11.65,0.0
312,02/07/26 04:50:00 AM,-11.65,0.0
313,02/07/26 05:00:00 AM,-11.65,0.0
314,02/07/26 05:10:00 AM,-11.65,0.0
315,02/07/26 05:20:00 AM,-11.65,0.0
316,02/07/26 05:30:00 AM,-11.65,0.0
317,02/07/26 05:40:00 AM,-11.65,157919.1
318,02/07/26 05:50:00 AM,-11.65,0.0
319,02/07/26 06:00:00 AM,-11.65,0.0
320,02/07/26 06:10:00 AM,-11.65,0.0
321,02/07/26 06:20:00 AM,-11.65,157919.1
322,02/07/26 06:30:00 AM,-11.65,0.0
323,02/07/26 06:40:00 AM,-11.65,0.0
324,02/07/26 06:50:00 AM,-11.65,157919.1
325,02/07/26 07:00:00 AM,-11.65,0.0
326,02/07/26 07:10:00 AM,-11.65,0.0
327,02/07/26 07:20:00 AM,-11.65,0.0
328,02/07/26 07:30:00 AM,-11.65,0.0
329,02/07/26 07:40:00 AM,-11.65,0.0
330,02/07/26 07:50:00 AM,-11.65,0.0
331,02/07/26 08:00:00 AM,-11.65,0.0
332,02/07/26 08:10:00 AM,-11.65,0.0
333,02/07/26 08:20:00 AM,-11.65,0.0
334,02/07/26 08:30:00 AM,-11.65,0.0
335,02/07/26 08:40:00 AM,-11.65,0.0
336,02/07/26 08:50:00 AM,-11.65,0.0
337,02/07/26 09:00:00 AM,-11.65,0.0
338,02/07/26 09:10:00 AM,-11.65,0.0
339,02/07/26 09:20:00 AM,-11.65,0.0
340,02/07/26 09:30:00 AM,-11.65,0.0
341,02/07/26 09:40:00 AM,-11.65,0.0
342,02/07/26 09:50:00 AM,-11.65,0.0
343,02/07/26 10:00:00 AM,-11.65,157919.1
344,02/07/26 10:10:00 AM,-11.65,0.0
345,02/07/26 10:20:00 AM,-11.65,157919.1
346,02/07/26 10:30:00 AM,-11.65,0.0
347,02/07/26 10:40:00 AM,-11.65,0.0
348,02/07/26 10:50:00 AM,-11.65,0.0
349,02/07/26 11:00:00 AM,-11.65,0.0
350,02/07/26 11:10:00 AM,-11.65,0.0
351,02/07/26 11:20:00 AM,-11.65,157919.1
352,02/07/26 11:30:00 AM,-11.65,157919.1
353,02/07/26 11:40:00 AM,-11.65,0.0
354,02/07/26 11:50:00 AM,-11.65,0.0
355,02/07/26 12:00:00 PM,-11.65,0.0
356,02/07/26 12:10:00 PM,-11.65,0.0
357,02/07/26 12:20:00 PM,-11.65,0.0
358,02/07/26 12:30:00 PM,-11.65,0.0
359,02/07/26 12:40:00 PM,-11.65,0.0
360,02/07/26 12:50:00 PM,-11.65,157919.1
361,02/07/26 01:00:00 PM,-11.65,157919.1
362,02/07/26 01:10:00 PM,-11.65,0.0
363,02/07/26 01:20:00 PM,-11.65,0.0
364,02/07/26 01:30:00 PM,-11.65,157919.1
365,02/07/26 01:40:00 PM,-11.65,0.0
366,02/07/26 01:50:00 PM,-11.65,0.0
367,02/07/26 02:00:00 PM,-11.65,0.0
368,02/07/26 02:10:00 PM,-11.65,0.0
369,02/07/26 02:20:00 PM,-11.65,0.0
370,02/07/26 02:30:00 PM,-11.65,0.0
371,02/07/26 02:40:00 PM,-11.65,0.0
372,02/07/26 02:50:00 PM,-11.65,0.0
373,02/07/26 03:00:00 PM,-11.65,157919.1
374,02/07/26 03:10:00 PM,-11.65,157919.1
375,02/07/26 03:20:00 PM,-11.65,0.0
376,02/07/26 03:30:00 PM,-11.65,0.0
377,02/07/26 03:40:00 PM,-11.65,0.0
378,02/07/26 03:50:00 PM,-11.65,0.0
379,02/07/26 04:00:00 PM,-11.65,0.0
380,02/07/26 04:10:00 PM,-11.65,157919.1
381,02/07/26 04:20:00 PM,-11.65,0.0
382,02/07/26 04:30:00 PM,-11.65,0.0
383,02/07/26 04:40:00 PM,-11.65,157919.1
384,02/07/26 04:50:00 PM,-11.65,0.0
385,02/07/26 05:00:00 PM,-11.65,0.0
386,02/07/26 05:10:00 PM,-11.65,0.0
387,02/07/26 05:20:00 PM,-11.65,0.0
388,02/07/26 05:30:00 PM,-11.65,0.0
389,02/07/26 05:40:00 PM,-11.65,0.0
390,02/07/26 05:50:00 PM,-11.65,0.0
391,02/07/26 06:00:00 PM,-11.65,0.0
392,02/07/26 06:10:00 PM,-11.65,0.0
393,02/07/26 06:20:00 PM,-11.65,0.0
394,02/07/26 06:30:00 PM,-11.65,0.0
395,02/07/26 06:40:00 PM,-11.65,0.0
396,02/07/26 06:50:00 PM,-11.65,0.0
397,02/07/26 07:00:00 PM,-11.65,0.0
398,02/07/26 07:10:00 PM,-11.65,0.0
399,02/07/26 07:20:00 PM,-11.65,0.0
400,02/07/26 07:30:00 PM,-11.65,157919.1
401,02/07/26 07:40:00 PM,-11.65,0.0
402,02/07/26 07:50:00 PM,-11.65,0.0
403,02/07/26 08:00:00 PM,-11.65,0.0
404,02/07/26 08:10:00 PM,-11.65,0.0
405,02/07/26 08:20:00 PM,-11.65,0.0
406,02/07/26 08:30:00 PM,-11.65,0.0
407,02/07/26 08:40:00 PM,-11.65,0.0
408,02/07/26 08:50:00 PM,-11.65,0.0
409,02/07/26 09:00:00 PM,-11.65,0.0
410,02/07/26 09:10:00 PM,-11.65,0.0
411,02/07/26 09:20:00 PM,-11.65,0.0
412,02/07/26 09:30:00 PM,-11.65,0.0
413,02/07/26 09:40:00 PM,-11.65,0.0
414,02/07/26 09:50:00 PM,-11.65,0.0
415,02/07/26 10:00:00 PM,-11.65,0.0
416,02/07/26 10:10:00 PM,-11.65,0.0
417,02/07/26 10:20:00 PM,-11.65,0.0
418,02/07/26 10:30:00 PM,-11.65,0.0
419,02/07/26 10:40:00 PM,-11.65,0.0
420,02/07/26 10:50:00 PM,-11.65,157919.1
421,02/07/26 11:00:00 PM,-11.65,0.0
422,02/07/26 11:10:00 PM,-11.65,0.0
423,02/07/26 11:20:00 PM,-11.65,157919.1
424,02/07/26 11:30:00 PM,-11.65,0.0
425,02/07/26 11:40:00 PM,-11.65,0.0
426,02/07/26 11:50:00 PM,-11.65,0.0
427,02/08/26 12:00:00 AM,-11.65,0.0
428,02/08/26 12:10:00 AM,-11.65,0.0
429,02/08/26 12:20:00 AM,-11.65,0.0
430,02/08/26 12:30:00 AM,-11.65,0.0
431,02/08/26 12:40:00 AM,-11.65,0.0
432,02/08/26 12:50:00 AM,-11.65,0.0
433,02/08/26 01:00:00 AM,-11.65,157919.1
434,02/08/26 01:10:00 AM,-11.65,0.0
435,02/08/26 01:20:00 AM,-11.65,157919.1
436,02/08/26 01:30:00 AM,-11.65,0.0
437,02/08/26 01:40:00 AM,-11.65,0.0
438,02/08/26 01:50:00 AM,-11.65,0.0
439,02/08/26 02:00:00 AM,-11.65,157919.1
440,02/08/26 02:10:00 AM,-11.65,0.0
441,02/08/26 02:20:00 AM,-11.65,0.0
442,02/08/26 02:30:00 AM,-11.65,0.0
443,02/08/26 02:40:00 AM,-11.65,0.0
444,02/08/26 02:50:00 AM,-11.65,0.0
445,02/08/26 03:00:00 AM,-11.65,157919.1
446,02/08/26 03:10:00 AM,-11.65,0.0
447,02/08/26 03:20:00 AM,-11.65,0.0
448,02/08/26 03:30:00 AM,-11.65,157919.1
449,02/08/26 03:40:00 AM,-11.65,0.0
450,02/08/26 03:50:00 AM,-11.65,0.0
451,02/08/26 04:00:00 AM,-11.65,0.0
452,02/08/26 04:10:00 AM,-11.65,0.0
453,02/08/26 04:20:00 AM,-11.65,0.0
454,02/08/26 04:30:00 AM,-11.65,157919.1
455,02/08/26 04:40:00 AM,-11.65,157919.1
456,02/08/26 04:50:00 AM,-11.65,0.0
457,02/08/26 05:00:00 AM,-11.65,0.0
458,02/08/26 05:10:00 AM,-11.65,157919.1
459,02/08/26 05:20:00 AM,-11.65,0.0
460,02/08/26 05:30:00 AM,-11.65,0.0
461,02/08/26 05:40:00 AM,-11.65,0.0
462,02/08/26 05:50:00 AM,-11.65,157919.1
463,02/08/26 06:00:00 AM,-11.65,0.0
464,02/08/26 06:10:00 AM,-11.65,0.0
465,02/08/26 06:20:00 AM,-11.65,0.0
466,02/08/26 06:30:00 AM,-11.65,0.0
467,02/08/26 06:40:00 AM,-11.65,157919.1
468,02/08/26 06:50:00 AM,-11.65,157919.1
469,02/08/26 07:00:00 AM,-11.65,0.0
470,02/08/26 07:10:00 AM,-11.65,0.0
471,02/08/26 07:20:00 AM,-11.65,0.0
472,02/08/26 07:30:00 AM,-11.65,0.0
473,02/08/26 07:40:00 AM,-11.65,0.0
474,02/08/26 07:50:00 AM,-11.65,0.0
475,02/08/26 08:00:00 AM,-11.65,0.0
476,02/08/26 08:10:00 AM,-11.65,157919.1
477,02/08/26 08:20:00 AM,-11.65,0.0
478,02/08/26 08:30:00 AM,-11.65,157919.1
479,02/08/26 08:40:00 AM,-11.65,157919.1
480,02/08/26 08:50:00 AM,-11.65,0.0
481,02/08/26 09:00:00 AM,-11.65,0.0
482,02/08/26 09:10:00 AM,-11.65,0.0
483,02/08/26 09:20:00 AM,-11.65,0.0
484,02/08/26 09:30:00 AM,-11.65,0.0
485,02/08/26 09:40:00 AM,-11.65,157919.1
486,02/08/26 09:50:00 AM,-11.65,0.0
487,02/08/26 10:00:00 AM,-11.65,0.0
488,02/08/26 10:10:00 AM,-11.65,157919.1
489,02/08/26 10:20:00 AM,-11.65,0.0
490,02/08/26 10:30:00 AM,-11.65,0.0
491,02/08/26 10:40:00 AM,-11.65,0.0
492,02/08/26 10:50:00 AM,-11.65,0.0
493,02/08/26 11:00:00 AM,-11.65,0.0
494,02/08/26 11:10:00 AM,-11.65,0.0
495,02/08/26 11:20:00 AM,-11.65,0.0
496,02/08/26 11:30:00 AM,-11.65,0.0
497,02/08/26 11:40:00 AM,-11.65,157919.1
498,02/08/26 11:50:00 AM,-11.65,0.0
499,02/08/26 12:00:00 PM,-11.65,0.0
500,02/08/26 12:10:00 PM,-11.65,0.0
501,02/08/26 12:20:00 PM,-11.65,0.0
502,02/08/26 12:30:00 PM,-11.65,157919.1
503,02/08/26 12:40:00 PM,-11.65,0.0
504,02/08/26 12:50:00 PM,-11.65,0.0
505,02/08/26 01:00:00 PM,-11.65,0.0
506,02/08/26 01:10:00 PM,-11.65,0.0
507,02/08/26 01:20:00 PM,-11.65,0.0
508,02/08/26 01:30:00 PM,-11.65,0.0
509,02/08/26 01:40:00 PM,-11.65,0.0
510,02/08/26 01:50:00 PM,-11.65,0.0
511,02/08/26 02:00:00 PM,-11.65,0.0
512,02/08/26 02:10:00 PM,-11.65,0.0
513,02/08/26 02:20:00 PM,-11.65,157919.1
514,02/08/26 02:30:00 PM,-11.65,0.0
515,02/08/26 02:40:00 PM,-11.65,0.0
516,02/08/26 02:50:00 PM,-11.65,0.0
517,02/08/26 03:00:00 PM,-11.65,157919.1
518,02/08/26 03:10:00 PM,-11.65,0.0
519,02/08/26 03:20:00 PM,-11.65,0.0
520,02/08/26 03:30:00 PM,-11.65,0.0
521,02/08/26 03:40:00 PM,-11.65,0.0
522,02/08/26 03:50:00 PM,-11.65,157919.1
523,02/08/26 04:00:00 PM,-11.65,0.0
524,02/08/26 04:10:00 PM,-11.65,157919.1
525,02/08/26 04:20:00 PM,-11.65,0.0
526,02/08/26 04:30:00 PM,-11.65,0.0
527,02/08/26 04:40:00 PM,-11.65,0.0
528,02/08/26 04:50:00 PM,-11.65,0.0
