"Plot Title: 21415544"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 21415544, SEN S/N: 21415544)","Temp, °C (LGR S/N: 21415544, SEN S/N: 21415544)","Coupler Detached (LGR S/N: 21415544)","Coupler Attached (LGR S/N: 21415544)","Host Connected (LGR S/N: 21415544)","Stopped (LGR S/N: 21415544)","End Of File (LGR S/N: 21415544)"
71,02/09/23 12:40:00,4109.9,22.77,,,,,
72,02/09/23 12:50:00,4109.9,22.82,,,,,
73,02/09/23 13:00:00,4112.5,22.83,,,,,
74,02/09/23 13:10:00,4108.6,22.83,,,,,
75,02/09/23 13:20:00,4106.7,22.83,,,,,
76,02/09/23 13:30:00,4104.7,22.87,,,,,
77,02/09/23 13:40:00,4109.3,22.96,,,,,
78,02/09/23 13:50:00,4110.6,23.00,,,,,
79,02/09/23 14:00:00,4111.9,23.08,,,,,
80,02/09/23 14:10:00,4121.6,23.28,,,,,
81,02/09/23 14:20:00,4125.5,23.38,,,,,
82,02/09/23 14:30:00,4145.0,23.66,,,,,
83,02/09/23 14:40:00,4145.7,23.80,,,,,
84,02/09/23 14:50:00,4128.1,23.59,,,,,
85,02/09/23 15:00:00,4113.8,23.35,,,,,
86,02/09/23 15:10:00,4105.4,23.35,,,,,
87,02/09/23 15:20:00,4082.7,23.05,,,,,
88,02/09/23 15:30:00,4084.6,23.13,,,,,
89,02/09/23 15:40:00,4087.2,23.23,,,,,
90,02/09/23 15:50:00,4078.1,23.04,,,,,
91,02/09/23 16:00:00,4073.6,23.04,,,,,
92,02/09/23 16:10:00,4075.5,23.04,,,,,
93,02/09/23 16:20:00,4071.6,23.04,,,,,
94,02/09/23 16:30:00,4069.7,23.04,,,,,
95,02/09/23 16:40:00,4067.1,23.01,,,,,
96,02/09/23 16:50:00,4065.8,23.00,,,,,
97,02/09/23 17:00:00,4062.5,22.98,,,,,
98,02/09/23 17:10:00,4061.2,22.93,,,,,
99,02/09/23 17:20:00,4058.7,22.92,,,,,
100,02/09/23 17:30:00,4058.0,22.93,,,,,
101,02/09/23 17:40:00,4052.2,22.91,,,,,
102,02/09/23 17:50:00,4054.8,22.91,,,,,
103,02/09/23 18:00:00,4047.0,22.89,,,,,
104,02/09/23 18:10:00,4045.0,22.88,,,,,
105,02/09/23 18:20:00,4043.1,22.86,,,,,
106,02/09/23 18:30:00,4021.7,22.83,,,,,
107,02/09/23 18:40:00,4018.4,22.83,,,,,
108,02/09/23 18:50:00,4007.4,22.80,,,,,
109,02/09/23 19:00:00,3999.7,22.80,,,,,
110,02/09/23 19:10:00,3987.3,22.75,,,,,
111,02/09/23 19:20:00,4077.5,22.75,,,,,
112,02/09/23 19:30:00,4078.1,22.75,,,,,
113,02/09/23 19:40:00,4072.3,22.73,,,,,
114,02/09/23 19:50:00,4068.4,22.71,,,,,
115,02/09/23 20:00:00,4064.5,22.70,,,,,
116,02/09/23 20:10:00,4060.6,22.68,,,,,
117,02/09/23 20:20:00,4052.2,22.68,,,,,
118,02/09/23 20:30:00,4052.8,22.68,,,,,
119,02/09/23 20:40:00,4050.9,22.66,,,,,
120,02/09/23 20:50:00,4047.6,22.65,,,,,
121,02/09/23 21:00:00,4042.4,22.64,,,,,
122,02/09/23 21:10:00,4039.2,22.61,,,,,
123,02/09/23 21:20:00,4035.9,22.60,,,,,
124,02/09/23 21:30:00,4034.7,22.60,,,,,
125,02/09/23 21:40:00,4022.3,22.59,,,,,
126,02/09/23 21:50:00,4020.4,22.57,,,,,
127,02/09/23 22:00:00,4018.4,22.57,,,,,
128,02/09/23 22:10:00,4017.1,22.56,,,,,
129,02/09/23 22:20:00,4015.2,22.55,,,,,
130,02/09/23 22:30:00,4013.9,22.52,,,,,
131,02/09/23 22:40:00,4012.6,22.52,,,,,
132,02/09/23 22:50:00,4003.5,22.51,,,,,
133,02/09/23 23:00:00,3999.0,22.48,,,,,
134,02/09/23 23:10:00,4038.5,22.48,,,,,
135,02/09/23 23:20:00,4037.2,22.47,,,,,
136,02/09/23 23:30:00,4031.4,22.47,,,,,
137,02/09/23 23:40:00,4026.9,22.47,,,,,
138,02/09/23 23:50:00,4023.0,22.46,,,,,
139,02/10/23 00:00:00,4021.7,22.46,,,,,
140,02/10/23 00:10:00,4018.4,22.43,,,,,
141,02/10/23 00:20:00,4015.2,22.42,,,,,
142,02/10/23 00:30:00,4001.6,22.40,,,,,
143,02/10/23 00:40:00,3997.7,22.39,,,,,
144,02/10/23 00:50:00,3996.4,22.39,,,,,
145,02/10/23 01:00:00,3993.8,22.38,,,,,
146,02/10/23 01:10:00,3992.5,22.37,,,,,
147,02/10/23 01:20:00,3987.3,22.37,,,,,
148,02/10/23 01:30:00,3973.7,22.37,,,,,
149,02/10/23 01:40:00,3968.6,22.35,,,,,
150,02/10/23 01:50:00,3966.6,22.35,,,,,
151,02/10/23 02:00:00,4104.1,22.34,,,,,
152,02/10/23 02:10:00,4106.0,22.34,,,,,
153,02/10/23 02:20:00,4103.4,22.34,,,,,
154,02/10/23 02:30:00,4100.2,22.34,,,,,
155,02/10/23 02:40:00,4099.5,22.34,,,,,
156,02/10/23 02:50:00,4096.3,22.33,,,,,
157,02/10/23 03:00:00,4093.0,22.30,,,,,
158,02/10/23 03:10:00,4090.5,22.29,,,,,
159,02/10/23 03:20:00,4088.5,22.29,,,,,
160,02/10/23 03:30:00,4086.6,22.29,,,,,
161,02/10/23 03:40:00,4078.8,22.28,,,,,
162,02/10/23 03:50:00,4076.8,22.26,,,,,
163,02/10/23 04:00:00,4076.2,22.28,,,,,
164,02/10/23 04:10:00,4072.3,22.29,,,,,
165,02/10/23 04:20:00,4070.3,22.28,,,,,
166,02/10/23 04:30:00,4071.6,22.28,,,,,
167,02/10/23 04:40:00,4071.6,22.28,,,,,
168,02/10/23 04:50:00,4070.3,22.29,,,,,
169,02/10/23 05:00:00,4069.0,22.29,,,,,
170,02/10/23 05:10:00,4078.8,22.29,,,,,
171,02/10/23 05:20:00,4072.3,22.29,,,,,
172,02/10/23 05:30:00,4098.9,22.29,,,,,
173,02/10/23 05:40:00,4098.2,22.29,,,,,
174,02/10/23 05:50:00,4095.6,22.30,,,,,
175,02/10/23 06:00:00,4091.1,22.28,,,,,
176,02/10/23 06:10:00,4093.7,22.29,,,,,
177,02/10/23 06:20:00,4089.8,22.29,,,,,
178,02/10/23 06:30:00,4091.1,22.29,,,,,
179,02/10/23 06:40:00,4089.2,22.29,,,,,
180,02/10/23 06:50:00,4087.9,22.29,,,,,
181,02/10/23 07:00:00,4087.9,22.29,,,,,
182,02/10/23 07:10:00,4086.6,22.30,,,,,
183,02/10/23 07:20:00,4089.8,22.31,,,,,
184,02/10/23 07:30:00,4088.5,22.31,,,,,
185,02/10/23 07:40:00,4089.2,22.33,,,,,
186,02/10/23 07:50:00,4087.9,22.31,,,,,
187,02/10/23 08:00:00,4087.2,22.33,,,,,
188,02/10/23 08:10:00,4086.6,22.33,,,,,
189,02/10/23 08:20:00,4087.9,22.33,,,,,
190,02/10/23 08:30:00,4088.5,22.34,,,,,
191,02/10/23 08:40:00,4085.9,22.34,,,,,
192,02/10/23 08:50:00,4084.0,22.34,,,,,
193,02/10/23 09:00:00,4082.7,22.34,,,,,
194,02/10/23 09:10:00,4083.3,22.33,,,,,
195,02/10/23 09:20:00,4082.0,22.33,,,,,
196,02/10/23 09:30:00,4079.4,22.33,,,,,
197,02/10/23 09:40:00,4077.5,22.33,,,,,
198,02/10/23 09:50:00,4076.2,22.33,,,,,
199,02/10/23 10:00:00,4076.8,22.40,,,,,
200,02/10/23 10:10:00,4076.2,22.40,,,,,
201,02/10/23 10:20:00,4071.6,22.37,,,,,
202,02/10/23 10:30:00,4072.3,22.38,,,,,
203,02/10/23 10:40:00,4074.2,22.39,,,,,
204,02/10/23 10:50:00,4072.9,22.40,,,,,
205,02/10/23 11:00:00,4072.9,22.40,,,,,
206,02/10/23 11:10:00,4072.9,22.40,,,,,
207,02/10/23 11:20:00,4073.6,22.42,,,,,
208,02/10/23 11:30:00,4071.0,22.43,,,,,
209,02/10/23 11:40:00,4074.2,22.46,,,,,
210,02/10/23 11:50:00,4069.7,22.46,,,,,
211,02/10/23 12:00:00,4070.3,22.48,,,,,
212,02/10/23 12:10:00,4062.5,22.47,,,,,
213,02/10/23 12:20:00,4068.4,22.51,,,,,
214,02/10/23 12:30:00,4066.4,22.50,,,,,
215,02/10/23 12:40:00,4058.7,22.50,,,,,
216,02/10/23 12:50:00,4063.8,22.53,,,,,
217,02/10/23 13:00:00,4067.1,22.57,,,,,
218,02/10/23 13:10:00,4069.0,22.64,,,,,
219,02/10/23 13:20:00,4067.7,22.61,,,,,
220,02/10/23 13:30:00,4065.8,22.64,,,,,
221,02/10/23 13:40:00,4067.7,22.75,,,,,
222,02/10/23 13:50:00,4073.6,22.92,,,,,
223,02/10/23 14:00:00,4067.7,22.86,,,,,
224,02/10/23 14:10:00,4074.9,23.09,,,,,
225,02/10/23 14:20:00,4059.3,22.89,,,,,
226,02/10/23 14:30:00,4080.1,23.23,,,,,
227,02/10/23 14:40:00,4085.3,23.37,,,,,
228,02/10/23 14:50:00,4060.6,23.10,,,,,
229,02/10/23 15:00:00,4077.5,23.41,,,,,
230,02/10/23 15:10:00,4089.2,23.51,,,,,
231,02/10/23 15:20:00,4080.1,23.45,,,,,
232,02/10/23 15:30:00,4080.7,23.49,,,,,
233,02/10/23 15:40:00,4043.7,22.97,,,,,
234,02/10/23 15:50:00,4041.1,22.93,,,,,
235,02/10/23 16:00:00,4037.2,22.88,,,,,
236,02/10/23 16:10:00,4033.4,22.89,,,,,
237,02/10/23 16:20:00,4030.1,22.88,,,,,
238,02/10/23 16:30:00,4032.1,22.89,,,,,
239,02/10/23 16:40:00,4027.5,22.88,,,,,
240,02/10/23 16:50:00,4023.6,22.84,,,,,
241,02/10/23 17:00:00,4021.7,22.83,,,,,
242,02/10/23 17:10:00,4020.4,22.80,,,,,
243,02/10/23 17:20:00,4018.4,22.80,,,,,
244,02/10/23 17:30:00,4015.9,22.77,,,,,
245,02/10/23 17:40:00,4008.1,22.75,,,,,
246,02/10/23 17:50:00,4004.8,22.74,,,,,
247,02/10/23 18:00:00,4004.2,22.74,,,,,
248,02/10/23 18:10:00,4002.2,22.73,,,,,
249,02/10/23 18:20:00,4000.3,22.69,,,,,
250,02/10/23 18:30:00,3995.8,22.68,,,,,
251,02/10/23 18:40:00,3991.2,22.66,,,,,
252,02/10/23 18:50:00,3991.9,22.65,,,,,
253,02/10/23 19:00:00,3982.8,22.64,,,,,
254,02/10/23 19:10:00,3979.6,22.62,,,,,
255,02/10/23 19:20:00,3977.6,22.62,,,,,
256,02/10/23 19:30:00,3975.0,22.61,,,,,
257,02/10/23 19:40:00,3969.9,22.59,,,,,
258,02/10/23 19:50:00,3969.9,22.59,,,,,
259,02/10/23 20:00:00,3962.7,22.57,,,,,
260,02/10/23 20:10:00,3961.4,22.57,,,,,
261,02/10/23 20:20:00,3958.8,22.56,,,,,
262,02/10/23 20:30:00,3956.9,22.55,,,,,
263,02/10/23 20:40:00,3951.1,22.52,,,,,
264,02/10/23 20:50:00,3949.1,22.52,,,,,
265,02/10/23 21:00:00,3946.6,22.51,,,,,
266,02/10/23 21:10:00,3946.6,22.51,,,,,
267,02/10/23 21:20:00,3942.0,22.50,,,,,
268,02/10/23 21:30:00,3940.1,22.47,,,,,
269,02/10/23 21:40:00,3938.1,22.47,,,,,
270,02/10/23 21:50:00,3933.6,22.46,,,,,
271,02/10/23 22:00:00,3933.6,22.46,,,,,
272,02/10/23 22:10:00,3929.7,22.44,,,,,
273,02/10/23 22:20:00,3929.7,22.44,,,,,
274,02/10/23 22:30:00,3929.1,22.44,,,,,
275,02/10/23 22:40:00,3927.8,22.44,,,,,
276,02/10/23 22:50:00,3933.0,22.42,,,,,
277,02/10/23 23:00:00,3929.7,22.40,,,,,
278,02/10/23 23:10:00,3929.7,22.39,,,,,
279,02/10/23 23:20:00,3927.1,22.38,,,,,
280,02/10/23 23:30:00,3924.6,22.37,,,,,
281,02/10/23 23:40:00,3922.6,22.35,,,,,
282,02/10/23 23:50:00,3920.0,22.34,,,,,
283,02/11/23 00:00:00,3920.7,22.35,,,,,
284,02/11/23 00:10:00,3920.7,22.34,,,,,
285,02/11/23 00:20:00,3920.0,22.34,,,,,
286,02/11/23 00:30:00,3916.1,22.30,,,,,
287,02/11/23 00:40:00,3916.1,22.31,,,,,
288,02/11/23 00:50:00,3916.1,22.30,,,,,
289,02/11/23 01:00:00,3912.9,22.29,,,,,
290,02/11/23 01:10:00,3911.6,22.29,,,,,
291,02/11/23 01:20:00,3912.9,22.29,,,,,
292,02/11/23 01:30:00,3911.0,22.28,,,,,
293,02/11/23 01:40:00,3909.0,22.26,,,,,
294,02/11/23 01:50:00,3905.8,22.25,,,,,
295,02/11/23 02:00:00,3903.9,22.25,,,,,
296,02/11/23 02:10:00,3901.3,22.24,,,,,
297,02/11/23 02:20:00,3898.7,22.22,,,,,
298,02/11/23 02:30:00,3898.7,22.22,,,,,
299,02/11/23 02:40:00,3898.0,22.22,,,,,
300,02/11/23 02:50:00,3890.9,22.22,,,,,
301,02/11/23 03:00:00,3887.1,22.22,,,,,
302,02/11/23 03:10:00,3887.1,22.22,,,,,
303,02/11/23 03:20:00,3880.6,22.20,,,,,
304,02/11/23 03:30:00,3877.4,22.19,,,,,
305,02/11/23 03:40:00,3876.1,22.19,,,,,
306,02/11/23 03:50:00,3872.2,22.19,,,,,
307,02/11/23 04:00:00,3873.5,22.17,,,,,
308,02/11/23 04:10:00,3872.2,22.19,,,,,
309,02/11/23 04:20:00,3869.6,22.17,,,,,
310,02/11/23 04:30:00,3868.3,22.17,,,,,
311,02/11/23 04:40:00,3868.3,22.17,,,,,
312,02/11/23 04:50:00,3865.7,22.19,,,,,
313,02/11/23 05:00:00,3865.7,22.17,,,,,
314,02/11/23 05:10:00,3865.7,22.17,,,,,
315,02/11/23 05:20:00,3865.1,22.19,,,,,
316,02/11/23 05:30:00,3863.1,22.19,,,,,
317,02/11/23 05:40:00,3860.6,22.17,,,,,
318,02/11/23 05:50:00,3861.2,22.19,,,,,
319,02/11/23 06:00:00,3860.6,22.19,,,,,
320,02/11/23 06:10:00,3860.6,22.19,,,,,
321,02/11/23 06:20:00,3860.6,22.20,,,,,
322,02/11/23 06:30:00,3861.2,22.20,,,,,
323,02/11/23 06:40:00,3859.3,22.21,,,,,
324,02/11/23 06:50:00,3861.2,22.22,,,,,
325,02/11/23 07:00:00,3863.1,22.24,,,,,
326,02/11/23 07:10:00,3864.4,22.25,,,,,
327,02/11/23 07:20:00,3864.4,22.25,,,,,
328,02/11/23 07:30:00,3864.4,22.25,,,,,
329,02/11/23 07:40:00,3867.0,22.26,,,,,
330,02/11/23 07:50:00,3865.1,22.26,,,,,
331,02/11/23 08:00:00,3868.3,22.28,,,,,
332,02/11/23 08:10:00,3866.4,22.29,,,,,
333,02/11/23 08:20:00,3865.1,22.28,,,,,
334,02/11/23 08:30:00,3863.1,22.28,,,,,
335,02/11/23 08:40:00,3865.7,22.26,,,,,
336,02/11/23 08:50:00,3865.7,22.29,,,,,
337,02/11/23 09:00:00,3863.8,22.28,,,,,
338,02/11/23 09:10:00,3863.8,22.29,,,,,
339,02/11/23 09:20:00,3869.6,22.31,,,,,
340,02/11/23 09:30:00,3859.3,22.28,,,,,
341,02/11/23 09:40:00,3854.1,22.28,,,,,
342,02/11/23 09:50:00,3856.0,22.30,,,,,
343,02/11/23 10:00:00,3864.4,22.29,,,,,
344,02/11/23 10:10:00,3852.8,22.30,,,,,
345,02/11/23 10:20:00,3852.8,22.31,,,,,
346,02/11/23 10:30:00,3854.7,22.34,,,,,
347,02/11/23 10:40:00,3857.3,22.34,,,,,
348,02/11/23 10:50:00,3861.2,22.34,,,,,
349,02/11/23 11:00:00,3862.5,22.34,,,,,
350,02/11/23 11:10:00,3859.3,22.35,,,,,
351,02/11/23 11:20:00,3857.3,22.47,,,,,
352,02/11/23 11:30:00,3919.4,22.46,,,,,
353,02/11/23 11:40:00,3918.7,22.46,,,,,
354,02/11/23 11:50:00,3923.9,22.47,,,,,
355,02/11/23 12:00:00,3924.6,22.50,,,,,
356,02/11/23 12:10:00,3921.3,22.52,,,,,
357,02/11/23 12:20:00,3919.4,22.55,,,,,
358,02/11/23 12:30:00,3922.6,22.52,,,,,
359,02/11/23 12:40:00,3919.4,22.55,,,,,
360,02/11/23 12:50:00,3922.0,22.56,,,,,
361,02/11/23 13:00:00,3923.9,22.60,,,,,
362,02/11/23 13:10:00,3922.0,22.62,,,,,
363,02/11/23 13:20:00,3923.9,22.64,,,,,
364,02/11/23 13:30:00,3920.7,22.71,,,,,
365,02/11/23 13:40:00,3922.6,22.78,,,,,
366,02/11/23 13:50:00,3920.7,22.89,,,,,
367,02/11/23 14:00:00,3925.2,23.00,,,,,
368,02/11/23 14:10:00,3944.6,23.37,,,,,
369,02/11/23 14:20:00,3947.2,23.46,,,,,
370,02/11/23 14:30:00,3953.0,23.46,,,,,
371,02/11/23 14:40:00,3953.7,23.59,,,,,
372,02/11/23 14:50:00,3914.2,23.02,,,,,
373,02/11/23 15:00:00,3938.8,23.46,,,,,
374,02/11/23 15:10:00,3944.6,23.64,,,,,
375,02/11/23 15:20:00,3925.8,23.31,,,,,
376,02/11/23 15:30:00,3916.1,23.09,,,,,
377,02/11/23 15:40:00,3903.9,23.04,,,,,
378,02/11/23 15:50:00,3900.0,22.95,,,,,
379,02/11/23 16:00:00,3905.2,22.98,,,,,
380,02/11/23 16:10:00,3868.3,22.92,,,,,
381,02/11/23 16:20:00,3872.2,22.95,,,,,
382,02/11/23 16:30:00,3868.3,22.97,,,,,
383,02/11/23 16:40:00,3864.4,22.95,,,,,
384,02/11/23 16:50:00,3861.2,22.89,,,,,
385,02/11/23 17:00:00,3860.6,22.89,,,,,
386,02/11/23 17:10:00,3871.5,22.86,,,,,
387,02/11/23 17:20:00,3870.9,22.84,,,,,
388,02/11/23 17:30:00,3899.3,22.84,,,,,
389,02/11/23 17:40:00,3894.8,22.82,,,,,
390,02/11/23 17:50:00,3890.9,22.79,,,,,
391,02/11/23 18:00:00,3879.9,22.78,,,,,
392,02/11/23 18:10:00,3885.8,22.75,,,,,
393,02/11/23 18:20:00,3885.8,22.74,,,,,
394,02/11/23 18:30:00,3883.2,22.73,,,,,
395,02/11/23 18:40:00,3881.9,22.73,,,,,
396,02/11/23 18:50:00,3873.5,22.69,,,,,
397,02/11/23 19:00:00,3873.5,22.69,,,,,
398,02/11/23 19:10:00,3868.3,22.68,,,,,
399,02/11/23 19:20:00,3865.7,22.66,,,,,
400,02/11/23 19:30:00,3861.9,22.64,,,,,
401,02/11/23 19:40:00,3859.9,22.64,,,,,
402,02/11/23 19:50:00,3858.6,22.64,,,,,
403,02/11/23 20:00:00,3854.7,22.64,,,,,
404,02/11/23 20:10:00,3850.9,22.61,,,,,
405,02/11/23 20:20:00,3849.6,22.61,,,,,
406,02/11/23 20:30:00,3844.4,22.60,,,,,
407,02/11/23 20:40:00,3842.5,22.60,,,,,
408,02/11/23 20:50:00,3838.0,22.59,,,,,
409,02/11/23 21:00:00,3836.7,22.59,,,,,
410,02/11/23 21:10:00,3834.1,22.57,,,,,
411,02/11/23 21:20:00,3832.8,22.57,,,,,
412,02/11/23 21:30:00,3830.9,22.56,,,,,
413,02/11/23 21:40:00,3828.9,22.56,,,,,
414,02/11/23 21:50:00,3828.9,22.56,,,,,
415,02/11/23 22:00:00,3828.9,22.56,,,,,
416,02/11/23 22:10:00,3828.9,22.56,,,,,
417,02/11/23 22:20:00,3828.3,22.55,,,,,
418,02/11/23 22:30:00,3825.0,22.55,,,,,
419,02/11/23 22:40:00,3826.3,22.55,,,,,
420,02/11/23 22:50:00,3832.1,22.53,,,,,
421,02/11/23 23:00:00,3828.9,22.52,,,,,
422,02/11/23 23:10:00,3828.9,22.52,,,,,
423,02/11/23 23:20:00,3828.3,22.52,,,,,
424,02/11/23 23:30:00,3827.0,22.51,,,,,
425,02/11/23 23:40:00,3825.0,22.50,,,,,
426,02/11/23 23:50:00,3823.1,22.50,,,,,
427,02/12/23 00:00:00,3818.6,22.48,,,,,
428,02/12/23 00:10:00,3814.7,22.48,,,,,
429,02/12/23 00:20:00,3812.8,22.47,,,,,
430,02/12/23 00:30:00,3812.1,22.47,,,,,
431,02/12/23 00:40:00,3864.4,22.47,,,,,
432,02/12/23 00:50:00,3866.4,22.46,,,,,
433,02/12/23 01:00:00,3858.0,22.46,,,,,
434,02/12/23 01:10:00,3854.7,22.46,,,,,
435,02/12/23 01:20:00,3856.7,22.46,,,,,
436,02/12/23 01:30:00,3854.7,22.44,,,,,
437,02/12/23 01:40:00,3854.1,22.43,,,,,
438,02/12/23 01:50:00,3852.8,22.42,,,,,
439,02/12/23 02:00:00,3852.2,22.42,,,,,
440,02/12/23 02:10:00,3852.2,22.42,,,,,
441,02/12/23 02:20:00,3848.9,22.42,,,,,
442,02/12/23 02:30:00,3848.3,22.42,,,,,
443,02/12/23 02:40:00,3847.0,22.42,,,,,
444,02/12/23 02:50:00,3846.4,22.40,,,,,
445,02/12/23 03:00:00,3845.1,22.40,,,,,
446,02/12/23 03:10:00,3846.4,22.42,,,,,
447,02/12/23 03:20:00,3847.0,22.42,,,,,
448,02/12/23 03:30:00,3882.5,22.42,,,,,
449,02/12/23 03:40:00,3880.6,22.40,,,,,
450,02/12/23 03:50:00,3879.9,22.40,,,,,
451,02/12/23 04:00:00,3878.6,22.40,,,,,
452,02/12/23 04:10:00,3876.7,22.40,,,,,
453,02/12/23 04:20:00,3874.8,22.40,,,,,
454,02/12/23 04:30:00,3874.8,22.40,,,,,
455,02/12/23 04:40:00,3874.1,22.40,,,,,
456,02/12/23 04:50:00,3872.2,22.39,,,,,
457,02/12/23 05:00:00,3872.8,22.40,,,,,
458,02/12/23 05:10:00,3872.2,22.39,,,,,
459,02/12/23 05:20:00,3874.8,22.40,,,,,
460,02/12/23 05:30:00,3872.2,22.40,,,,,
461,02/12/23 05:40:00,3869.0,22.40,,,,,
462,02/12/23 05:50:00,3867.0,22.40,,,,,
463,02/12/23 06:00:00,3867.0,22.40,,,,,
464,02/12/23 06:10:00,3869.0,22.40,,,,,
465,02/12/23 06:20:00,3870.9,22.40,,,,,
466,02/12/23 06:30:00,3872.8,22.42,,,,,
467,02/12/23 06:40:00,3872.8,22.42,,,,,
468,02/12/23 06:50:00,3874.1,22.42,,,,,
469,02/12/23 07:00:00,3874.1,22.43,,,,,
470,02/12/23 07:10:00,3870.9,22.42,,,,,
471,02/12/23 07:20:00,3865.1,22.42,,,,,
472,02/12/23 07:30:00,3859.3,22.43,,,,,
473,02/12/23 07:40:00,3862.5,22.44,,,,,
474,02/12/23 07:50:00,3863.1,22.44,,,,,
475,02/12/23 08:00:00,3866.4,22.51,,,,,
476,02/12/23 08:10:00,3863.1,22.50,,,,,
477,02/12/23 08:20:00,3888.3,22.47,,,,,
478,02/12/23 08:30:00,3892.2,22.48,,,,,
479,02/12/23 08:40:00,3892.9,22.50,,,,,
480,02/12/23 08:50:00,3894.2,22.51,,,,,
481,02/12/23 09:00:00,3890.9,22.51,,,,,
482,02/12/23 09:10:00,3892.9,22.55,,,,,
483,02/12/23 09:20:00,3889.0,22.52,,,,,
484,02/12/23 09:30:00,3889.0,22.55,,,,,
485,02/12/23 09:40:00,3890.9,22.57,,,,,
486,02/12/23 09:50:00,3892.2,22.55,,,,,
487,02/12/23 10:00:00,3889.0,22.53,,,,,
488,02/12/23 10:10:00,3889.0,22.57,,,,,
