#,Date-Time (HST),Ch:1 - Temperature   (°C),Ch:2 - Millivolts   (mv),Ch:3 - pH   (pH),Water Detect,Button Down,Button Up,Host Connected,Stopped,End of File
90,02/01/2024 15:00:00,23.26,-37.59,7.56,,,,,,
91,02/01/2024 15:10:00,23.26,-37.83,7.56,,,,,,
92,02/01/2024 15:20:00,23.26,-37.45,7.56,,,,,,
93,02/01/2024 15:30:00,23.23,-36.92,7.55,,,,,,
94,02/01/2024 15:40:00,23.23,-36.31,7.53,,,,,,
95,02/01/2024 15:50:00,23.21,-38.49,7.58,,,,,,
96,02/01/2024 16:00:00,23.18,-36.99,7.55,,,,,,
97,02/01/2024 16:10:00,23.21,-36.72,7.54,,,,,,
98,02/01/2024 16:20:00,23.21,-36.80,7.54,,,,,,
99,02/01/2024 16:30:00,23.18,-36.50,7.54,,,,,,
100,02/01/2024 16:40:00,23.18,-35.34,7.52,,,,,,
101,02/01/2024 16:50:00,23.18,-36.75,7.54,,,,,,
102,02/01/2024 17:00:00,23.14,-36.72,7.54,,,,,,
103,02/01/2024 17:10:00,23.14,-37.36,7.55,,,,,,
104,02/01/2024 17:20:00,23.14,-37.16,7.55,,,,,,
105,02/01/2024 17:30:00,23.14,-36.58,7.54,,,,,,
106,02/01/2024 17:40:00,23.09,-36.81,7.54,,,,,,
107,02/01/2024 17:50:00,23.06,-36.69,7.54,,,,,,
108,02/01/2024 18:00:00,23.04,-37.44,7.56,,,,,,
109,02/01/2024 18:10:00,23.04,-37.53,7.56,,,,,,
110,02/01/2024 18:20:00,23.02,-36.45,7.54,,,,,,
111,02/01/2024 18:30:00,23.02,-37.16,7.55,,,,,,
112,02/01/2024 18:40:00,22.99,-37.42,7.56,,,,,,
113,02/01/2024 18:50:00,22.99,-36.08,7.53,,,,,,
114,02/01/2024 19:00:00,22.97,-36.44,7.54,,,,,,
115,02/01/2024 19:10:00,22.97,-36.45,7.54,,,,,,
116,02/01/2024 19:20:00,22.97,-36.44,7.54,,,,,,
117,02/01/2024 19:30:00,22.94,-35.86,7.53,,,,,,
118,02/01/2024 19:40:00,22.94,-36.05,7.53,,,,,,
119,02/01/2024 19:50:00,22.94,-36.20,7.53,,,,,,
120,02/01/2024 20:00:00,22.92,-36.45,7.54,,,,,,
121,02/01/2024 20:10:00,22.92,-36.84,7.54,,,,,,
122,02/01/2024 20:20:00,22.92,-36.33,7.53,,,,,,
123,02/01/2024 20:30:00,22.90,-36.38,7.54,,,,,,
124,02/01/2024 20:40:00,22.90,-36.56,7.54,,,,,,
125,02/01/2024 20:50:00,22.90,-36.72,7.54,,,,,,
126,02/01/2024 21:00:00,22.87,-36.80,7.54,,,,,,
127,02/01/2024 21:10:00,22.87,-36.28,7.53,,,,,,
128,02/01/2024 21:20:00,22.87,-36.67,7.54,,,,,,
129,02/01/2024 21:30:00,22.87,-35.34,7.52,,,,,,
130,02/01/2024 21:40:00,22.87,-36.64,7.54,,,,,,
131,02/01/2024 21:50:00,22.90,-35.42,7.52,,,,,,
132,02/01/2024 22:00:00,22.92,-35.22,7.51,,,,,,
133,02/01/2024 22:10:00,22.94,-34.28,7.50,,,,,,
134,02/01/2024 22:20:00,22.92,-34.83,7.51,,,,,,
135,02/01/2024 22:30:00,22.94,-34.14,7.49,,,,,,
136,02/01/2024 22:40:00,22.94,-34.36,7.50,,,,,,
137,02/01/2024 22:50:00,22.94,-33.83,7.49,,,,,,
138,02/01/2024 23:00:00,22.97,-33.91,7.49,,,,,,
139,02/01/2024 23:10:00,22.94,-34.05,7.49,,,,,,
140,02/01/2024 23:20:00,22.97,-33.83,7.49,,,,,,
141,02/01/2024 23:30:00,22.97,-34.13,7.49,,,,,,
142,02/01/2024 23:40:00,22.97,-33.89,7.49,,,,,,
143,02/01/2024 23:50:00,22.97,-34.19,7.49,,,,,,
144,02/02/2024 00:00:00,22.99,-33.59,7.48,,,,,,
145,02/02/2024 00:10:00,22.97,-33.91,7.49,,,,,,
146,02/02/2024 00:20:00,22.99,-33.41,7.48,,,,,,
147,02/02/2024 00:30:00,22.99,-33.52,7.48,,,,,,
148,02/02/2024 00:40:00,22.97,-34.05,7.49,,,,,,
149,02/02/2024 00:50:00,22.97,-33.97,7.49,,,,,,
150,02/02/2024 01:00:00,22.99,-33.61,7.48,,,,,,
151,02/02/2024 01:10:00,22.99,-34.16,7.49,,,,,,
152,02/02/2024 01:20:00,22.97,-34.52,7.50,,,,,,
153,02/02/2024 01:30:00,22.97,-34.44,7.50,,,,,,
154,02/02/2024 01:40:00,22.97,-34.41,7.50,,,,,,
155,02/02/2024 01:50:00,22.97,-34.44,7.50,,,,,,
156,02/02/2024 02:00:00,22.97,-34.59,7.50,,,,,,
157,02/02/2024 02:10:00,22.97,-33.42,7.48,,,,,,
158,02/02/2024 02:20:00,22.92,-32.88,7.47,,,,,,
159,02/02/2024 02:30:00,22.92,-33.38,7.48,,,,,,
160,02/02/2024 02:40:00,22.87,-33.61,7.48,,,,,,
161,02/02/2024 02:50:00,22.78,-34.77,7.51,,,,,,
162,02/02/2024 03:00:00,22.80,-36.11,7.53,,,,,,
163,02/02/2024 03:10:00,22.82,-35.09,7.51,,,,,,
164,02/02/2024 03:20:00,22.82,-34.94,7.51,,,,,,
165,02/02/2024 03:30:00,22.85,-34.24,7.49,,,,,,
166,02/02/2024 03:40:00,22.85,-34.28,7.50,,,,,,
167,02/02/2024 03:50:00,22.85,-33.99,7.49,,,,,,
168,02/02/2024 04:00:00,22.85,-33.63,7.48,,,,,,
169,02/02/2024 04:10:00,22.85,-34.25,7.50,,,,,,
170,02/02/2024 04:20:00,22.85,-33.25,7.48,,,,,,
171,02/02/2024 04:30:00,22.85,-34.80,7.51,,,,,,
172,02/02/2024 04:40:00,22.85,-35.06,7.51,,,,,,
173,02/02/2024 04:50:00,22.85,-34.89,7.51,,,,,,
174,02/02/2024 05:00:00,22.85,-35.25,7.51,,,,,,
175,02/02/2024 05:10:00,22.82,-34.92,7.51,,,,,,
176,02/02/2024 05:20:00,22.82,-35.61,7.52,,,,,,
177,02/02/2024 05:30:00,22.82,-35.19,7.51,,,,,,
178,02/02/2024 05:40:00,22.82,-36.09,7.53,,,,,,
179,02/02/2024 05:50:00,22.80,-36.47,7.54,,,,,,
180,02/02/2024 06:00:00,22.82,-36.02,7.53,,,,,,
181,02/02/2024 06:10:00,22.82,-35.70,7.52,,,,,,
182,02/02/2024 06:20:00,22.80,-36.24,7.53,,,,,,
183,02/02/2024 06:30:00,22.80,-36.38,7.54,,,,,,
184,02/02/2024 06:40:00,22.80,-35.49,7.52,,,,,,
185,02/02/2024 06:50:00,22.80,-34.74,7.50,,,,,,
186,02/02/2024 07:00:00,22.80,-36.05,7.53,,,,,,
187,02/02/2024 07:10:00,22.78,-36.75,7.54,,,,,,
188,02/02/2024 07:20:00,22.78,-36.50,7.54,,,,,,
189,02/02/2024 07:30:00,22.78,-36.16,7.53,,,,,,
190,02/02/2024 07:40:00,22.78,-36.33,7.53,,,,,,
191,02/02/2024 07:50:00,22.80,-36.56,7.54,,,,,,
192,02/02/2024 08:00:00,22.78,-36.58,7.54,,,,,,
193,02/02/2024 08:10:00,22.78,-36.92,7.55,,,,,,
194,02/02/2024 08:20:00,22.78,-37.00,7.55,,,,,,
195,02/02/2024 08:30:00,22.78,-37.33,7.55,,,,,,
196,02/02/2024 08:40:00,22.78,-37.63,7.56,,,,,,
197,02/02/2024 08:50:00,22.78,-37.28,7.55,,,,,,
198,02/02/2024 09:00:00,22.78,-37.66,7.56,,,,,,
199,02/02/2024 09:10:00,22.78,-38.47,7.58,,,,,,
200,02/02/2024 09:20:00,22.80,-38.19,7.57,,,,,,
201,02/02/2024 09:30:00,22.78,-37.89,7.56,,,,,,
202,02/02/2024 09:40:00,22.75,-38.49,7.58,,,,,,
203,02/02/2024 09:50:00,22.75,-38.58,7.58,,,,,,
204,02/02/2024 10:00:00,22.78,-38.25,7.57,,,,,,
205,02/02/2024 10:10:00,22.80,-38.30,7.57,,,,,,
206,02/02/2024 10:20:00,22.80,-38.00,7.57,,,,,,
207,02/02/2024 10:30:00,22.80,-38.16,7.57,,,,,,
208,02/02/2024 10:40:00,22.80,-38.25,7.57,,,,,,
209,02/02/2024 10:50:00,22.80,-38.09,7.57,,,,,,
210,02/02/2024 11:00:00,22.80,-38.33,7.57,,,,,,
211,02/02/2024 11:10:00,22.80,-37.86,7.56,,,,,,
212,02/02/2024 11:20:00,22.80,-38.27,7.57,,,,,,
213,02/02/2024 11:30:00,22.82,-38.19,7.57,,,,,,
214,02/02/2024 11:40:00,22.82,-38.11,7.57,,,,,,
215,02/02/2024 11:50:00,22.82,-38.66,7.58,,,,,,
216,02/02/2024 12:00:00,22.82,-39.09,7.59,,,,,,
217,02/02/2024 12:10:00,22.82,-39.13,7.59,,,,,,
218,02/02/2024 12:20:00,22.82,-39.13,7.59,,,,,,
219,02/02/2024 12:30:00,22.82,-38.88,7.58,,,,,,
220,02/02/2024 12:40:00,22.85,-39.13,7.59,,,,,,
221,02/02/2024 12:50:00,22.85,-39.17,7.59,,,,,,
222,02/02/2024 13:00:00,22.85,-39.20,7.59,,,,,,
223,02/02/2024 13:10:00,22.85,-39.49,7.59,,,,,,
224,02/02/2024 13:20:00,22.87,-39.45,7.59,,,,,,
225,02/02/2024 13:30:00,22.87,-39.92,7.60,,,,,,
226,02/02/2024 13:40:00,22.94,-40.47,7.61,,,,,,
227,02/02/2024 13:50:00,22.99,-41.06,7.62,,,,,,
228,02/02/2024 14:00:00,23.02,-41.81,7.64,,,,,,
229,02/02/2024 14:10:00,22.97,-42.02,7.64,,,,,,
230,02/02/2024 14:20:00,22.94,-42.24,7.65,,,,,,
231,02/02/2024 14:30:00,22.94,-41.56,7.63,,,,,,
232,02/02/2024 14:40:00,22.97,-41.69,7.64,,,,,,
233,02/02/2024 14:50:00,22.97,-41.70,7.64,,,,,,
234,02/02/2024 15:00:00,22.97,-42.28,7.65,,,,,,
235,02/02/2024 15:10:00,22.99,-42.75,7.66,,,,,,
236,02/02/2024 15:20:00,22.94,-42.27,7.65,,,,,,
237,02/02/2024 15:30:00,22.92,-42.33,7.65,,,,,,
238,02/02/2024 15:40:00,22.90,-42.61,7.65,,,,,,
239,02/02/2024 15:50:00,22.87,-42.28,7.65,,,,,,
240,02/02/2024 16:00:00,22.87,-42.16,7.65,,,,,,
241,02/02/2024 16:10:00,22.85,-41.99,7.64,,,,,,
242,02/02/2024 16:20:00,22.85,-41.69,7.64,,,,,,
243,02/02/2024 16:30:00,22.85,-42.10,7.64,,,,,,
244,02/02/2024 16:40:00,22.85,-41.85,7.64,,,,,,
245,02/02/2024 16:50:00,22.82,-41.78,7.64,,,,,,
246,02/02/2024 17:00:00,22.80,-42.17,7.65,,,,,,
247,02/02/2024 17:10:00,22.80,-41.67,7.64,,,,,,
248,02/02/2024 17:20:00,22.78,-41.83,7.64,,,,,,
249,02/02/2024 17:30:00,22.75,-41.67,7.64,,,,,,
250,02/02/2024 17:40:00,22.75,-41.47,7.63,,,,,,
251,02/02/2024 17:50:00,22.75,-41.19,7.63,,,,,,
252,02/02/2024 18:00:00,22.73,-41.35,7.63,,,,,,
253,02/02/2024 18:10:00,22.70,-41.36,7.63,,,,,,
254,02/02/2024 18:20:00,22.70,-40.78,7.62,,,,,,
255,02/02/2024 18:30:00,22.68,-40.94,7.62,,,,,,
256,02/02/2024 18:40:00,22.68,-40.69,7.62,,,,,,
257,02/02/2024 18:50:00,22.68,-40.56,7.62,,,,,,
258,02/02/2024 19:00:00,22.68,-40.02,7.61,,,,,,
259,02/02/2024 19:10:00,22.66,-40.25,7.61,,,,,,
260,02/02/2024 19:20:00,22.66,-40.13,7.61,,,,,,
261,02/02/2024 19:30:00,22.66,-39.80,7.60,,,,,,
262,02/02/2024 19:40:00,22.63,-39.59,7.60,,,,,,
263,02/02/2024 19:50:00,22.63,-39.49,7.60,,,,,,
264,02/02/2024 20:00:00,22.63,-39.69,7.60,,,,,,
265,02/02/2024 20:10:00,22.63,-39.75,7.60,,,,,,
266,02/02/2024 20:20:00,22.61,-39.42,7.59,,,,,,
267,02/02/2024 20:30:00,22.61,-39.61,7.60,,,,,,
268,02/02/2024 20:40:00,22.61,-39.66,7.60,,,,,,
269,02/02/2024 20:50:00,22.61,-39.39,7.59,,,,,,
270,02/02/2024 21:00:00,22.61,-39.38,7.59,,,,,,
271,02/02/2024 21:10:00,22.58,-39.30,7.59,,,,,,
272,02/02/2024 21:20:00,22.56,-39.66,7.60,,,,,,
273,02/02/2024 21:30:00,22.56,-39.58,7.60,,,,,,
274,02/02/2024 21:40:00,22.56,-39.36,7.59,,,,,,
275,02/02/2024 21:50:00,22.56,-39.20,7.59,,,,,,
276,02/02/2024 22:00:00,22.54,-39.28,7.59,,,,,,
277,02/02/2024 22:10:00,22.51,-39.05,7.59,,,,,,
278,02/02/2024 22:20:00,22.51,-39.25,7.59,,,,,,
279,02/02/2024 22:30:00,22.51,-38.34,7.57,,,,,,
280,02/02/2024 22:40:00,22.51,-38.34,7.57,,,,,,
281,02/02/2024 22:50:00,22.51,-38.92,7.58,,,,,,
282,02/02/2024 23:00:00,22.54,-38.81,7.58,,,,,,
283,02/02/2024 23:10:00,22.58,-38.89,7.58,,,,,,
284,02/02/2024 23:20:00,22.56,-38.05,7.57,,,,,,
285,02/02/2024 23:30:00,22.58,-38.00,7.57,,,,,,
286,02/02/2024 23:40:00,22.63,-37.16,7.55,,,,,,
287,02/02/2024 23:50:00,22.63,-37.16,7.55,,,,,,
288,02/03/2024 00:00:00,22.66,-36.77,7.54,,,,,,
289,02/03/2024 00:10:00,22.68,-36.78,7.54,,,,,,
290,02/03/2024 00:20:00,22.68,-37.41,7.56,,,,,,
291,02/03/2024 00:30:00,22.70,-36.66,7.54,,,,,,
292,02/03/2024 00:40:00,22.68,-36.97,7.55,,,,,,
293,02/03/2024 00:50:00,22.68,-37.13,7.55,,,,,,
294,02/03/2024 01:00:00,22.70,-36.50,7.54,,,,,,
295,02/03/2024 01:10:00,22.70,-36.25,7.53,,,,,,
296,02/03/2024 01:20:00,22.70,-36.81,7.54,,,,,,
297,02/03/2024 01:30:00,22.68,-36.53,7.54,,,,,,
298,02/03/2024 01:40:00,22.68,-36.70,7.54,,,,,,
299,02/03/2024 01:50:00,22.63,-36.92,7.55,,,,,,
300,02/03/2024 02:00:00,22.61,-36.94,7.55,,,,,,
301,02/03/2024 02:10:00,22.58,-37.31,7.55,,,,,,
302,02/03/2024 02:20:00,22.56,-37.66,7.56,,,,,,
303,02/03/2024 02:30:00,22.56,-37.56,7.56,,,,,,
304,02/03/2024 02:40:00,22.56,-37.55,7.56,,,,,,
305,02/03/2024 02:50:00,22.61,-37.36,7.55,,,,,,
306,02/03/2024 03:00:00,22.58,-37.81,7.56,,,,,,
307,02/03/2024 03:10:00,22.61,-37.30,7.55,,,,,,
308,02/03/2024 03:20:00,22.61,-37.39,7.56,,,,,,
309,02/03/2024 03:30:00,22.58,-37.38,7.56,,,,,,
310,02/03/2024 03:40:00,22.58,-37.77,7.56,,,,,,
311,02/03/2024 03:50:00,22.58,-37.19,7.55,,,,,,
312,02/03/2024 04:00:00,22.56,-37.52,7.56,,,,,,
313,02/03/2024 04:10:00,22.56,-37.92,7.57,,,,,,
314,02/03/2024 04:20:00,22.56,-37.84,7.56,,,,,,
315,02/03/2024 04:30:00,22.56,-38.33,7.57,,,,,,
316,02/03/2024 04:40:00,22.54,-38.25,7.57,,,,,,
317,02/03/2024 04:50:00,22.54,-38.24,7.57,,,,,,
318,02/03/2024 05:00:00,22.54,-38.94,7.59,,,,,,
319,02/03/2024 05:10:00,22.54,-38.22,7.57,,,,,,
320,02/03/2024 05:20:00,22.51,-38.59,7.58,,,,,,
321,02/03/2024 05:30:00,22.51,-38.28,7.57,,,,,,
322,02/03/2024 05:40:00,22.51,-38.38,7.57,,,,,,
323,02/03/2024 05:50:00,22.51,-38.06,7.57,,,,,,
324,02/03/2024 06:00:00,22.51,-37.13,7.55,,,,,,
325,02/03/2024 06:10:00,22.51,-37.58,7.56,,,,,,
326,02/03/2024 06:20:00,22.51,-38.53,7.58,,,,,,
327,02/03/2024 06:30:00,22.51,-38.72,7.58,,,,,,
328,02/03/2024 06:40:00,22.51,-38.52,7.58,,,,,,
329,02/03/2024 06:50:00,22.51,-38.03,7.57,,,,,,
330,02/03/2024 07:00:00,22.51,-38.61,7.58,,,,,,
331,02/03/2024 07:10:00,22.51,-38.31,7.57,,,,,,
332,02/03/2024 07:20:00,22.51,-38.89,7.58,,,,,,
333,02/03/2024 07:30:00,22.51,-39.14,7.59,,,,,,
334,02/03/2024 07:40:00,22.49,-38.83,7.58,,,,,,
335,02/03/2024 07:50:00,22.51,-38.36,7.57,,,,,,
336,02/03/2024 08:00:00,22.51,-38.66,7.58,,,,,,
337,02/03/2024 08:10:00,22.51,-39.08,7.59,,,,,,
338,02/03/2024 08:20:00,22.51,-39.06,7.59,,,,,,
339,02/03/2024 08:30:00,22.51,-39.30,7.59,,,,,,
340,02/03/2024 08:40:00,22.51,-39.47,7.60,,,,,,
341,02/03/2024 08:50:00,22.51,-39.30,7.59,,,,,,
342,02/03/2024 09:00:00,22.49,-39.20,7.59,,,,,,
343,02/03/2024 09:10:00,22.49,-39.99,7.61,,,,,,
344,02/03/2024 09:20:00,22.51,-39.84,7.60,,,,,,
345,02/03/2024 09:30:00,22.51,-39.09,7.59,,,,,,
346,02/03/2024 09:40:00,22.49,-39.67,7.60,,,,,,
347,02/03/2024 09:50:00,22.49,-39.86,7.60,,,,,,
348,02/03/2024 10:00:00,22.49,-40.95,7.62,,,,,,
349,02/03/2024 10:10:00,22.47,-40.39,7.61,,,,,,
350,02/03/2024 10:20:00,22.49,-41.08,7.63,,,,,,
351,02/03/2024 10:30:00,22.49,-41.22,7.63,,,,,,
352,02/03/2024 10:40:00,22.49,-40.86,7.62,,,,,,
353,02/03/2024 10:50:00,22.54,-39.72,7.60,,,,,,
354,02/03/2024 11:00:00,22.54,-40.88,7.62,,,,,,
355,02/03/2024 11:10:00,22.56,-40.64,7.62,,,,,,
356,02/03/2024 11:20:00,22.56,-40.69,7.62,,,,,,
357,02/03/2024 11:30:00,22.58,-41.60,7.64,,,,,,
358,02/03/2024 11:40:00,22.56,-42.17,7.65,,,,,,
359,02/03/2024 11:50:00,22.58,-42.41,7.65,,,,,,
360,02/03/2024 12:00:00,22.58,-41.72,7.64,,,,,,
361,02/03/2024 12:10:00,22.61,-41.92,7.64,,,,,,
362,02/03/2024 12:20:00,22.66,-42.64,7.66,,,,,,
363,02/03/2024 12:30:00,22.66,-42.81,7.66,,,,,,
364,02/03/2024 12:40:00,22.68,-42.16,7.65,,,,,,
365,02/03/2024 12:50:00,22.70,-42.85,7.66,,,,,,
366,02/03/2024 13:00:00,22.75,-43.50,7.67,,,,,,
367,02/03/2024 13:10:00,22.73,-43.56,7.67,,,,,,
368,02/03/2024 13:20:00,22.73,-43.25,7.67,,,,,,
369,02/03/2024 13:30:00,22.73,-43.41,7.67,,,,,,
370,02/03/2024 13:40:00,22.75,-43.69,7.68,,,,,,
371,02/03/2024 13:50:00,22.80,-44.33,7.69,,,,,,
372,02/03/2024 14:00:00,22.78,-44.67,7.69,,,,,,
373,02/03/2024 14:10:00,22.82,-44.77,7.70,,,,,,
374,02/03/2024 14:20:00,22.85,-45.20,7.70,,,,,,
375,02/03/2024 14:30:00,22.82,-45.88,7.72,,,,,,
376,02/03/2024 14:40:00,22.87,-45.77,7.71,,,,,,
377,02/03/2024 14:50:00,22.90,-45.85,7.72,,,,,,
378,02/03/2024 15:00:00,22.87,-46.00,7.72,,,,,,
379,02/03/2024 15:10:00,22.90,-46.55,7.73,,,,,,
380,02/03/2024 15:20:00,22.90,-46.25,7.72,,,,,,
381,02/03/2024 15:30:00,22.90,-46.45,7.73,,,,,,
382,02/03/2024 15:40:00,22.90,-46.06,7.72,,,,,,
383,02/03/2024 15:50:00,22.85,-46.67,7.73,,,,,,
384,02/03/2024 16:00:00,22.85,-46.35,7.73,,,,,,
385,02/03/2024 16:10:00,22.82,-46.02,7.72,,,,,,
386,02/03/2024 16:20:00,22.82,-46.11,7.72,,,,,,
387,02/03/2024 16:30:00,22.78,-46.44,7.73,,,,,,
388,02/03/2024 16:40:00,22.78,-45.52,7.71,,,,,,
389,02/03/2024 16:50:00,22.78,-45.83,7.72,,,,,,
390,02/03/2024 17:00:00,22.75,-44.80,7.70,,,,,,
391,02/03/2024 17:10:00,22.75,-45.50,7.71,,,,,,
392,02/03/2024 17:20:00,22.70,-45.99,7.72,,,,,,
393,02/03/2024 17:30:00,22.70,-45.02,7.70,,,,,,
394,02/03/2024 17:40:00,22.68,-44.92,7.70,,,,,,
395,02/03/2024 17:50:00,22.66,-44.75,7.70,,,,,,
396,02/03/2024 18:00:00,22.66,-44.41,7.69,,,,,,
397,02/03/2024 18:10:00,22.63,-44.75,7.70,,,,,,
398,02/03/2024 18:20:00,22.61,-44.11,7.68,,,,,,
399,02/03/2024 18:30:00,22.58,-44.00,7.68,,,,,,
400,02/03/2024 18:40:00,22.56,-43.85,7.68,,,,,,
401,02/03/2024 18:50:00,22.56,-43.91,7.68,,,,,,
402,02/03/2024 19:00:00,22.56,-43.24,7.67,,,,,,
403,02/03/2024 19:10:00,22.54,-43.31,7.67,,,,,,
404,02/03/2024 19:20:00,22.54,-43.08,7.66,,,,,,
405,02/03/2024 19:30:00,22.54,-42.64,7.66,,,,,,
406,02/03/2024 19:40:00,22.51,-42.81,7.66,,,,,,
407,02/03/2024 19:50:00,22.51,-42.60,7.65,,,,,,
408,02/03/2024 20:00:00,22.49,-42.33,7.65,,,,,,
409,02/03/2024 20:10:00,22.49,-42.52,7.65,,,,,,
