#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),Started,Button Down,Button Up,Host Connected,Stopped,End of File
78,02/06/2025 13:50:00,24.58,-13.27,7.01,,,,,,
79,02/06/2025 14:00:00,24.85,-13.36,7.01,,,,,,
80,02/06/2025 14:10:00,24.97,-13.30,7.01,,,,,,
81,02/06/2025 14:20:00,25.21,-13.31,7.01,,,,,,
82,02/06/2025 14:30:00,25.21,-13.42,7.01,,,,,,
83,02/06/2025 14:40:00,25.28,-13.42,7.01,,,,,,
84,02/06/2025 14:50:00,25.26,-13.42,7.01,,,,,,
85,02/06/2025 15:00:00,25.31,-13.45,7.01,,,,,,
86,02/06/2025 15:10:00,25.38,-13.47,7.01,,,,,,
87,02/06/2025 15:20:00,25.45,-13.50,7.01,,,,,,
88,02/06/2025 15:30:00,25.53,-13.50,7.01,,,,,,
89,02/06/2025 15:40:00,25.55,-13.55,7.01,,,,,,
90,02/06/2025 15:50:00,25.53,-13.56,7.01,,,,,,
91,02/06/2025 16:00:00,25.55,-13.58,7.01,,,,,,
92,02/06/2025 16:10:00,25.55,-13.61,7.01,,,,,,
93,02/06/2025 16:20:00,25.57,-13.64,7.01,,,,,,
94,02/06/2025 16:30:00,25.55,-13.69,7.01,,,,,,
95,02/06/2025 16:40:00,25.53,-13.70,7.01,,,,,,
96,02/06/2025 16:50:00,25.53,-13.72,7.02,,,,,,
97,02/06/2025 17:00:00,25.48,-13.77,7.02,,,,,,
98,02/06/2025 17:10:00,25.45,-13.78,7.02,,,,,,
99,02/06/2025 17:20:00,25.45,-13.81,7.02,,,,,,
100,02/06/2025 17:30:00,25.43,-13.86,7.02,,,,,,
101,02/06/2025 17:40:00,25.43,-13.89,7.02,,,,,,
102,02/06/2025 17:50:00,25.43,-13.94,7.02,,,,,,
103,02/06/2025 18:00:00,25.43,-13.97,7.02,,,,,,
104,02/06/2025 18:10:00,25.43,-14.02,7.02,,,,,,
105,02/06/2025 18:20:00,25.43,-14.05,7.02,,,,,,
106,02/06/2025 18:30:00,25.40,-14.08,7.02,,,,,,
107,02/06/2025 18:40:00,25.40,-14.13,7.02,,,,,,
108,02/06/2025 18:50:00,25.38,-14.13,7.02,,,,,,
109,02/06/2025 19:00:00,25.33,-14.17,7.02,,,,,,
110,02/06/2025 19:10:00,25.31,-14.20,7.02,,,,,,
111,02/06/2025 19:20:00,25.31,-14.23,7.02,,,,,,
112,02/06/2025 19:30:00,25.28,-14.30,7.03,,,,,,
113,02/06/2025 19:40:00,25.28,-14.34,7.03,,,,,,
114,02/06/2025 19:50:00,25.26,-14.39,7.03,,,,,,
115,02/06/2025 20:00:00,25.23,-14.41,7.03,,,,,,
116,02/06/2025 20:10:00,25.21,-14.42,7.03,,,,,,
117,02/06/2025 20:20:00,25.19,-14.47,7.03,,,,,,
118,02/06/2025 20:30:00,25.16,-14.48,7.03,,,,,,
119,02/06/2025 20:40:00,25.14,-14.52,7.03,,,,,,
120,02/06/2025 20:50:00,25.11,-14.53,7.03,,,,,,
121,02/06/2025 21:00:00,25.09,-14.56,7.03,,,,,,
122,02/06/2025 21:10:00,25.04,-14.59,7.03,,,,,,
123,02/06/2025 21:20:00,25.02,-14.64,7.03,,,,,,
124,02/06/2025 21:30:00,24.99,-14.69,7.03,,,,,,
125,02/06/2025 21:40:00,24.97,-14.73,7.03,,,,,,
126,02/06/2025 21:50:00,24.94,-14.77,7.03,,,,,,
127,02/06/2025 22:00:00,24.92,-14.81,7.03,,,,,,
128,02/06/2025 22:10:00,24.92,-14.83,7.03,,,,,,
129,02/06/2025 22:20:00,24.90,-14.84,7.03,,,,,,
130,02/06/2025 22:30:00,24.87,-14.88,7.04,,,,,,
131,02/06/2025 22:40:00,24.85,-14.91,7.04,,,,,,
132,02/06/2025 22:50:00,24.82,-14.92,7.04,,,,,,
133,02/06/2025 23:00:00,24.80,-14.95,7.04,,,,,,
134,02/06/2025 23:10:00,24.77,-14.98,7.04,,,,,,
135,02/06/2025 23:20:00,24.75,-15.02,7.04,,,,,,
136,02/06/2025 23:30:00,24.73,-15.05,7.04,,,,,,
137,02/06/2025 23:40:00,24.73,-15.08,7.04,,,,,,
138,02/06/2025 23:50:00,24.70,-15.11,7.04,,,,,,
139,02/07/2025 00:00:00,24.65,-15.13,7.04,,,,,,
140,02/07/2025 00:10:00,24.63,-15.16,7.04,,,,,,
141,02/07/2025 00:20:00,24.63,-15.19,7.04,,,,,,
142,02/07/2025 00:30:00,24.60,-15.22,7.04,,,,,,
143,02/07/2025 00:40:00,24.58,-15.25,7.04,,,,,,
144,02/07/2025 00:50:00,24.56,-15.28,7.04,,,,,,
145,02/07/2025 01:00:00,24.53,-15.31,7.04,,,,,,
146,02/07/2025 01:10:00,24.51,-15.34,7.04,,,,,,
147,02/07/2025 01:20:00,24.51,-15.39,7.04,,,,,,
148,02/07/2025 01:30:00,24.48,-15.44,7.05,,,,,,
149,02/07/2025 01:40:00,24.46,-15.47,7.05,,,,,,
150,02/07/2025 01:50:00,24.44,-15.50,7.05,,,,,,
151,02/07/2025 02:00:00,24.44,-15.48,7.05,,,,,,
152,02/07/2025 02:10:00,24.41,-15.53,7.05,,,,,,
153,02/07/2025 02:20:00,24.39,-15.56,7.05,,,,,,
154,02/07/2025 02:30:00,24.39,-15.61,7.05,,,,,,
155,02/07/2025 02:40:00,24.36,-15.66,7.05,,,,,,
156,02/07/2025 02:50:00,24.34,-15.69,7.05,,,,,,
157,02/07/2025 03:00:00,24.34,-15.73,7.05,,,,,,
158,02/07/2025 03:10:00,24.32,-15.77,7.05,,,,,,
159,02/07/2025 03:20:00,24.29,-15.81,7.05,,,,,,
160,02/07/2025 03:30:00,24.27,-15.89,7.05,,,,,,
161,02/07/2025 03:40:00,24.24,-15.92,7.05,,,,,,
162,02/07/2025 03:50:00,24.24,-15.94,7.05,,,,,,
163,02/07/2025 04:00:00,24.22,-15.97,7.05,,,,,,
164,02/07/2025 04:10:00,24.22,-16.00,7.06,,,,,,
165,02/07/2025 04:20:00,24.19,-16.03,7.06,,,,,,
166,02/07/2025 04:30:00,24.17,-16.05,7.06,,,,,,
167,02/07/2025 04:40:00,24.17,-16.08,7.06,,,,,,
168,02/07/2025 04:50:00,24.15,-16.11,7.06,,,,,,
169,02/07/2025 05:00:00,24.15,-16.14,7.06,,,,,,
170,02/07/2025 05:10:00,24.10,-16.17,7.06,,,,,,
171,02/07/2025 05:20:00,24.10,-16.19,7.06,,,,,,
172,02/07/2025 05:30:00,24.07,-16.22,7.06,,,,,,
173,02/07/2025 05:40:00,24.07,-16.23,7.06,,,,,,
174,02/07/2025 05:50:00,24.07,-16.27,7.06,,,,,,
175,02/07/2025 06:00:00,24.05,-16.28,7.06,,,,,,
176,02/07/2025 06:10:00,24.03,-16.31,7.06,,,,,,
177,02/07/2025 06:20:00,24.03,-16.34,7.06,,,,,,
178,02/07/2025 06:30:00,23.98,-16.36,7.06,,,,,,
179,02/07/2025 06:40:00,23.98,-16.38,7.06,,,,,,
180,02/07/2025 06:50:00,23.95,-16.41,7.06,,,,,,
181,02/07/2025 07:00:00,23.93,-16.44,7.06,,,,,,
182,02/07/2025 07:10:00,23.88,-16.45,7.06,,,,,,
183,02/07/2025 07:20:00,23.88,-16.47,7.06,,,,,,
184,02/07/2025 07:30:00,23.88,-16.52,7.06,,,,,,
185,02/07/2025 07:40:00,23.88,-16.55,7.07,,,,,,
186,02/07/2025 07:50:00,23.86,-16.59,7.07,,,,,,
187,02/07/2025 08:00:00,23.83,-16.59,7.07,,,,,,
188,02/07/2025 08:10:00,23.81,-16.61,7.07,,,,,,
189,02/07/2025 08:20:00,23.83,-16.59,7.07,,,,,,
190,02/07/2025 08:30:00,23.83,-16.59,7.07,,,,,,
191,02/07/2025 08:40:00,23.83,-16.59,7.07,,,,,,
192,02/07/2025 08:50:00,23.83,-16.61,7.07,,,,,,
193,02/07/2025 09:00:00,23.86,-16.64,7.07,,,,,,
194,02/07/2025 09:10:00,23.86,-16.66,7.07,,,,,,
195,02/07/2025 09:20:00,23.86,-16.69,7.07,,,,,,
196,02/07/2025 09:30:00,23.86,-16.72,7.07,,,,,,
197,02/07/2025 09:40:00,23.86,-16.73,7.07,,,,,,
198,02/07/2025 09:50:00,23.86,-16.77,7.07,,,,,,
199,02/07/2025 10:00:00,23.86,-16.77,7.07,,,,,,
200,02/07/2025 10:10:00,23.88,-16.80,7.07,,,,,,
201,02/07/2025 10:20:00,23.91,-16.81,7.07,,,,,,
202,02/07/2025 10:30:00,23.91,-16.84,7.07,,,,,,
203,02/07/2025 10:40:00,23.91,-16.86,7.07,,,,,,
204,02/07/2025 10:50:00,23.93,-16.88,7.07,,,,,,
205,02/07/2025 11:00:00,23.95,-16.89,7.07,,,,,,
206,02/07/2025 11:10:00,23.95,-16.89,7.07,,,,,,
207,02/07/2025 11:20:00,23.98,-16.92,7.07,,,,,,
208,02/07/2025 11:30:00,23.98,-16.92,7.07,,,,,,
209,02/07/2025 11:40:00,24.03,-16.92,7.07,,,,,,
210,02/07/2025 11:50:00,24.05,-16.95,7.07,,,,,,
211,02/07/2025 12:00:00,24.10,-16.97,7.07,,,,,,
212,02/07/2025 12:10:00,24.15,-16.97,7.07,,,,,,
213,02/07/2025 12:20:00,24.19,-16.98,7.07,,,,,,
214,02/07/2025 12:30:00,24.27,-16.98,7.07,,,,,,
215,02/07/2025 12:40:00,24.32,-17.00,7.07,,,,,,
216,02/07/2025 12:50:00,24.32,-17.06,7.07,,,,,,
217,02/07/2025 13:00:00,24.32,-16.94,7.07,,,,,,
218,02/07/2025 13:10:00,24.34,-16.95,7.07,,,,,,
219,02/07/2025 13:20:00,24.36,-16.97,7.07,,,,,,
220,02/07/2025 13:30:00,24.39,-16.98,7.07,,,,,,
221,02/07/2025 13:40:00,24.41,-16.98,7.07,,,,,,
222,02/07/2025 13:50:00,24.44,-16.98,7.07,,,,,,
223,02/07/2025 14:00:00,24.48,-16.98,7.07,,,,,,
224,02/07/2025 14:10:00,24.51,-16.98,7.07,,,,,,
225,02/07/2025 14:20:00,24.56,-16.98,7.07,,,,,,
226,02/07/2025 14:30:00,24.65,-16.98,7.07,,,,,,
227,02/07/2025 14:40:00,24.73,-17.00,7.07,,,,,,
228,02/07/2025 14:50:00,24.80,-16.98,7.07,,,,,,
229,02/07/2025 15:00:00,24.87,-16.98,7.07,,,,,,
230,02/07/2025 15:10:00,24.92,-16.98,7.07,,,,,,
231,02/07/2025 15:20:00,24.99,-16.97,7.07,,,,,,
232,02/07/2025 15:30:00,25.02,-16.97,7.07,,,,,,
233,02/07/2025 15:40:00,25.04,-16.95,7.07,,,,,,
234,02/07/2025 15:50:00,25.06,-16.92,7.07,,,,,,
235,02/07/2025 16:00:00,25.06,-16.92,7.07,,,,,,
236,02/07/2025 16:10:00,25.09,-16.92,7.07,,,,,,
237,02/07/2025 16:20:00,25.11,-16.91,7.07,,,,,,
238,02/07/2025 16:30:00,25.11,-16.88,7.07,,,,,,
239,02/07/2025 16:40:00,25.11,-16.84,7.07,,,,,,
240,02/07/2025 16:50:00,25.11,-16.84,7.07,,,,,,
241,02/07/2025 17:00:00,25.11,-16.81,7.07,,,,,,
242,02/07/2025 17:10:00,25.11,-16.83,7.07,,,,,,
243,02/07/2025 17:20:00,25.11,-16.83,7.07,,,,,,
244,02/07/2025 17:30:00,25.11,-16.84,7.07,,,,,,
245,02/07/2025 17:40:00,25.11,-16.84,7.07,,,,,,
246,02/07/2025 17:50:00,25.11,-16.84,7.07,,,,,,
247,02/07/2025 18:00:00,25.11,-16.84,7.07,,,,,,
248,02/07/2025 18:10:00,25.11,-16.84,7.07,,,,,,
249,02/07/2025 18:20:00,25.09,-16.84,7.07,,,,,,
250,02/07/2025 18:30:00,25.09,-16.84,7.07,,,,,,
251,02/07/2025 18:40:00,25.09,-16.84,7.07,,,,,,
252,02/07/2025 18:50:00,25.06,-16.84,7.07,,,,,,
253,02/07/2025 19:00:00,25.06,-16.86,7.07,,,,,,
254,02/07/2025 19:10:00,25.04,-16.86,7.07,,,,,,
255,02/07/2025 19:20:00,25.04,-16.88,7.07,,,,,,
256,02/07/2025 19:30:00,25.02,-16.88,7.07,,,,,,
257,02/07/2025 19:40:00,25.02,-16.88,7.07,,,,,,
258,02/07/2025 19:50:00,24.99,-16.88,7.07,,,,,,
259,02/07/2025 20:00:00,24.99,-16.89,7.07,,,,,,
260,02/07/2025 20:10:00,24.97,-16.91,7.07,,,,,,
261,02/07/2025 20:20:00,24.94,-16.91,7.07,,,,,,
262,02/07/2025 20:30:00,24.94,-16.92,7.07,,,,,,
263,02/07/2025 20:40:00,24.92,-16.94,7.07,,,,,,
264,02/07/2025 20:50:00,24.92,-16.95,7.07,,,,,,
265,02/07/2025 21:00:00,24.90,-16.95,7.07,,,,,,
266,02/07/2025 21:10:00,24.87,-17.22,7.08,,,,,,
267,02/07/2025 21:20:00,24.87,-17.19,7.08,,,,,,
268,02/07/2025 21:30:00,24.85,-17.14,7.08,,,,,,
269,02/07/2025 21:40:00,24.82,-17.14,7.08,,,,,,
270,02/07/2025 21:50:00,24.80,-17.13,7.08,,,,,,
271,02/07/2025 22:00:00,24.77,-17.13,7.08,,,,,,
272,02/07/2025 22:10:00,24.75,-17.14,7.08,,,,,,
273,02/07/2025 22:20:00,24.75,-17.14,7.08,,,,,,
274,02/07/2025 22:30:00,24.73,-17.17,7.08,,,,,,
275,02/07/2025 22:40:00,24.70,-17.20,7.08,,,,,,
276,02/07/2025 22:50:00,24.68,-17.20,7.08,,,,,,
277,02/07/2025 23:00:00,24.65,-17.22,7.08,,,,,,
278,02/07/2025 23:10:00,24.63,-17.22,7.08,,,,,,
279,02/07/2025 23:20:00,24.58,-17.22,7.08,,,,,,
280,02/07/2025 23:30:00,24.56,-17.23,7.08,,,,,,
281,02/07/2025 23:40:00,24.53,-17.23,7.08,,,,,,
282,02/07/2025 23:50:00,24.51,-17.25,7.08,,,,,,
283,02/08/2025 00:00:00,24.51,-17.27,7.08,,,,,,
284,02/08/2025 00:10:00,24.51,-17.27,7.08,,,,,,
285,02/08/2025 00:20:00,24.48,-17.28,7.08,,,,,,
286,02/08/2025 00:30:00,24.48,-17.30,7.08,,,,,,
287,02/08/2025 00:40:00,24.46,-17.31,7.08,,,,,,
288,02/08/2025 00:50:00,24.44,-17.33,7.08,,,,,,
289,02/08/2025 01:00:00,24.41,-17.33,7.08,,,,,,
290,02/08/2025 01:10:00,24.39,-17.34,7.08,,,,,,
291,02/08/2025 01:20:00,24.36,-17.36,7.08,,,,,,
292,02/08/2025 01:30:00,24.34,-17.38,7.08,,,,,,
293,02/08/2025 01:40:00,24.32,-17.38,7.08,,,,,,
294,02/08/2025 01:50:00,24.29,-17.39,7.08,,,,,,
295,02/08/2025 02:00:00,24.29,-17.39,7.08,,,,,,
296,02/08/2025 02:10:00,24.27,-17.41,7.08,,,,,,
297,02/08/2025 02:20:00,24.24,-17.42,7.08,,,,,,
298,02/08/2025 02:30:00,24.22,-17.44,7.08,,,,,,
299,02/08/2025 02:40:00,24.19,-17.45,7.08,,,,,,
300,02/08/2025 02:50:00,24.17,-17.45,7.08,,,,,,
301,02/08/2025 03:00:00,24.15,-17.47,7.08,,,,,,
302,02/08/2025 03:10:00,24.12,-17.47,7.08,,,,,,
303,02/08/2025 03:20:00,24.10,-17.48,7.08,,,,,,
304,02/08/2025 03:30:00,24.07,-17.50,7.08,,,,,,
305,02/08/2025 03:40:00,24.07,-17.52,7.08,,,,,,
306,02/08/2025 03:50:00,24.05,-17.53,7.08,,,,,,
307,02/08/2025 04:00:00,24.03,-17.53,7.08,,,,,,
308,02/08/2025 04:10:00,24.00,-17.55,7.08,,,,,,
309,02/08/2025 04:20:00,23.98,-17.55,7.08,,,,,,
310,02/08/2025 04:30:00,23.95,-17.56,7.08,,,,,,
311,02/08/2025 04:40:00,23.93,-17.56,7.08,,,,,,
312,02/08/2025 04:50:00,23.91,-17.59,7.08,,,,,,
313,02/08/2025 05:00:00,23.88,-17.59,7.08,,,,,,
314,02/08/2025 05:10:00,23.86,-17.61,7.08,,,,,,
315,02/08/2025 05:20:00,23.86,-17.61,7.08,,,,,,
316,02/08/2025 05:30:00,23.83,-17.63,7.08,,,,,,
317,02/08/2025 05:40:00,23.81,-17.64,7.08,,,,,,
318,02/08/2025 05:50:00,23.81,-17.66,7.08,,,,,,
319,02/08/2025 06:00:00,23.79,-17.66,7.08,,,,,,
320,02/08/2025 06:10:00,23.79,-17.67,7.08,,,,,,
321,02/08/2025 06:20:00,23.79,-17.69,7.09,,,,,,
322,02/08/2025 06:30:00,23.76,-17.70,7.09,,,,,,
323,02/08/2025 06:40:00,23.76,-17.70,7.09,,,,,,
324,02/08/2025 06:50:00,23.74,-17.72,7.09,,,,,,
325,02/08/2025 07:00:00,23.74,-17.73,7.09,,,,,,
326,02/08/2025 07:10:00,23.71,-17.73,7.09,,,,,,
327,02/08/2025 07:20:00,23.71,-17.75,7.09,,,,,,
328,02/08/2025 07:30:00,23.69,-17.75,7.09,,,,,,
329,02/08/2025 07:40:00,23.66,-17.77,7.09,,,,,,
330,02/08/2025 07:50:00,23.66,-17.77,7.09,,,,,,
331,02/08/2025 08:00:00,23.64,-17.78,7.09,,,,,,
332,02/08/2025 08:10:00,23.62,-17.78,7.09,,,,,,
333,02/08/2025 08:20:00,23.59,-17.80,7.09,,,,,,
334,02/08/2025 08:30:00,23.59,-17.80,7.09,,,,,,
335,02/08/2025 08:40:00,23.57,-17.81,7.09,,,,,,
336,02/08/2025 08:50:00,23.57,-17.81,7.09,,,,,,
337,02/08/2025 09:00:00,23.57,-17.83,7.09,,,,,,
338,02/08/2025 09:10:00,23.54,-17.84,7.09,,,,,,
339,02/08/2025 09:20:00,23.54,-17.84,7.09,,,,,,
340,02/08/2025 09:30:00,23.57,-17.84,7.09,,,,,,
341,02/08/2025 09:40:00,23.57,-17.84,7.09,,,,,,
342,02/08/2025 09:50:00,23.59,-17.86,7.09,,,,,,
343,02/08/2025 10:00:00,23.62,-17.86,7.09,,,,,,
344,02/08/2025 10:10:00,23.62,-17.86,7.09,,,,,,
345,02/08/2025 10:20:00,23.64,-17.84,7.09,,,,,,
346,02/08/2025 10:30:00,23.66,-17.84,7.09,,,,,,
347,02/08/2025 10:40:00,23.66,-17.84,7.09,,,,,,
348,02/08/2025 10:50:00,23.69,-17.86,7.09,,,,,,
349,02/08/2025 11:00:00,23.71,-17.83,7.09,,,,,,
350,02/08/2025 11:10:00,23.71,-17.84,7.09,,,,,,
351,02/08/2025 11:20:00,23.74,-17.84,7.09,,,,,,
352,02/08/2025 11:30:00,23.76,-17.84,7.09,,,,,,
353,02/08/2025 11:40:00,23.79,-17.83,7.09,,,,,,
354,02/08/2025 11:50:00,23.79,-17.81,7.09,,,,,,
355,02/08/2025 12:00:00,23.81,-17.81,7.09,,,,,,
356,02/08/2025 12:10:00,23.83,-17.81,7.09,,,,,,
357,02/08/2025 12:20:00,23.86,-17.80,7.09,,,,,,
358,02/08/2025 12:30:00,23.88,-17.80,7.09,,,,,,
359,02/08/2025 12:40:00,23.88,-17.78,7.09,,,,,,
360,02/08/2025 12:50:00,23.91,-17.78,7.09,,,,,,
361,02/08/2025 13:00:00,23.93,-17.75,7.09,,,,,,
362,02/08/2025 13:10:00,23.95,-17.73,7.09,,,,,,
363,02/08/2025 13:20:00,23.98,-17.72,7.09,,,,,,
364,02/08/2025 13:30:00,23.98,-17.70,7.09,,,,,,
365,02/08/2025 13:40:00,24.00,-17.69,7.09,,,,,,
366,02/08/2025 13:50:00,24.03,-17.67,7.08,,,,,,
367,02/08/2025 14:00:00,24.03,-17.66,7.08,,,,,,
368,02/08/2025 14:10:00,24.05,-17.64,7.08,,,,,,
369,02/08/2025 14:20:00,24.07,-17.64,7.08,,,,,,
370,02/08/2025 14:30:00,24.07,-17.61,7.08,,,,,,
371,02/08/2025 14:40:00,24.10,-17.59,7.08,,,,,,
372,02/08/2025 14:50:00,24.12,-17.58,7.08,,,,,,
373,02/08/2025 15:00:00,24.15,-17.58,7.08,,,,,,
374,02/08/2025 15:10:00,24.15,-17.56,7.08,,,,,,
375,02/08/2025 15:20:00,24.17,-17.55,7.08,,,,,,
376,02/08/2025 15:30:00,24.19,-17.53,7.08,,,,,,
377,02/08/2025 15:40:00,24.22,-17.53,7.08,,,,,,
378,02/08/2025 15:50:00,24.24,-17.52,7.08,,,,,,
379,02/08/2025 16:00:00,24.24,-17.50,7.08,,,,,,
380,02/08/2025 16:10:00,24.27,-17.48,7.08,,,,,,
381,02/08/2025 16:20:00,24.29,-17.47,7.08,,,,,,
382,02/08/2025 16:30:00,24.32,-17.45,7.08,,,,,,
383,02/08/2025 16:40:00,24.32,-17.44,7.08,,,,,,
384,02/08/2025 16:50:00,24.34,-17.42,7.08,,,,,,
385,02/08/2025 17:00:00,24.36,-17.41,7.08,,,,,,
386,02/08/2025 17:10:00,24.36,-17.39,7.08,,,,,,
387,02/08/2025 17:20:00,24.39,-17.38,7.08,,,,,,
388,02/08/2025 17:30:00,24.39,-17.36,7.08,,,,,,
389,02/08/2025 17:40:00,24.41,-17.34,7.08,,,,,,
390,02/08/2025 17:50:00,24.41,-17.33,7.08,,,,,,
391,02/08/2025 18:00:00,24.44,-17.31,7.08,,,,,,
392,02/08/2025 18:10:00,24.44,-17.30,7.08,,,,,,
393,02/08/2025 18:20:00,24.46,-17.28,7.08,,,,,,
394,02/08/2025 18:30:00,24.46,-17.25,7.08,,,,,,
395,02/08/2025 18:40:00,24.46,-17.23,7.08,,,,,,
396,02/08/2025 18:50:00,24.46,-17.23,7.08,,,,,,
397,02/08/2025 19:00:00,24.48,-17.22,7.08,,,,,,
398,02/08/2025 19:10:00,24.48,-17.20,7.08,,,,,,
399,02/08/2025 19:20:00,24.48,-17.17,7.08,,,,,,
400,02/08/2025 19:30:00,24.48,-17.16,7.08,,,,,,
401,02/08/2025 19:40:00,24.48,-17.16,7.08,,,,,,
402,02/08/2025 19:50:00,24.48,-17.14,7.08,,,,,,
403,02/08/2025 20:00:00,24.48,-17.13,7.08,,,,,,
404,02/08/2025 20:10:00,24.48,-17.11,7.07,,,,,,
405,02/08/2025 20:20:00,24.48,-17.11,7.07,,,,,,
406,02/08/2025 20:30:00,24.48,-17.09,7.07,,,,,,
407,02/08/2025 20:40:00,24.48,-17.08,7.07,,,,,,
408,02/08/2025 20:50:00,24.48,-17.06,7.07,,,,,,
409,02/08/2025 21:00:00,24.48,-17.05,7.07,,,,,,
