#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),Button Down,Button Up,Host Connected,End of File
207,04/05/2024 11:20:00,23.04,-36.45,7.68,,,,
208,04/05/2024 11:30:00,23.04,-37.08,7.69,,,,
209,04/05/2024 11:40:00,23.06,-36.13,7.68,,,,
210,04/05/2024 11:50:00,23.04,-36.33,7.68,,,,
211,04/05/2024 12:00:00,23.02,-36.72,7.69,,,,
212,04/05/2024 12:10:00,23.04,-36.66,7.69,,,,
213,04/05/2024 12:20:00,23.06,-36.88,7.69,,,,
214,04/05/2024 12:30:00,23.06,-37.20,7.70,,,,
215,04/05/2024 12:40:00,23.09,-37.91,7.71,,,,
216,04/05/2024 12:50:00,23.14,-37.34,7.70,,,,
217,04/05/2024 13:00:00,23.16,-37.19,7.70,,,,
218,04/05/2024 13:10:00,23.21,-36.66,7.69,,,,
219,04/05/2024 13:20:00,23.23,-36.59,7.69,,,,
220,04/05/2024 13:30:00,23.26,-36.41,7.68,,,,
221,04/05/2024 13:40:00,23.28,-36.16,7.68,,,,
222,04/05/2024 13:50:00,23.33,-36.77,7.69,,,,
223,04/05/2024 14:00:00,23.33,-37.22,7.70,,,,
224,04/05/2024 14:10:00,23.38,-37.13,7.69,,,,
225,04/05/2024 14:20:00,23.35,-37.14,7.70,,,,
226,04/05/2024 14:30:00,23.30,-37.41,7.70,,,,
227,04/05/2024 14:40:00,23.28,-37.69,7.71,,,,
228,04/05/2024 14:50:00,23.28,-37.92,7.71,,,,
229,04/05/2024 15:00:00,23.26,-37.58,7.70,,,,
230,04/05/2024 15:10:00,23.26,-38.06,7.71,,,,
231,04/05/2024 15:20:00,23.26,-38.34,7.72,,,,
232,04/05/2024 15:30:00,23.23,-37.74,7.71,,,,
233,04/05/2024 15:40:00,23.23,-38.14,7.71,,,,
234,04/05/2024 15:50:00,23.21,-38.24,7.72,,,,
235,04/05/2024 16:00:00,23.21,-38.36,7.72,,,,
236,04/05/2024 16:10:00,23.18,-38.14,7.71,,,,
237,04/05/2024 16:20:00,23.16,-38.19,7.72,,,,
238,04/05/2024 16:30:00,23.16,-38.49,7.72,,,,
239,04/05/2024 16:40:00,23.14,-37.70,7.71,,,,
240,04/05/2024 16:50:00,23.11,-37.27,7.70,,,,
241,04/05/2024 17:00:00,23.09,-36.86,7.69,,,,
242,04/05/2024 17:10:00,23.06,-36.39,7.68,,,,
243,04/05/2024 17:20:00,23.06,-35.41,7.66,,,,
244,04/05/2024 17:30:00,23.06,-35.47,7.66,,,,
245,04/05/2024 17:40:00,23.04,-35.70,7.67,,,,
246,04/05/2024 17:50:00,23.04,-34.95,7.65,,,,
247,04/05/2024 18:00:00,22.99,-34.75,7.65,,,,
248,04/05/2024 18:10:00,22.97,-34.58,7.65,,,,
249,04/05/2024 18:20:00,22.97,-34.67,7.65,,,,
250,04/05/2024 18:30:00,22.94,-34.80,7.65,,,,
251,04/05/2024 18:40:00,22.94,-34.47,7.65,,,,
252,04/05/2024 18:50:00,22.92,-34.58,7.65,,,,
253,04/05/2024 19:00:00,22.90,-33.99,7.64,,,,
254,04/05/2024 19:10:00,22.87,-33.20,7.62,,,,
255,04/05/2024 19:20:00,22.87,-33.09,7.62,,,,
256,04/05/2024 19:30:00,22.85,-33.38,7.63,,,,
257,04/05/2024 19:40:00,22.85,-32.81,7.61,,,,
258,04/05/2024 19:50:00,22.85,-32.88,7.62,,,,
259,04/05/2024 20:00:00,22.82,-32.77,7.61,,,,
260,04/05/2024 20:10:00,22.82,-32.53,7.61,,,,
261,04/05/2024 20:20:00,22.82,-31.95,7.60,,,,
262,04/05/2024 20:30:00,22.80,-33.05,7.62,,,,
263,04/05/2024 20:40:00,22.80,-32.28,7.60,,,,
264,04/05/2024 20:50:00,22.78,-32.72,7.61,,,,
265,04/05/2024 21:00:00,22.78,-32.38,7.61,,,,
266,04/05/2024 21:10:00,22.78,-32.03,7.60,,,,
267,04/05/2024 21:20:00,22.78,-32.45,7.61,,,,
268,04/05/2024 21:30:00,22.75,-30.34,7.57,,,,
269,04/05/2024 21:40:00,22.75,-32.27,7.60,,,,
270,04/05/2024 21:50:00,22.75,-31.72,7.59,,,,
271,04/05/2024 22:00:00,22.75,-31.42,7.59,,,,
272,04/05/2024 22:10:00,22.75,-32.14,7.60,,,,
273,04/05/2024 22:20:00,22.75,-31.66,7.59,,,,
274,04/05/2024 22:30:00,22.73,-32.69,7.61,,,,
275,04/05/2024 22:40:00,22.73,-31.74,7.59,,,,
276,04/05/2024 22:50:00,22.73,-31.28,7.59,,,,
277,04/05/2024 23:00:00,22.73,-31.63,7.59,,,,
278,04/05/2024 23:10:00,22.73,-32.02,7.60,,,,
279,04/05/2024 23:20:00,22.73,-31.78,7.60,,,,
280,04/05/2024 23:30:00,22.70,-31.52,7.59,,,,
281,04/05/2024 23:40:00,22.70,-31.61,7.59,,,,
282,04/05/2024 23:50:00,22.73,-31.36,7.59,,,,
283,04/06/2024 00:00:00,22.70,-31.67,7.59,,,,
284,04/06/2024 00:10:00,22.73,-31.50,7.59,,,,
285,04/06/2024 00:20:00,22.73,-31.58,7.59,,,,
286,04/06/2024 00:30:00,22.73,-31.41,7.59,,,,
287,04/06/2024 00:40:00,22.70,-31.00,7.58,,,,
288,04/06/2024 00:50:00,22.70,-30.99,7.58,,,,
289,04/06/2024 01:00:00,22.70,-31.03,7.58,,,,
290,04/06/2024 01:10:00,22.70,-31.13,7.58,,,,
291,04/06/2024 01:20:00,22.73,-30.66,7.57,,,,
292,04/06/2024 01:30:00,22.70,-30.83,7.58,,,,
293,04/06/2024 01:40:00,22.70,-31.05,7.58,,,,
294,04/06/2024 01:50:00,22.73,-30.80,7.58,,,,
295,04/06/2024 02:00:00,22.75,-30.80,7.58,,,,
296,04/06/2024 02:10:00,22.75,-30.72,7.58,,,,
297,04/06/2024 02:20:00,22.75,-30.58,7.57,,,,
298,04/06/2024 02:30:00,22.75,-29.94,7.56,,,,
299,04/06/2024 02:40:00,22.78,-30.50,7.57,,,,
300,04/06/2024 02:50:00,22.78,-30.24,7.57,,,,
301,04/06/2024 03:00:00,22.78,-30.19,7.57,,,,
302,04/06/2024 03:10:00,22.80,-30.83,7.58,,,,
303,04/06/2024 03:20:00,22.78,-30.58,7.57,,,,
304,04/06/2024 03:30:00,22.78,-30.75,7.58,,,,
305,04/06/2024 03:40:00,22.75,-30.74,7.58,,,,
306,04/06/2024 03:50:00,22.75,-30.91,7.58,,,,
307,04/06/2024 04:00:00,22.75,-30.80,7.58,,,,
308,04/06/2024 04:10:00,22.75,-30.95,7.58,,,,
309,04/06/2024 04:20:00,22.75,-30.66,7.57,,,,
310,04/06/2024 04:30:00,22.75,-31.06,7.58,,,,
311,04/06/2024 04:40:00,22.75,-30.86,7.58,,,,
312,04/06/2024 04:50:00,22.73,-31.28,7.59,,,,
313,04/06/2024 05:00:00,22.73,-30.94,7.58,,,,
314,04/06/2024 05:10:00,22.73,-30.86,7.58,,,,
315,04/06/2024 05:20:00,22.70,-31.42,7.59,,,,
316,04/06/2024 05:30:00,22.70,-31.28,7.59,,,,
317,04/06/2024 05:40:00,22.70,-30.72,7.58,,,,
318,04/06/2024 05:50:00,22.70,-30.89,7.58,,,,
319,04/06/2024 06:00:00,22.68,-31.47,7.59,,,,
320,04/06/2024 06:10:00,22.70,-31.44,7.59,,,,
321,04/06/2024 06:20:00,22.68,-31.39,7.59,,,,
322,04/06/2024 06:30:00,22.68,-31.11,7.58,,,,
323,04/06/2024 06:40:00,22.68,-31.86,7.60,,,,
324,04/06/2024 06:50:00,22.68,-31.97,7.60,,,,
325,04/06/2024 07:00:00,22.68,-32.74,7.61,,,,
326,04/06/2024 07:10:00,22.68,-31.83,7.60,,,,
327,04/06/2024 07:20:00,22.68,-31.95,7.60,,,,
328,04/06/2024 07:30:00,22.68,-32.95,7.62,,,,
329,04/06/2024 07:40:00,22.68,-31.94,7.60,,,,
330,04/06/2024 07:50:00,22.68,-32.64,7.61,,,,
331,04/06/2024 08:00:00,22.68,-33.39,7.63,,,,
332,04/06/2024 08:10:00,22.68,-33.28,7.62,,,,
333,04/06/2024 08:20:00,22.68,-34.31,7.64,,,,
334,04/06/2024 08:30:00,22.68,-34.36,7.64,,,,
335,04/06/2024 08:40:00,22.68,-35.11,7.66,,,,
336,04/06/2024 08:50:00,22.68,-35.31,7.66,,,,
337,04/06/2024 09:00:00,22.68,-35.28,7.66,,,,
338,04/06/2024 09:10:00,22.70,-35.78,7.67,,,,
339,04/06/2024 09:20:00,22.73,-35.31,7.66,,,,
340,04/06/2024 09:30:00,22.75,-33.95,7.64,,,,
341,04/06/2024 09:40:00,22.78,-35.72,7.67,,,,
342,04/06/2024 09:50:00,22.80,-36.02,7.68,,,,
343,04/06/2024 10:00:00,22.82,-36.95,7.69,,,,
344,04/06/2024 10:10:00,22.82,-36.78,7.69,,,,
345,04/06/2024 10:20:00,22.87,-37.14,7.70,,,,
346,04/06/2024 10:30:00,22.90,-37.50,7.70,,,,
347,04/06/2024 10:40:00,22.92,-37.36,7.70,,,,
348,04/06/2024 10:50:00,22.94,-36.70,7.69,,,,
349,04/06/2024 11:00:00,22.99,-36.81,7.69,,,,
350,04/06/2024 11:10:00,23.04,-37.25,7.70,,,,
351,04/06/2024 11:20:00,23.09,-37.08,7.69,,,,
352,04/06/2024 11:30:00,23.14,-37.72,7.71,,,,
353,04/06/2024 11:40:00,23.16,-39.11,7.73,,,,
354,04/06/2024 11:50:00,23.18,-38.00,7.71,,,,
355,04/06/2024 12:00:00,23.18,-37.30,7.70,,,,
356,04/06/2024 12:10:00,23.18,-37.00,7.69,,,,
357,04/06/2024 12:20:00,23.18,-37.17,7.70,,,,
358,04/06/2024 12:30:00,23.21,-37.31,7.70,,,,
359,04/06/2024 12:40:00,23.21,-37.14,7.70,,,,
360,04/06/2024 12:50:00,23.23,-37.31,7.70,,,,
361,04/06/2024 13:00:00,23.26,-37.50,7.70,,,,
362,04/06/2024 13:10:00,23.30,-36.84,7.69,,,,
363,04/06/2024 13:20:00,23.30,-37.88,7.71,,,,
364,04/06/2024 13:30:00,23.33,-37.64,7.70,,,,
365,04/06/2024 13:40:00,23.33,-37.77,7.71,,,,
366,04/06/2024 13:50:00,23.33,-37.61,7.70,,,,
367,04/06/2024 14:00:00,23.30,-37.47,7.70,,,,
368,04/06/2024 14:10:00,23.28,-37.41,7.70,,,,
369,04/06/2024 14:20:00,23.28,-37.44,7.70,,,,
370,04/06/2024 14:30:00,23.26,-37.66,7.71,,,,
371,04/06/2024 14:40:00,23.26,-37.80,7.71,,,,
372,04/06/2024 14:50:00,23.23,-37.75,7.71,,,,
373,04/06/2024 15:00:00,23.21,-38.47,7.72,,,,
374,04/06/2024 15:10:00,23.23,-38.58,7.72,,,,
375,04/06/2024 15:20:00,23.23,-38.27,7.72,,,,
376,04/06/2024 15:30:00,23.28,-38.36,7.72,,,,
377,04/06/2024 15:40:00,23.23,-38.00,7.71,,,,
378,04/06/2024 15:50:00,23.18,-37.45,7.70,,,,
379,04/06/2024 16:00:00,23.18,-37.72,7.71,,,,
380,04/06/2024 16:10:00,23.16,-37.72,7.71,,,,
381,04/06/2024 16:20:00,23.16,-37.80,7.71,,,,
382,04/06/2024 16:30:00,23.14,-37.56,7.70,,,,
383,04/06/2024 16:40:00,23.14,-37.55,7.70,,,,
384,04/06/2024 16:50:00,23.09,-37.00,7.69,,,,
385,04/06/2024 17:00:00,23.09,-36.97,7.69,,,,
386,04/06/2024 17:10:00,23.06,-36.72,7.69,,,,
387,04/06/2024 17:20:00,23.06,-36.53,7.68,,,,
388,04/06/2024 17:30:00,23.04,-35.89,7.67,,,,
389,04/06/2024 17:40:00,23.04,-36.25,7.68,,,,
390,04/06/2024 17:50:00,23.02,-35.58,7.67,,,,
391,04/06/2024 18:00:00,22.99,-35.13,7.66,,,,
392,04/06/2024 18:10:00,22.97,-35.19,7.66,,,,
393,04/06/2024 18:20:00,22.94,-34.64,7.65,,,,
394,04/06/2024 18:30:00,22.92,-34.59,7.65,,,,
395,04/06/2024 18:40:00,22.92,-34.20,7.64,,,,
396,04/06/2024 18:50:00,22.90,-33.78,7.63,,,,
397,04/06/2024 19:00:00,22.87,-34.16,7.64,,,,
398,04/06/2024 19:10:00,22.85,-33.77,7.63,,,,
399,04/06/2024 19:20:00,22.85,-32.70,7.61,,,,
400,04/06/2024 19:30:00,22.85,-33.27,7.62,,,,
401,04/06/2024 19:40:00,22.82,-33.03,7.62,,,,
402,04/06/2024 19:50:00,22.80,-32.49,7.61,,,,
403,04/06/2024 20:00:00,22.80,-31.78,7.60,,,,
404,04/06/2024 20:10:00,22.78,-32.61,7.61,,,,
405,04/06/2024 20:20:00,22.78,-32.03,7.60,,,,
406,04/06/2024 20:30:00,22.75,-32.31,7.61,,,,
407,04/06/2024 20:40:00,22.75,-32.70,7.61,,,,
408,04/06/2024 20:50:00,22.73,-32.28,7.60,,,,
409,04/06/2024 21:00:00,22.73,-31.38,7.59,,,,
410,04/06/2024 21:10:00,22.73,-32.66,7.61,,,,
411,04/06/2024 21:20:00,22.73,-32.03,7.60,,,,
412,04/06/2024 21:30:00,22.73,-31.11,7.58,,,,
413,04/06/2024 21:40:00,22.70,-30.09,7.56,,,,
414,04/06/2024 21:50:00,22.70,-30.61,7.57,,,,
415,04/06/2024 22:00:00,22.70,-29.44,7.55,,,,
416,04/06/2024 22:10:00,22.70,-29.74,7.56,,,,
417,04/06/2024 22:20:00,22.70,-30.13,7.56,,,,
418,04/06/2024 22:30:00,22.70,-30.09,7.56,,,,
419,04/06/2024 22:40:00,22.70,-30.97,7.58,,,,
420,04/06/2024 22:50:00,22.70,-29.72,7.56,,,,
421,04/06/2024 23:00:00,22.70,-30.56,7.57,,,,
422,04/06/2024 23:10:00,22.68,-30.50,7.57,,,,
423,04/06/2024 23:20:00,22.70,-30.53,7.57,,,,
424,04/06/2024 23:30:00,22.68,-31.03,7.58,,,,
425,04/06/2024 23:40:00,22.70,-30.39,7.57,,,,
426,04/06/2024 23:50:00,22.70,-30.47,7.57,,,,
427,04/07/2024 00:00:00,22.70,-30.78,7.58,,,,
428,04/07/2024 00:10:00,22.70,-31.03,7.58,,,,
429,04/07/2024 00:20:00,22.70,-30.80,7.58,,,,
430,04/07/2024 00:30:00,22.70,-30.86,7.58,,,,
431,04/07/2024 00:40:00,22.70,-30.91,7.58,,,,
432,04/07/2024 00:50:00,22.70,-30.67,7.57,,,,
433,04/07/2024 01:00:00,22.70,-31.42,7.59,,,,
434,04/07/2024 01:10:00,22.70,-30.72,7.58,,,,
435,04/07/2024 01:20:00,22.68,-29.64,7.56,,,,
