#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),Started,Button Down,Button Up,Host Connected,Stopped,End of File
80,04/30/2025 02:10:00,24.63,-46.60,7.75,,,,,,
81,04/30/2025 02:20:00,24.60,-46.17,7.75,,,,,,
82,04/30/2025 02:30:00,24.58,-45.53,7.73,,,,,,
83,04/30/2025 02:40:00,24.53,-45.14,7.73,,,,,,
84,04/30/2025 02:50:00,24.51,-45.08,7.73,,,,,,
85,04/30/2025 03:00:00,24.48,-44.75,7.72,,,,,,
86,04/30/2025 03:10:00,24.46,-44.67,7.72,,,,,,
87,04/30/2025 03:20:00,24.44,-44.47,7.71,,,,,,
88,04/30/2025 03:30:00,24.41,-43.95,7.70,,,,,,
89,04/30/2025 03:40:00,24.41,-43.60,7.70,,,,,,
90,04/30/2025 03:50:00,24.39,-43.38,7.69,,,,,,
91,04/30/2025 04:00:00,24.39,-43.06,7.69,,,,,,
92,04/30/2025 04:10:00,24.39,-42.52,7.68,,,,,,
93,04/30/2025 04:20:00,24.39,-42.14,7.67,,,,,,
94,04/30/2025 04:30:00,24.39,-42.27,7.67,,,,,,
95,04/30/2025 04:40:00,24.39,-41.61,7.66,,,,,,
96,04/30/2025 04:50:00,24.36,-41.39,7.65,,,,,,
97,04/30/2025 05:00:00,24.29,-41.60,7.66,,,,,,
98,04/30/2025 05:10:00,24.29,-41.50,7.66,,,,,,
99,04/30/2025 05:20:00,24.24,-41.70,7.66,,,,,,
100,04/30/2025 05:30:00,24.22,-41.74,7.66,,,,,,
101,04/30/2025 05:40:00,24.19,-41.50,7.66,,,,,,
102,04/30/2025 05:50:00,24.19,-41.55,7.66,,,,,,
103,04/30/2025 06:00:00,24.17,-41.70,7.66,,,,,,
104,04/30/2025 06:10:00,24.17,-41.27,7.65,,,,,,
105,04/30/2025 06:20:00,24.17,-40.88,7.64,,,,,,
106,04/30/2025 06:30:00,24.17,-40.95,7.65,,,,,,
107,04/30/2025 06:40:00,24.17,-40.45,7.64,,,,,,
108,04/30/2025 06:50:00,24.15,-40.20,7.63,,,,,,
109,04/30/2025 07:00:00,24.15,-39.53,7.62,,,,,,
110,04/30/2025 07:10:00,24.15,-39.45,7.62,,,,,,
111,04/30/2025 07:20:00,24.15,-39.42,7.62,,,,,,
112,04/30/2025 07:30:00,24.12,-39.77,7.62,,,,,,
113,04/30/2025 07:40:00,24.12,-39.61,7.62,,,,,,
114,04/30/2025 07:50:00,24.10,-39.19,7.61,,,,,,
115,04/30/2025 08:00:00,24.10,-39.02,7.61,,,,,,
116,04/30/2025 08:10:00,24.10,-38.91,7.61,,,,,,
117,04/30/2025 08:20:00,24.10,-38.89,7.60,,,,,,
118,04/30/2025 08:30:00,24.07,-38.72,7.60,,,,,,
119,04/30/2025 08:40:00,24.10,-38.63,7.60,,,,,,
120,04/30/2025 08:50:00,24.10,-38.72,7.60,,,,,,
121,04/30/2025 09:00:00,24.10,-39.58,7.62,,,,,,
122,04/30/2025 09:10:00,24.12,-38.97,7.61,,,,,,
123,04/30/2025 09:20:00,24.12,-38.89,7.60,,,,,,
124,04/30/2025 09:30:00,24.12,-39.30,7.61,,,,,,
125,04/30/2025 09:40:00,24.15,-39.00,7.61,,,,,,
126,04/30/2025 09:50:00,24.17,-39.49,7.62,,,,,,
127,04/30/2025 10:00:00,24.19,-39.45,7.62,,,,,,
128,04/30/2025 10:10:00,24.19,-40.22,7.63,,,,,,
129,04/30/2025 10:20:00,24.27,-40.02,7.63,,,,,,
130,04/30/2025 10:30:00,24.34,-41.08,7.65,,,,,,
131,04/30/2025 10:40:00,24.36,-41.58,7.66,,,,,,
132,04/30/2025 10:50:00,24.41,-41.16,7.65,,,,,,
133,04/30/2025 11:00:00,24.44,-41.74,7.66,,,,,,
134,04/30/2025 11:10:00,24.41,-41.89,7.66,,,,,,
135,04/30/2025 11:20:00,24.41,-42.49,7.67,,,,,,
136,04/30/2025 11:30:00,24.41,-42.45,7.67,,,,,,
137,04/30/2025 11:40:00,24.39,-42.61,7.68,,,,,,
138,04/30/2025 11:50:00,24.39,-42.72,7.68,,,,,,
139,04/30/2025 12:00:00,24.48,-43.10,7.69,,,,,,
140,04/30/2025 12:10:00,24.63,-43.31,7.69,,,,,,
141,04/30/2025 12:20:00,24.70,-43.24,7.69,,,,,,
142,04/30/2025 12:30:00,24.77,-44.24,7.71,,,,,,
143,04/30/2025 12:40:00,24.77,-44.88,7.72,,,,,,
144,04/30/2025 12:50:00,24.82,-45.06,7.72,,,,,,
145,04/30/2025 13:00:00,24.97,-45.56,7.73,,,,,,
146,04/30/2025 13:10:00,25.11,-46.05,7.74,,,,,,
147,04/30/2025 13:20:00,25.14,-46.06,7.74,,,,,,
148,04/30/2025 13:30:00,25.19,-45.28,7.73,,,,,,
149,04/30/2025 13:40:00,25.11,-45.30,7.73,,,,,,
150,04/30/2025 13:50:00,25.02,-45.78,7.74,,,,,,
151,04/30/2025 14:00:00,25.19,-46.02,7.74,,,,,,
152,04/30/2025 14:10:00,25.21,-46.19,7.75,,,,,,
153,04/30/2025 14:20:00,25.14,-45.38,7.73,,,,,,
154,04/30/2025 14:30:00,25.09,-46.02,7.74,,,,,,
155,04/30/2025 14:40:00,25.14,-45.66,7.74,,,,,,
156,04/30/2025 14:50:00,25.09,-45.94,7.74,,,,,,
157,04/30/2025 15:00:00,25.26,-47.05,7.76,,,,,,
158,04/30/2025 15:10:00,25.23,-46.60,7.75,,,,,,
159,04/30/2025 15:20:00,25.04,-46.56,7.75,,,,,,
160,04/30/2025 15:30:00,25.16,-47.94,7.78,,,,,,
161,04/30/2025 15:40:00,25.16,-48.52,7.79,,,,,,
162,04/30/2025 15:50:00,25.23,-50.67,7.83,,,,,,
163,04/30/2025 16:00:00,24.94,-49.86,7.82,,,,,,
164,04/30/2025 16:10:00,24.82,-49.17,7.80,,,,,,
165,04/30/2025 16:20:00,24.75,-49.47,7.81,,,,,,
166,04/30/2025 16:30:00,24.70,-48.88,7.80,,,,,,
167,04/30/2025 16:40:00,24.60,-48.00,7.78,,,,,,
168,04/30/2025 16:50:00,24.58,-47.38,7.77,,,,,,
169,04/30/2025 17:00:00,24.48,-47.10,7.76,,,,,,
170,04/30/2025 17:10:00,24.34,-45.81,7.74,,,,,,
171,04/30/2025 17:20:00,24.27,-45.14,7.73,,,,,,
172,04/30/2025 17:30:00,24.22,-45.17,7.73,,,,,,
173,04/30/2025 17:40:00,24.19,-45.20,7.73,,,,,,
174,04/30/2025 17:50:00,24.12,-44.61,7.72,,,,,,
175,04/30/2025 18:00:00,24.12,-44.94,7.72,,,,,,
176,04/30/2025 18:10:00,24.12,-44.81,7.72,,,,,,
177,04/30/2025 18:20:00,24.12,-44.89,7.72,,,,,,
178,04/30/2025 18:30:00,24.07,-44.33,7.71,,,,,,
179,04/30/2025 18:40:00,24.03,-44.28,7.71,,,,,,
180,04/30/2025 18:50:00,24.00,-44.08,7.71,,,,,,
181,04/30/2025 19:00:00,24.27,-44.25,7.71,,,,,,
182,04/30/2025 19:10:00,24.58,-50.38,7.83,,,,,,
183,04/30/2025 19:20:00,24.44,-51.89,7.86,,,,,,
184,04/30/2025 19:30:00,24.05,-45.52,7.73,,,,,,
185,04/30/2025 19:40:00,23.95,-43.41,7.69,,,,,,
186,04/30/2025 19:50:00,23.93,-42.50,7.68,,,,,,
187,04/30/2025 20:00:00,23.93,-41.97,7.67,,,,,,
188,04/30/2025 20:10:00,23.98,-39.97,7.63,,,,,,
189,04/30/2025 20:20:00,24.03,-39.97,7.63,,,,,,
190,04/30/2025 20:30:00,24.12,-39.03,7.61,,,,,,
191,04/30/2025 20:40:00,24.19,-40.67,7.64,,,,,,
192,04/30/2025 20:50:00,24.15,-41.83,7.66,,,,,,
193,04/30/2025 21:00:00,24.10,-41.78,7.66,,,,,,
194,04/30/2025 21:10:00,24.05,-41.91,7.66,,,,,,
195,04/30/2025 21:20:00,24.00,-41.50,7.66,,,,,,
196,04/30/2025 21:30:00,23.98,-41.25,7.65,,,,,,
197,04/30/2025 21:40:00,23.98,-41.36,7.65,,,,,,
198,04/30/2025 21:50:00,23.95,-40.84,7.64,,,,,,
199,04/30/2025 22:00:00,23.95,-40.69,7.64,,,,,,
200,04/30/2025 22:10:00,23.93,-40.52,7.64,,,,,,
201,04/30/2025 22:20:00,23.93,-40.45,7.64,,,,,,
202,04/30/2025 22:30:00,23.95,-39.74,7.62,,,,,,
203,04/30/2025 22:40:00,23.93,-39.42,7.62,,,,,,
204,04/30/2025 22:50:00,23.93,-39.55,7.62,,,,,,
205,04/30/2025 23:00:00,23.91,-39.56,7.62,,,,,,
206,04/30/2025 23:10:00,23.91,-39.19,7.61,,,,,,
207,04/30/2025 23:20:00,23.91,-39.49,7.62,,,,,,
208,04/30/2025 23:30:00,23.88,-38.94,7.61,,,,,,
209,04/30/2025 23:40:00,23.88,-38.84,7.60,,,,,,
210,04/30/2025 23:50:00,23.83,-39.67,7.62,,,,,,
211,05/01/2025 00:00:00,23.81,-39.75,7.62,,,,,,
212,05/01/2025 00:10:00,23.79,-40.70,7.64,,,,,,
213,05/01/2025 00:20:00,23.76,-39.99,7.63,,,,,,
214,05/01/2025 00:30:00,23.76,-39.97,7.63,,,,,,
215,05/01/2025 00:40:00,23.74,-41.33,7.65,,,,,,
216,05/01/2025 00:50:00,23.74,-41.33,7.65,,,,,,
217,05/01/2025 01:00:00,23.74,-41.02,7.65,,,,,,
218,05/01/2025 01:10:00,23.76,-40.88,7.64,,,,,,
219,05/01/2025 01:20:00,23.76,-41.67,7.66,,,,,,
220,05/01/2025 01:30:00,23.76,-41.02,7.65,,,,,,
221,05/01/2025 01:40:00,23.79,-41.45,7.66,,,,,,
222,05/01/2025 01:50:00,23.79,-41.92,7.67,,,,,,
223,05/01/2025 02:00:00,23.81,-41.86,7.66,,,,,,
224,05/01/2025 02:10:00,23.81,-41.66,7.66,,,,,,
225,05/01/2025 02:20:00,23.83,-42.11,7.67,,,,,,
226,05/01/2025 02:30:00,23.83,-41.36,7.65,,,,,,
227,05/01/2025 02:40:00,23.83,-41.22,7.65,,,,,,
228,05/01/2025 02:50:00,23.83,-41.41,7.65,,,,,,
229,05/01/2025 03:00:00,23.83,-41.94,7.67,,,,,,
230,05/01/2025 03:10:00,23.83,-41.67,7.66,,,,,,
231,05/01/2025 03:20:00,23.83,-41.41,7.65,,,,,,
232,05/01/2025 03:30:00,23.83,-41.85,7.66,,,,,,
233,05/01/2025 03:40:00,23.81,-41.36,7.65,,,,,,
234,05/01/2025 03:50:00,23.81,-41.60,7.66,,,,,,
235,05/01/2025 04:00:00,23.81,-41.69,7.66,,,,,,
236,05/01/2025 04:10:00,23.81,-40.86,7.64,,,,,,
237,05/01/2025 04:20:00,23.81,-39.75,7.62,,,,,,
238,05/01/2025 04:30:00,23.81,-40.14,7.63,,,,,,
239,05/01/2025 04:40:00,23.79,-40.09,7.63,,,,,,
240,05/01/2025 04:50:00,23.76,-39.83,7.62,,,,,,
241,05/01/2025 05:00:00,23.76,-39.56,7.62,,,,,,
242,05/01/2025 05:10:00,23.74,-39.84,7.62,,,,,,
243,05/01/2025 05:20:00,23.69,-39.50,7.62,,,,,,
244,05/01/2025 05:30:00,23.69,-40.02,7.63,,,,,,
245,05/01/2025 05:40:00,23.71,-40.08,7.63,,,,,,
246,05/01/2025 05:50:00,23.71,-39.83,7.62,,,,,,
247,05/01/2025 06:00:00,23.69,-41.14,7.65,,,,,,
248,05/01/2025 06:10:00,23.69,-39.86,7.62,,,,,,
249,05/01/2025 06:20:00,23.71,-39.55,7.62,,,,,,
250,05/01/2025 06:30:00,23.74,-38.92,7.61,,,,,,
251,05/01/2025 06:40:00,23.79,-38.97,7.61,,,,,,
252,05/01/2025 06:50:00,23.83,-39.06,7.61,,,,,,
253,05/01/2025 07:00:00,23.86,-39.00,7.61,,,,,,
254,05/01/2025 07:10:00,23.88,-39.11,7.61,,,,,,
255,05/01/2025 07:20:00,23.88,-39.13,7.61,,,,,,
256,05/01/2025 07:30:00,23.88,-39.41,7.62,,,,,,
257,05/01/2025 07:40:00,23.91,-38.84,7.60,,,,,,
258,05/01/2025 07:50:00,23.91,-38.99,7.61,,,,,,
259,05/01/2025 08:00:00,23.91,-39.78,7.62,,,,,,
260,05/01/2025 08:10:00,23.91,-39.17,7.61,,,,,,
261,05/01/2025 08:20:00,23.93,-39.44,7.62,,,,,,
262,05/01/2025 08:30:00,23.88,-39.31,7.61,,,,,,
263,05/01/2025 08:40:00,23.88,-40.09,7.63,,,,,,
264,05/01/2025 08:50:00,23.88,-40.52,7.64,,,,,,
265,05/01/2025 09:00:00,23.93,-40.69,7.64,,,,,,
266,05/01/2025 09:10:00,23.93,-40.94,7.65,,,,,,
267,05/01/2025 09:20:00,23.98,-41.13,7.65,,,,,,
268,05/01/2025 09:30:00,24.00,-41.42,7.65,,,,,,
269,05/01/2025 09:40:00,24.03,-41.55,7.66,,,,,,
270,05/01/2025 09:50:00,24.03,-42.64,7.68,,,,,,
271,05/01/2025 10:00:00,24.07,-42.66,7.68,,,,,,
272,05/01/2025 10:10:00,24.10,-42.78,7.68,,,,,,
273,05/01/2025 10:20:00,24.12,-42.95,7.68,,,,,,
274,05/01/2025 10:30:00,24.15,-43.53,7.70,,,,,,
275,05/01/2025 10:40:00,24.22,-43.88,7.70,,,,,,
276,05/01/2025 10:50:00,24.27,-43.64,7.70,,,,,,
277,05/01/2025 11:00:00,24.36,-44.39,7.71,,,,,,
278,05/01/2025 11:10:00,24.44,-45.30,7.73,,,,,,
279,05/01/2025 11:20:00,24.51,-46.10,7.75,,,,,,
280,05/01/2025 11:30:00,24.44,-45.02,7.72,,,,,,
281,05/01/2025 11:40:00,24.44,-44.60,7.72,,,,,,
282,05/01/2025 11:50:00,24.41,-44.60,7.72,,,,,,
283,05/01/2025 12:00:00,24.46,-44.64,7.72,,,,,,
284,05/01/2025 12:10:00,24.58,-44.91,7.72,,,,,,
285,05/01/2025 12:20:00,24.63,-46.19,7.75,,,,,,
286,05/01/2025 12:30:00,24.73,-46.53,7.75,,,,,,
287,05/01/2025 12:40:00,24.82,-47.56,7.77,,,,,,
288,05/01/2025 12:50:00,24.82,-47.41,7.77,,,,,,
289,05/01/2025 13:00:00,24.90,-48.50,7.79,,,,,,
290,05/01/2025 13:10:00,24.94,-48.70,7.80,,,,,,
291,05/01/2025 13:20:00,25.11,-48.97,7.80,,,,,,
292,05/01/2025 13:30:00,25.14,-48.81,7.80,,,,,,
293,05/01/2025 13:40:00,25.23,-48.28,7.79,,,,,,
294,05/01/2025 13:50:00,25.09,-47.45,7.77,,,,,,
295,05/01/2025 14:00:00,25.23,-48.64,7.79,,,,,,
296,05/01/2025 14:10:00,25.02,-48.58,7.79,,,,,,
297,05/01/2025 14:20:00,25.06,-48.31,7.79,,,,,,
298,05/01/2025 14:30:00,25.02,-48.66,7.79,,,,,,
299,05/01/2025 14:40:00,25.06,-47.92,7.78,,,,,,
300,05/01/2025 14:50:00,25.09,-48.58,7.79,,,,,,
301,05/01/2025 15:00:00,25.09,-48.81,7.80,,,,,,
302,05/01/2025 15:10:00,25.11,-49.28,7.81,,,,,,
303,05/01/2025 15:20:00,25.16,-48.55,7.79,,,,,,
304,05/01/2025 15:30:00,25.09,-48.88,7.80,,,,,,
305,05/01/2025 15:40:00,25.04,-49.17,7.80,,,,,,
306,05/01/2025 15:50:00,25.16,-50.64,7.83,,,,,,
307,05/01/2025 16:00:00,25.11,-51.66,7.85,,,,,,
308,05/01/2025 16:10:00,24.87,-50.60,7.83,,,,,,
309,05/01/2025 16:20:00,24.73,-49.30,7.81,,,,,,
310,05/01/2025 16:30:00,24.70,-48.19,7.79,,,,,,
311,05/01/2025 16:40:00,24.63,-48.00,7.78,,,,,,
312,05/01/2025 16:50:00,24.58,-46.66,7.76,,,,,,
313,05/01/2025 17:00:00,24.51,-46.58,7.75,,,,,,
314,05/01/2025 17:10:00,24.48,-46.31,7.75,,,,,,
315,05/01/2025 17:20:00,24.34,-45.11,7.73,,,,,,
316,05/01/2025 17:30:00,24.27,-44.63,7.72,,,,,,
317,05/01/2025 17:40:00,24.24,-43.67,7.70,,,,,,
318,05/01/2025 17:50:00,24.17,-43.44,7.69,,,,,,
319,05/01/2025 18:00:00,24.15,-42.92,7.68,,,,,,
320,05/01/2025 18:10:00,24.10,-42.66,7.68,,,,,,
321,05/01/2025 18:20:00,24.07,-42.70,7.68,,,,,,
322,05/01/2025 18:30:00,24.05,-42.91,7.68,,,,,,
323,05/01/2025 18:40:00,24.05,-42.25,7.67,,,,,,
324,05/01/2025 18:50:00,24.03,-42.25,7.67,,,,,,
325,05/01/2025 19:00:00,24.00,-41.80,7.66,,,,,,
326,05/01/2025 19:10:00,23.95,-41.49,7.66,,,,,,
327,05/01/2025 19:20:00,23.91,-40.92,7.65,,,,,,
328,05/01/2025 19:30:00,23.86,-40.19,7.63,,,,,,
329,05/01/2025 19:40:00,23.81,-39.78,7.62,,,,,,
330,05/01/2025 19:50:00,23.81,-39.99,7.63,,,,,,
331,05/01/2025 20:00:00,23.79,-40.22,7.63,,,,,,
332,05/01/2025 20:10:00,23.76,-39.86,7.62,,,,,,
333,05/01/2025 20:20:00,23.74,-39.81,7.62,,,,,,
334,05/01/2025 20:30:00,23.74,-39.77,7.62,,,,,,
335,05/01/2025 20:40:00,23.74,-39.61,7.62,,,,,,
336,05/01/2025 20:50:00,23.71,-39.28,7.61,,,,,,
337,05/01/2025 21:00:00,23.66,-39.33,7.61,,,,,,
338,05/01/2025 21:10:00,23.62,-39.53,7.62,,,,,,
339,05/01/2025 21:20:00,23.59,-39.45,7.62,,,,,,
340,05/01/2025 21:30:00,23.57,-39.25,7.61,,,,,,
341,05/01/2025 21:40:00,23.54,-39.27,7.61,,,,,,
342,05/01/2025 21:50:00,23.52,-39.30,7.61,,,,,,
343,05/01/2025 22:00:00,23.52,-39.25,7.61,,,,,,
344,05/01/2025 22:10:00,23.50,-38.52,7.60,,,,,,
345,05/01/2025 22:20:00,23.50,-38.56,7.60,,,,,,
346,05/01/2025 22:30:00,23.47,-38.53,7.60,,,,,,
347,05/01/2025 22:40:00,23.47,-38.33,7.60,,,,,,
348,05/01/2025 22:50:00,23.45,-38.31,7.59,,,,,,
349,05/01/2025 23:00:00,23.45,-37.92,7.59,,,,,,
350,05/01/2025 23:10:00,23.45,-37.78,7.58,,,,,,
351,05/01/2025 23:20:00,23.42,-37.08,7.57,,,,,,
352,05/01/2025 23:30:00,23.42,-37.72,7.58,,,,,,
353,05/01/2025 23:40:00,23.40,-37.69,7.58,,,,,,
354,05/01/2025 23:50:00,23.40,-37.45,7.58,,,,,,
355,05/02/2025 00:00:00,23.40,-38.27,7.59,,,,,,
356,05/02/2025 00:10:00,23.38,-38.28,7.59,,,,,,
357,05/02/2025 00:20:00,23.38,-37.78,7.58,,,,,,
358,05/02/2025 00:30:00,23.38,-37.78,7.58,,,,,,
359,05/02/2025 00:40:00,23.38,-37.49,7.58,,,,,,
360,05/02/2025 00:50:00,23.38,-36.81,7.57,,,,,,
361,05/02/2025 01:00:00,23.38,-37.20,7.57,,,,,,
362,05/02/2025 01:10:00,23.38,-36.97,7.57,,,,,,
363,05/02/2025 01:20:00,23.35,-37.61,7.58,,,,,,
364,05/02/2025 01:30:00,23.35,-36.53,7.56,,,,,,
365,05/02/2025 01:40:00,23.35,-37.38,7.58,,,,,,
366,05/02/2025 01:50:00,23.35,-37.49,7.58,,,,,,
367,05/02/2025 02:00:00,23.35,-37.74,7.58,,,,,,
368,05/02/2025 02:10:00,23.35,-37.59,7.58,,,,,,
369,05/02/2025 02:20:00,23.35,-37.80,7.59,,,,,,
370,05/02/2025 02:30:00,23.38,-38.09,7.59,,,,,,
371,05/02/2025 02:40:00,23.38,-38.49,7.60,,,,,,
372,05/02/2025 02:50:00,23.38,-38.67,7.60,,,,,,
373,05/02/2025 03:00:00,23.40,-38.39,7.60,,,,,,
374,05/02/2025 03:10:00,23.40,-38.22,7.59,,,,,,
375,05/02/2025 03:20:00,23.42,-37.63,7.58,,,,,,
376,05/02/2025 03:30:00,23.42,-37.89,7.59,,,,,,
377,05/02/2025 03:40:00,23.45,-38.31,7.59,,,,,,
378,05/02/2025 03:50:00,23.45,-38.31,7.59,,,,,,
379,05/02/2025 04:00:00,23.45,-38.03,7.59,,,,,,
380,05/02/2025 04:10:00,23.45,-38.13,7.59,,,,,,
381,05/02/2025 04:20:00,23.45,-38.74,7.60,,,,,,
382,05/02/2025 04:30:00,23.45,-38.63,7.60,,,,,,
383,05/02/2025 04:40:00,23.47,-38.52,7.60,,,,,,
384,05/02/2025 04:50:00,23.47,-37.89,7.59,,,,,,
385,05/02/2025 05:00:00,23.47,-38.55,7.60,,,,,,
386,05/02/2025 05:10:00,23.47,-38.19,7.59,,,,,,
387,05/02/2025 05:20:00,23.47,-37.91,7.59,,,,,,
388,05/02/2025 05:30:00,23.47,-38.30,7.59,,,,,,
389,05/02/2025 05:40:00,23.47,-38.49,7.60,,,,,,
390,05/02/2025 05:50:00,23.47,-38.64,7.60,,,,,,
391,05/02/2025 06:00:00,23.47,-38.42,7.60,,,,,,
392,05/02/2025 06:10:00,23.47,-37.81,7.59,,,,,,
393,05/02/2025 06:20:00,23.47,-37.83,7.59,,,,,,
394,05/02/2025 06:30:00,23.50,-37.72,7.58,,,,,,
395,05/02/2025 06:40:00,23.47,-38.70,7.60,,,,,,
396,05/02/2025 06:50:00,23.50,-38.38,7.60,,,,,,
397,05/02/2025 07:00:00,23.50,-38.13,7.59,,,,,,
398,05/02/2025 07:10:00,23.50,-38.22,7.59,,,,,,
399,05/02/2025 07:20:00,23.52,-38.64,7.60,,,,,,
400,05/02/2025 07:30:00,23.54,-38.49,7.60,,,,,,
401,05/02/2025 07:40:00,23.59,-38.49,7.60,,,,,,
402,05/02/2025 07:50:00,23.64,-38.61,7.60,,,,,,
403,05/02/2025 08:00:00,23.64,-38.89,7.61,,,,,,
404,05/02/2025 08:10:00,23.66,-39.08,7.61,,,,,,
405,05/02/2025 08:20:00,23.66,-39.28,7.61,,,,,,
406,05/02/2025 08:30:00,23.69,-39.13,7.61,,,,,,
407,05/02/2025 08:40:00,23.69,-39.33,7.61,,,,,,
408,05/02/2025 08:50:00,23.71,-39.67,7.62,,,,,,
