#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),Button Down,Button Up,Host Connected,Stopped,End of File
33,09/20/2024 06:20:00,23.06,173.99,3.55,,,,,
34,09/20/2024 06:30:00,23.06,173.99,3.55,,,,,
35,09/20/2024 06:40:00,23.04,173.97,3.55,,,,,
36,09/20/2024 06:50:00,23.02,173.97,3.55,,,,,
37,09/20/2024 07:00:00,23.02,173.97,3.55,,,,,
38,09/20/2024 07:10:00,22.99,173.96,3.55,,,,,
39,09/20/2024 07:20:00,22.97,173.96,3.55,,,,,
40,09/20/2024 07:30:00,22.97,173.94,3.55,,,,,
41,09/20/2024 07:40:00,22.94,173.94,3.55,,,,,
42,09/20/2024 07:50:00,22.92,173.94,3.55,,,,,
43,09/20/2024 08:00:00,22.92,173.93,3.55,,,,,
44,09/20/2024 08:10:00,22.92,173.93,3.55,,,,,
45,09/20/2024 08:20:00,22.90,173.93,3.55,,,,,
46,09/20/2024 08:30:00,22.92,173.91,3.55,,,,,
47,09/20/2024 08:40:00,22.90,173.91,3.55,,,,,
48,09/20/2024 08:50:00,22.90,173.91,3.55,,,,,
49,09/20/2024 09:00:00,22.90,173.91,3.55,,,,,
50,09/20/2024 09:10:00,22.87,173.90,3.55,,,,,
51,09/20/2024 09:20:00,22.90,173.90,3.55,,,,,
52,09/20/2024 09:30:00,22.85,173.90,3.55,,,,,
53,09/20/2024 09:40:00,22.87,173.90,3.55,,,,,
54,09/20/2024 09:50:00,22.85,173.90,3.55,,,,,
55,09/20/2024 10:00:00,22.85,173.88,3.55,,,,,
56,09/20/2024 10:10:00,22.80,173.86,3.55,,,,,
57,09/20/2024 10:20:00,22.75,173.86,3.54,,,,,
58,09/20/2024 10:30:00,22.75,173.86,3.54,,,,,
59,09/20/2024 10:40:00,22.70,173.85,3.54,,,,,
60,09/20/2024 10:50:00,22.68,173.83,3.54,,,,,
61,09/20/2024 11:00:00,22.66,173.83,3.54,,,,,
62,09/20/2024 11:10:00,22.61,173.80,3.54,,,,,
63,09/20/2024 11:20:00,22.61,173.80,3.54,,,,,
64,09/20/2024 11:30:00,22.56,173.80,3.54,,,,,
65,09/20/2024 11:40:00,22.56,173.79,3.54,,,,,
66,09/20/2024 11:50:00,22.56,173.79,3.54,,,,,
67,09/20/2024 12:00:00,22.56,173.79,3.54,,,,,
68,09/20/2024 12:10:00,22.61,173.79,3.54,,,,,
69,09/20/2024 12:20:00,22.70,173.79,3.55,,,,,
70,09/20/2024 12:30:00,22.78,173.80,3.55,,,,,
71,09/20/2024 12:40:00,22.87,173.82,3.55,,,,,
72,09/20/2024 12:50:00,22.97,173.85,3.55,,,,,
73,09/20/2024 13:00:00,23.04,173.86,3.55,,,,,
74,09/20/2024 13:10:00,23.14,173.88,3.55,,,,,
75,09/20/2024 13:20:00,23.23,173.91,3.55,,,,,
76,09/20/2024 13:30:00,23.33,173.94,3.55,,,,,
77,09/20/2024 13:40:00,23.42,173.96,3.55,,,,,
78,09/20/2024 13:50:00,23.50,173.99,3.55,,,,,
79,09/20/2024 14:00:00,23.59,174.02,3.55,,,,,
80,09/20/2024 14:10:00,23.66,174.05,3.55,,,,,
81,09/20/2024 14:20:00,23.76,174.08,3.55,,,,,
82,09/20/2024 14:30:00,23.83,174.11,3.55,,,,,
83,09/20/2024 14:40:00,23.93,174.15,3.55,,,,,
84,09/20/2024 14:50:00,24.00,174.18,3.55,,,,,
85,09/20/2024 15:00:00,24.56,174.43,3.56,,,,,
86,09/20/2024 15:10:00,25.67,174.74,3.56,,,,,
87,09/20/2024 15:20:00,26.99,175.18,3.57,,,,,
88,09/20/2024 15:30:00,28.87,175.91,3.58,,,,,
89,09/20/2024 15:40:00,29.54,176.07,3.58,,,,,
90,09/20/2024 15:50:00,29.79,176.32,3.58,,,,,
91,09/20/2024 16:00:00,30.04,176.52,3.58,,,,,
92,09/20/2024 16:10:00,30.39,176.68,3.58,,,,,
93,09/20/2024 16:20:00,30.49,176.77,3.58,,,,,
94,09/20/2024 16:30:00,30.32,176.66,3.58,,,,,
95,09/20/2024 16:40:00,30.07,176.58,3.58,,,,,
96,09/20/2024 16:50:00,29.04,175.49,3.59,,,,,
97,09/20/2024 17:00:00,24.82,-37.75,7.35,,,,,
98,09/20/2024 17:10:00,24.22,-43.63,7.45,,,,,
99,09/20/2024 17:20:00,24.03,-44.27,7.47,,,,,
100,09/20/2024 17:30:00,23.93,-44.39,7.47,,,,,
101,09/20/2024 17:40:00,23.88,-44.85,7.48,,,,,
102,09/20/2024 17:50:00,23.83,-44.77,7.48,,,,,
103,09/20/2024 18:00:00,23.83,-44.14,7.46,,,,,
104,09/20/2024 18:10:00,23.81,-44.47,7.47,,,,,
105,09/20/2024 18:20:00,23.79,-43.85,7.46,,,,,
106,09/20/2024 18:30:00,23.76,-44.30,7.47,,,,,
107,09/20/2024 18:40:00,23.76,-44.13,7.46,,,,,
108,09/20/2024 18:50:00,23.74,-44.00,7.46,,,,,
109,09/20/2024 19:00:00,23.71,-43.83,7.46,,,,,
110,09/20/2024 19:10:00,23.71,-44.49,7.47,,,,,
111,09/20/2024 19:20:00,23.71,-43.70,7.46,,,,,
112,09/20/2024 19:30:00,23.69,-43.74,7.46,,,,,
113,09/20/2024 19:40:00,23.69,-43.33,7.45,,,,,
114,09/20/2024 19:50:00,23.69,-43.13,7.45,,,,,
115,09/20/2024 20:00:00,23.66,-43.27,7.45,,,,,
116,09/20/2024 20:10:00,23.66,-42.66,7.44,,,,,
117,09/20/2024 20:20:00,23.64,-42.75,7.44,,,,,
118,09/20/2024 20:30:00,23.64,-42.49,7.43,,,,,
119,09/20/2024 20:40:00,23.62,-42.86,7.44,,,,,
120,09/20/2024 20:50:00,23.62,-42.47,7.43,,,,,
121,09/20/2024 21:00:00,23.59,-42.24,7.43,,,,,
122,09/20/2024 21:10:00,23.59,-41.28,7.41,,,,,
123,09/20/2024 21:20:00,23.59,-42.89,7.44,,,,,
124,09/20/2024 21:30:00,23.57,-42.05,7.43,,,,,
125,09/20/2024 21:40:00,23.57,-41.99,7.43,,,,,
126,09/20/2024 21:50:00,23.54,-42.50,7.43,,,,,
127,09/20/2024 22:00:00,23.54,-42.66,7.44,,,,,
128,09/20/2024 22:10:00,23.52,-42.53,7.44,,,,,
129,09/20/2024 22:20:00,23.52,-41.91,7.42,,,,,
130,09/20/2024 22:30:00,23.52,-42.17,7.43,,,,,
131,09/20/2024 22:40:00,23.50,-42.19,7.43,,,,,
132,09/20/2024 22:50:00,23.50,-42.00,7.43,,,,,
133,09/20/2024 23:00:00,23.50,-41.35,7.41,,,,,
134,09/20/2024 23:10:00,23.47,-39.72,7.39,,,,,
135,09/20/2024 23:20:00,23.47,-41.63,7.42,,,,,
136,09/20/2024 23:30:00,23.47,-41.58,7.42,,,,,
137,09/20/2024 23:40:00,23.45,-40.94,7.41,,,,,
138,09/20/2024 23:50:00,23.45,-40.84,7.41,,,,,
139,09/21/2024 00:00:00,23.42,-40.94,7.41,,,,,
140,09/21/2024 00:10:00,23.42,-41.66,7.42,,,,,
141,09/21/2024 00:20:00,23.42,-41.39,7.42,,,,,
142,09/21/2024 00:30:00,23.40,-41.49,7.42,,,,,
143,09/21/2024 00:40:00,23.40,-41.75,7.42,,,,,
144,09/21/2024 00:50:00,23.40,-40.91,7.41,,,,,
145,09/21/2024 01:00:00,23.38,-42.00,7.43,,,,,
146,09/21/2024 01:10:00,23.38,-40.08,7.39,,,,,
147,09/21/2024 01:20:00,23.38,-41.74,7.42,,,,,
148,09/21/2024 01:30:00,23.38,-41.35,7.41,,,,,
149,09/21/2024 01:40:00,23.35,-41.77,7.42,,,,,
150,09/21/2024 01:50:00,23.35,-41.47,7.42,,,,,
151,09/21/2024 02:00:00,23.35,-42.27,7.43,,,,,
152,09/21/2024 02:10:00,23.33,-42.44,7.43,,,,,
153,09/21/2024 02:20:00,23.33,-42.20,7.43,,,,,
154,09/21/2024 02:30:00,23.33,-42.11,7.43,,,,,
155,09/21/2024 02:40:00,23.33,-42.27,7.43,,,,,
156,09/21/2024 02:50:00,23.33,-42.00,7.43,,,,,
157,09/21/2024 03:00:00,23.33,-41.39,7.42,,,,,
158,09/21/2024 03:10:00,23.33,-41.36,7.41,,,,,
159,09/21/2024 03:20:00,23.33,-41.28,7.41,,,,,
160,09/21/2024 03:30:00,23.33,-41.36,7.41,,,,,
161,09/21/2024 03:40:00,23.35,-41.28,7.41,,,,,
162,09/21/2024 03:50:00,23.35,-41.24,7.41,,,,,
163,09/21/2024 04:00:00,23.35,-41.36,7.41,,,,,
164,09/21/2024 04:10:00,23.35,-41.42,7.42,,,,,
165,09/21/2024 04:20:00,23.38,-41.47,7.42,,,,,
166,09/21/2024 04:30:00,23.38,-41.45,7.42,,,,,
167,09/21/2024 04:40:00,23.38,-41.64,7.42,,,,,
168,09/21/2024 04:50:00,23.40,-41.58,7.42,,,,,
169,09/21/2024 05:00:00,23.40,-41.64,7.42,,,,,
170,09/21/2024 05:10:00,23.42,-41.36,7.41,,,,,
171,09/21/2024 05:20:00,23.42,-41.61,7.42,,,,,
172,09/21/2024 05:30:00,23.45,-41.75,7.42,,,,,
173,09/21/2024 05:40:00,23.45,-42.11,7.43,,,,,
174,09/21/2024 05:50:00,23.45,-41.11,7.41,,,,,
175,09/21/2024 06:00:00,23.45,-41.17,7.41,,,,,
176,09/21/2024 06:10:00,24.17,-45.38,7.49,,,,,
177,09/21/2024 06:20:00,25.45,-54.31,7.64,,,,,
178,09/21/2024 06:30:00,25.96,-57.63,7.70,,,,,
179,09/21/2024 06:40:00,26.55,-58.56,7.72,,,,,
180,09/21/2024 06:50:00,26.72,-60.45,7.75,,,,,
181,09/21/2024 07:00:00,26.72,-59.41,7.73,,,,,
182,09/21/2024 07:10:00,26.72,-60.02,7.74,,,,,
183,09/21/2024 07:20:00,26.43,-59.39,7.73,,,,,
184,09/21/2024 07:30:00,26.40,-59.64,7.74,,,,,
185,09/21/2024 07:40:00,26.16,-59.75,7.74,,,,,
186,09/21/2024 07:50:00,25.99,-60.36,7.75,,,,,
187,09/21/2024 08:00:00,25.89,-60.58,7.75,,,,,
188,09/21/2024 08:10:00,25.72,-59.66,7.74,,,,,
189,09/21/2024 08:20:00,25.33,-54.64,7.65,,,,,
190,09/21/2024 08:30:00,25.33,-53.03,7.62,,,,,
191,09/21/2024 08:40:00,25.28,-52.81,7.62,,,,,
192,09/21/2024 08:50:00,25.19,-52.25,7.61,,,,,
193,09/21/2024 09:00:00,25.04,-50.47,7.57,,,,,
194,09/21/2024 09:10:00,24.94,-50.24,7.57,,,,,
195,09/21/2024 09:20:00,24.87,-50.75,7.58,,,,,
196,09/21/2024 09:30:00,24.77,-48.95,7.55,,,,,
197,09/21/2024 09:40:00,24.70,-49.64,7.56,,,,,
198,09/21/2024 09:50:00,24.65,-47.85,7.53,,,,,
199,09/21/2024 10:00:00,24.60,-48.31,7.54,,,,,
200,09/21/2024 10:10:00,24.58,-48.72,7.54,,,,,
201,09/21/2024 10:20:00,24.53,-48.55,7.54,,,,,
202,09/21/2024 10:30:00,24.51,-48.41,7.54,,,,,
203,09/21/2024 10:40:00,24.48,-48.39,7.54,,,,,
204,09/21/2024 10:50:00,24.46,-47.72,7.53,,,,,
205,09/21/2024 11:00:00,24.46,-48.02,7.53,,,,,
206,09/21/2024 11:10:00,24.46,-48.56,7.54,,,,,
207,09/21/2024 11:20:00,24.46,-48.75,7.55,,,,,
208,09/21/2024 11:30:00,24.46,-48.56,7.54,,,,,
209,09/21/2024 11:40:00,24.46,-49.08,7.55,,,,,
210,09/21/2024 11:50:00,24.46,-48.58,7.54,,,,,
211,09/21/2024 12:00:00,24.46,-49.10,7.55,,,,,
212,09/21/2024 12:10:00,24.48,-49.20,7.55,,,,,
213,09/21/2024 12:20:00,24.48,-49.44,7.56,,,,,
214,09/21/2024 12:30:00,24.46,-49.60,7.56,,,,,
215,09/21/2024 12:40:00,24.44,-49.61,7.56,,,,,
216,09/21/2024 12:50:00,24.44,-50.02,7.57,,,,,
217,09/21/2024 13:00:00,24.44,-49.60,7.56,,,,,
218,09/21/2024 13:10:00,24.44,-50.19,7.57,,,,,
219,09/21/2024 13:20:00,24.44,-50.38,7.57,,,,,
220,09/21/2024 13:30:00,24.46,-50.58,7.58,,,,,
221,09/21/2024 13:40:00,24.56,-50.61,7.58,,,,,
222,09/21/2024 13:50:00,24.80,-49.55,7.56,,,,,
223,09/21/2024 14:00:00,24.97,-49.63,7.56,,,,,
224,09/21/2024 14:10:00,25.06,-49.41,7.56,,,,,
225,09/21/2024 14:20:00,25.11,-50.63,7.58,,,,,
226,09/21/2024 14:30:00,24.92,-51.14,7.59,,,,,
227,09/21/2024 14:40:00,24.97,-49.61,7.56,,,,,
228,09/21/2024 14:50:00,24.94,-50.08,7.57,,,,,
229,09/21/2024 15:00:00,24.99,-50.28,7.57,,,,,
230,09/21/2024 15:10:00,25.06,-50.27,7.57,,,,,
231,09/21/2024 15:20:00,24.75,-50.49,7.58,,,,,
232,09/21/2024 15:30:00,24.53,-49.80,7.56,,,,,
233,09/21/2024 15:40:00,24.39,-49.47,7.56,,,,,
234,09/21/2024 15:50:00,24.32,-49.06,7.55,,,,,
235,09/21/2024 16:00:00,24.29,-48.64,7.54,,,,,
236,09/21/2024 16:10:00,24.24,-48.52,7.54,,,,,
237,09/21/2024 16:20:00,24.19,-48.19,7.54,,,,,
238,09/21/2024 16:30:00,24.15,-48.00,7.53,,,,,
239,09/21/2024 16:40:00,24.12,-47.19,7.52,,,,,
240,09/21/2024 16:50:00,24.10,-45.86,7.49,,,,,
241,09/21/2024 17:00:00,24.05,-47.14,7.52,,,,,
242,09/21/2024 17:10:00,24.03,-46.77,7.51,,,,,
243,09/21/2024 17:20:00,23.98,-46.86,7.51,,,,,
244,09/21/2024 17:30:00,23.95,-46.38,7.50,,,,,
245,09/21/2024 17:40:00,23.93,-45.63,7.49,,,,,
246,09/21/2024 17:50:00,23.91,-46.20,7.50,,,,,
247,09/21/2024 18:00:00,23.88,-46.13,7.50,,,,,
248,09/21/2024 18:10:00,23.86,-45.89,7.50,,,,,
249,09/21/2024 18:20:00,23.83,-45.89,7.50,,,,,
250,09/21/2024 18:30:00,23.81,-45.85,7.49,,,,,
251,09/21/2024 18:40:00,23.79,-46.08,7.50,,,,,
252,09/21/2024 18:50:00,23.76,-45.22,7.48,,,,,
253,09/21/2024 19:00:00,23.76,-46.06,7.50,,,,,
254,09/21/2024 19:10:00,23.74,-45.06,7.48,,,,,
255,09/21/2024 19:20:00,23.74,-45.88,7.50,,,,,
256,09/21/2024 19:30:00,23.71,-45.69,7.49,,,,,
257,09/21/2024 19:40:00,23.69,-45.52,7.49,,,,,
258,09/21/2024 19:50:00,23.69,-44.05,7.46,,,,,
259,09/21/2024 20:00:00,23.66,-45.42,7.49,,,,,
260,09/21/2024 20:10:00,23.66,-45.60,7.49,,,,,
261,09/21/2024 20:20:00,23.64,-45.14,7.48,,,,,
262,09/21/2024 20:30:00,23.62,-45.02,7.48,,,,,
263,09/21/2024 20:40:00,23.62,-45.53,7.49,,,,,
264,09/21/2024 20:50:00,23.59,-45.38,7.49,,,,,
265,09/21/2024 21:00:00,23.59,-45.55,7.49,,,,,
266,09/21/2024 21:10:00,23.57,-45.56,7.49,,,,,
267,09/21/2024 21:20:00,23.57,-45.35,7.49,,,,,
268,09/21/2024 21:30:00,23.54,-44.42,7.47,,,,,
269,09/21/2024 21:40:00,23.54,-44.95,7.48,,,,,
270,09/21/2024 21:50:00,23.52,-45.02,7.48,,,,,
271,09/21/2024 22:00:00,23.52,-44.74,7.48,,,,,
272,09/21/2024 22:10:00,23.50,-44.60,7.47,,,,,
273,09/21/2024 22:20:00,23.50,-44.63,7.47,,,,,
274,09/21/2024 22:30:00,23.50,-44.41,7.47,,,,,
275,09/21/2024 22:40:00,23.47,-44.16,7.46,,,,,
276,09/21/2024 22:50:00,23.47,-44.53,7.47,,,,,
277,09/21/2024 23:00:00,23.47,-44.53,7.47,,,,,
278,09/21/2024 23:10:00,23.45,-44.39,7.47,,,,,
279,09/21/2024 23:20:00,23.45,-44.50,7.47,,,,,
280,09/21/2024 23:30:00,23.42,-44.63,7.47,,,,,
281,09/21/2024 23:40:00,23.42,-44.50,7.47,,,,,
282,09/21/2024 23:50:00,23.42,-44.55,7.47,,,,,
283,09/22/2024 00:00:00,23.40,-44.14,7.46,,,,,
284,09/22/2024 00:10:00,23.40,-44.08,7.46,,,,,
285,09/22/2024 00:20:00,23.40,-44.02,7.46,,,,,
286,09/22/2024 00:30:00,23.40,-44.20,7.47,,,,,
287,09/22/2024 00:40:00,23.38,-44.27,7.47,,,,,
288,09/22/2024 00:50:00,23.38,-44.31,7.47,,,,,
289,09/22/2024 01:00:00,23.35,-44.38,7.47,,,,,
290,09/22/2024 01:10:00,23.35,-44.16,7.46,,,,,
291,09/22/2024 01:20:00,23.35,-44.27,7.47,,,,,
292,09/22/2024 01:30:00,23.35,-43.11,7.45,,,,,
293,09/22/2024 01:40:00,23.35,-43.81,7.46,,,,,
294,09/22/2024 01:50:00,23.33,-44.05,7.46,,,,,
295,09/22/2024 02:00:00,23.33,-43.97,7.46,,,,,
296,09/22/2024 02:10:00,23.33,-43.89,7.46,,,,,
297,09/22/2024 02:20:00,23.33,-43.58,7.45,,,,,
298,09/22/2024 02:30:00,23.33,-43.75,7.46,,,,,
299,09/22/2024 02:40:00,23.30,-43.89,7.46,,,,,
300,09/22/2024 02:50:00,23.30,-44.02,7.46,,,,,
301,09/22/2024 03:00:00,23.30,-43.69,7.46,,,,,
302,09/22/2024 03:10:00,23.30,-43.74,7.46,,,,,
303,09/22/2024 03:20:00,23.30,-43.74,7.46,,,,,
304,09/22/2024 03:30:00,23.30,-43.27,7.45,,,,,
305,09/22/2024 03:40:00,23.30,-43.13,7.45,,,,,
306,09/22/2024 03:50:00,23.33,-43.00,7.44,,,,,
307,09/22/2024 04:00:00,23.33,-42.95,7.44,,,,,
308,09/22/2024 04:10:00,23.33,-42.66,7.44,,,,,
309,09/22/2024 04:20:00,23.33,-42.49,7.43,,,,,
310,09/22/2024 04:30:00,23.33,-42.58,7.44,,,,,
311,09/22/2024 04:40:00,23.35,-42.39,7.43,,,,,
312,09/22/2024 04:50:00,23.35,-42.81,7.44,,,,,
313,09/22/2024 05:00:00,23.35,-42.88,7.44,,,,,
314,09/22/2024 05:10:00,23.38,-42.97,7.44,,,,,
315,09/22/2024 05:20:00,23.38,-42.91,7.44,,,,,
316,09/22/2024 05:30:00,23.40,-43.06,7.45,,,,,
317,09/22/2024 05:40:00,23.40,-43.14,7.45,,,,,
318,09/22/2024 05:50:00,23.42,-43.08,7.45,,,,,
319,09/22/2024 06:00:00,23.42,-43.11,7.45,,,,,
320,09/22/2024 06:10:00,23.42,-43.11,7.45,,,,,
321,09/22/2024 06:20:00,23.42,-43.08,7.45,,,,,
322,09/22/2024 06:30:00,23.42,-43.08,7.45,,,,,
323,09/22/2024 06:40:00,24.12,-43.95,7.46,,,,,
324,09/22/2024 06:50:00,25.09,-51.47,7.59,,,,,
325,09/22/2024 07:00:00,25.53,-57.49,7.70,,,,,
326,09/22/2024 07:10:00,25.57,-59.91,7.74,,,,,
327,09/22/2024 07:20:00,25.70,-59.33,7.73,,,,,
328,09/22/2024 07:30:00,25.65,-59.58,7.74,,,,,
329,09/22/2024 07:40:00,25.53,-60.50,7.75,,,,,
330,09/22/2024 07:50:00,25.45,-60.70,7.76,,,,,
331,09/22/2024 08:00:00,25.50,-59.56,7.74,,,,,
332,09/22/2024 08:10:00,25.55,-59.85,7.74,,,,,
333,09/22/2024 08:20:00,25.57,-60.72,7.76,,,,,
334,09/22/2024 08:30:00,25.55,-60.67,7.76,,,,,
335,09/22/2024 08:40:00,25.31,-63.56,7.81,,,,,
336,09/22/2024 08:50:00,25.19,-63.61,7.81,,,,,
337,09/22/2024 09:00:00,25.26,-63.14,7.80,,,,,
338,09/22/2024 09:10:00,25.33,-62.80,7.79,,,,,
339,09/22/2024 09:20:00,25.28,-62.13,7.78,,,,,
340,09/22/2024 09:30:00,25.26,-61.91,7.78,,,,,
341,09/22/2024 09:40:00,25.28,-62.77,7.79,,,,,
342,09/22/2024 09:50:00,25.28,-63.16,7.80,,,,,
343,09/22/2024 10:00:00,25.26,-62.97,7.80,,,,,
344,09/22/2024 10:10:00,25.21,-62.00,7.78,,,,,
345,09/22/2024 10:20:00,25.19,-60.24,7.75,,,,,
346,09/22/2024 10:30:00,25.14,-59.02,7.73,,,,,
347,09/22/2024 10:40:00,25.14,-58.91,7.73,,,,,
348,09/22/2024 10:50:00,25.06,-58.13,7.71,,,,,
349,09/22/2024 11:00:00,25.04,-58.30,7.71,,,,,
350,09/22/2024 11:10:00,24.99,-57.27,7.70,,,,,
351,09/22/2024 11:20:00,25.02,-56.06,7.67,,,,,
352,09/22/2024 11:30:00,24.90,-52.78,7.62,,,,,
353,09/22/2024 11:40:00,24.82,-54.14,7.64,,,,,
354,09/22/2024 11:50:00,24.85,-55.16,7.66,,,,,
355,09/22/2024 12:00:00,24.75,-54.44,7.65,,,,,
356,09/22/2024 12:10:00,24.73,-53.11,7.62,,,,,
357,09/22/2024 12:20:00,24.73,-54.64,7.65,,,,,
358,09/22/2024 12:30:00,24.68,-53.58,7.63,,,,,
359,09/22/2024 12:40:00,24.65,-53.50,7.63,,,,,
360,09/22/2024 12:50:00,24.65,-53.28,7.63,,,,,
361,09/22/2024 13:00:00,24.63,-54.13,7.64,,,,,
362,09/22/2024 13:10:00,24.60,-54.88,7.65,,,,,
363,09/22/2024 13:20:00,24.60,-55.28,7.66,,,,,
364,09/22/2024 13:30:00,24.70,-54.92,7.66,,,,,
365,09/22/2024 13:40:00,24.82,-54.94,7.66,,,,,
366,09/22/2024 13:50:00,25.04,-55.22,7.66,,,,,
367,09/22/2024 14:00:00,25.11,-56.81,7.69,,,,,
368,09/22/2024 14:10:00,25.38,-57.31,7.70,,,,,
369,09/22/2024 14:20:00,25.43,-57.33,7.70,,,,,
370,09/22/2024 14:30:00,25.33,-57.42,7.70,,,,,
371,09/22/2024 14:40:00,25.26,-56.24,7.68,,,,,
372,09/22/2024 14:50:00,24.92,-55.72,7.67,,,,,
373,09/22/2024 15:00:00,24.80,-55.45,7.66,,,,,
374,09/22/2024 15:10:00,25.16,-56.03,7.67,,,,,
375,09/22/2024 15:20:00,25.23,-56.35,7.68,,,,,
376,09/22/2024 15:30:00,24.68,-54.49,7.65,,,,,
377,09/22/2024 15:40:00,24.53,-53.45,7.63,,,,,
378,09/22/2024 15:50:00,24.46,-52.60,7.61,,,,,
379,09/22/2024 16:00:00,24.41,-52.05,7.60,,,,,
380,09/22/2024 16:10:00,24.36,-52.36,7.61,,,,,
381,09/22/2024 16:20:00,24.32,-50.85,7.58,,,,,
382,09/22/2024 16:30:00,24.27,-50.33,7.57,,,,,
383,09/22/2024 16:40:00,24.27,-49.66,7.56,,,,,
384,09/22/2024 16:50:00,24.22,-49.94,7.57,,,,,
385,09/22/2024 17:00:00,24.19,-50.53,7.58,,,,,
386,09/22/2024 17:10:00,24.15,-49.05,7.55,,,,,
387,09/22/2024 17:20:00,24.12,-47.74,7.53,,,,,
388,09/22/2024 17:30:00,24.07,-47.95,7.53,,,,,
389,09/22/2024 17:40:00,24.03,-47.56,7.52,,,,,
390,09/22/2024 17:50:00,24.00,-46.91,7.51,,,,,
391,09/22/2024 18:00:00,23.98,-46.67,7.51,,,,,
392,09/22/2024 18:10:00,23.93,-45.94,7.50,,,,,
393,09/22/2024 18:20:00,23.91,-46.27,7.50,,,,,
394,09/22/2024 18:30:00,23.88,-47.00,7.52,,,,,
395,09/22/2024 18:40:00,23.86,-46.45,7.51,,,,,
396,09/22/2024 18:50:00,23.83,-46.63,7.51,,,,,
397,09/22/2024 19:00:00,23.81,-46.42,7.50,,,,,
398,09/22/2024 19:10:00,23.79,-46.13,7.50,,,,,
399,09/22/2024 19:20:00,23.76,-45.61,7.49,,,,,
400,09/22/2024 19:30:00,23.74,-45.50,7.49,,,,,
401,09/22/2024 19:40:00,23.74,-45.16,7.48,,,,,
402,09/22/2024 19:50:00,23.71,-45.45,7.49,,,,,
403,09/22/2024 20:00:00,23.71,-45.05,7.48,,,,,
404,09/22/2024 20:10:00,23.69,-45.10,7.48,,,,,
405,09/22/2024 20:20:00,23.66,-45.02,7.48,,,,,
406,09/22/2024 20:30:00,23.66,-44.52,7.47,,,,,
407,09/22/2024 20:40:00,23.64,-44.61,7.47,,,,,
408,09/22/2024 20:50:00,23.62,-44.95,7.48,,,,,
409,09/22/2024 21:00:00,23.62,-44.78,7.48,,,,,
410,09/22/2024 21:10:00,23.59,-44.91,7.48,,,,,
411,09/22/2024 21:20:00,23.59,-44.30,7.47,,,,,
412,09/22/2024 21:30:00,23.57,-44.45,7.47,,,,,
413,09/22/2024 21:40:00,23.54,-44.45,7.47,,,,,
414,09/22/2024 21:50:00,23.54,-43.89,7.46,,,,,
415,09/22/2024 22:00:00,23.52,-44.50,7.47,,,,,
416,09/22/2024 22:10:00,23.52,-43.83,7.46,,,,,
417,09/22/2024 22:20:00,23.52,-42.56,7.44,,,,,
418,09/22/2024 22:30:00,23.50,-43.55,7.45,,,,,
419,09/22/2024 22:40:00,23.50,-43.88,7.46,,,,,
420,09/22/2024 22:50:00,23.50,-44.02,7.46,,,,,
421,09/22/2024 23:00:00,23.47,-43.33,7.45,,,,,
422,09/22/2024 23:10:00,23.47,-44.00,7.46,,,,,
423,09/22/2024 23:20:00,23.47,-43.28,7.45,,,,,
