#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),Started,Button Down,Button Up,Host Connected,Stopped,End of File
52,02/06/2025 09:30:00,24.10,184.80,3.52,,,,,,
53,02/06/2025 09:40:00,25.33,184.97,3.53,,,,,,
54,02/06/2025 09:50:00,25.94,185.52,3.53,,,,,,
55,02/06/2025 10:00:00,26.48,185.74,3.53,,,,,,
56,02/06/2025 10:10:00,26.79,185.49,3.54,,,,,,
57,02/06/2025 10:20:00,26.99,185.82,3.54,,,,,,
58,02/06/2025 10:30:00,24.22,-30.74,7.36,,,,,,
59,02/06/2025 10:40:00,23.42,-30.97,7.36,,,,,,
60,02/06/2025 10:50:00,23.21,-31.70,7.37,,,,,,
61,02/06/2025 11:00:00,23.14,-32.02,7.38,,,,,,
62,02/06/2025 11:10:00,23.11,-32.19,7.38,,,,,,
63,02/06/2025 11:20:00,23.09,-32.06,7.38,,,,,,
64,02/06/2025 11:30:00,23.09,-32.30,7.39,,,,,,
65,02/06/2025 11:40:00,23.09,-32.30,7.39,,,,,,
66,02/06/2025 11:50:00,23.09,-32.24,7.38,,,,,,
67,02/06/2025 12:00:00,23.09,-32.25,7.38,,,,,,
68,02/06/2025 12:10:00,23.11,-32.41,7.39,,,,,,
69,02/06/2025 12:20:00,23.11,-32.89,7.40,,,,,,
70,02/06/2025 12:30:00,23.14,-32.38,7.39,,,,,,
71,02/06/2025 12:40:00,23.14,-32.70,7.39,,,,,,
72,02/06/2025 12:50:00,23.16,-32.64,7.39,,,,,,
73,02/06/2025 13:00:00,23.23,-33.08,7.40,,,,,,
74,02/06/2025 13:10:00,23.26,-32.75,7.39,,,,,,
75,02/06/2025 13:20:00,23.38,-33.55,7.41,,,,,,
76,02/06/2025 13:30:00,23.45,-33.28,7.40,,,,,,
77,02/06/2025 13:40:00,23.38,-33.20,7.40,,,,,,
78,02/06/2025 13:50:00,23.38,-33.49,7.41,,,,,,
79,02/06/2025 14:00:00,23.28,-33.47,7.41,,,,,,
80,02/06/2025 14:10:00,23.45,-33.53,7.41,,,,,,
81,02/06/2025 14:20:00,23.35,-33.39,7.40,,,,,,
82,02/06/2025 14:30:00,23.38,-33.75,7.41,,,,,,
83,02/06/2025 14:40:00,23.28,-33.81,7.41,,,,,,
84,02/06/2025 14:50:00,23.26,-33.83,7.41,,,,,,
85,02/06/2025 15:00:00,23.26,-33.92,7.41,,,,,,
86,02/06/2025 15:10:00,23.23,-33.89,7.41,,,,,,
87,02/06/2025 15:20:00,23.21,-33.49,7.41,,,,,,
88,02/06/2025 15:30:00,23.18,-33.49,7.41,,,,,,
89,02/06/2025 15:40:00,23.18,-33.45,7.41,,,,,,
90,02/06/2025 15:50:00,23.18,-33.58,7.41,,,,,,
91,02/06/2025 16:00:00,23.21,-33.49,7.41,,,,,,
92,02/06/2025 16:10:00,23.18,-33.28,7.40,,,,,,
93,02/06/2025 16:20:00,23.18,-33.55,7.41,,,,,,
94,02/06/2025 16:30:00,23.18,-33.20,7.40,,,,,,
95,02/06/2025 16:40:00,23.16,-33.80,7.41,,,,,,
96,02/06/2025 16:50:00,23.14,-33.67,7.41,,,,,,
97,02/06/2025 17:00:00,23.14,-33.33,7.40,,,,,,
98,02/06/2025 17:10:00,23.11,-33.17,7.40,,,,,,
99,02/06/2025 17:20:00,23.11,-32.63,7.39,,,,,,
100,02/06/2025 17:30:00,23.11,-32.58,7.39,,,,,,
101,02/06/2025 17:40:00,23.11,-32.42,7.39,,,,,,
102,02/06/2025 17:50:00,23.09,-32.25,7.38,,,,,,
103,02/06/2025 18:00:00,23.06,-32.17,7.38,,,,,,
104,02/06/2025 18:10:00,23.06,-31.95,7.38,,,,,,
105,02/06/2025 18:20:00,23.04,-31.84,7.38,,,,,,
106,02/06/2025 18:30:00,23.04,-31.53,7.37,,,,,,
107,02/06/2025 18:40:00,23.04,-31.52,7.37,,,,,,
108,02/06/2025 18:50:00,23.02,-31.39,7.37,,,,,,
109,02/06/2025 19:00:00,23.02,-31.20,7.37,,,,,,
110,02/06/2025 19:10:00,23.02,-31.24,7.37,,,,,,
111,02/06/2025 19:20:00,23.02,-31.06,7.36,,,,,,
112,02/06/2025 19:30:00,22.99,-30.97,7.36,,,,,,
113,02/06/2025 19:40:00,22.99,-30.92,7.36,,,,,,
114,02/06/2025 19:50:00,22.99,-30.64,7.36,,,,,,
115,02/06/2025 20:00:00,22.97,-30.59,7.36,,,,,,
116,02/06/2025 20:10:00,22.97,-30.50,7.35,,,,,,
117,02/06/2025 20:20:00,22.97,-30.41,7.35,,,,,,
118,02/06/2025 20:30:00,22.97,-30.34,7.35,,,,,,
119,02/06/2025 20:40:00,22.94,-30.38,7.35,,,,,,
120,02/06/2025 20:50:00,22.94,-30.24,7.35,,,,,,
121,02/06/2025 21:00:00,22.94,-30.20,7.35,,,,,,
122,02/06/2025 21:10:00,22.94,-30.05,7.35,,,,,,
123,02/06/2025 21:20:00,22.92,-30.05,7.35,,,,,,
124,02/06/2025 21:30:00,22.92,-29.92,7.34,,,,,,
125,02/06/2025 21:40:00,22.92,-29.94,7.34,,,,,,
126,02/06/2025 21:50:00,22.92,-29.59,7.34,,,,,,
127,02/06/2025 22:00:00,22.94,-29.61,7.34,,,,,,
128,02/06/2025 22:10:00,22.94,-29.44,7.33,,,,,,
129,02/06/2025 22:20:00,22.97,-29.36,7.33,,,,,,
130,02/06/2025 22:30:00,22.97,-29.25,7.33,,,,,,
131,02/06/2025 22:40:00,22.97,-29.20,7.33,,,,,,
132,02/06/2025 22:50:00,22.97,-29.05,7.33,,,,,,
133,02/06/2025 23:00:00,22.97,-29.09,7.33,,,,,,
134,02/06/2025 23:10:00,22.99,-29.11,7.33,,,,,,
135,02/06/2025 23:20:00,22.99,-28.97,7.33,,,,,,
136,02/06/2025 23:30:00,22.99,-29.06,7.33,,,,,,
137,02/06/2025 23:40:00,22.99,-29.06,7.33,,,,,,
138,02/06/2025 23:50:00,22.99,-28.78,7.32,,,,,,
139,02/07/2025 00:00:00,22.99,-28.63,7.32,,,,,,
140,02/07/2025 00:10:00,22.99,-28.61,7.32,,,,,,
141,02/07/2025 00:20:00,23.02,-28.50,7.32,,,,,,
142,02/07/2025 00:30:00,23.02,-28.52,7.32,,,,,,
143,02/07/2025 00:40:00,23.02,-28.81,7.32,,,,,,
144,02/07/2025 00:50:00,23.02,-29.14,7.33,,,,,,
145,02/07/2025 01:00:00,23.02,-29.19,7.33,,,,,,
146,02/07/2025 01:10:00,23.02,-28.78,7.32,,,,,,
147,02/07/2025 01:20:00,23.02,-29.06,7.33,,,,,,
148,02/07/2025 01:30:00,23.02,-29.47,7.34,,,,,,
149,02/07/2025 01:40:00,23.02,-29.56,7.34,,,,,,
150,02/07/2025 01:50:00,23.02,-29.63,7.34,,,,,,
151,02/07/2025 02:00:00,22.99,-27.95,7.31,,,,,,
152,02/07/2025 02:10:00,22.99,-29.91,7.34,,,,,,
153,02/07/2025 02:20:00,22.97,-28.92,7.33,,,,,,
154,02/07/2025 02:30:00,22.97,-30.00,7.34,,,,,,
155,02/07/2025 02:40:00,22.97,-30.34,7.35,,,,,,
156,02/07/2025 02:50:00,22.97,-30.55,7.35,,,,,,
157,02/07/2025 03:00:00,22.97,-30.45,7.35,,,,,,
158,02/07/2025 03:10:00,22.97,-30.64,7.36,,,,,,
159,02/07/2025 03:20:00,22.97,-31.03,7.36,,,,,,
160,02/07/2025 03:30:00,22.97,-31.41,7.37,,,,,,
161,02/07/2025 03:40:00,22.97,-31.75,7.38,,,,,,
162,02/07/2025 03:50:00,22.99,-31.09,7.36,,,,,,
163,02/07/2025 04:00:00,23.02,-31.31,7.37,,,,,,
164,02/07/2025 04:10:00,23.04,-31.97,7.38,,,,,,
165,02/07/2025 04:20:00,23.06,-31.74,7.38,,,,,,
166,02/07/2025 04:30:00,23.06,-31.81,7.38,,,,,,
167,02/07/2025 04:40:00,23.09,-31.99,7.38,,,,,,
168,02/07/2025 04:50:00,23.11,-32.08,7.38,,,,,,
169,02/07/2025 05:00:00,23.14,-32.05,7.38,,,,,,
170,02/07/2025 05:10:00,23.14,-32.36,7.39,,,,,,
171,02/07/2025 05:20:00,23.16,-32.52,7.39,,,,,,
172,02/07/2025 05:30:00,23.18,-32.05,7.38,,,,,,
173,02/07/2025 05:40:00,23.18,-31.97,7.38,,,,,,
174,02/07/2025 05:50:00,23.21,-31.97,7.38,,,,,,
175,02/07/2025 06:00:00,23.23,-32.20,7.38,,,,,,
176,02/07/2025 06:10:00,23.23,-32.72,7.39,,,,,,
177,02/07/2025 06:20:00,23.23,-32.52,7.39,,,,,,
178,02/07/2025 06:30:00,23.23,-32.31,7.39,,,,,,
179,02/07/2025 06:40:00,23.23,-32.31,7.39,,,,,,
180,02/07/2025 06:50:00,23.23,-32.02,7.38,,,,,,
181,02/07/2025 07:00:00,23.21,-32.05,7.38,,,,,,
182,02/07/2025 07:10:00,23.21,-31.83,7.38,,,,,,
183,02/07/2025 07:20:00,23.18,-31.67,7.37,,,,,,
184,02/07/2025 07:30:00,23.18,-31.66,7.37,,,,,,
185,02/07/2025 07:40:00,23.18,-31.22,7.37,,,,,,
186,02/07/2025 07:50:00,23.16,-30.72,7.36,,,,,,
187,02/07/2025 08:00:00,23.14,-31.49,7.37,,,,,,
188,02/07/2025 08:10:00,23.14,-31.14,7.36,,,,,,
189,02/07/2025 08:20:00,23.14,-31.33,7.37,,,,,,
190,02/07/2025 08:30:00,23.14,-31.52,7.37,,,,,,
191,02/07/2025 08:40:00,23.11,-31.31,7.37,,,,,,
192,02/07/2025 08:50:00,23.14,-31.61,7.37,,,,,,
193,02/07/2025 09:00:00,23.14,-30.92,7.36,,,,,,
194,02/07/2025 09:10:00,23.14,-31.74,7.38,,,,,,
195,02/07/2025 09:20:00,23.16,-31.59,7.37,,,,,,
196,02/07/2025 09:30:00,23.14,-31.44,7.37,,,,,,
197,02/07/2025 09:40:00,23.14,-31.17,7.37,,,,,,
198,02/07/2025 09:50:00,23.14,-31.70,7.37,,,,,,
199,02/07/2025 10:00:00,23.16,-31.64,7.37,,,,,,
200,02/07/2025 10:10:00,23.18,-31.28,7.37,,,,,,
201,02/07/2025 10:20:00,23.18,-31.59,7.37,,,,,,
202,02/07/2025 10:30:00,23.16,-31.86,7.38,,,,,,
203,02/07/2025 10:40:00,23.18,-31.52,7.37,,,,,,
204,02/07/2025 10:50:00,23.18,-32.53,7.39,,,,,,
205,02/07/2025 11:00:00,23.21,-32.36,7.39,,,,,,
206,02/07/2025 11:10:00,23.18,-32.44,7.39,,,,,,
207,02/07/2025 11:20:00,23.21,-33.05,7.40,,,,,,
208,02/07/2025 11:30:00,23.16,-32.44,7.39,,,,,,
209,02/07/2025 11:40:00,23.16,-32.61,7.39,,,,,,
210,02/07/2025 11:50:00,23.14,-32.06,7.38,,,,,,
211,02/07/2025 12:00:00,23.16,-32.88,7.40,,,,,,
212,02/07/2025 12:10:00,23.16,-32.86,7.40,,,,,,
213,02/07/2025 12:20:00,23.21,-33.95,7.41,,,,,,
214,02/07/2025 12:30:00,23.21,-33.95,7.41,,,,,,
215,02/07/2025 12:40:00,23.21,-33.69,7.41,,,,,,
216,02/07/2025 12:50:00,23.21,-33.30,7.40,,,,,,
217,02/07/2025 13:00:00,23.23,-33.70,7.41,,,,,,
218,02/07/2025 13:10:00,23.28,-34.03,7.42,,,,,,
219,02/07/2025 13:20:00,23.35,-33.95,7.41,,,,,,
220,02/07/2025 13:30:00,23.52,-34.50,7.42,,,,,,
221,02/07/2025 13:40:00,23.42,-34.00,7.42,,,,,,
222,02/07/2025 13:50:00,23.38,-33.67,7.41,,,,,,
223,02/07/2025 14:00:00,23.30,-33.70,7.41,,,,,,
224,02/07/2025 14:10:00,23.40,-33.94,7.41,,,,,,
225,02/07/2025 14:20:00,23.47,-34.28,7.42,,,,,,
226,02/07/2025 14:30:00,23.40,-34.28,7.42,,,,,,
227,02/07/2025 14:40:00,23.42,-34.28,7.42,,,,,,
228,02/07/2025 14:50:00,23.45,-34.50,7.42,,,,,,
229,02/07/2025 15:00:00,23.50,-35.28,7.44,,,,,,
230,02/07/2025 15:10:00,23.35,-34.63,7.43,,,,,,
231,02/07/2025 15:20:00,23.30,-34.55,7.43,,,,,,
232,02/07/2025 15:30:00,23.28,-34.13,7.42,,,,,,
233,02/07/2025 15:40:00,23.26,-34.20,7.42,,,,,,
234,02/07/2025 15:50:00,23.28,-34.86,7.43,,,,,,
235,02/07/2025 16:00:00,23.28,-34.42,7.42,,,,,,
236,02/07/2025 16:10:00,23.26,-34.42,7.42,,,,,,
237,02/07/2025 16:20:00,23.26,-35.08,7.43,,,,,,
238,02/07/2025 16:30:00,23.26,-33.84,7.41,,,,,,
239,02/07/2025 16:40:00,23.23,-34.53,7.43,,,,,,
240,02/07/2025 16:50:00,23.21,-34.33,7.42,,,,,,
241,02/07/2025 17:00:00,23.16,-34.06,7.42,,,,,,
242,02/07/2025 17:10:00,23.16,-34.13,7.42,,,,,,
243,02/07/2025 17:20:00,23.14,-34.17,7.42,,,,,,
244,02/07/2025 17:30:00,23.14,-34.13,7.42,,,,,,
245,02/07/2025 17:40:00,23.11,-34.11,7.42,,,,,,
246,02/07/2025 17:50:00,23.11,-33.94,7.41,,,,,,
247,02/07/2025 18:00:00,23.09,-33.59,7.41,,,,,,
248,02/07/2025 18:10:00,23.06,-33.83,7.41,,,,,,
249,02/07/2025 18:20:00,23.06,-33.63,7.41,,,,,,
250,02/07/2025 18:30:00,23.04,-33.24,7.40,,,,,,
251,02/07/2025 18:40:00,23.04,-33.09,7.40,,,,,,
252,02/07/2025 18:50:00,23.02,-32.86,7.40,,,,,,
253,02/07/2025 19:00:00,23.02,-32.69,7.39,,,,,,
254,02/07/2025 19:10:00,22.99,-32.69,7.39,,,,,,
255,02/07/2025 19:20:00,22.99,-32.64,7.39,,,,,,
256,02/07/2025 19:30:00,22.97,-32.80,7.39,,,,,,
257,02/07/2025 19:40:00,22.97,-32.45,7.39,,,,,,
258,02/07/2025 19:50:00,22.97,-32.17,7.38,,,,,,
259,02/07/2025 20:00:00,22.94,-32.38,7.39,,,,,,
260,02/07/2025 20:10:00,22.94,-32.17,7.38,,,,,,
261,02/07/2025 20:20:00,22.94,-32.19,7.38,,,,,,
262,02/07/2025 20:30:00,22.94,-32.09,7.38,,,,,,
263,02/07/2025 20:40:00,22.92,-32.34,7.39,,,,,,
264,02/07/2025 20:50:00,22.92,-32.22,7.38,,,,,,
265,02/07/2025 21:00:00,22.92,-31.97,7.38,,,,,,
266,02/07/2025 21:10:00,22.90,-32.03,7.38,,,,,,
267,02/07/2025 21:20:00,22.90,-32.13,7.38,,,,,,
268,02/07/2025 21:30:00,22.90,-31.84,7.38,,,,,,
269,02/07/2025 21:40:00,22.90,-31.69,7.37,,,,,,
270,02/07/2025 21:50:00,22.90,-31.61,7.37,,,,,,
271,02/07/2025 22:00:00,22.87,-31.88,7.38,,,,,,
272,02/07/2025 22:10:00,22.87,-31.78,7.38,,,,,,
273,02/07/2025 22:20:00,22.87,-31.45,7.37,,,,,,
274,02/07/2025 22:30:00,22.87,-31.41,7.37,,,,,,
275,02/07/2025 22:40:00,22.85,-31.75,7.38,,,,,,
276,02/07/2025 22:50:00,22.82,-31.84,7.38,,,,,,
277,02/07/2025 23:00:00,22.85,-31.08,7.36,,,,,,
278,02/07/2025 23:10:00,22.90,-29.91,7.34,,,,,,
279,02/07/2025 23:20:00,22.92,-29.36,7.33,,,,,,
280,02/07/2025 23:30:00,22.94,-29.20,7.33,,,,,,
281,02/07/2025 23:40:00,22.97,-29.05,7.33,,,,,,
282,02/07/2025 23:50:00,22.97,-28.92,7.33,,,,,,
283,02/08/2025 00:00:00,22.97,-28.77,7.32,,,,,,
284,02/08/2025 00:10:00,22.97,-28.72,7.32,,,,,,
285,02/08/2025 00:20:00,22.99,-28.75,7.32,,,,,,
286,02/08/2025 00:30:00,22.99,-28.67,7.32,,,,,,
287,02/08/2025 00:40:00,22.99,-28.34,7.31,,,,,,
288,02/08/2025 00:50:00,22.99,-28.66,7.32,,,,,,
289,02/08/2025 01:00:00,22.99,-28.61,7.32,,,,,,
290,02/08/2025 01:10:00,23.02,-28.80,7.32,,,,,,
291,02/08/2025 01:20:00,23.02,-28.45,7.32,,,,,,
292,02/08/2025 01:30:00,23.02,-28.74,7.32,,,,,,
293,02/08/2025 01:40:00,23.02,-28.83,7.32,,,,,,
294,02/08/2025 01:50:00,22.99,-29.05,7.33,,,,,,
295,02/08/2025 02:00:00,22.97,-29.59,7.34,,,,,,
296,02/08/2025 02:10:00,22.92,-29.63,7.34,,,,,,
297,02/08/2025 02:20:00,22.87,-29.41,7.33,,,,,,
298,02/08/2025 02:30:00,22.85,-30.42,7.35,,,,,,
299,02/08/2025 02:40:00,22.82,-30.67,7.36,,,,,,
300,02/08/2025 02:50:00,22.82,-29.14,7.33,,,,,,
301,02/08/2025 03:00:00,22.85,-30.66,7.36,,,,,,
302,02/08/2025 03:10:00,22.85,-30.63,7.36,,,,,,
303,02/08/2025 03:20:00,22.85,-30.53,7.35,,,,,,
304,02/08/2025 03:30:00,22.85,-30.92,7.36,,,,,,
305,02/08/2025 03:40:00,22.85,-30.91,7.36,,,,,,
306,02/08/2025 03:50:00,22.87,-30.52,7.35,,,,,,
307,02/08/2025 04:00:00,22.90,-29.94,7.34,,,,,,
308,02/08/2025 04:10:00,22.90,-29.89,7.34,,,,,,
309,02/08/2025 04:20:00,22.92,-30.02,7.34,,,,,,
310,02/08/2025 04:30:00,22.94,-30.83,7.36,,,,,,
311,02/08/2025 04:40:00,22.97,-31.83,7.38,,,,,,
312,02/08/2025 04:50:00,23.02,-31.44,7.37,,,,,,
313,02/08/2025 05:00:00,23.06,-32.25,7.38,,,,,,
314,02/08/2025 05:10:00,23.14,-33.47,7.41,,,,,,
315,02/08/2025 05:20:00,23.16,-33.56,7.41,,,,,,
316,02/08/2025 05:30:00,23.21,-33.30,7.40,,,,,,
317,02/08/2025 05:40:00,23.26,-34.61,7.43,,,,,,
318,02/08/2025 05:50:00,23.30,-35.17,7.44,,,,,,
319,02/08/2025 06:00:00,23.33,-35.17,7.44,,,,,,
320,02/08/2025 06:10:00,23.35,-36.58,7.46,,,,,,
321,02/08/2025 06:20:00,23.38,-36.42,7.46,,,,,,
322,02/08/2025 06:30:00,23.40,-35.99,7.45,,,,,,
323,02/08/2025 06:40:00,23.40,-36.83,7.47,,,,,,
324,02/08/2025 06:50:00,23.40,-36.72,7.46,,,,,,
325,02/08/2025 07:00:00,23.40,-37.14,7.47,,,,,,
326,02/08/2025 07:10:00,23.40,-36.66,7.46,,,,,,
327,02/08/2025 07:20:00,23.40,-36.59,7.46,,,,,,
328,02/08/2025 07:30:00,23.42,-36.80,7.47,,,,,,
329,02/08/2025 07:40:00,23.42,-36.66,7.46,,,,,,
330,02/08/2025 07:50:00,23.42,-36.84,7.47,,,,,,
331,02/08/2025 08:00:00,23.42,-36.61,7.46,,,,,,
332,02/08/2025 08:10:00,23.42,-36.56,7.46,,,,,,
333,02/08/2025 08:20:00,23.42,-36.38,7.46,,,,,,
334,02/08/2025 08:30:00,23.45,-36.63,7.46,,,,,,
335,02/08/2025 08:40:00,23.45,-36.55,7.46,,,,,,
336,02/08/2025 08:50:00,23.45,-36.47,7.46,,,,,,
337,02/08/2025 09:00:00,23.42,-36.06,7.45,,,,,,
338,02/08/2025 09:10:00,23.45,-36.03,7.45,,,,,,
339,02/08/2025 09:20:00,23.42,-35.59,7.44,,,,,,
340,02/08/2025 09:30:00,23.42,-35.39,7.44,,,,,,
341,02/08/2025 09:40:00,23.40,-34.14,7.42,,,,,,
342,02/08/2025 09:50:00,23.38,-33.16,7.40,,,,,,
343,02/08/2025 10:00:00,23.38,-34.61,7.43,,,,,,
344,02/08/2025 10:10:00,23.38,-34.39,7.42,,,,,,
345,02/08/2025 10:20:00,23.40,-34.95,7.43,,,,,,
346,02/08/2025 10:30:00,23.40,-34.74,7.43,,,,,,
347,02/08/2025 10:40:00,23.38,-34.61,7.43,,,,,,
348,02/08/2025 10:50:00,23.38,-34.58,7.43,,,,,,
349,02/08/2025 11:00:00,23.40,-35.77,7.45,,,,,,
350,02/08/2025 11:10:00,23.45,-35.30,7.44,,,,,,
351,02/08/2025 11:20:00,23.47,-36.36,7.46,,,,,,
352,02/08/2025 11:30:00,23.42,-35.38,7.44,,,,,,
353,02/08/2025 11:40:00,23.42,-35.49,7.44,,,,,,
354,02/08/2025 11:50:00,23.42,-35.13,7.44,,,,,,
355,02/08/2025 12:00:00,23.40,-35.61,7.44,,,,,,
356,02/08/2025 12:10:00,23.40,-35.20,7.44,,,,,,
357,02/08/2025 12:20:00,23.40,-35.61,7.44,,,,,,
358,02/08/2025 12:30:00,23.42,-35.28,7.44,,,,,,
359,02/08/2025 12:40:00,23.40,-35.25,7.44,,,,,,
360,02/08/2025 12:50:00,23.42,-36.25,7.46,,,,,,
361,02/08/2025 13:00:00,23.42,-35.92,7.45,,,,,,
362,02/08/2025 13:10:00,23.42,-36.30,7.46,,,,,,
363,02/08/2025 13:20:00,23.52,-36.20,7.45,,,,,,
364,02/08/2025 13:30:00,23.50,-36.25,7.46,,,,,,
365,02/08/2025 13:40:00,23.64,-36.86,7.47,,,,,,
366,02/08/2025 13:50:00,23.57,-36.53,7.46,,,,,,
367,02/08/2025 14:00:00,23.59,-36.44,7.46,,,,,,
368,02/08/2025 14:10:00,23.59,-36.33,7.46,,,,,,
369,02/08/2025 14:20:00,23.64,-37.27,7.47,,,,,,
370,02/08/2025 14:30:00,23.64,-37.31,7.47,,,,,,
371,02/08/2025 14:40:00,23.54,-36.75,7.46,,,,,,
372,02/08/2025 14:50:00,23.57,-35.91,7.45,,,,,,
373,02/08/2025 15:00:00,23.50,-36.41,7.46,,,,,,
374,02/08/2025 15:10:00,23.47,-35.45,7.44,,,,,,
375,02/08/2025 15:20:00,23.42,-35.39,7.44,,,,,,
376,02/08/2025 15:30:00,23.42,-36.16,7.45,,,,,,
377,02/08/2025 15:40:00,23.40,-36.28,7.46,,,,,,
378,02/08/2025 15:50:00,23.40,-36.66,7.46,,,,,,
379,02/08/2025 16:00:00,23.38,-35.75,7.45,,,,,,
380,02/08/2025 16:10:00,23.35,-35.42,7.44,,,,,,
381,02/08/2025 16:20:00,23.35,-35.27,7.44,,,,,,
382,02/08/2025 16:30:00,23.35,-34.88,7.43,,,,,,
383,02/08/2025 16:40:00,23.33,-34.78,7.43,,,,,,
384,02/08/2025 16:50:00,23.30,-35.39,7.44,,,,,,
385,02/08/2025 17:00:00,23.28,-34.77,7.43,,,,,,
386,02/08/2025 17:10:00,23.28,-34.92,7.43,,,,,,
387,02/08/2025 17:20:00,23.28,-34.80,7.43,,,,,,
388,02/08/2025 17:30:00,23.26,-34.45,7.42,,,,,,
389,02/08/2025 17:40:00,23.23,-33.61,7.41,,,,,,
390,02/08/2025 17:50:00,23.21,-33.86,7.41,,,,,,
391,02/08/2025 18:00:00,23.21,-34.09,7.42,,,,,,
392,02/08/2025 18:10:00,23.18,-33.56,7.41,,,,,,
393,02/08/2025 18:20:00,23.16,-33.36,7.40,,,,,,
394,02/08/2025 18:30:00,23.14,-33.55,7.41,,,,,,
395,02/08/2025 18:40:00,23.14,-33.50,7.41,,,,,,
396,02/08/2025 18:50:00,23.11,-33.02,7.40,,,,,,
397,02/08/2025 19:00:00,23.11,-32.97,7.40,,,,,,
398,02/08/2025 19:10:00,23.09,-32.80,7.39,,,,,,
399,02/08/2025 19:20:00,23.09,-32.24,7.38,,,,,,
400,02/08/2025 19:30:00,23.06,-32.36,7.39,,,,,,
401,02/08/2025 19:40:00,23.06,-32.30,7.39,,,,,,
402,02/08/2025 19:50:00,23.06,-32.34,7.39,,,,,,
403,02/08/2025 20:00:00,23.04,-31.86,7.38,,,,,,
404,02/08/2025 20:10:00,23.02,-31.88,7.38,,,,,,
405,02/08/2025 20:20:00,23.02,-32.03,7.38,,,,,,
406,02/08/2025 20:30:00,23.02,-31.95,7.38,,,,,,
407,02/08/2025 20:40:00,22.99,-31.61,7.37,,,,,,
408,02/08/2025 20:50:00,22.99,-31.66,7.37,,,,,,
409,02/08/2025 21:00:00,22.99,-31.41,7.37,,,,,,
