#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),Started,Button Down,Button Up,Host Connected,Stopped,End of File
113,04/03/2025 19:40:00,27.68,-46.41,7.58,,,,,,
114,04/03/2025 19:50:00,27.60,-45.63,7.57,,,,,,
115,04/03/2025 20:00:00,27.55,-45.50,7.57,,,,,,
116,04/03/2025 20:10:00,27.48,-45.63,7.57,,,,,,
117,04/03/2025 20:20:00,27.46,-45.75,7.57,,,,,,
118,04/03/2025 20:30:00,27.41,-45.75,7.57,,,,,,
119,04/03/2025 20:40:00,27.36,-44.91,7.55,,,,,,
120,04/03/2025 20:50:00,27.31,-44.61,7.55,,,,,,
121,04/03/2025 21:00:00,27.23,-43.99,7.54,,,,,,
122,04/03/2025 21:10:00,27.21,-44.00,7.54,,,,,,
123,04/03/2025 21:20:00,27.14,-43.91,7.54,,,,,,
124,04/03/2025 21:30:00,27.11,-43.53,7.53,,,,,,
125,04/03/2025 21:40:00,27.06,-43.36,7.53,,,,,,
126,04/03/2025 21:50:00,27.01,-43.22,7.52,,,,,,
127,04/03/2025 22:00:00,26.94,-43.19,7.52,,,,,,
128,04/03/2025 22:10:00,26.82,-43.11,7.52,,,,,,
129,04/03/2025 22:20:00,26.65,-43.80,7.53,,,,,,
130,04/03/2025 22:30:00,26.55,-43.64,7.53,,,,,,
131,04/03/2025 22:40:00,26.55,-42.64,7.51,,,,,,
132,04/03/2025 22:50:00,26.55,-42.42,7.51,,,,,,
133,04/03/2025 23:00:00,26.55,-42.19,7.50,,,,,,
134,04/03/2025 23:10:00,26.55,-41.44,7.49,,,,,,
135,04/03/2025 23:20:00,26.55,-41.41,7.49,,,,,,
136,04/03/2025 23:30:00,26.50,-41.66,7.49,,,,,,
137,04/03/2025 23:40:00,26.45,-40.83,7.48,,,,,,
138,04/03/2025 23:50:00,26.45,-40.27,7.47,,,,,,
139,04/04/2025 00:00:00,26.43,-40.20,7.47,,,,,,
140,04/04/2025 00:10:00,26.40,-40.06,7.46,,,,,,
141,04/04/2025 00:20:00,26.33,-40.17,7.47,,,,,,
142,04/04/2025 00:30:00,26.35,-40.11,7.46,,,,,,
143,04/04/2025 00:40:00,26.33,-39.81,7.46,,,,,,
144,04/04/2025 00:50:00,26.26,-39.70,7.46,,,,,,
145,04/04/2025 01:00:00,26.28,-39.28,7.45,,,,,,
146,04/04/2025 01:10:00,26.26,-39.58,7.45,,,,,,
147,04/04/2025 01:20:00,26.23,-39.00,7.44,,,,,,
148,04/04/2025 01:30:00,26.26,-38.58,7.44,,,,,,
149,04/04/2025 01:40:00,26.23,-38.69,7.44,,,,,,
150,04/04/2025 01:50:00,26.21,-38.63,7.44,,,,,,
151,04/04/2025 02:00:00,26.18,-38.06,7.43,,,,,,
152,04/04/2025 02:10:00,26.16,-37.88,7.42,,,,,,
153,04/04/2025 02:20:00,26.13,-37.67,7.42,,,,,,
154,04/04/2025 02:30:00,26.11,-37.66,7.42,,,,,,
155,04/04/2025 02:40:00,26.08,-37.22,7.41,,,,,,
156,04/04/2025 02:50:00,26.06,-36.86,7.40,,,,,,
157,04/04/2025 03:00:00,26.04,-36.75,7.40,,,,,,
158,04/04/2025 03:10:00,25.99,-36.63,7.40,,,,,,
159,04/04/2025 03:20:00,25.96,-37.13,7.41,,,,,,
160,04/04/2025 03:30:00,25.94,-36.69,7.40,,,,,,
161,04/04/2025 03:40:00,25.91,-36.72,7.40,,,,,,
162,04/04/2025 03:50:00,25.89,-36.75,7.40,,,,,,
163,04/04/2025 04:00:00,25.87,-36.66,7.40,,,,,,
164,04/04/2025 04:10:00,25.82,-36.28,7.39,,,,,,
165,04/04/2025 04:20:00,25.82,-36.13,7.39,,,,,,
166,04/04/2025 04:30:00,25.79,-36.19,7.39,,,,,,
167,04/04/2025 04:40:00,25.77,-39.38,7.45,,,,,,
168,04/04/2025 04:50:00,25.74,-38.19,7.43,,,,,,
169,04/04/2025 05:00:00,25.72,-37.59,7.42,,,,,,
170,04/04/2025 05:10:00,25.70,-37.42,7.41,,,,,,
171,04/04/2025 05:20:00,25.67,-36.47,7.40,,,,,,
172,04/04/2025 05:30:00,25.65,-36.19,7.39,,,,,,
173,04/04/2025 05:40:00,25.60,-36.20,7.39,,,,,,
174,04/04/2025 05:50:00,25.57,-36.45,7.40,,,,,,
175,04/04/2025 06:00:00,25.50,-36.50,7.40,,,,,,
176,04/04/2025 06:10:00,25.48,-36.24,7.39,,,,,,
177,04/04/2025 06:20:00,25.45,-36.19,7.39,,,,,,
178,04/04/2025 06:30:00,25.43,-36.30,7.39,,,,,,
179,04/04/2025 06:40:00,25.43,-36.19,7.39,,,,,,
180,04/04/2025 06:50:00,25.43,-36.02,7.39,,,,,,
181,04/04/2025 07:00:00,25.40,-35.97,7.39,,,,,,
182,04/04/2025 07:10:00,25.40,-35.99,7.39,,,,,,
183,04/04/2025 07:20:00,25.40,-35.91,7.39,,,,,,
184,04/04/2025 07:30:00,25.40,-35.94,7.39,,,,,,
185,04/04/2025 07:40:00,25.38,-36.05,7.39,,,,,,
186,04/04/2025 07:50:00,25.38,-36.09,7.39,,,,,,
187,04/04/2025 08:00:00,25.40,-36.05,7.39,,,,,,
188,04/04/2025 08:10:00,25.40,-36.22,7.39,,,,,,
189,04/04/2025 08:20:00,25.36,-36.33,7.39,,,,,,
190,04/04/2025 08:30:00,25.38,-36.49,7.40,,,,,,
191,04/04/2025 08:40:00,25.38,-37.02,7.41,,,,,,
192,04/04/2025 08:50:00,25.33,-37.22,7.41,,,,,,
193,04/04/2025 09:00:00,25.36,-36.80,7.40,,,,,,
194,04/04/2025 09:10:00,25.40,-37.59,7.42,,,,,,
195,04/04/2025 09:20:00,25.40,-37.95,7.42,,,,,,
196,04/04/2025 09:30:00,25.45,-38.64,7.44,,,,,,
197,04/04/2025 09:40:00,25.50,-38.83,7.44,,,,,,
198,04/04/2025 09:50:00,25.57,-39.49,7.45,,,,,,
199,04/04/2025 10:00:00,25.55,-40.03,7.46,,,,,,
200,04/04/2025 10:10:00,25.74,-41.38,7.49,,,,,,
201,04/04/2025 10:20:00,25.77,-42.67,7.51,,,,,,
202,04/04/2025 10:30:00,25.82,-43.03,7.52,,,,,,
203,04/04/2025 10:40:00,25.96,-44.38,7.55,,,,,,
204,04/04/2025 10:50:00,25.91,-44.56,7.55,,,,,,
205,04/04/2025 11:00:00,25.96,-44.58,7.55,,,,,,
206,04/04/2025 11:10:00,26.04,-44.89,7.56,,,,,,
207,04/04/2025 11:20:00,26.04,-45.39,7.57,,,,,,
208,04/04/2025 11:30:00,26.11,-45.91,7.58,,,,,,
209,04/04/2025 11:40:00,26.08,-46.41,7.59,,,,,,
210,04/04/2025 11:50:00,26.13,-47.99,7.62,,,,,,
211,04/04/2025 12:00:00,26.13,-47.75,7.61,,,,,,
212,04/04/2025 12:10:00,26.26,-49.06,7.64,,,,,,
213,04/04/2025 12:20:00,26.33,-50.63,7.67,,,,,,
214,04/04/2025 12:30:00,26.48,-52.14,7.69,,,,,,
215,04/04/2025 12:40:00,26.60,-53.02,7.71,,,,,,
216,04/04/2025 12:50:00,26.65,-53.45,7.72,,,,,,
217,04/04/2025 13:00:00,26.77,-54.17,7.73,,,,,,
218,04/04/2025 13:10:00,26.92,-55.39,7.76,,,,,,
219,04/04/2025 13:20:00,26.99,-55.92,7.77,,,,,,
220,04/04/2025 13:30:00,27.04,-55.61,7.76,,,,,,
221,04/04/2025 13:40:00,27.14,-55.64,7.76,,,,,,
222,04/04/2025 13:50:00,27.16,-53.49,7.72,,,,,,
223,04/04/2025 14:00:00,27.19,-53.20,7.71,,,,,,
224,04/04/2025 14:10:00,27.23,-53.27,7.71,,,,,,
225,04/04/2025 14:20:00,27.26,-52.63,7.70,,,,,,
226,04/04/2025 14:30:00,27.26,-52.31,7.70,,,,,,
227,04/04/2025 14:40:00,27.28,-52.50,7.70,,,,,,
228,04/04/2025 14:50:00,27.31,-52.78,7.71,,,,,,
229,04/04/2025 15:00:00,27.31,-52.74,7.70,,,,,,
230,04/04/2025 15:10:00,27.33,-52.14,7.69,,,,,,
231,04/04/2025 15:20:00,27.36,-52.08,7.69,,,,,,
232,04/04/2025 15:30:00,27.33,-51.50,7.68,,,,,,
233,04/04/2025 15:40:00,27.33,-50.99,7.67,,,,,,
234,04/04/2025 15:50:00,27.31,-51.56,7.68,,,,,,
235,04/04/2025 16:00:00,27.26,-51.49,7.68,,,,,,
236,04/04/2025 16:10:00,27.28,-51.52,7.68,,,,,,
237,04/04/2025 16:20:00,27.23,-51.13,7.67,,,,,,
238,04/04/2025 16:30:00,27.23,-50.58,7.66,,,,,,
239,04/04/2025 16:40:00,27.19,-50.30,7.66,,,,,,
240,04/04/2025 16:50:00,27.16,-49.52,7.64,,,,,,
241,04/04/2025 17:00:00,27.11,-48.77,7.63,,,,,,
242,04/04/2025 17:10:00,27.09,-48.53,7.62,,,,,,
243,04/04/2025 17:20:00,27.06,-48.44,7.62,,,,,,
244,04/04/2025 17:30:00,27.04,-48.10,7.62,,,,,,
245,04/04/2025 17:40:00,27.01,-48.06,7.62,,,,,,
246,04/04/2025 17:50:00,26.94,-47.66,7.61,,,,,,
247,04/04/2025 18:00:00,26.94,-47.02,7.60,,,,,,
248,04/04/2025 18:10:00,26.89,-46.31,7.58,,,,,,
249,04/04/2025 18:20:00,26.84,-46.02,7.58,,,,,,
250,04/04/2025 18:30:00,26.82,-45.05,7.56,,,,,,
251,04/04/2025 18:40:00,26.77,-43.95,7.54,,,,,,
252,04/04/2025 18:50:00,26.72,-43.56,7.53,,,,,,
253,04/04/2025 19:00:00,26.65,-44.10,7.54,,,,,,
254,04/04/2025 19:10:00,26.62,-43.91,7.54,,,,,,
255,04/04/2025 19:20:00,26.62,-43.35,7.53,,,,,,
256,04/04/2025 19:30:00,26.55,-42.14,7.50,,,,,,
257,04/04/2025 19:40:00,26.52,-41.74,7.50,,,,,,
258,04/04/2025 19:50:00,26.45,-42.38,7.51,,,,,,
259,04/04/2025 20:00:00,26.40,-42.74,7.51,,,,,,
260,04/04/2025 20:10:00,26.38,-42.24,7.51,,,,,,
261,04/04/2025 20:20:00,26.33,-42.35,7.51,,,,,,
262,04/04/2025 20:30:00,26.28,-42.05,7.50,,,,,,
263,04/04/2025 20:40:00,26.23,-42.24,7.51,,,,,,
264,04/04/2025 20:50:00,26.21,-42.50,7.51,,,,,,
265,04/04/2025 21:00:00,26.13,-42.39,7.51,,,,,,
266,04/04/2025 21:10:00,26.08,-42.41,7.51,,,,,,
267,04/04/2025 21:20:00,26.04,-42.14,7.50,,,,,,
268,04/04/2025 21:30:00,25.94,-41.66,7.49,,,,,,
269,04/04/2025 21:40:00,25.91,-41.44,7.49,,,,,,
270,04/04/2025 21:50:00,25.89,-41.80,7.50,,,,,,
271,04/04/2025 22:00:00,25.87,-41.60,7.49,,,,,,
272,04/04/2025 22:10:00,25.82,-41.60,7.49,,,,,,
273,04/04/2025 22:20:00,25.77,-41.45,7.49,,,,,,
274,04/04/2025 22:30:00,25.70,-42.16,7.50,,,,,,
275,04/04/2025 22:40:00,25.67,-41.66,7.50,,,,,,
276,04/04/2025 22:50:00,25.65,-42.19,7.51,,,,,,
277,04/04/2025 23:00:00,25.62,-41.36,7.49,,,,,,
278,04/04/2025 23:10:00,25.57,-40.99,7.48,,,,,,
279,04/04/2025 23:20:00,25.55,-40.75,7.48,,,,,,
280,04/04/2025 23:30:00,25.53,-40.25,7.47,,,,,,
281,04/04/2025 23:40:00,25.55,-40.28,7.47,,,,,,
282,04/04/2025 23:50:00,25.53,-39.86,7.46,,,,,,
283,04/05/2025 00:00:00,25.53,-39.66,7.46,,,,,,
284,04/05/2025 00:10:00,25.48,-39.47,7.45,,,,,,
285,04/05/2025 00:20:00,25.45,-39.52,7.45,,,,,,
286,04/05/2025 00:30:00,25.43,-39.38,7.45,,,,,,
287,04/05/2025 00:40:00,25.36,-39.31,7.45,,,,,,
288,04/05/2025 00:50:00,25.31,-39.72,7.46,,,,,,
289,04/05/2025 01:00:00,25.28,-39.91,7.46,,,,,,
290,04/05/2025 01:10:00,25.21,-40.20,7.47,,,,,,
291,04/05/2025 01:20:00,25.21,-39.67,7.46,,,,,,
292,04/05/2025 01:30:00,25.14,-39.63,7.46,,,,,,
293,04/05/2025 01:40:00,25.09,-38.99,7.44,,,,,,
294,04/05/2025 01:50:00,25.09,-38.49,7.44,,,,,,
295,04/05/2025 02:00:00,25.06,-38.74,7.44,,,,,,
296,04/05/2025 02:10:00,25.04,-38.78,7.44,,,,,,
297,04/05/2025 02:20:00,25.02,-39.00,7.45,,,,,,
298,04/05/2025 02:30:00,25.02,-38.50,7.44,,,,,,
299,04/05/2025 02:40:00,24.99,-38.56,7.44,,,,,,
300,04/05/2025 02:50:00,24.94,-38.27,7.43,,,,,,
301,04/05/2025 03:00:00,24.94,-38.22,7.43,,,,,,
302,04/05/2025 03:10:00,24.90,-38.47,7.44,,,,,,
303,04/05/2025 03:20:00,24.90,-38.50,7.44,,,,,,
304,04/05/2025 03:30:00,24.87,-38.00,7.43,,,,,,
305,04/05/2025 03:40:00,24.85,-37.67,7.42,,,,,,
306,04/05/2025 03:50:00,24.82,-37.91,7.42,,,,,,
307,04/05/2025 04:00:00,24.80,-37.99,7.43,,,,,,
308,04/05/2025 04:10:00,24.77,-38.02,7.43,,,,,,
309,04/05/2025 04:20:00,24.73,-37.97,7.43,,,,,,
310,04/05/2025 04:30:00,24.70,-37.74,7.42,,,,,,
311,04/05/2025 04:40:00,24.68,-37.70,7.42,,,,,,
312,04/05/2025 04:50:00,24.63,-37.80,7.42,,,,,,
313,04/05/2025 05:00:00,24.60,-37.42,7.42,,,,,,
314,04/05/2025 05:10:00,24.58,-37.52,7.42,,,,,,
315,04/05/2025 05:20:00,24.53,-37.77,7.42,,,,,,
316,04/05/2025 05:30:00,24.48,-38.09,7.43,,,,,,
317,04/05/2025 05:40:00,24.46,-38.08,7.43,,,,,,
318,04/05/2025 05:50:00,24.44,-38.17,7.43,,,,,,
319,04/05/2025 06:00:00,24.41,-38.16,7.43,,,,,,
320,04/05/2025 06:10:00,24.39,-38.03,7.43,,,,,,
321,04/05/2025 06:20:00,24.39,-37.81,7.42,,,,,,
322,04/05/2025 06:30:00,24.34,-38.58,7.44,,,,,,
323,04/05/2025 06:40:00,24.32,-38.08,7.43,,,,,,
324,04/05/2025 06:50:00,24.27,-38.34,7.43,,,,,,
325,04/05/2025 07:00:00,24.27,-38.36,7.43,,,,,,
326,04/05/2025 07:10:00,24.27,-38.22,7.43,,,,,,
327,04/05/2025 07:20:00,24.27,-38.11,7.43,,,,,,
328,04/05/2025 07:30:00,24.27,-38.30,7.43,,,,,,
329,04/05/2025 07:40:00,24.27,-38.89,7.44,,,,,,
330,04/05/2025 07:50:00,24.27,-39.09,7.45,,,,,,
331,04/05/2025 08:00:00,24.27,-39.42,7.45,,,,,,
332,04/05/2025 08:10:00,24.27,-39.28,7.45,,,,,,
333,04/05/2025 08:20:00,24.39,-40.17,7.47,,,,,,
334,04/05/2025 08:30:00,24.48,-41.10,7.49,,,,,,
335,04/05/2025 08:40:00,24.60,-41.69,7.50,,,,,,
336,04/05/2025 08:50:00,24.70,-42.97,7.52,,,,,,
337,04/05/2025 09:00:00,24.68,-43.91,7.54,,,,,,
338,04/05/2025 09:10:00,24.82,-45.24,7.57,,,,,,
339,04/05/2025 09:20:00,24.92,-46.20,7.58,,,,,,
340,04/05/2025 09:30:00,25.02,-47.20,7.60,,,,,,
341,04/05/2025 09:40:00,25.06,-47.60,7.61,,,,,,
342,04/05/2025 09:50:00,25.14,-47.60,7.61,,,,,,
343,04/05/2025 10:00:00,25.23,-48.60,7.63,,,,,,
344,04/05/2025 10:10:00,25.36,-49.45,7.65,,,,,,
345,04/05/2025 10:20:00,25.45,-50.50,7.67,,,,,,
346,04/05/2025 10:30:00,25.55,-51.72,7.69,,,,,,
347,04/05/2025 10:40:00,25.74,-53.86,7.73,,,,,,
348,04/05/2025 10:50:00,25.89,-55.14,7.75,,,,,,
349,04/05/2025 11:00:00,26.01,-55.97,7.77,,,,,,
350,04/05/2025 11:10:00,26.11,-56.60,7.78,,,,,,
351,04/05/2025 11:20:00,26.08,-55.66,7.76,,,,,,
352,04/05/2025 11:30:00,26.16,-53.99,7.73,,,,,,
353,04/05/2025 11:40:00,26.33,-54.67,7.74,,,,,,
354,04/05/2025 11:50:00,26.35,-56.20,7.77,,,,,,
355,04/05/2025 12:00:00,26.40,-56.60,7.78,,,,,,
356,04/05/2025 12:10:00,26.45,-58.31,7.81,,,,,,
357,04/05/2025 12:20:00,26.60,-59.89,7.84,,,,,,
358,04/05/2025 12:30:00,26.67,-61.38,7.87,,,,,,
359,04/05/2025 12:40:00,26.84,-61.17,7.87,,,,,,
360,04/05/2025 12:50:00,26.92,-62.96,7.90,,,,,,
361,04/05/2025 13:00:00,27.16,-65.39,7.95,,,,,,
362,04/05/2025 13:10:00,27.23,-64.28,7.92,,,,,,
363,04/05/2025 13:20:00,27.31,-63.50,7.91,,,,,,
364,04/05/2025 13:30:00,27.41,-62.10,7.88,,,,,,
365,04/05/2025 13:40:00,27.53,-64.41,7.93,,,,,,
366,04/05/2025 13:50:00,27.65,-64.96,7.94,,,,,,
367,04/05/2025 14:00:00,27.73,-65.67,7.95,,,,,,
368,04/05/2025 14:10:00,27.83,-64.94,7.94,,,,,,
369,04/05/2025 14:20:00,27.85,-65.58,7.95,,,,,,
370,04/05/2025 14:30:00,27.95,-66.53,7.97,,,,,,
371,04/05/2025 14:40:00,27.97,-62.00,7.88,,,,,,
372,04/05/2025 14:50:00,28.05,-62.52,7.89,,,,,,
373,04/05/2025 15:00:00,28.07,-63.75,7.91,,,,,,
374,04/05/2025 15:10:00,28.10,-60.78,7.86,,,,,,
375,04/05/2025 15:20:00,28.10,-57.38,7.79,,,,,,
376,04/05/2025 15:30:00,28.17,-55.74,7.76,,,,,,
377,04/05/2025 15:40:00,28.17,-54.64,7.74,,,,,,
378,04/05/2025 15:50:00,28.15,-54.36,7.73,,,,,,
379,04/05/2025 16:00:00,28.15,-55.28,7.75,,,,,,
380,04/05/2025 16:10:00,28.15,-55.33,7.75,,,,,,
381,04/05/2025 16:20:00,28.12,-56.06,7.77,,,,,,
382,04/05/2025 16:30:00,28.15,-55.77,7.76,,,,,,
383,04/05/2025 16:40:00,28.12,-54.38,7.73,,,,,,
384,04/05/2025 16:50:00,28.07,-53.53,7.72,,,,,,
385,04/05/2025 17:00:00,28.02,-53.61,7.72,,,,,,
386,04/05/2025 17:10:00,27.97,-53.70,7.72,,,,,,
387,04/05/2025 17:20:00,27.92,-53.70,7.72,,,,,,
388,04/05/2025 17:30:00,27.90,-53.86,7.72,,,,,,
389,04/05/2025 17:40:00,27.83,-53.55,7.72,,,,,,
390,04/05/2025 17:50:00,27.75,-53.49,7.72,,,,,,
391,04/05/2025 18:00:00,27.73,-52.70,7.70,,,,,,
392,04/05/2025 18:10:00,27.70,-52.27,7.69,,,,,,
393,04/05/2025 18:20:00,27.65,-51.60,7.68,,,,,,
394,04/05/2025 18:30:00,27.58,-51.06,7.67,,,,,,
395,04/05/2025 18:40:00,27.55,-50.02,7.65,,,,,,
396,04/05/2025 18:50:00,27.51,-49.24,7.64,,,,,,
397,04/05/2025 19:00:00,27.46,-49.00,7.63,,,,,,
398,04/05/2025 19:10:00,27.38,-48.13,7.62,,,,,,
399,04/05/2025 19:20:00,27.31,-47.31,7.60,,,,,,
400,04/05/2025 19:30:00,27.26,-46.92,7.59,,,,,,
401,04/05/2025 19:40:00,27.19,-46.88,7.59,,,,,,
402,04/05/2025 19:50:00,27.14,-45.72,7.57,,,,,,
403,04/05/2025 20:00:00,27.09,-44.95,7.56,,,,,,
404,04/05/2025 20:10:00,27.04,-45.10,7.56,,,,,,
405,04/05/2025 20:20:00,26.96,-45.20,7.56,,,,,,
406,04/05/2025 20:30:00,26.92,-44.97,7.56,,,,,,
407,04/05/2025 20:40:00,26.84,-45.19,7.56,,,,,,
408,04/05/2025 20:50:00,26.82,-44.81,7.55,,,,,,
409,04/05/2025 21:00:00,26.77,-44.05,7.54,,,,,,
