"Plot Title: 20970108"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20970108, SEN S/N: 20970108)","Coupler Detached (LGR S/N: 20970108)","End Of File (LGR S/N: 20970108)"
257,04/04/25 07:40:00 PM,26.671,,
258,04/04/25 07:50:00 PM,26.646,,
259,04/04/25 08:00:00 PM,26.598,,
260,04/04/25 08:10:00 PM,26.549,,
261,04/04/25 08:20:00 PM,26.500,,
262,04/04/25 08:30:00 PM,26.475,,
263,04/04/25 08:40:00 PM,26.451,,
264,04/04/25 08:50:00 PM,26.426,,
265,04/04/25 09:00:00 PM,26.402,,
266,04/04/25 09:10:00 PM,26.353,,
267,04/04/25 09:20:00 PM,26.280,,
268,04/04/25 09:30:00 PM,26.256,,
269,04/04/25 09:40:00 PM,26.231,,
270,04/04/25 09:50:00 PM,26.182,,
271,04/04/25 10:00:00 PM,26.182,,
272,04/04/25 10:10:00 PM,26.158,,
273,04/04/25 10:20:00 PM,26.134,,
274,04/04/25 10:30:00 PM,26.085,,
275,04/04/25 10:40:00 PM,26.061,,
276,04/04/25 10:50:00 PM,26.036,,
277,04/04/25 11:00:00 PM,26.012,,
278,04/04/25 11:10:00 PM,25.987,,
279,04/04/25 11:20:00 PM,25.963,,
280,04/04/25 11:30:00 PM,25.939,,
281,04/04/25 11:40:00 PM,25.939,,
282,04/04/25 11:50:00 PM,25.914,,
283,04/05/25 12:00:00 AM,25.890,,
284,04/05/25 12:10:00 AM,25.866,,
285,04/05/25 12:20:00 AM,25.866,,
286,04/05/25 12:30:00 AM,25.841,,
287,04/05/25 12:40:00 AM,25.793,,
288,04/05/25 12:50:00 AM,25.768,,
289,04/05/25 01:00:00 AM,25.720,,
290,04/05/25 01:10:00 AM,25.720,,
291,04/05/25 01:20:00 AM,25.671,,
292,04/05/25 01:30:00 AM,25.647,,
293,04/05/25 01:40:00 AM,25.623,,
294,04/05/25 01:50:00 AM,25.574,,
295,04/05/25 02:00:00 AM,25.574,,
296,04/05/25 02:10:00 AM,25.550,,
297,04/05/25 02:20:00 AM,25.525,,
298,04/05/25 02:30:00 AM,25.501,,
299,04/05/25 02:40:00 AM,25.477,,
300,04/05/25 02:50:00 AM,25.477,,
301,04/05/25 03:00:00 AM,25.453,,
302,04/05/25 03:10:00 AM,25.428,,
303,04/05/25 03:20:00 AM,25.404,,
304,04/05/25 03:30:00 AM,25.380,,
305,04/05/25 03:40:00 AM,25.355,,
306,04/05/25 03:50:00 AM,25.331,,
307,04/05/25 04:00:00 AM,25.307,,
308,04/05/25 04:10:00 AM,25.283,,
309,04/05/25 04:20:00 AM,25.258,,
310,04/05/25 04:30:00 AM,25.234,,
311,04/05/25 04:40:00 AM,25.210,,
312,04/05/25 04:50:00 AM,25.186,,
313,04/05/25 05:00:00 AM,25.137,,
314,04/05/25 05:10:00 AM,25.113,,
315,04/05/25 05:20:00 AM,25.089,,
316,04/05/25 05:30:00 AM,25.040,,
317,04/05/25 05:40:00 AM,25.016,,
318,04/05/25 05:50:00 AM,24.992,,
319,04/05/25 06:00:00 AM,24.944,,
320,04/05/25 06:10:00 AM,24.919,,
321,04/05/25 06:20:00 AM,24.895,,
322,04/05/25 06:30:00 AM,24.871,,
323,04/05/25 06:40:00 AM,24.847,,
324,04/05/25 06:50:00 AM,24.823,,
325,04/05/25 07:00:00 AM,24.798,,
326,04/05/25 07:10:00 AM,24.798,,
327,04/05/25 07:20:00 AM,24.798,,
328,04/05/25 07:30:00 AM,24.798,,
329,04/05/25 07:40:00 AM,24.798,,
330,04/05/25 07:50:00 AM,24.774,,
331,04/05/25 08:00:00 AM,24.774,,
332,04/05/25 08:10:00 AM,24.774,,
333,04/05/25 08:20:00 AM,24.774,,
334,04/05/25 08:30:00 AM,24.798,,
335,04/05/25 08:40:00 AM,24.847,,
336,04/05/25 08:50:00 AM,24.871,,
337,04/05/25 09:00:00 AM,24.895,,
338,04/05/25 09:10:00 AM,24.919,,
339,04/05/25 09:20:00 AM,24.992,,
340,04/05/25 09:30:00 AM,25.040,,
341,04/05/25 09:40:00 AM,25.113,,
342,04/05/25 09:50:00 AM,25.186,,
343,04/05/25 10:00:00 AM,25.258,,
344,04/05/25 10:10:00 AM,25.380,,
345,04/05/25 10:20:00 AM,25.453,,
346,04/05/25 10:30:00 AM,25.574,,
347,04/05/25 10:40:00 AM,25.671,,
348,04/05/25 10:50:00 AM,25.768,,
349,04/05/25 11:00:00 AM,25.866,,
350,04/05/25 11:10:00 AM,25.963,,
351,04/05/25 11:20:00 AM,26.036,,
352,04/05/25 11:30:00 AM,26.085,,
353,04/05/25 11:40:00 AM,26.061,,
354,04/05/25 11:50:00 AM,26.158,,
355,04/05/25 12:00:00 PM,26.256,,
356,04/05/25 12:10:00 PM,26.353,,
357,04/05/25 12:20:00 PM,26.426,,
358,04/05/25 12:30:00 PM,26.549,,
359,04/05/25 12:40:00 PM,26.646,,
360,04/05/25 12:50:00 PM,26.671,,
361,04/05/25 01:00:00 PM,26.793,,
362,04/05/25 01:10:00 PM,26.940,,
363,04/05/25 01:20:00 PM,27.038,,
364,04/05/25 01:30:00 PM,27.063,,
365,04/05/25 01:40:00 PM,27.087,,
366,04/05/25 01:50:00 PM,27.210,,
367,04/05/25 02:00:00 PM,27.284,,
368,04/05/25 02:10:00 PM,27.333,,
369,04/05/25 02:20:00 PM,27.407,,
370,04/05/25 02:30:00 PM,27.431,,
371,04/05/25 02:40:00 PM,27.481,,
372,04/05/25 02:50:00 PM,27.456,,
373,04/05/25 03:00:00 PM,27.456,,
374,04/05/25 03:10:00 PM,27.456,,
375,04/05/25 03:20:00 PM,27.456,,
376,04/05/25 03:30:00 PM,27.456,,
377,04/05/25 03:40:00 PM,27.481,,
378,04/05/25 03:50:00 PM,27.505,,
379,04/05/25 04:00:00 PM,27.530,,
380,04/05/25 04:10:00 PM,27.579,,
381,04/05/25 04:20:00 PM,27.579,,
382,04/05/25 04:30:00 PM,27.604,,
383,04/05/25 04:40:00 PM,27.628,,
384,04/05/25 04:50:00 PM,27.628,,
385,04/05/25 05:00:00 PM,27.628,,
386,04/05/25 05:10:00 PM,27.604,,
387,04/05/25 05:20:00 PM,27.604,,
388,04/05/25 05:30:00 PM,27.579,,
389,04/05/25 05:40:00 PM,27.579,,
390,04/05/25 05:50:00 PM,27.554,,
391,04/05/25 06:00:00 PM,27.554,,
392,04/05/25 06:10:00 PM,27.530,,
393,04/05/25 06:20:00 PM,27.505,,
394,04/05/25 06:30:00 PM,27.481,,
395,04/05/25 06:40:00 PM,27.431,,
396,04/05/25 06:50:00 PM,27.407,,
397,04/05/25 07:00:00 PM,27.382,,
398,04/05/25 07:10:00 PM,27.333,,
399,04/05/25 07:20:00 PM,27.308,,
400,04/05/25 07:30:00 PM,27.259,,
401,04/05/25 07:40:00 PM,27.235,,
402,04/05/25 07:50:00 PM,27.186,,
403,04/05/25 08:00:00 PM,27.136,,
404,04/05/25 08:10:00 PM,27.112,,
405,04/05/25 08:20:00 PM,27.038,,
406,04/05/25 08:30:00 PM,27.014,,
407,04/05/25 08:40:00 PM,26.965,,
408,04/05/25 08:50:00 PM,26.940,,
409,04/05/25 09:00:00 PM,26.891,,
410,04/05/25 09:10:00 PM,26.867,,
411,04/05/25 09:20:00 PM,26.842,,
412,04/05/25 09:30:00 PM,26.793,,
413,04/05/25 09:40:00 PM,26.769,,
414,04/05/25 09:50:00 PM,26.720,,
415,04/05/25 10:00:00 PM,26.695,,
416,04/05/25 10:10:00 PM,26.646,,
417,04/05/25 10:20:00 PM,26.598,,
418,04/05/25 10:30:00 PM,26.549,,
419,04/05/25 10:40:00 PM,26.500,,
420,04/05/25 10:50:00 PM,26.451,,
421,04/05/25 11:00:00 PM,26.426,,
422,04/05/25 11:10:00 PM,26.353,,
423,04/05/25 11:20:00 PM,26.304,,
424,04/05/25 11:30:00 PM,26.256,,
425,04/05/25 11:40:00 PM,26.231,,
426,04/05/25 11:50:00 PM,26.207,,
427,04/06/25 12:00:00 AM,26.158,,
428,04/06/25 12:10:00 AM,26.158,,
429,04/06/25 12:20:00 AM,26.109,,
430,04/06/25 12:30:00 AM,26.061,,
431,04/06/25 12:40:00 AM,26.036,,
432,04/06/25 12:50:00 AM,26.012,,
433,04/06/25 01:00:00 AM,25.963,,
434,04/06/25 01:10:00 AM,25.939,,
435,04/06/25 01:20:00 AM,25.914,,
436,04/06/25 01:30:00 AM,25.866,,
437,04/06/25 01:40:00 AM,25.817,,
438,04/06/25 01:50:00 AM,25.768,,
439,04/06/25 02:00:00 AM,25.744,,
440,04/06/25 02:10:00 AM,25.720,,
441,04/06/25 02:20:00 AM,25.695,,
442,04/06/25 02:30:00 AM,25.671,,
443,04/06/25 02:40:00 AM,25.623,,
444,04/06/25 02:50:00 AM,25.598,,
445,04/06/25 03:00:00 AM,25.574,,
446,04/06/25 03:10:00 AM,25.550,,
447,04/06/25 03:20:00 AM,25.550,,
448,04/06/25 03:30:00 AM,25.501,,
449,04/06/25 03:40:00 AM,25.477,,
450,04/06/25 03:50:00 AM,25.477,,
451,04/06/25 04:00:00 AM,25.428,,
452,04/06/25 04:10:00 AM,25.404,,
453,04/06/25 04:20:00 AM,25.404,,
454,04/06/25 04:30:00 AM,25.380,,
455,04/06/25 04:40:00 AM,25.355,,
456,04/06/25 04:50:00 AM,25.331,,
457,04/06/25 05:00:00 AM,25.307,,
458,04/06/25 05:10:00 AM,25.283,,
459,04/06/25 05:20:00 AM,25.258,,
460,04/06/25 05:30:00 AM,25.234,,
461,04/06/25 05:40:00 AM,25.186,,
462,04/06/25 05:50:00 AM,25.162,,
463,04/06/25 06:00:00 AM,25.162,,
464,04/06/25 06:10:00 AM,25.137,,
465,04/06/25 06:20:00 AM,25.113,,
466,04/06/25 06:30:00 AM,25.040,,
467,04/06/25 06:40:00 AM,25.016,,
468,04/06/25 06:50:00 AM,24.992,,
469,04/06/25 07:00:00 AM,24.992,,
470,04/06/25 07:10:00 AM,24.992,,
471,04/06/25 07:20:00 AM,24.992,,
472,04/06/25 07:30:00 AM,24.992,,
473,04/06/25 07:40:00 AM,24.992,,
474,04/06/25 07:50:00 AM,24.992,,
475,04/06/25 08:00:00 AM,24.944,,
476,04/06/25 08:10:00 AM,24.944,,
477,04/06/25 08:20:00 AM,24.944,,
478,04/06/25 08:30:00 AM,25.040,,
479,04/06/25 08:40:00 AM,25.040,,
480,04/06/25 08:50:00 AM,25.089,,
481,04/06/25 09:00:00 AM,25.162,,
482,04/06/25 09:10:00 AM,25.210,,
483,04/06/25 09:20:00 AM,25.258,,
484,04/06/25 09:30:00 AM,25.380,,
485,04/06/25 09:40:00 AM,25.428,,
486,04/06/25 09:50:00 AM,25.525,,
487,04/06/25 10:00:00 AM,25.671,,
488,04/06/25 10:10:00 AM,25.720,,
489,04/06/25 10:20:00 AM,25.817,,
490,04/06/25 10:30:00 AM,25.914,,
491,04/06/25 10:40:00 AM,26.036,,
492,04/06/25 10:50:00 AM,26.109,,
493,04/06/25 11:00:00 AM,26.207,,
494,04/06/25 11:10:00 AM,26.353,,
495,04/06/25 11:20:00 AM,26.500,,
496,04/06/25 11:30:00 AM,26.598,,
497,04/06/25 11:40:00 AM,26.695,,
498,04/06/25 11:50:00 AM,26.818,,
499,04/06/25 12:00:00 PM,26.867,,
500,04/06/25 12:10:00 PM,26.989,,
501,04/06/25 12:20:00 PM,27.063,,
502,04/06/25 12:30:00 PM,27.186,,
503,04/06/25 12:40:00 PM,27.284,,
504,04/06/25 12:50:00 PM,27.407,,
505,04/06/25 01:00:00 PM,27.554,,
506,04/06/25 01:10:00 PM,27.677,,
507,04/06/25 01:20:00 PM,27.702,,
508,04/06/25 01:30:00 PM,27.727,,
509,04/06/25 01:40:00 PM,27.875,,
510,04/06/25 01:50:00 PM,27.949,,
511,04/06/25 02:00:00 PM,28.048,,
512,04/06/25 02:10:00 PM,28.072,,
513,04/06/25 02:20:00 PM,28.122,,
514,04/06/25 02:30:00 PM,28.097,,
515,04/06/25 02:40:00 PM,28.023,,
516,04/06/25 02:50:00 PM,27.974,,
517,04/06/25 03:00:00 PM,27.924,,
518,04/06/25 03:10:00 PM,27.924,,
519,04/06/25 03:20:00 PM,27.924,,
520,04/06/25 03:30:00 PM,27.850,,
521,04/06/25 03:40:00 PM,27.850,,
522,04/06/25 03:50:00 PM,27.850,,
523,04/06/25 04:00:00 PM,27.875,,
524,04/06/25 04:10:00 PM,27.924,,
525,04/06/25 04:20:00 PM,27.949,,
526,04/06/25 04:30:00 PM,27.949,,
527,04/06/25 04:40:00 PM,27.949,,
528,04/06/25 04:50:00 PM,27.924,,
529,04/06/25 05:00:00 PM,27.875,,
530,04/06/25 05:10:00 PM,27.850,,
531,04/06/25 05:20:00 PM,27.825,,
532,04/06/25 05:30:00 PM,27.825,,
533,04/06/25 05:40:00 PM,27.801,,
534,04/06/25 05:50:00 PM,27.776,,
535,04/06/25 06:00:00 PM,27.727,,
536,04/06/25 06:10:00 PM,27.677,,
537,04/06/25 06:20:00 PM,27.653,,
538,04/06/25 06:30:00 PM,27.604,,
539,04/06/25 06:40:00 PM,27.530,,
540,04/06/25 06:50:00 PM,27.481,,
541,04/06/25 07:00:00 PM,27.456,,
542,04/06/25 07:10:00 PM,27.407,,
543,04/06/25 07:20:00 PM,27.358,,
544,04/06/25 07:30:00 PM,27.333,,
545,04/06/25 07:40:00 PM,27.284,,
546,04/06/25 07:50:00 PM,27.235,,
547,04/06/25 08:00:00 PM,27.210,,
548,04/06/25 08:10:00 PM,27.161,,
549,04/06/25 08:20:00 PM,27.136,,
550,04/06/25 08:30:00 PM,27.087,,
551,04/06/25 08:40:00 PM,27.038,,
552,04/06/25 08:50:00 PM,27.014,,
553,04/06/25 09:00:00 PM,26.989,,
554,04/06/25 09:10:00 PM,26.940,,
555,04/06/25 09:20:00 PM,26.867,,
556,04/06/25 09:30:00 PM,26.818,,
557,04/06/25 09:40:00 PM,26.769,,
558,04/06/25 09:50:00 PM,26.744,,
559,04/06/25 10:00:00 PM,26.720,,
560,04/06/25 10:10:00 PM,26.671,,
561,04/06/25 10:20:00 PM,26.646,,
562,04/06/25 10:30:00 PM,26.598,,
563,04/06/25 10:40:00 PM,26.573,,
564,04/06/25 10:50:00 PM,26.549,,
565,04/06/25 11:00:00 PM,26.500,,
566,04/06/25 11:10:00 PM,26.475,,
567,04/06/25 11:20:00 PM,26.451,,
568,04/06/25 11:30:00 PM,26.426,,
569,04/06/25 11:40:00 PM,26.402,,
570,04/06/25 11:50:00 PM,26.353,,
571,04/07/25 12:00:00 AM,26.329,,
572,04/07/25 12:10:00 AM,26.304,,
573,04/07/25 12:20:00 AM,26.256,,
574,04/07/25 12:30:00 AM,26.231,,
575,04/07/25 12:40:00 AM,26.182,,
576,04/07/25 12:50:00 AM,26.158,,
577,04/07/25 01:00:00 AM,26.109,,
578,04/07/25 01:10:00 AM,26.085,,
579,04/07/25 01:20:00 AM,26.061,,
580,04/07/25 01:30:00 AM,26.036,,
581,04/07/25 01:40:00 AM,26.012,,
582,04/07/25 01:50:00 AM,25.987,,
583,04/07/25 02:00:00 AM,25.963,,
584,04/07/25 02:10:00 AM,25.914,,
585,04/07/25 02:20:00 AM,25.890,,
586,04/07/25 02:30:00 AM,25.866,,
587,04/07/25 02:40:00 AM,25.817,,
588,04/07/25 02:50:00 AM,25.793,,
589,04/07/25 03:00:00 AM,25.768,,
590,04/07/25 03:10:00 AM,25.720,,
591,04/07/25 03:20:00 AM,25.671,,
592,04/07/25 03:30:00 AM,25.647,,
593,04/07/25 03:40:00 AM,25.623,,
594,04/07/25 03:50:00 AM,25.574,,
595,04/07/25 04:00:00 AM,25.550,,
596,04/07/25 04:10:00 AM,25.501,,
597,04/07/25 04:20:00 AM,25.453,,
598,04/07/25 04:30:00 AM,25.428,,
599,04/07/25 04:40:00 AM,25.404,,
