"Plot Title: 21446085"
"#","Date Time, GMT-10:00","DO conc, mg/L (LGR S/N: 21446085, SEN S/N: 21446085)","Temp, °C (LGR S/N: 21446085, SEN S/N: 21446085)","Coupler Attached (LGR S/N: 21446085)","Host Connected (LGR S/N: 21446085)","Coupler Detached (LGR S/N: 21446085)","Stopped (LGR S/N: 21446085)","End Of File (LGR S/N: 21446085)"
111,02/01/24 19:20:00,-0.03,24.32,,,,,
112,02/01/24 19:30:00,-0.03,24.30,,,,,
113,02/01/24 19:40:00,-0.03,24.28,,,,,
114,02/01/24 19:50:00,-0.03,24.28,,,,,
115,02/01/24 20:00:00,-0.03,24.26,,,,,
116,02/01/24 20:10:00,-0.03,24.24,,,,,
117,02/01/24 20:20:00,-0.03,24.22,,,,,
118,02/01/24 20:30:00,-0.03,24.20,,,,,
119,02/01/24 20:40:00,-0.03,24.18,,,,,
120,02/01/24 20:50:00,-0.03,24.18,,,,,
121,02/01/24 21:00:00,-0.03,24.16,,,,,
122,02/01/24 21:10:00,-0.03,24.14,,,,,
123,02/01/24 21:20:00,-0.03,24.12,,,,,
124,02/01/24 21:30:00,-0.03,24.12,,,,,
125,02/01/24 21:40:00,-0.03,24.10,,,,,
126,02/01/24 21:50:00,-0.03,24.08,,,,,
127,02/01/24 22:00:00,-0.03,24.06,,,,,
128,02/01/24 22:10:00,-0.03,24.04,,,,,
129,02/01/24 22:20:00,-0.03,24.04,,,,,
130,02/01/24 22:30:00,-0.03,24.02,,,,,
131,02/01/24 22:40:00,-0.03,24.00,,,,,
132,02/01/24 22:50:00,-0.03,23.98,,,,,
133,02/01/24 23:00:00,-0.03,23.96,,,,,
134,02/01/24 23:10:00,-0.03,23.94,,,,,
135,02/01/24 23:20:00,-0.03,23.92,,,,,
136,02/01/24 23:30:00,-0.03,23.90,,,,,
137,02/01/24 23:40:00,-0.03,23.88,,,,,
138,02/01/24 23:50:00,-0.03,23.86,,,,,
139,02/02/24 00:00:00,-0.03,23.84,,,,,
140,02/02/24 00:10:00,-0.03,23.82,,,,,
141,02/02/24 00:20:00,-0.03,23.80,,,,,
142,02/02/24 00:30:00,-0.03,23.78,,,,,
143,02/02/24 00:40:00,-0.03,23.76,,,,,
144,02/02/24 00:50:00,-0.03,23.74,,,,,
145,02/02/24 01:00:00,-0.03,23.74,,,,,
146,02/02/24 01:10:00,-0.03,23.72,,,,,
147,02/02/24 01:20:00,-0.03,23.70,,,,,
148,02/02/24 01:30:00,-0.03,23.68,,,,,
149,02/02/24 01:40:00,-0.03,23.66,,,,,
150,02/02/24 01:50:00,-0.03,23.64,,,,,
151,02/02/24 02:00:00,-0.03,23.62,,,,,
152,02/02/24 02:10:00,-0.03,23.60,,,,,
153,02/02/24 02:20:00,-0.03,23.58,,,,,
154,02/02/24 02:30:00,-0.03,23.58,,,,,
155,02/02/24 02:40:00,-0.03,23.56,,,,,
156,02/02/24 02:50:00,-0.03,23.54,,,,,
157,02/02/24 03:00:00,-0.03,23.54,,,,,
158,02/02/24 03:10:00,-0.03,23.52,,,,,
159,02/02/24 03:20:00,-0.03,23.50,,,,,
160,02/02/24 03:30:00,-0.03,23.48,,,,,
161,02/02/24 03:40:00,-0.03,23.48,,,,,
162,02/02/24 03:50:00,-0.03,23.46,,,,,
163,02/02/24 04:00:00,-0.03,23.44,,,,,
164,02/02/24 04:10:00,-0.03,23.44,,,,,
165,02/02/24 04:20:00,-0.03,23.40,,,,,
166,02/02/24 04:30:00,-0.03,23.38,,,,,
167,02/02/24 04:40:00,-0.03,23.36,,,,,
168,02/02/24 04:50:00,-0.03,23.34,,,,,
169,02/02/24 05:00:00,-0.03,23.34,,,,,
170,02/02/24 05:10:00,-0.03,23.32,,,,,
171,02/02/24 05:20:00,-0.03,23.30,,,,,
172,02/02/24 05:30:00,-0.03,23.26,,,,,
173,02/02/24 05:40:00,-0.03,23.24,,,,,
174,02/02/24 05:50:00,-0.03,23.20,,,,,
175,02/02/24 06:00:00,-0.03,23.20,,,,,
176,02/02/24 06:10:00,-0.03,23.18,,,,,
177,02/02/24 06:20:00,-0.03,23.14,,,,,
178,02/02/24 06:30:00,-0.03,23.12,,,,,
179,02/02/24 06:40:00,-0.03,23.12,,,,,
180,02/02/24 06:50:00,-0.03,23.10,,,,,
181,02/02/24 07:00:00,-0.03,23.08,,,,,
182,02/02/24 07:10:00,-0.03,23.06,,,,,
183,02/02/24 07:20:00,-0.03,23.04,,,,,
184,02/02/24 07:30:00,-0.03,23.02,,,,,
185,02/02/24 07:40:00,-0.03,22.98,,,,,
186,02/02/24 07:50:00,-0.03,22.94,,,,,
187,02/02/24 08:00:00,-0.03,22.92,,,,,
188,02/02/24 08:10:00,-0.03,22.90,,,,,
189,02/02/24 08:20:00,-0.03,22.88,,,,,
190,02/02/24 08:30:00,-0.02,22.86,,,,,
191,02/02/24 08:40:00,-0.03,22.84,,,,,
192,02/02/24 08:50:00,-0.03,22.82,,,,,
193,02/02/24 09:00:00,-0.03,22.80,,,,,
194,02/02/24 09:10:00,-0.03,22.80,,,,,
195,02/02/24 09:20:00,-0.03,22.78,,,,,
196,02/02/24 09:30:00,-0.03,22.76,,,,,
197,02/02/24 09:40:00,-0.03,22.76,,,,,
198,02/02/24 09:50:00,-0.03,22.76,,,,,
199,02/02/24 10:00:00,-0.02,22.82,,,,,
200,02/02/24 10:10:00,-0.01,22.86,,,,,
201,02/02/24 10:20:00,-0.01,22.94,,,,,
202,02/02/24 10:30:00,-0.02,22.98,,,,,
203,02/02/24 10:40:00,-0.03,23.02,,,,,
204,02/02/24 10:50:00,-0.03,23.10,,,,,
205,02/02/24 11:00:00,-0.01,23.14,,,,,
206,02/02/24 11:10:00,-0.02,23.12,,,,,
207,02/02/24 11:20:00,-0.02,23.20,,,,,
208,02/02/24 11:30:00,-0.03,23.24,,,,,
209,02/02/24 11:40:00,-0.03,23.24,,,,,
210,02/02/24 11:50:00,-0.03,23.24,,,,,
211,02/02/24 12:00:00,-0.03,23.30,,,,,
212,02/02/24 12:10:00,-0.03,23.38,,,,,
213,02/02/24 12:20:00,-0.03,23.38,,,,,
214,02/02/24 12:30:00,-0.03,23.38,,,,,
215,02/02/24 12:40:00,-0.03,23.38,,,,,
216,02/02/24 12:50:00,-0.03,23.38,,,,,
217,02/02/24 13:00:00,0.09,23.38,,,,,
218,02/02/24 13:10:00,-0.02,23.40,,,,,
219,02/02/24 13:20:00,-0.01,23.48,,,,,
220,02/02/24 13:30:00,-0.03,23.52,,,,,
221,02/02/24 13:40:00,-0.01,23.50,,,,,
222,02/02/24 13:50:00,-0.02,23.50,,,,,
223,02/02/24 14:00:00,-0.02,23.50,,,,,
224,02/02/24 14:10:00,-0.02,23.54,,,,,
225,02/02/24 14:20:00,-0.00,23.60,,,,,
226,02/02/24 14:30:00,-0.03,23.62,,,,,
227,02/02/24 14:40:00,-0.03,23.62,,,,,
228,02/02/24 14:50:00,-0.03,23.62,,,,,
229,02/02/24 15:00:00,-0.03,23.64,,,,,
230,02/02/24 15:10:00,-0.03,23.62,,,,,
231,02/02/24 15:20:00,-0.02,23.60,,,,,
232,02/02/24 15:30:00,-0.02,23.60,,,,,
233,02/02/24 15:40:00,-0.03,23.56,,,,,
234,02/02/24 15:50:00,-0.03,23.54,,,,,
235,02/02/24 16:00:00,-0.03,23.52,,,,,
236,02/02/24 16:10:00,-0.03,23.50,,,,,
237,02/02/24 16:20:00,-0.03,23.50,,,,,
238,02/02/24 16:30:00,-0.03,23.48,,,,,
239,02/02/24 16:40:00,-0.03,23.46,,,,,
240,02/02/24 16:50:00,-0.03,23.46,,,,,
241,02/02/24 17:00:00,-0.03,23.44,,,,,
242,02/02/24 17:10:00,-0.03,23.44,,,,,
243,02/02/24 17:20:00,-0.03,23.42,,,,,
244,02/02/24 17:30:00,-0.03,23.38,,,,,
245,02/02/24 17:40:00,-0.03,23.36,,,,,
246,02/02/24 17:50:00,-0.03,23.34,,,,,
247,02/02/24 18:00:00,-0.03,23.32,,,,,
248,02/02/24 18:10:00,-0.03,23.28,,,,,
249,02/02/24 18:20:00,-0.03,23.26,,,,,
250,02/02/24 18:30:00,-0.03,23.22,,,,,
251,02/02/24 18:40:00,-0.03,23.20,,,,,
252,02/02/24 18:50:00,-0.03,23.16,,,,,
253,02/02/24 19:00:00,-0.03,23.12,,,,,
254,02/02/24 19:10:00,-0.03,23.08,,,,,
255,02/02/24 19:20:00,-0.03,23.02,,,,,
256,02/02/24 19:30:00,-0.03,22.98,,,,,
257,02/02/24 19:40:00,-0.03,22.94,,,,,
258,02/02/24 19:50:00,-0.03,22.90,,,,,
259,02/02/24 20:00:00,-0.03,22.84,,,,,
260,02/02/24 20:10:00,-0.03,22.80,,,,,
261,02/02/24 20:20:00,-0.03,22.76,,,,,
262,02/02/24 20:30:00,-0.03,22.72,,,,,
263,02/02/24 20:40:00,-0.03,22.70,,,,,
264,02/02/24 20:50:00,-0.03,22.66,,,,,
265,02/02/24 21:00:00,-0.03,22.62,,,,,
266,02/02/24 21:10:00,-0.03,22.60,,,,,
267,02/02/24 21:20:00,-0.03,22.56,,,,,
268,02/02/24 21:30:00,-0.03,22.52,,,,,
269,02/02/24 21:40:00,-0.03,22.50,,,,,
270,02/02/24 21:50:00,-0.03,22.46,,,,,
271,02/02/24 22:00:00,-0.03,22.42,,,,,
272,02/02/24 22:10:00,-0.03,22.40,,,,,
273,02/02/24 22:20:00,-0.03,22.36,,,,,
274,02/02/24 22:30:00,-0.03,22.32,,,,,
275,02/02/24 22:40:00,-0.03,22.30,,,,,
276,02/02/24 22:50:00,-0.03,22.26,,,,,
277,02/02/24 23:00:00,-0.03,22.24,,,,,
278,02/02/24 23:10:00,-0.03,22.20,,,,,
279,02/02/24 23:20:00,-0.03,22.16,,,,,
280,02/02/24 23:30:00,-0.03,22.14,,,,,
281,02/02/24 23:40:00,-0.03,22.12,,,,,
282,02/02/24 23:50:00,-0.03,22.08,,,,,
283,02/03/24 00:00:00,-0.03,22.06,,,,,
284,02/03/24 00:10:00,-0.03,22.02,,,,,
285,02/03/24 00:20:00,-0.03,22.00,,,,,
286,02/03/24 00:30:00,-0.03,21.98,,,,,
287,02/03/24 00:40:00,-0.03,21.96,,,,,
288,02/03/24 00:50:00,-0.03,21.94,,,,,
289,02/03/24 01:00:00,-0.03,21.92,,,,,
290,02/03/24 01:10:00,-0.03,21.90,,,,,
291,02/03/24 01:20:00,-0.03,21.88,,,,,
292,02/03/24 01:30:00,-0.03,21.86,,,,,
293,02/03/24 01:40:00,-0.03,21.84,,,,,
294,02/03/24 01:50:00,-0.03,21.82,,,,,
295,02/03/24 02:00:00,-0.03,21.78,,,,,
296,02/03/24 02:10:00,-0.03,21.78,,,,,
297,02/03/24 02:20:00,-0.03,21.74,,,,,
298,02/03/24 02:30:00,-0.03,21.72,,,,,
299,02/03/24 02:40:00,-0.03,21.68,,,,,
300,02/03/24 02:50:00,-0.03,21.66,,,,,
301,02/03/24 03:00:00,-0.03,21.64,,,,,
302,02/03/24 03:10:00,-0.03,21.62,,,,,
303,02/03/24 03:20:00,-0.03,21.60,,,,,
304,02/03/24 03:30:00,-0.03,21.56,,,,,
305,02/03/24 03:40:00,-0.03,21.54,,,,,
306,02/03/24 03:50:00,-0.03,21.52,,,,,
307,02/03/24 04:00:00,-0.03,21.48,,,,,
308,02/03/24 04:10:00,-0.03,21.46,,,,,
309,02/03/24 04:20:00,-0.03,21.44,,,,,
310,02/03/24 04:30:00,-0.03,21.40,,,,,
311,02/03/24 04:40:00,-0.03,21.40,,,,,
312,02/03/24 04:50:00,-0.03,21.36,,,,,
313,02/03/24 05:00:00,-0.03,21.34,,,,,
314,02/03/24 05:10:00,-0.03,21.32,,,,,
315,02/03/24 05:20:00,-0.03,21.28,,,,,
316,02/03/24 05:30:00,-0.03,21.26,,,,,
317,02/03/24 05:40:00,-0.03,21.24,,,,,
318,02/03/24 05:50:00,-0.03,21.22,,,,,
319,02/03/24 06:00:00,-0.03,21.20,,,,,
320,02/03/24 06:10:00,-0.03,21.16,,,,,
321,02/03/24 06:20:00,-0.03,21.16,,,,,
322,02/03/24 06:30:00,-0.03,21.14,,,,,
323,02/03/24 06:40:00,-0.03,21.12,,,,,
324,02/03/24 06:50:00,-0.03,21.10,,,,,
325,02/03/24 07:00:00,-0.03,21.08,,,,,
326,02/03/24 07:10:00,-0.03,20.96,,,,,
327,02/03/24 07:20:00,-0.03,20.94,,,,,
328,02/03/24 07:30:00,-0.03,20.92,,,,,
329,02/03/24 07:40:00,-0.03,20.92,,,,,
330,02/03/24 07:50:00,-0.03,20.90,,,,,
331,02/03/24 08:00:00,-0.03,20.88,,,,,
332,02/03/24 08:10:00,-0.03,20.86,,,,,
333,02/03/24 08:20:00,-0.03,20.84,,,,,
334,02/03/24 08:30:00,-0.03,20.82,,,,,
335,02/03/24 08:40:00,-0.03,20.80,,,,,
336,02/03/24 08:50:00,-0.03,20.78,,,,,
337,02/03/24 09:00:00,-0.03,20.76,,,,,
338,02/03/24 09:10:00,-0.03,20.74,,,,,
339,02/03/24 09:20:00,-0.03,20.72,,,,,
340,02/03/24 09:30:00,-0.03,20.72,,,,,
341,02/03/24 09:40:00,-0.03,20.72,,,,,
342,02/03/24 09:50:00,-0.03,20.74,,,,,
343,02/03/24 10:00:00,-0.03,20.82,,,,,
344,02/03/24 10:10:00,-0.03,20.90,,,,,
345,02/03/24 10:20:00,-0.03,20.96,,,,,
346,02/03/24 10:30:00,-0.03,21.00,,,,,
347,02/03/24 10:40:00,-0.03,21.06,,,,,
348,02/03/24 10:50:00,-0.03,21.12,,,,,
349,02/03/24 11:00:00,-0.03,21.16,,,,,
350,02/03/24 11:10:00,-0.03,21.14,,,,,
351,02/03/24 11:20:00,-0.03,21.12,,,,,
352,02/03/24 11:30:00,-0.03,21.12,,,,,
353,02/03/24 11:40:00,-0.03,21.16,,,,,
354,02/03/24 11:50:00,-0.03,21.22,,,,,
355,02/03/24 12:00:00,-0.03,21.26,,,,,
356,02/03/24 12:10:00,-0.03,21.34,,,,,
357,02/03/24 12:20:00,-0.03,21.38,,,,,
358,02/03/24 12:30:00,-0.03,21.36,,,,,
359,02/03/24 12:40:00,-0.03,21.36,,,,,
360,02/03/24 12:50:00,-0.03,21.36,,,,,
361,02/03/24 13:00:00,-0.03,21.36,,,,,
362,02/03/24 13:10:00,-0.03,21.38,,,,,
363,02/03/24 13:20:00,-0.03,21.40,,,,,
364,02/03/24 13:30:00,-0.03,21.42,,,,,
365,02/03/24 13:40:00,-0.03,21.44,,,,,
366,02/03/24 13:50:00,-0.03,21.44,,,,,
367,02/03/24 14:00:00,-0.03,21.44,,,,,
368,02/03/24 14:10:00,-0.03,21.44,,,,,
369,02/03/24 14:20:00,-0.03,21.52,,,,,
370,02/03/24 14:30:00,-0.03,21.52,,,,,
371,02/03/24 14:40:00,-0.03,21.54,,,,,
372,02/03/24 14:50:00,-0.03,21.58,,,,,
373,02/03/24 15:00:00,-0.03,21.56,,,,,
374,02/03/24 15:10:00,-0.03,21.54,,,,,
375,02/03/24 15:20:00,-0.03,21.54,,,,,
376,02/03/24 15:30:00,-0.03,21.54,,,,,
377,02/03/24 15:40:00,-0.03,21.50,,,,,
378,02/03/24 15:50:00,-0.02,21.48,,,,,
379,02/03/24 16:00:00,-0.02,21.48,,,,,
380,02/03/24 16:10:00,-0.02,21.46,,,,,
381,02/03/24 16:20:00,-0.02,21.46,,,,,
382,02/03/24 16:30:00,-0.02,21.44,,,,,
383,02/03/24 16:40:00,-0.03,21.44,,,,,
384,02/03/24 16:50:00,-0.02,21.44,,,,,
385,02/03/24 17:00:00,-0.03,21.44,,,,,
386,02/03/24 17:10:00,-0.03,21.42,,,,,
387,02/03/24 17:20:00,-0.03,21.40,,,,,
388,02/03/24 17:30:00,-0.03,21.40,,,,,
389,02/03/24 17:40:00,-0.03,21.36,,,,,
390,02/03/24 17:50:00,-0.03,21.34,,,,,
391,02/03/24 18:00:00,-0.03,21.32,,,,,
392,02/03/24 18:10:00,-0.03,21.30,,,,,
393,02/03/24 18:20:00,-0.03,21.28,,,,,
394,02/03/24 18:30:00,-0.03,21.26,,,,,
395,02/03/24 18:40:00,-0.03,21.24,,,,,
396,02/03/24 18:50:00,-0.03,21.22,,,,,
397,02/03/24 19:00:00,-0.03,21.18,,,,,
398,02/03/24 19:10:00,-0.03,21.16,,,,,
399,02/03/24 19:20:00,-0.03,21.14,,,,,
400,02/03/24 19:30:00,-0.03,21.12,,,,,
401,02/03/24 19:40:00,-0.03,21.10,,,,,
402,02/03/24 19:50:00,-0.03,21.08,,,,,
403,02/03/24 20:00:00,-0.03,21.06,,,,,
404,02/03/24 20:10:00,-0.03,21.04,,,,,
405,02/03/24 20:20:00,-0.03,21.02,,,,,
406,02/03/24 20:30:00,-0.03,21.00,,,,,
407,02/03/24 20:40:00,-0.03,20.98,,,,,
408,02/03/24 20:50:00,-0.03,20.98,,,,,
409,02/03/24 21:00:00,-0.03,20.96,,,,,
410,02/03/24 21:10:00,-0.03,20.94,,,,,
411,02/03/24 21:20:00,-0.03,20.92,,,,,
412,02/03/24 21:30:00,-0.03,20.92,,,,,
413,02/03/24 21:40:00,-0.03,20.92,,,,,
414,02/03/24 21:50:00,-0.03,20.90,,,,,
415,02/03/24 22:00:00,-0.03,20.88,,,,,
416,02/03/24 22:10:00,-0.03,20.88,,,,,
417,02/03/24 22:20:00,-0.03,20.86,,,,,
418,02/03/24 22:30:00,-0.03,20.84,,,,,
419,02/03/24 22:40:00,-0.03,20.82,,,,,
420,02/03/24 22:50:00,-0.03,20.82,,,,,
421,02/03/24 23:00:00,-0.03,20.80,,,,,
422,02/03/24 23:10:00,-0.03,20.78,,,,,
423,02/03/24 23:20:00,-0.03,20.76,,,,,
424,02/03/24 23:30:00,-0.03,20.74,,,,,
425,02/03/24 23:40:00,-0.03,20.72,,,,,
426,02/03/24 23:50:00,-0.03,20.70,,,,,
427,02/04/24 00:00:00,-0.03,20.70,,,,,
428,02/04/24 00:10:00,-0.03,20.70,,,,,
429,02/04/24 00:20:00,-0.03,20.68,,,,,
430,02/04/24 00:30:00,-0.03,20.66,,,,,
431,02/04/24 00:40:00,-0.03,20.66,,,,,
432,02/04/24 00:50:00,-0.03,20.64,,,,,
433,02/04/24 01:00:00,-0.03,20.62,,,,,
434,02/04/24 01:10:00,-0.03,20.62,,,,,
435,02/04/24 01:20:00,-0.03,20.60,,,,,
436,02/04/24 01:30:00,-0.03,20.60,,,,,
437,02/04/24 01:40:00,-0.03,20.58,,,,,
438,02/04/24 01:50:00,-0.03,20.56,,,,,
439,02/04/24 02:00:00,-0.03,20.56,,,,,
440,02/04/24 02:10:00,-0.03,20.54,,,,,
441,02/04/24 02:20:00,-0.03,20.54,,,,,
442,02/04/24 02:30:00,-0.03,20.54,,,,,
443,02/04/24 02:40:00,-0.03,20.54,,,,,
444,02/04/24 02:50:00,-0.03,20.52,,,,,
445,02/04/24 03:00:00,-0.03,20.52,,,,,
446,02/04/24 03:10:00,-0.03,20.52,,,,,
447,02/04/24 03:20:00,-0.03,20.52,,,,,
448,02/04/24 03:30:00,-0.03,20.52,,,,,
449,02/04/24 03:40:00,-0.03,20.52,,,,,
450,02/04/24 03:50:00,-0.03,20.50,,,,,
451,02/04/24 04:00:00,-0.03,20.50,,,,,
452,02/04/24 04:10:00,-0.03,20.50,,,,,
453,02/04/24 04:20:00,-0.03,20.48,,,,,
454,02/04/24 04:30:00,-0.03,20.48,,,,,
455,02/04/24 04:40:00,-0.03,20.48,,,,,
456,02/04/24 04:50:00,-0.03,20.46,,,,,
457,02/04/24 05:00:00,-0.03,20.46,,,,,
458,02/04/24 05:10:00,-0.03,20.46,,,,,
459,02/04/24 05:20:00,-0.03,20.44,,,,,
460,02/04/24 05:30:00,-0.03,20.44,,,,,
461,02/04/24 05:40:00,-0.03,20.42,,,,,
462,02/04/24 05:50:00,-0.03,20.42,,,,,
463,02/04/24 06:00:00,-0.03,20.40,,,,,
464,02/04/24 06:10:00,-0.03,20.40,,,,,
465,02/04/24 06:20:00,-0.03,20.40,,,,,
466,02/04/24 06:30:00,-0.03,20.38,,,,,
467,02/04/24 06:40:00,-0.03,20.38,,,,,
468,02/04/24 06:50:00,-0.03,20.38,,,,,
469,02/04/24 07:00:00,-0.03,20.36,,,,,
470,02/04/24 07:10:00,-0.03,20.36,,,,,
471,02/04/24 07:20:00,-0.03,20.34,,,,,
472,02/04/24 07:30:00,-0.03,20.34,,,,,
473,02/04/24 07:40:00,-0.03,20.32,,,,,
474,02/04/24 07:50:00,-0.03,20.32,,,,,
475,02/04/24 08:00:00,-0.03,20.32,,,,,
476,02/04/24 08:10:00,-0.03,20.30,,,,,
477,02/04/24 08:20:00,-0.03,20.30,,,,,
478,02/04/24 08:30:00,-0.03,20.30,,,,,
479,02/04/24 08:40:00,-0.03,20.30,,,,,
480,02/04/24 08:50:00,-0.03,20.30,,,,,
481,02/04/24 09:00:00,-0.03,20.32,,,,,
482,02/04/24 09:10:00,-0.03,20.32,,,,,
483,02/04/24 09:20:00,-0.03,20.32,,,,,
484,02/04/24 09:30:00,-0.03,20.32,,,,,
485,02/04/24 09:40:00,-0.03,20.32,,,,,
486,02/04/24 09:50:00,-0.03,20.34,,,,,
487,02/04/24 10:00:00,-0.03,20.34,,,,,
488,02/04/24 10:10:00,-0.03,20.34,,,,,
489,02/04/24 10:20:00,-0.03,20.36,,,,,
