"Plot Title: 21515403"
"#","Date Time, GMT-10:00","DO conc, mg/L (LGR S/N: 21515403, SEN S/N: 21515403)","Temp, °C (LGR S/N: 21515403, SEN S/N: 21515403)","Coupler Attached (LGR S/N: 21515403)","Host Connected (LGR S/N: 21515403)","Coupler Detached (LGR S/N: 21515403)","Stopped (LGR S/N: 21515403)","End Of File (LGR S/N: 21515403)"
82,10/28/25 03:30:00 PM,8.69,22.96,,,,,
83,10/28/25 03:40:00 PM,8.71,22.88,,,,,
84,10/28/25 03:50:00 PM,8.71,22.80,,,,,
85,10/28/25 04:00:00 PM,8.72,22.78,,,,,
86,10/28/25 04:10:00 PM,8.69,23.14,,,,,
87,10/28/25 04:20:00 PM,8.61,23.74,,,,,
88,10/28/25 04:30:00 PM,8.53,24.44,,,,,
89,10/28/25 04:40:00 PM,8.32,25.68,,,,,
90,10/28/25 04:50:00 PM,8.16,26.58,,,,,
91,10/28/25 05:00:00 PM,8.11,26.98,,,,,
92,10/28/25 05:10:00 PM,8.06,27.24,,,,,
93,10/28/25 05:20:00 PM,8.04,27.36,,,,,
94,10/28/25 05:30:00 PM,8.05,27.34,,,,,
95,10/28/25 05:40:00 PM,8.06,27.32,,,,,
96,10/28/25 05:50:00 PM,8.08,27.26,,,,,
97,10/28/25 06:00:00 PM,8.09,27.18,,,,,
98,10/28/25 06:10:00 PM,8.11,26.96,,,,,
99,10/28/25 06:20:00 PM,7.19,24.94,,,,,
100,10/28/25 06:30:00 PM,7.54,23.48,,,,,
101,10/28/25 06:40:00 PM,7.57,23.24,,,,,
102,10/28/25 06:50:00 PM,7.54,23.18,,,,,
103,10/28/25 07:00:00 PM,7.53,23.16,,,,,
104,10/28/25 07:10:00 PM,7.48,23.14,,,,,
105,10/28/25 07:20:00 PM,7.45,23.14,,,,,
106,10/28/25 07:30:00 PM,7.47,23.14,,,,,
107,10/28/25 07:40:00 PM,7.45,23.14,,,,,
108,10/28/25 07:50:00 PM,7.46,23.12,,,,,
109,10/28/25 08:00:00 PM,7.46,23.12,,,,,
110,10/28/25 08:10:00 PM,7.43,23.12,,,,,
111,10/28/25 08:20:00 PM,7.47,23.12,,,,,
112,10/28/25 08:30:00 PM,7.44,23.12,,,,,
113,10/28/25 08:40:00 PM,7.38,23.12,,,,,
114,10/28/25 08:50:00 PM,7.38,23.12,,,,,
115,10/28/25 09:00:00 PM,7.40,23.10,,,,,
116,10/28/25 09:10:00 PM,7.43,23.10,,,,,
117,10/28/25 09:20:00 PM,7.42,23.10,,,,,
118,10/28/25 09:30:00 PM,7.44,23.10,,,,,
119,10/28/25 09:40:00 PM,7.44,23.10,,,,,
120,10/28/25 09:50:00 PM,7.44,23.10,,,,,
121,10/28/25 10:00:00 PM,7.46,23.10,,,,,
122,10/28/25 10:10:00 PM,7.45,23.10,,,,,
123,10/28/25 10:20:00 PM,7.47,23.10,,,,,
124,10/28/25 10:30:00 PM,7.47,23.08,,,,,
125,10/28/25 10:40:00 PM,7.48,23.08,,,,,
126,10/28/25 10:50:00 PM,7.47,23.08,,,,,
127,10/28/25 11:00:00 PM,7.44,23.08,,,,,
128,10/28/25 11:10:00 PM,7.43,23.08,,,,,
129,10/28/25 11:20:00 PM,7.45,23.08,,,,,
130,10/28/25 11:30:00 PM,7.45,23.08,,,,,
131,10/28/25 11:40:00 PM,7.44,23.08,,,,,
132,10/28/25 11:50:00 PM,7.41,23.08,,,,,
133,10/29/25 12:00:00 AM,7.44,23.08,,,,,
134,10/29/25 12:10:00 AM,7.46,23.08,,,,,
135,10/29/25 12:20:00 AM,7.43,23.08,,,,,
136,10/29/25 12:30:00 AM,7.38,23.08,,,,,
137,10/29/25 12:40:00 AM,7.37,23.08,,,,,
138,10/29/25 12:50:00 AM,7.44,23.08,,,,,
139,10/29/25 01:00:00 AM,7.38,23.08,,,,,
140,10/29/25 01:10:00 AM,7.42,23.08,,,,,
141,10/29/25 01:20:00 AM,7.43,23.08,,,,,
142,10/29/25 01:30:00 AM,7.45,23.08,,,,,
143,10/29/25 01:40:00 AM,7.46,23.08,,,,,
144,10/29/25 01:50:00 AM,7.48,23.08,,,,,
145,10/29/25 02:00:00 AM,7.53,23.08,,,,,
146,10/29/25 02:10:00 AM,7.54,23.08,,,,,
147,10/29/25 02:20:00 AM,7.51,23.08,,,,,
148,10/29/25 02:30:00 AM,7.48,23.08,,,,,
149,10/29/25 02:40:00 AM,7.51,23.08,,,,,
150,10/29/25 02:50:00 AM,7.52,23.08,,,,,
151,10/29/25 03:00:00 AM,7.55,23.08,,,,,
152,10/29/25 03:10:00 AM,7.55,23.08,,,,,
153,10/29/25 03:20:00 AM,7.56,23.08,,,,,
154,10/29/25 03:30:00 AM,7.54,23.08,,,,,
155,10/29/25 03:40:00 AM,7.55,23.08,,,,,
156,10/29/25 03:50:00 AM,7.56,23.08,,,,,
157,10/29/25 04:00:00 AM,7.55,23.08,,,,,
158,10/29/25 04:10:00 AM,7.55,23.08,,,,,
159,10/29/25 04:20:00 AM,7.56,23.08,,,,,
160,10/29/25 04:30:00 AM,7.54,23.08,,,,,
161,10/29/25 04:40:00 AM,7.55,23.08,,,,,
162,10/29/25 04:50:00 AM,7.53,23.08,,,,,
163,10/29/25 05:00:00 AM,7.55,23.08,,,,,
164,10/29/25 05:10:00 AM,7.54,23.08,,,,,
165,10/29/25 05:20:00 AM,7.54,23.08,,,,,
166,10/29/25 05:30:00 AM,7.53,23.10,,,,,
167,10/29/25 05:40:00 AM,7.55,23.10,,,,,
168,10/29/25 05:50:00 AM,7.53,23.10,,,,,
169,10/29/25 06:00:00 AM,7.54,23.10,,,,,
170,10/29/25 06:10:00 AM,7.53,23.10,,,,,
171,10/29/25 06:20:00 AM,7.49,23.10,,,,,
172,10/29/25 06:30:00 AM,7.51,23.10,,,,,
173,10/29/25 06:40:00 AM,7.48,23.10,,,,,
174,10/29/25 06:50:00 AM,7.48,23.12,,,,,
175,10/29/25 07:00:00 AM,7.48,23.12,,,,,
176,10/29/25 07:10:00 AM,7.45,23.12,,,,,
177,10/29/25 07:20:00 AM,7.47,23.14,,,,,
178,10/29/25 07:30:00 AM,7.47,23.14,,,,,
179,10/29/25 07:40:00 AM,7.49,23.16,,,,,
180,10/29/25 07:50:00 AM,7.54,23.16,,,,,
181,10/29/25 08:00:00 AM,7.55,23.16,,,,,
182,10/29/25 08:10:00 AM,7.57,23.18,,,,,
183,10/29/25 08:20:00 AM,7.59,23.18,,,,,
184,10/29/25 08:30:00 AM,7.58,23.20,,,,,
185,10/29/25 08:40:00 AM,7.60,23.20,,,,,
186,10/29/25 08:50:00 AM,7.58,23.20,,,,,
187,10/29/25 09:00:00 AM,7.58,23.20,,,,,
188,10/29/25 09:10:00 AM,7.57,23.22,,,,,
189,10/29/25 09:20:00 AM,7.58,23.22,,,,,
190,10/29/25 09:30:00 AM,7.59,23.22,,,,,
191,10/29/25 09:40:00 AM,7.59,23.24,,,,,
192,10/29/25 09:50:00 AM,7.58,23.24,,,,,
193,10/29/25 10:00:00 AM,7.59,23.26,,,,,
194,10/29/25 10:10:00 AM,7.61,23.26,,,,,
195,10/29/25 10:20:00 AM,7.61,23.26,,,,,
196,10/29/25 10:30:00 AM,7.64,23.28,,,,,
197,10/29/25 10:40:00 AM,7.61,23.28,,,,,
198,10/29/25 10:50:00 AM,7.67,23.30,,,,,
199,10/29/25 11:00:00 AM,7.90,23.36,,,,,
200,10/29/25 11:10:00 AM,7.85,23.38,,,,,
201,10/29/25 11:20:00 AM,7.80,23.36,,,,,
202,10/29/25 11:30:00 AM,7.77,23.38,,,,,
203,10/29/25 11:40:00 AM,7.76,23.38,,,,,
204,10/29/25 11:50:00 AM,7.59,23.36,,,,,
205,10/29/25 12:00:00 PM,7.69,23.34,,,,,
206,10/29/25 12:10:00 PM,7.83,23.36,,,,,
207,10/29/25 12:20:00 PM,7.73,23.36,,,,,
208,10/29/25 12:30:00 PM,7.77,23.36,,,,,
209,10/29/25 12:40:00 PM,7.71,23.36,,,,,
210,10/29/25 12:50:00 PM,7.66,23.40,,,,,
211,10/29/25 01:00:00 PM,7.74,23.40,,,,,
212,10/29/25 01:10:00 PM,7.97,23.42,,,,,
213,10/29/25 01:20:00 PM,8.05,23.46,,,,,
214,10/29/25 01:30:00 PM,8.05,23.58,,,,,
215,10/29/25 01:40:00 PM,8.13,23.60,,,,,
216,10/29/25 01:50:00 PM,8.35,23.74,,,,,
217,10/29/25 02:00:00 PM,8.05,23.76,,,,,
218,10/29/25 02:10:00 PM,8.15,23.74,,,,,
219,10/29/25 02:20:00 PM,7.90,23.74,,,,,
220,10/29/25 02:30:00 PM,7.97,23.78,,,,,
221,10/29/25 02:40:00 PM,7.98,23.78,,,,,
222,10/29/25 02:50:00 PM,8.08,23.70,,,,,
223,10/29/25 03:00:00 PM,7.77,23.64,,,,,
224,10/29/25 03:10:00 PM,7.74,23.58,,,,,
225,10/29/25 03:20:00 PM,7.82,23.56,,,,,
226,10/29/25 03:30:00 PM,7.82,23.54,,,,,
227,10/29/25 03:40:00 PM,7.83,23.54,,,,,
228,10/29/25 03:50:00 PM,7.81,23.56,,,,,
229,10/29/25 04:00:00 PM,7.80,23.54,,,,,
230,10/29/25 04:10:00 PM,7.76,23.52,,,,,
231,10/29/25 04:20:00 PM,7.72,23.52,,,,,
232,10/29/25 04:30:00 PM,7.68,23.58,,,,,
233,10/29/25 04:40:00 PM,7.70,23.50,,,,,
234,10/29/25 04:50:00 PM,7.58,23.46,,,,,
235,10/29/25 05:00:00 PM,7.53,23.46,,,,,
236,10/29/25 05:10:00 PM,7.49,23.44,,,,,
237,10/29/25 05:20:00 PM,7.49,23.42,,,,,
238,10/29/25 05:30:00 PM,7.47,23.40,,,,,
239,10/29/25 05:40:00 PM,7.42,23.38,,,,,
240,10/29/25 05:50:00 PM,7.39,23.36,,,,,
241,10/29/25 06:00:00 PM,7.35,23.34,,,,,
242,10/29/25 06:10:00 PM,7.37,23.32,,,,,
243,10/29/25 06:20:00 PM,7.26,23.30,,,,,
244,10/29/25 06:30:00 PM,7.23,23.28,,,,,
245,10/29/25 06:40:00 PM,7.27,23.26,,,,,
246,10/29/25 06:50:00 PM,7.16,23.26,,,,,
247,10/29/25 07:00:00 PM,7.20,23.24,,,,,
248,10/29/25 07:10:00 PM,7.12,23.24,,,,,
249,10/29/25 07:20:00 PM,7.15,23.22,,,,,
250,10/29/25 07:30:00 PM,7.23,23.22,,,,,
251,10/29/25 07:40:00 PM,7.15,23.20,,,,,
252,10/29/25 07:50:00 PM,7.20,23.20,,,,,
253,10/29/25 08:00:00 PM,7.25,23.20,,,,,
254,10/29/25 08:10:00 PM,7.25,23.18,,,,,
255,10/29/25 08:20:00 PM,7.24,23.18,,,,,
256,10/29/25 08:30:00 PM,7.28,23.18,,,,,
257,10/29/25 08:40:00 PM,7.28,23.18,,,,,
258,10/29/25 08:50:00 PM,7.28,23.16,,,,,
259,10/29/25 09:00:00 PM,7.29,23.16,,,,,
260,10/29/25 09:10:00 PM,7.29,23.16,,,,,
261,10/29/25 09:20:00 PM,7.30,23.14,,,,,
262,10/29/25 09:30:00 PM,7.26,23.14,,,,,
263,10/29/25 09:40:00 PM,7.33,23.14,,,,,
264,10/29/25 09:50:00 PM,7.33,23.14,,,,,
265,10/29/25 10:00:00 PM,7.31,23.14,,,,,
266,10/29/25 10:10:00 PM,7.32,23.14,,,,,
267,10/29/25 10:20:00 PM,7.32,23.12,,,,,
268,10/29/25 10:30:00 PM,7.33,23.12,,,,,
269,10/29/25 10:40:00 PM,7.34,23.12,,,,,
270,10/29/25 10:50:00 PM,7.33,23.12,,,,,
271,10/29/25 11:00:00 PM,7.35,23.12,,,,,
272,10/29/25 11:10:00 PM,7.35,23.12,,,,,
273,10/29/25 11:20:00 PM,7.34,23.12,,,,,
274,10/29/25 11:30:00 PM,7.30,23.12,,,,,
275,10/29/25 11:40:00 PM,7.34,23.12,,,,,
276,10/29/25 11:50:00 PM,7.34,23.12,,,,,
277,10/30/25 12:00:00 AM,7.41,23.12,,,,,
278,10/30/25 12:10:00 AM,7.41,23.12,,,,,
279,10/30/25 12:20:00 AM,7.44,23.12,,,,,
280,10/30/25 12:30:00 AM,7.39,23.12,,,,,
281,10/30/25 12:40:00 AM,7.40,23.12,,,,,
282,10/30/25 12:50:00 AM,7.40,23.12,,,,,
283,10/30/25 01:00:00 AM,7.43,23.12,,,,,
284,10/30/25 01:10:00 AM,7.44,23.12,,,,,
285,10/30/25 01:20:00 AM,7.43,23.12,,,,,
286,10/30/25 01:30:00 AM,7.46,23.12,,,,,
287,10/30/25 01:40:00 AM,7.46,23.12,,,,,
288,10/30/25 01:50:00 AM,7.46,23.12,,,,,
289,10/30/25 02:00:00 AM,7.45,23.12,,,,,
290,10/30/25 02:10:00 AM,7.46,23.12,,,,,
291,10/30/25 02:20:00 AM,7.45,23.12,,,,,
292,10/30/25 02:30:00 AM,7.45,23.10,,,,,
293,10/30/25 02:40:00 AM,7.44,23.10,,,,,
294,10/30/25 02:50:00 AM,7.46,23.10,,,,,
295,10/30/25 03:00:00 AM,7.45,23.10,,,,,
296,10/30/25 03:10:00 AM,7.45,23.10,,,,,
297,10/30/25 03:20:00 AM,7.45,23.10,,,,,
298,10/30/25 03:30:00 AM,7.46,23.10,,,,,
299,10/30/25 03:40:00 AM,7.47,23.10,,,,,
300,10/30/25 03:50:00 AM,7.46,23.10,,,,,
301,10/30/25 04:00:00 AM,7.47,23.08,,,,,
302,10/30/25 04:10:00 AM,7.44,23.08,,,,,
303,10/30/25 04:20:00 AM,7.48,23.08,,,,,
304,10/30/25 04:30:00 AM,7.47,23.08,,,,,
305,10/30/25 04:40:00 AM,7.45,23.08,,,,,
306,10/30/25 04:50:00 AM,7.46,23.08,,,,,
307,10/30/25 05:00:00 AM,7.45,23.08,,,,,
308,10/30/25 05:10:00 AM,7.45,23.08,,,,,
309,10/30/25 05:20:00 AM,7.44,23.08,,,,,
310,10/30/25 05:30:00 AM,7.42,23.08,,,,,
311,10/30/25 05:40:00 AM,7.44,23.08,,,,,
312,10/30/25 05:50:00 AM,7.42,23.08,,,,,
313,10/30/25 06:00:00 AM,7.39,23.08,,,,,
314,10/30/25 06:10:00 AM,7.40,23.08,,,,,
315,10/30/25 06:20:00 AM,7.42,23.08,,,,,
316,10/30/25 06:30:00 AM,7.30,23.10,,,,,
317,10/30/25 06:40:00 AM,7.41,23.10,,,,,
318,10/30/25 06:50:00 AM,7.42,23.10,,,,,
319,10/30/25 07:00:00 AM,7.42,23.10,,,,,
320,10/30/25 07:10:00 AM,7.44,23.12,,,,,
321,10/30/25 07:20:00 AM,7.43,23.12,,,,,
322,10/30/25 07:30:00 AM,7.46,23.12,,,,,
323,10/30/25 07:40:00 AM,7.46,23.12,,,,,
324,10/30/25 07:50:00 AM,7.49,23.14,,,,,
325,10/30/25 08:00:00 AM,7.52,23.14,,,,,
326,10/30/25 08:10:00 AM,7.54,23.14,,,,,
327,10/30/25 08:20:00 AM,7.57,23.16,,,,,
328,10/30/25 08:30:00 AM,7.58,23.16,,,,,
329,10/30/25 08:40:00 AM,7.61,23.18,,,,,
330,10/30/25 08:50:00 AM,7.61,23.18,,,,,
331,10/30/25 09:00:00 AM,7.66,23.20,,,,,
332,10/30/25 09:10:00 AM,7.63,23.20,,,,,
333,10/30/25 09:20:00 AM,7.68,23.22,,,,,
334,10/30/25 09:30:00 AM,7.69,23.22,,,,,
335,10/30/25 09:40:00 AM,7.75,23.24,,,,,
336,10/30/25 09:50:00 AM,7.70,23.24,,,,,
337,10/30/25 10:00:00 AM,7.70,23.24,,,,,
338,10/30/25 10:10:00 AM,7.74,23.24,,,,,
339,10/30/25 10:20:00 AM,7.76,23.26,,,,,
340,10/30/25 10:30:00 AM,7.78,23.28,,,,,
341,10/30/25 10:40:00 AM,7.84,23.30,,,,,
342,10/30/25 10:50:00 AM,7.94,23.32,,,,,
343,10/30/25 11:00:00 AM,7.96,23.34,,,,,
344,10/30/25 11:10:00 AM,7.91,23.36,,,,,
345,10/30/25 11:20:00 AM,8.15,23.42,,,,,
346,10/30/25 11:30:00 AM,8.21,23.44,,,,,
347,10/30/25 11:40:00 AM,8.14,23.46,,,,,
348,10/30/25 11:50:00 AM,8.08,23.46,,,,,
349,10/30/25 12:00:00 PM,8.03,23.44,,,,,
350,10/30/25 12:10:00 PM,8.04,23.44,,,,,
351,10/30/25 12:20:00 PM,8.02,23.46,,,,,
352,10/30/25 12:30:00 PM,8.05,23.46,,,,,
353,10/30/25 12:40:00 PM,7.98,23.46,,,,,
354,10/30/25 12:50:00 PM,7.91,23.46,,,,,
355,10/30/25 01:00:00 PM,7.86,23.42,,,,,
356,10/30/25 01:10:00 PM,7.69,23.40,,,,,
357,10/30/25 01:20:00 PM,7.97,23.42,,,,,
358,10/30/25 01:30:00 PM,8.27,23.54,,,,,
359,10/30/25 01:40:00 PM,7.99,23.66,,,,,
360,10/30/25 01:50:00 PM,8.04,23.62,,,,,
361,10/30/25 02:00:00 PM,8.06,23.68,,,,,
362,10/30/25 02:10:00 PM,8.03,23.72,,,,,
363,10/30/25 02:20:00 PM,8.13,23.72,,,,,
364,10/30/25 02:30:00 PM,8.23,23.68,,,,,
365,10/30/25 02:40:00 PM,8.21,23.82,,,,,
366,10/30/25 02:50:00 PM,8.15,23.76,,,,,
367,10/30/25 03:00:00 PM,8.20,23.68,,,,,
368,10/30/25 03:10:00 PM,8.03,23.70,,,,,
369,10/30/25 03:20:00 PM,8.11,23.70,,,,,
370,10/30/25 03:30:00 PM,8.02,23.68,,,,,
371,10/30/25 03:40:00 PM,8.11,23.68,,,,,
372,10/30/25 03:50:00 PM,8.08,23.70,,,,,
373,10/30/25 04:00:00 PM,8.06,23.70,,,,,
374,10/30/25 04:10:00 PM,8.10,23.70,,,,,
375,10/30/25 04:20:00 PM,8.11,23.74,,,,,
376,10/30/25 04:30:00 PM,7.96,23.78,,,,,
377,10/30/25 04:40:00 PM,7.89,23.70,,,,,
378,10/30/25 04:50:00 PM,7.94,23.66,,,,,
379,10/30/25 05:00:00 PM,7.96,23.68,,,,,
380,10/30/25 05:10:00 PM,7.87,23.68,,,,,
381,10/30/25 05:20:00 PM,7.82,23.68,,,,,
382,10/30/25 05:30:00 PM,7.77,23.66,,,,,
383,10/30/25 05:40:00 PM,7.70,23.62,,,,,
384,10/30/25 05:50:00 PM,7.68,23.60,,,,,
385,10/30/25 06:00:00 PM,7.61,23.58,,,,,
386,10/30/25 06:10:00 PM,7.55,23.56,,,,,
387,10/30/25 06:20:00 PM,7.49,23.54,,,,,
388,10/30/25 06:30:00 PM,7.48,23.52,,,,,
389,10/30/25 06:40:00 PM,7.44,23.52,,,,,
390,10/30/25 06:50:00 PM,7.42,23.50,,,,,
391,10/30/25 07:00:00 PM,7.37,23.48,,,,,
392,10/30/25 07:10:00 PM,7.30,23.46,,,,,
393,10/30/25 07:20:00 PM,7.28,23.46,,,,,
394,10/30/25 07:30:00 PM,7.25,23.44,,,,,
395,10/30/25 07:40:00 PM,7.21,23.42,,,,,
396,10/30/25 07:50:00 PM,7.25,23.42,,,,,
397,10/30/25 08:00:00 PM,7.21,23.40,,,,,
398,10/30/25 08:10:00 PM,7.18,23.38,,,,,
399,10/30/25 08:20:00 PM,7.17,23.38,,,,,
400,10/30/25 08:30:00 PM,7.17,23.36,,,,,
401,10/30/25 08:40:00 PM,7.14,23.36,,,,,
402,10/30/25 08:50:00 PM,7.15,23.34,,,,,
403,10/30/25 09:00:00 PM,7.13,23.34,,,,,
404,10/30/25 09:10:00 PM,7.12,23.32,,,,,
405,10/30/25 09:20:00 PM,7.11,23.32,,,,,
406,10/30/25 09:30:00 PM,7.12,23.30,,,,,
407,10/30/25 09:40:00 PM,7.12,23.28,,,,,
408,10/30/25 09:50:00 PM,7.10,23.28,,,,,
409,10/30/25 10:00:00 PM,7.12,23.26,,,,,
410,10/30/25 10:10:00 PM,7.11,23.26,,,,,
411,10/30/25 10:20:00 PM,7.12,23.24,,,,,
412,10/30/25 10:30:00 PM,7.10,23.24,,,,,
413,10/30/25 10:40:00 PM,7.09,23.22,,,,,
414,10/30/25 10:50:00 PM,7.09,23.22,,,,,
415,10/30/25 11:00:00 PM,7.06,23.20,,,,,
416,10/30/25 11:10:00 PM,7.06,23.20,,,,,
417,10/30/25 11:20:00 PM,7.03,23.20,,,,,
418,10/30/25 11:30:00 PM,7.00,23.20,,,,,
419,10/30/25 11:40:00 PM,7.09,23.20,,,,,
420,10/30/25 11:50:00 PM,7.03,23.20,,,,,
421,10/31/25 12:00:00 AM,7.05,23.20,,,,,
422,10/31/25 12:10:00 AM,7.15,23.18,,,,,
423,10/31/25 12:20:00 AM,7.21,23.18,,,,,
424,10/31/25 12:30:00 AM,7.20,23.16,,,,,
425,10/31/25 12:40:00 AM,7.34,23.16,,,,,
426,10/31/25 12:50:00 AM,7.28,23.16,,,,,
427,10/31/25 01:00:00 AM,7.27,23.14,,,,,
428,10/31/25 01:10:00 AM,7.24,23.14,,,,,
429,10/31/25 01:20:00 AM,7.20,23.14,,,,,
430,10/31/25 01:30:00 AM,7.25,23.14,,,,,
431,10/31/25 01:40:00 AM,7.26,23.14,,,,,
432,10/31/25 01:50:00 AM,7.31,23.14,,,,,
433,10/31/25 02:00:00 AM,7.30,23.14,,,,,
434,10/31/25 02:10:00 AM,7.33,23.14,,,,,
435,10/31/25 02:20:00 AM,7.34,23.14,,,,,
436,10/31/25 02:30:00 AM,7.29,23.14,,,,,
437,10/31/25 02:40:00 AM,7.26,23.14,,,,,
438,10/31/25 02:50:00 AM,7.31,23.12,,,,,
439,10/31/25 03:00:00 AM,7.30,23.12,,,,,
440,10/31/25 03:10:00 AM,7.31,23.12,,,,,
441,10/31/25 03:20:00 AM,7.34,23.12,,,,,
442,10/31/25 03:30:00 AM,7.31,23.12,,,,,
443,10/31/25 03:40:00 AM,7.34,23.12,,,,,
444,10/31/25 03:50:00 AM,7.33,23.12,,,,,
445,10/31/25 04:00:00 AM,7.30,23.12,,,,,
446,10/31/25 04:10:00 AM,7.27,23.12,,,,,
447,10/31/25 04:20:00 AM,7.25,23.12,,,,,
448,10/31/25 04:30:00 AM,7.19,23.10,,,,,
449,10/31/25 04:40:00 AM,7.14,23.12,,,,,
450,10/31/25 04:50:00 AM,7.13,23.10,,,,,
451,10/31/25 05:00:00 AM,7.14,23.10,,,,,
452,10/31/25 05:10:00 AM,7.11,23.10,,,,,
453,10/31/25 05:20:00 AM,7.14,23.10,,,,,
