"Plot Title: 21515403"
"#","Date Time, GMT-10:00","DO conc, mg/L (LGR S/N: 21515403, SEN S/N: 21515403)","Temp, °C (LGR S/N: 21515403, SEN S/N: 21515403)","Coupler Attached (LGR S/N: 21515403)","Coupler Detached (LGR S/N: 21515403)","Host Connected (LGR S/N: 21515403)","Stopped (LGR S/N: 21515403)","End Of File (LGR S/N: 21515403)"
76,02/07/24 07:00:00,6.96,22.88,,,,,
77,02/07/24 09:00:00,7.13,23.08,,,,,
78,02/07/24 11:00:00,7.58,23.08,,,,,
79,02/07/24 13:00:00,7.84,23.10,,,,,
80,02/07/24 15:00:00,7.98,23.62,,,,,
81,02/07/24 17:00:00,7.94,23.16,,,,,
82,02/07/24 19:00:00,7.40,22.94,,,,,
83,02/07/24 21:00:00,7.18,22.82,,,,,
84,02/07/24 23:00:00,7.17,22.80,,,,,
85,02/08/24 01:00:00,7.20,22.80,,,,,
86,02/08/24 03:00:00,7.25,22.94,,,,,
87,02/08/24 05:00:00,6.66,23.06,,,,,
88,02/08/24 07:00:00,7.48,21.68,,,,,
89,02/08/24 09:00:00,6.66,22.68,,,,,
90,02/08/24 11:00:00,6.70,22.86,,,,,
91,02/08/24 13:00:00,7.15,23.10,,,,,
92,02/08/24 15:00:00,7.48,23.82,,,,,
93,02/08/24 17:00:00,7.50,23.16,,,,,
94,02/08/24 19:00:00,7.28,23.00,,,,,
95,02/08/24 21:00:00,7.17,22.92,,,,,
96,02/08/24 23:00:00,7.08,22.88,,,,,
97,02/09/24 01:00:00,7.15,22.88,,,,,
98,02/09/24 03:00:00,7.38,22.96,,,,,
99,02/09/24 05:00:00,7.52,24.86,,,,,
100,02/09/24 07:00:00,6.82,24.04,,,,,
101,02/09/24 09:00:00,6.82,23.22,,,,,
102,02/09/24 11:00:00,6.95,23.62,,,,,
103,02/09/24 13:00:00,7.34,23.68,,,,,
104,02/09/24 15:00:00,7.70,23.54,,,,,
105,02/09/24 17:00:00,7.75,23.36,,,,,
106,02/09/24 19:00:00,7.33,23.16,,,,,
107,02/09/24 21:00:00,7.13,23.06,,,,,
108,02/09/24 23:00:00,7.07,22.98,,,,,
109,02/10/24 01:00:00,6.96,22.96,,,,,
110,02/10/24 03:00:00,7.22,22.98,,,,,
111,02/10/24 05:00:00,6.54,25.16,,,,,
112,02/10/24 07:00:00,7.73,25.20,,,,,
113,02/10/24 09:00:00,7.67,24.66,,,,,
114,02/10/24 11:00:00,7.02,24.50,,,,,
115,02/10/24 13:00:00,7.37,24.20,,,,,
116,02/10/24 15:00:00,7.89,24.58,,,,,
117,02/10/24 17:00:00,7.64,23.70,,,,,
118,02/10/24 19:00:00,7.33,23.36,,,,,
119,02/10/24 21:00:00,7.13,23.18,,,,,
120,02/10/24 23:00:00,7.06,23.06,,,,,
121,02/11/24 01:00:00,7.09,22.96,,,,,
122,02/11/24 03:00:00,7.13,22.90,,,,,
123,02/11/24 05:00:00,7.14,23.08,,,,,
124,02/11/24 07:00:00,7.44,25.74,,,,,
125,02/11/24 09:00:00,7.21,24.70,,,,,
126,02/11/24 11:00:00,6.97,24.28,,,,,
127,02/11/24 13:00:00,7.46,24.00,,,,,
128,02/11/24 15:00:00,7.87,24.34,,,,,
129,02/11/24 17:00:00,7.65,23.60,,,,,
130,02/11/24 19:00:00,7.13,23.28,,,,,
131,02/11/24 21:00:00,7.12,23.14,,,,,
132,02/11/24 23:00:00,7.06,23.00,,,,,
133,02/12/24 01:00:00,7.05,22.92,,,,,
134,02/12/24 03:00:00,7.22,22.88,,,,,
135,02/12/24 05:00:00,7.37,23.08,,,,,
136,02/12/24 07:00:00,7.12,23.02,,,,,
137,02/12/24 09:00:00,7.30,23.28,,,,,
138,02/12/24 11:00:00,8.05,23.60,,,,,
139,02/12/24 13:00:00,8.02,23.64,,,,,
140,02/12/24 15:00:00,8.00,23.78,,,,,
141,02/12/24 17:00:00,7.57,23.40,,,,,
142,02/12/24 19:00:00,7.29,23.22,,,,,
143,02/12/24 21:00:00,7.13,23.12,,,,,
144,02/12/24 23:00:00,7.02,23.08,,,,,
145,02/13/24 01:00:00,7.02,23.00,,,,,
146,02/13/24 03:00:00,7.15,22.94,,,,,
147,02/13/24 05:00:00,7.42,23.08,,,,,
148,02/13/24 07:00:00,7.18,23.12,,,,,
149,02/13/24 09:00:00,6.96,23.10,,,,,
150,02/13/24 11:00:00,6.96,23.20,,,,,
151,02/13/24 13:00:00,7.76,23.24,,,,,
152,02/13/24 15:00:00,7.94,23.38,,,,,
153,02/13/24 17:00:00,7.76,23.14,,,,,
154,02/13/24 19:00:00,7.42,23.02,,,,,
155,02/13/24 21:00:00,7.30,23.04,,,,,
156,02/13/24 23:00:00,7.03,23.00,,,,,
157,02/14/24 01:00:00,6.98,22.96,,,,,
158,02/14/24 03:00:00,7.19,22.94,,,,,
159,02/14/24 05:00:00,7.35,22.98,,,,,
160,02/14/24 07:00:00,7.24,23.02,,,,,
161,02/14/24 09:00:00,7.50,23.08,,,,,
162,02/14/24 11:00:00,7.73,23.16,,,,,
163,02/14/24 13:00:00,8.12,23.24,,,,,
164,02/14/24 15:00:00,8.51,23.32,,,,,
165,02/14/24 17:00:00,8.17,23.14,,,,,
166,02/14/24 19:00:00,7.64,23.00,,,,,
167,02/14/24 21:00:00,7.19,23.00,,,,,
168,02/14/24 23:00:00,7.28,23.02,,,,,
169,02/15/24 01:00:00,7.09,22.94,,,,,
170,02/15/24 03:00:00,7.20,22.90,,,,,
171,02/15/24 05:00:00,7.14,22.92,,,,,
172,02/15/24 07:00:00,7.21,22.96,,,,,
173,02/15/24 09:00:00,7.36,22.98,,,,,
174,02/15/24 11:00:00,7.99,23.08,,,,,
175,02/15/24 13:00:00,8.31,23.18,,,,,
176,02/15/24 15:00:00,8.54,23.16,,,,,
177,02/15/24 17:00:00,8.31,23.00,,,,,
178,02/15/24 19:00:00,7.64,22.86,,,,,
179,02/15/24 21:00:00,7.44,22.88,,,,,
180,02/15/24 23:00:00,7.21,22.98,,,,,
181,02/16/24 01:00:00,7.26,22.98,,,,,
182,02/16/24 03:00:00,7.11,22.84,,,,,
183,02/16/24 05:00:00,7.14,22.74,,,,,
184,02/16/24 07:00:00,7.05,22.72,,,,,
185,02/16/24 09:00:00,7.35,22.66,,,,,
186,02/16/24 11:00:00,7.38,22.70,,,,,
187,02/16/24 13:00:00,7.41,22.78,,,,,
188,02/16/24 15:00:00,8.01,23.08,,,,,
189,02/16/24 17:00:00,8.12,22.86,,,,,
190,02/16/24 19:00:00,7.70,22.72,,,,,
191,02/16/24 21:00:00,7.59,22.70,,,,,
192,02/16/24 23:00:00,7.44,22.76,,,,,
193,02/17/24 01:00:00,7.23,22.94,,,,,
194,02/17/24 03:00:00,7.31,22.96,,,,,
195,02/17/24 05:00:00,7.25,22.70,,,,,
196,02/17/24 07:00:00,7.24,22.58,,,,,
197,02/17/24 09:00:00,7.44,22.54,,,,,
198,02/17/24 11:00:00,7.43,22.62,,,,,
199,02/17/24 13:00:00,7.76,22.76,,,,,
200,02/17/24 15:00:00,8.36,22.96,,,,,
201,02/17/24 17:00:00,8.07,22.84,,,,,
202,02/17/24 19:00:00,7.80,22.68,,,,,
203,02/17/24 21:00:00,7.54,22.62,,,,,
204,02/17/24 23:00:00,7.37,22.60,,,,,
205,02/18/24 01:00:00,7.35,22.80,,,,,
206,02/18/24 03:00:00,7.21,22.96,,,,,
207,02/18/24 05:00:00,7.28,22.62,,,,,
208,02/18/24 07:00:00,7.18,22.48,,,,,
209,02/18/24 09:00:00,7.17,22.46,,,,,
210,02/18/24 11:00:00,7.48,22.48,,,,,
211,02/18/24 13:00:00,8.03,22.62,,,,,
212,02/18/24 15:00:00,8.51,22.90,,,,,
213,02/18/24 17:00:00,8.39,22.76,,,,,
214,02/18/24 19:00:00,7.95,22.60,,,,,
215,02/18/24 21:00:00,7.60,22.46,,,,,
216,02/18/24 23:00:00,7.41,22.46,,,,,
217,02/19/24 01:00:00,7.34,22.50,,,,,
218,02/19/24 03:00:00,7.29,22.84,,,,,
219,02/19/24 05:00:00,7.06,22.76,,,,,
220,02/19/24 07:00:00,7.36,22.48,,,,,
221,02/19/24 09:00:00,7.34,22.56,,,,,
222,02/19/24 11:00:00,7.72,22.70,,,,,
223,02/19/24 13:00:00,8.19,22.76,,,,,
224,02/19/24 15:00:00,8.39,22.96,,,,,
225,02/19/24 17:00:00,8.58,22.88,,,,,
226,02/19/24 19:00:00,8.04,22.76,,,,,
227,02/19/24 21:00:00,7.41,22.68,,,,,
228,02/19/24 23:00:00,7.28,22.64,,,,,
229,02/20/24 01:00:00,7.32,22.64,,,,,
230,02/20/24 03:00:00,7.25,22.86,,,,,
231,02/20/24 05:00:00,7.19,22.96,,,,,
232,02/20/24 07:00:00,7.06,22.76,,,,,
233,02/20/24 09:00:00,7.24,22.74,,,,,
234,02/20/24 11:00:00,7.23,22.92,,,,,
235,02/20/24 13:00:00,7.93,22.98,,,,,
236,02/20/24 15:00:00,8.35,23.22,,,,,
237,02/20/24 17:00:00,8.18,23.06,,,,,
238,02/20/24 19:00:00,7.89,22.88,,,,,
239,02/20/24 21:00:00,7.48,22.78,,,,,
240,02/20/24 23:00:00,7.12,22.74,,,,,
241,02/21/24 01:00:00,7.18,22.74,,,,,
242,02/21/24 03:00:00,7.40,22.84,,,,,
243,02/21/24 05:00:00,7.29,22.92,,,,,
244,02/21/24 07:00:00,7.09,22.82,,,,,
245,02/21/24 09:00:00,7.29,22.86,,,,,
246,02/21/24 11:00:00,7.76,23.00,,,,,
247,02/21/24 13:00:00,8.12,23.16,,,,,
248,02/21/24 15:00:00,8.84,23.32,,,,,
249,02/21/24 17:00:00,8.56,23.08,,,,,
250,02/21/24 19:00:00,8.05,22.92,,,,,
251,02/21/24 21:00:00,7.49,22.82,,,,,
252,02/21/24 23:00:00,7.38,22.74,,,,,
253,02/22/24 01:00:00,7.35,22.74,,,,,
254,02/22/24 03:00:00,7.42,22.82,,,,,
255,02/22/24 05:00:00,7.32,22.90,,,,,
256,02/22/24 07:00:00,7.38,22.86,,,,,
257,02/22/24 09:00:00,7.47,22.96,,,,,
258,02/22/24 11:00:00,7.86,23.04,,,,,
259,02/22/24 13:00:00,8.00,23.12,,,,,
260,02/22/24 15:00:00,9.77,23.44,,,,,
261,02/22/24 17:00:00,8.64,23.24,,,,,
262,02/22/24 19:00:00,8.10,23.10,,,,,
263,02/22/24 21:00:00,7.24,22.98,,,,,
264,02/22/24 23:00:00,7.38,22.88,,,,,
265,02/23/24 01:00:00,6.97,22.84,,,,,
266,02/23/24 03:00:00,7.30,22.82,,,,,
267,02/23/24 05:00:00,7.49,22.94,,,,,
268,02/23/24 07:00:00,7.32,22.96,,,,,
269,02/23/24 09:00:00,7.63,23.04,,,,,
270,02/23/24 11:00:00,7.78,23.12,,,,,
271,02/23/24 13:00:00,8.81,23.28,,,,,
272,02/23/24 15:00:00,9.14,23.40,,,,,
273,02/23/24 17:00:00,8.46,23.28,,,,,
274,02/23/24 19:00:00,7.86,23.08,,,,,
275,02/23/24 21:00:00,7.40,22.92,,,,,
276,02/23/24 23:00:00,7.14,22.82,,,,,
277,02/24/24 01:00:00,6.86,22.80,,,,,
278,02/24/24 03:00:00,7.15,22.80,,,,,
279,02/24/24 05:00:00,7.15,22.88,,,,,
280,02/24/24 07:00:00,7.17,22.94,,,,,
281,02/24/24 09:00:00,7.34,22.94,,,,,
282,02/24/24 11:00:00,7.90,23.02,,,,,
283,02/24/24 13:00:00,8.24,23.08,,,,,
284,02/24/24 15:00:00,8.33,23.10,,,,,
285,02/24/24 17:00:00,8.37,23.00,,,,,
286,02/24/24 19:00:00,7.84,22.86,,,,,
287,02/24/24 21:00:00,7.45,22.76,,,,,
288,02/24/24 23:00:00,7.42,22.62,,,,,
289,02/25/24 01:00:00,7.21,22.58,,,,,
290,02/25/24 03:00:00,7.18,22.62,,,,,
291,02/25/24 05:00:00,7.29,22.72,,,,,
292,02/25/24 07:00:00,7.20,22.76,,,,,
293,02/25/24 09:00:00,7.61,22.72,,,,,
294,02/25/24 11:00:00,7.90,22.80,,,,,
295,02/25/24 13:00:00,8.48,22.98,,,,,
296,02/25/24 15:00:00,8.77,23.10,,,,,
297,02/25/24 17:00:00,8.56,23.00,,,,,
298,02/25/24 19:00:00,8.06,22.84,,,,,
299,02/25/24 21:00:00,7.54,22.74,,,,,
300,02/25/24 23:00:00,7.32,22.68,,,,,
301,02/26/24 01:00:00,7.20,22.68,,,,,
302,02/26/24 03:00:00,7.30,22.68,,,,,
303,02/26/24 05:00:00,7.45,22.76,,,,,
304,02/26/24 07:00:00,7.42,22.76,,,,,
305,02/26/24 09:00:00,7.42,22.80,,,,,
306,02/26/24 11:00:00,7.42,22.90,,,,,
307,02/26/24 13:00:00,8.04,23.02,,,,,
308,02/26/24 15:00:00,8.58,23.18,,,,,
309,02/26/24 17:00:00,8.25,23.02,,,,,
310,02/26/24 19:00:00,7.70,22.88,,,,,
311,02/26/24 21:00:00,7.24,22.76,,,,,
312,02/26/24 23:00:00,7.40,22.72,,,,,
313,02/27/24 01:00:00,7.28,22.70,,,,,
314,02/27/24 03:00:00,7.23,22.70,,,,,
315,02/27/24 05:00:00,7.22,22.68,,,,,
316,02/27/24 07:00:00,7.28,22.74,,,,,
317,02/27/24 09:00:00,7.48,22.82,,,,,
318,02/27/24 11:00:00,7.91,22.96,,,,,
319,02/27/24 13:00:00,8.61,23.10,,,,,
320,02/27/24 15:00:00,8.70,23.20,,,,,
321,02/27/24 17:00:00,8.33,23.04,,,,,
322,02/27/24 19:00:00,7.82,22.88,,,,,
323,02/27/24 21:00:00,7.41,22.78,,,,,
324,02/27/24 23:00:00,7.15,22.74,,,,,
325,02/28/24 01:00:00,7.24,22.72,,,,,
326,02/28/24 03:00:00,7.22,22.72,,,,,
327,02/28/24 05:00:00,7.08,22.72,,,,,
328,02/28/24 07:00:00,7.29,22.74,,,,,
329,02/28/24 09:00:00,7.22,22.84,,,,,
330,02/28/24 11:00:00,7.83,22.94,,,,,
331,02/28/24 13:00:00,8.36,23.10,,,,,
332,02/28/24 15:00:00,8.97,23.24,,,,,
333,02/28/24 17:00:00,8.57,23.04,,,,,
334,02/28/24 19:00:00,7.80,22.90,,,,,
335,02/28/24 21:00:00,7.32,22.80,,,,,
336,02/28/24 23:00:00,7.25,22.76,,,,,
337,02/29/24 01:00:00,7.13,22.74,,,,,
338,02/29/24 03:00:00,7.03,22.72,,,,,
339,02/29/24 05:00:00,6.99,22.74,,,,,
340,02/29/24 07:00:00,7.18,22.74,,,,,
341,02/29/24 09:00:00,7.20,22.82,,,,,
342,02/29/24 11:00:00,7.40,22.88,,,,,
343,02/29/24 13:00:00,8.02,23.08,,,,,
344,02/29/24 15:00:00,8.56,23.16,,,,,
345,02/29/24 17:00:00,8.42,23.08,,,,,
346,02/29/24 19:00:00,7.89,22.92,,,,,
347,02/29/24 21:00:00,7.55,22.84,,,,,
348,02/29/24 23:00:00,7.21,22.78,,,,,
349,03/01/24 01:00:00,7.14,22.74,,,,,
350,03/01/24 03:00:00,7.15,22.74,,,,,
351,03/01/24 05:00:00,7.21,22.74,,,,,
352,03/01/24 07:00:00,7.11,22.74,,,,,
353,03/01/24 09:00:00,7.34,22.76,,,,,
354,03/01/24 11:00:00,7.46,22.88,,,,,
355,03/01/24 13:00:00,8.07,23.02,,,,,
356,03/01/24 15:00:00,8.72,23.22,,,,,
357,03/01/24 17:00:00,8.44,23.08,,,,,
358,03/01/24 19:00:00,7.88,22.92,,,,,
359,03/01/24 21:00:00,7.61,22.84,,,,,
360,03/01/24 23:00:00,7.33,22.78,,,,,
361,03/02/24 01:00:00,7.31,22.76,,,,,
362,03/02/24 03:00:00,7.17,22.76,,,,,
363,03/02/24 05:00:00,7.23,22.74,,,,,
364,03/02/24 07:00:00,7.24,22.72,,,,,
365,03/02/24 09:00:00,7.45,22.78,,,,,
366,03/02/24 11:00:00,7.45,22.90,,,,,
367,03/02/24 13:00:00,8.06,23.04,,,,,
368,03/02/24 15:00:00,8.70,23.30,,,,,
369,03/02/24 17:00:00,8.26,23.08,,,,,
370,03/02/24 19:00:00,7.84,22.90,,,,,
371,03/02/24 21:00:00,7.32,22.78,,,,,
372,03/02/24 23:00:00,7.28,22.74,,,,,
373,03/03/24 01:00:00,7.17,22.74,,,,,
374,03/03/24 03:00:00,7.12,22.70,,,,,
375,03/03/24 05:00:00,7.17,22.74,,,,,
376,03/03/24 07:00:00,7.10,22.74,,,,,
377,03/03/24 09:00:00,7.17,22.82,,,,,
378,03/03/24 11:00:00,7.40,22.96,,,,,
379,03/03/24 13:00:00,8.31,23.10,,,,,
380,03/03/24 15:00:00,8.74,23.36,,,,,
381,03/03/24 17:00:00,8.49,23.16,,,,,
382,03/03/24 19:00:00,7.89,22.98,,,,,
383,03/03/24 21:00:00,7.40,22.88,,,,,
384,03/03/24 23:00:00,7.50,22.88,,,,,
385,03/04/24 01:00:00,7.53,22.88,,,,,
386,03/04/24 03:00:00,7.43,22.88,,,,,
387,03/04/24 05:00:00,7.18,22.86,,,,,
388,03/04/24 07:00:00,7.07,22.84,,,,,
389,03/04/24 09:00:00,7.14,22.90,,,,,
390,03/04/24 11:00:00,7.48,22.98,,,,,
391,03/04/24 13:00:00,8.26,23.12,,,,,
392,03/04/24 15:00:00,8.73,23.36,,,,,
393,03/04/24 17:00:00,8.40,23.14,,,,,
394,03/04/24 19:00:00,7.83,22.96,,,,,
395,03/04/24 21:00:00,7.46,22.86,,,,,
396,03/04/24 23:00:00,7.52,22.84,,,,,
397,03/05/24 01:00:00,7.52,22.86,,,,,
398,03/05/24 03:00:00,7.44,22.82,,,,,
399,03/05/24 05:00:00,7.19,22.78,,,,,
400,03/05/24 07:00:00,7.19,22.76,,,,,
401,03/05/24 09:00:00,7.46,22.80,,,,,
402,03/05/24 11:00:00,7.60,22.88,,,,,
403,03/05/24 13:00:00,8.42,23.06,,,,,
404,03/05/24 15:00:00,8.74,23.24,,,,,
405,03/05/24 17:00:00,8.44,23.02,,,,,
406,03/05/24 19:00:00,7.84,22.78,,,,,
407,03/05/24 21:00:00,7.10,22.70,,,,,
408,03/05/24 23:00:00,7.34,22.68,,,,,
409,03/06/24 01:00:00,7.47,22.76,,,,,
410,03/06/24 03:00:00,7.15,22.72,,,,,
411,03/06/24 05:00:00,7.23,22.70,,,,,
412,03/06/24 07:00:00,6.95,22.66,,,,,
413,03/06/24 09:00:00,7.43,22.72,,,,,
414,03/06/24 11:00:00,7.52,22.90,,,,,
415,03/06/24 13:00:00,8.39,23.10,,,,,
416,03/06/24 15:00:00,8.71,23.20,,,,,
417,03/06/24 17:00:00,8.03,23.02,,,,,
418,03/06/24 19:00:00,7.69,22.82,,,,,
419,03/06/24 21:00:00,7.33,22.72,,,,,
420,03/06/24 23:00:00,7.28,22.70,,,,,
421,03/07/24 01:00:00,7.33,22.74,,,,,
422,03/07/24 03:00:00,7.24,22.68,,,,,
423,03/07/24 05:00:00,6.91,22.64,,,,,
424,03/07/24 07:00:00,7.17,22.80,,,,,
425,03/07/24 09:00:00,7.56,22.98,,,,,
426,03/07/24 11:00:00,8.21,23.06,,,,,
427,03/07/24 13:00:00,8.87,23.18,,,,,
428,03/07/24 15:00:00,8.46,23.30,,,,,
429,03/07/24 17:00:00,8.04,23.08,,,,,
430,03/07/24 19:00:00,7.58,22.84,,,,,
431,03/07/24 21:00:00,6.63,22.70,,,,,
432,03/07/24 23:00:00,6.91,22.64,,,,,
433,03/08/24 01:00:00,7.11,22.66,,,,,
434,03/08/24 03:00:00,7.15,22.68,,,,,
435,03/08/24 05:00:00,6.78,22.52,,,,,
436,03/08/24 07:00:00,6.09,22.70,,,,,
437,03/08/24 09:00:00,7.26,22.80,,,,,
438,03/08/24 11:00:00,8.48,23.12,,,,,
439,03/08/24 13:00:00,9.20,23.22,,,,,
440,03/08/24 15:00:00,8.69,23.24,,,,,
441,03/08/24 17:00:00,7.94,23.02,,,,,
442,03/08/24 19:00:00,6.97,22.82,,,,,
443,03/08/24 21:00:00,6.03,22.68,,,,,
444,03/08/24 23:00:00,6.31,22.60,,,,,
445,03/09/24 01:00:00,5.98,22.62,,,,,
446,03/09/24 03:00:00,7.24,22.66,,,,,
447,03/09/24 05:00:00,7.28,22.70,,,,,
448,03/09/24 07:00:00,7.17,22.78,,,,,
449,03/09/24 09:00:00,7.79,22.98,,,,,
450,03/09/24 11:00:00,8.71,23.08,,,,,
451,03/09/24 13:00:00,9.00,23.16,,,,,
452,03/09/24 15:00:00,8.80,23.28,,,,,
453,03/09/24 17:00:00,8.21,23.06,,,,,
454,03/09/24 19:00:00,7.13,22.82,,,,,
455,03/09/24 21:00:00,6.65,22.72,,,,,
456,03/09/24 23:00:00,5.80,22.62,,,,,
457,03/10/24 01:00:00,6.86,22.60,,,,,
458,03/10/24 03:00:00,7.14,22.64,,,,,
459,03/10/24 05:00:00,7.34,22.84,,,,,
460,03/10/24 07:00:00,7.28,22.80,,,,,
461,03/10/24 09:00:00,7.77,22.98,,,,,
462,03/10/24 11:00:00,8.58,23.10,,,,,
463,03/10/24 13:00:00,9.23,23.16,,,,,
464,03/10/24 15:00:00,8.76,23.06,,,,,
465,03/10/24 17:00:00,7.73,22.92,,,,,
466,03/10/24 19:00:00,7.35,22.78,,,,,
467,03/10/24 21:00:00,6.92,22.70,,,,,
468,03/10/24 23:00:00,6.09,22.64,,,,,
469,03/11/24 01:00:00,6.52,22.62,,,,,
470,03/11/24 03:00:00,6.86,22.66,,,,,
471,03/11/24 05:00:00,7.29,22.80,,,,,
472,03/11/24 07:00:00,7.24,22.86,,,,,
473,03/11/24 09:00:00,6.98,22.80,,,,,
474,03/11/24 11:00:00,7.93,22.88,,,,,
475,03/11/24 13:00:00,8.18,22.96,,,,,
476,03/11/24 15:00:00,8.41,23.04,,,,,
477,03/11/24 17:00:00,8.05,22.92,,,,,
478,03/11/24 19:00:00,7.57,22.88,,,,,
479,03/11/24 21:00:00,7.08,22.82,,,,,
480,03/11/24 23:00:00,7.08,22.78,,,,,
481,03/12/24 01:00:00,7.06,22.78,,,,,
482,03/12/24 03:00:00,7.22,22.78,,,,,
483,03/12/24 05:00:00,7.46,22.84,,,,,
484,03/12/24 07:00:00,7.40,22.88,,,,,
485,03/12/24 09:00:00,7.54,22.94,,,,,
486,03/12/24 11:00:00,7.89,27.12,,,,,
487,03/12/24 11:50:02,,,Logged,,,,
488,03/12/24 11:50:22,,,,Logged,,,
489,03/12/24 11:56:08,,,Logged,,,,
490,03/12/24 11:56:10,,,,,Logged,,
491,03/12/24 11:56:19,,,,,,Logged,Logged
