"Plot Title: 21446085"
"#","Date Time, GMT-10:00","DO conc, mg/L (LGR S/N: 21446085, SEN S/N: 21446085)","Temp, °C (LGR S/N: 21446085, SEN S/N: 21446085)","Coupler Attached (LGR S/N: 21446085)","Host Connected (LGR S/N: 21446085)","Stopped (LGR S/N: 21446085)","End Of File (LGR S/N: 21446085)"
134,04/30/25 11:10:00 AM,2.60,26.48,,,,
135,04/30/25 11:20:00 AM,2.77,26.58,,,,
136,04/30/25 11:30:00 AM,2.90,26.68,,,,
137,04/30/25 11:40:00 AM,3.07,26.78,,,,
138,04/30/25 11:50:00 AM,3.13,26.90,,,,
139,04/30/25 12:00:00 PM,3.24,27.02,,,,
140,04/30/25 12:10:00 PM,3.25,27.16,,,,
141,04/30/25 12:20:00 PM,3.27,27.30,,,,
142,04/30/25 12:30:00 PM,3.51,27.40,,,,
143,04/30/25 12:40:00 PM,3.39,27.56,,,,
144,04/30/25 12:50:00 PM,3.53,27.68,,,,
145,04/30/25 01:00:00 PM,3.53,27.80,,,,
146,04/30/25 01:10:00 PM,3.52,27.92,,,,
147,04/30/25 01:20:00 PM,3.63,28.00,,,,
148,04/30/25 01:30:00 PM,3.62,28.12,,,,
149,04/30/25 01:40:00 PM,3.75,28.20,,,,
150,04/30/25 01:50:00 PM,3.76,28.30,,,,
151,04/30/25 02:00:00 PM,3.75,28.40,,,,
152,04/30/25 02:10:00 PM,3.83,28.50,,,,
153,04/30/25 02:20:00 PM,3.81,28.54,,,,
154,04/30/25 02:30:00 PM,3.83,28.62,,,,
155,04/30/25 02:40:00 PM,3.84,28.66,,,,
156,04/30/25 02:50:00 PM,3.95,28.74,,,,
157,04/30/25 03:00:00 PM,3.97,28.82,,,,
158,04/30/25 03:10:00 PM,4.04,28.88,,,,
159,04/30/25 03:20:00 PM,4.12,29.02,,,,
160,04/30/25 03:30:00 PM,4.30,29.10,,,,
161,04/30/25 03:40:00 PM,4.04,29.10,,,,
162,04/30/25 03:50:00 PM,4.08,29.12,,,,
163,04/30/25 04:00:00 PM,4.00,29.14,,,,
164,04/30/25 04:10:00 PM,3.98,29.16,,,,
165,04/30/25 04:20:00 PM,3.86,29.18,,,,
166,04/30/25 04:30:00 PM,3.90,29.18,,,,
167,04/30/25 04:40:00 PM,3.80,29.14,,,,
168,04/30/25 04:50:00 PM,3.71,29.12,,,,
169,04/30/25 05:00:00 PM,3.55,29.12,,,,
170,04/30/25 05:10:00 PM,3.52,29.08,,,,
171,04/30/25 05:20:00 PM,3.57,29.02,,,,
172,04/30/25 05:30:00 PM,3.42,28.98,,,,
173,04/30/25 05:40:00 PM,3.33,28.92,,,,
174,04/30/25 05:50:00 PM,3.37,28.88,,,,
175,04/30/25 06:00:00 PM,3.37,28.82,,,,
176,04/30/25 06:10:00 PM,3.12,28.78,,,,
177,04/30/25 06:20:00 PM,3.06,28.72,,,,
178,04/30/25 06:30:00 PM,3.00,28.70,,,,
179,04/30/25 06:40:00 PM,2.99,28.64,,,,
180,04/30/25 06:50:00 PM,2.85,28.60,,,,
181,04/30/25 07:00:00 PM,2.67,28.52,,,,
182,04/30/25 07:10:00 PM,2.59,28.48,,,,
183,04/30/25 07:20:00 PM,2.50,28.44,,,,
184,04/30/25 07:30:00 PM,2.34,28.40,,,,
185,04/30/25 07:40:00 PM,2.23,28.34,,,,
186,04/30/25 07:50:00 PM,2.18,28.32,,,,
187,04/30/25 08:00:00 PM,2.09,28.26,,,,
188,04/30/25 08:10:00 PM,1.99,28.20,,,,
189,04/30/25 08:20:00 PM,1.93,28.14,,,,
190,04/30/25 08:30:00 PM,2.03,28.10,,,,
191,04/30/25 08:40:00 PM,1.94,28.06,,,,
192,04/30/25 08:50:00 PM,1.84,28.02,,,,
193,04/30/25 09:00:00 PM,1.82,27.98,,,,
194,04/30/25 09:10:00 PM,1.76,27.94,,,,
195,04/30/25 09:20:00 PM,1.77,27.90,,,,
196,04/30/25 09:30:00 PM,1.72,27.86,,,,
197,04/30/25 09:40:00 PM,1.69,27.80,,,,
198,04/30/25 09:50:00 PM,1.66,27.76,,,,
199,04/30/25 10:00:00 PM,1.66,27.72,,,,
200,04/30/25 10:10:00 PM,1.57,27.68,,,,
201,04/30/25 10:20:00 PM,1.53,27.66,,,,
202,04/30/25 10:30:00 PM,1.44,27.64,,,,
203,04/30/25 10:40:00 PM,1.39,27.60,,,,
204,04/30/25 10:50:00 PM,1.36,27.56,,,,
205,04/30/25 11:00:00 PM,1.29,27.54,,,,
206,04/30/25 11:10:00 PM,1.24,27.48,,,,
207,04/30/25 11:20:00 PM,1.23,27.44,,,,
208,04/30/25 11:30:00 PM,1.26,27.40,,,,
209,04/30/25 11:40:00 PM,1.22,27.36,,,,
210,04/30/25 11:50:00 PM,1.19,27.32,,,,
211,05/01/25 12:00:00 AM,1.06,27.30,,,,
212,05/01/25 12:10:00 AM,1.14,27.26,,,,
213,05/01/25 12:20:00 AM,1.09,27.24,,,,
214,05/01/25 12:30:00 AM,1.03,27.20,,,,
215,05/01/25 12:40:00 AM,0.99,27.18,,,,
216,05/01/25 12:50:00 AM,0.93,27.14,,,,
217,05/01/25 01:00:00 AM,0.91,27.10,,,,
218,05/01/25 01:10:00 AM,0.89,27.06,,,,
219,05/01/25 01:20:00 AM,0.91,27.04,,,,
220,05/01/25 01:30:00 AM,0.91,27.00,,,,
221,05/01/25 01:40:00 AM,0.92,26.98,,,,
222,05/01/25 01:50:00 AM,0.80,26.94,,,,
223,05/01/25 02:00:00 AM,0.88,26.90,,,,
224,05/01/25 02:10:00 AM,0.80,26.88,,,,
225,05/01/25 02:20:00 AM,0.91,26.82,,,,
226,05/01/25 02:30:00 AM,0.89,26.78,,,,
227,05/01/25 02:40:00 AM,0.80,26.74,,,,
228,05/01/25 02:50:00 AM,0.77,26.72,,,,
229,05/01/25 03:00:00 AM,0.78,26.68,,,,
230,05/01/25 03:10:00 AM,0.69,26.64,,,,
231,05/01/25 03:20:00 AM,0.67,26.60,,,,
232,05/01/25 03:30:00 AM,0.67,26.58,,,,
233,05/01/25 03:40:00 AM,0.65,26.54,,,,
234,05/01/25 03:50:00 AM,0.67,26.50,,,,
235,05/01/25 04:00:00 AM,0.64,26.48,,,,
236,05/01/25 04:10:00 AM,0.67,26.44,,,,
237,05/01/25 04:20:00 AM,0.60,26.40,,,,
238,05/01/25 04:30:00 AM,0.62,26.36,,,,
239,05/01/25 04:40:00 AM,0.65,26.34,,,,
240,05/01/25 04:50:00 AM,0.74,26.28,,,,
241,05/01/25 05:00:00 AM,0.68,26.24,,,,
242,05/01/25 05:10:00 AM,0.67,26.20,,,,
243,05/01/25 05:20:00 AM,0.72,26.16,,,,
244,05/01/25 05:30:00 AM,0.70,26.12,,,,
245,05/01/25 05:40:00 AM,0.65,26.10,,,,
246,05/01/25 05:50:00 AM,0.66,26.06,,,,
247,05/01/25 06:00:00 AM,0.70,26.02,,,,
248,05/01/25 06:10:00 AM,0.69,26.00,,,,
249,05/01/25 06:20:00 AM,0.70,25.96,,,,
250,05/01/25 06:30:00 AM,0.71,25.92,,,,
251,05/01/25 06:40:00 AM,0.64,25.90,,,,
252,05/01/25 06:50:00 AM,0.63,25.88,,,,
253,05/01/25 07:00:00 AM,0.70,25.84,,,,
254,05/01/25 07:10:00 AM,0.64,25.82,,,,
255,05/01/25 07:20:00 AM,0.64,25.80,,,,
256,05/01/25 07:30:00 AM,0.63,25.78,,,,
257,05/01/25 07:40:00 AM,0.58,25.76,,,,
258,05/01/25 07:50:00 AM,0.59,25.76,,,,
259,05/01/25 08:00:00 AM,0.73,25.76,,,,
260,05/01/25 08:10:00 AM,0.90,25.74,,,,
261,05/01/25 08:20:00 AM,0.91,25.74,,,,
262,05/01/25 08:30:00 AM,1.10,25.74,,,,
263,05/01/25 08:40:00 AM,1.18,25.74,,,,
264,05/01/25 08:50:00 AM,1.32,25.76,,,,
265,05/01/25 09:00:00 AM,1.33,25.76,,,,
266,05/01/25 09:10:00 AM,1.45,25.78,,,,
267,05/01/25 09:20:00 AM,1.56,25.80,,,,
268,05/01/25 09:30:00 AM,1.69,25.82,,,,
269,05/01/25 09:40:00 AM,1.76,25.88,,,,
270,05/01/25 09:50:00 AM,1.88,25.94,,,,
271,05/01/25 10:00:00 AM,2.14,26.04,,,,
272,05/01/25 10:10:00 AM,2.26,26.12,,,,
273,05/01/25 10:20:00 AM,2.15,26.18,,,,
274,05/01/25 10:30:00 AM,2.29,26.26,,,,
275,05/01/25 10:40:00 AM,2.46,26.32,,,,
276,05/01/25 10:50:00 AM,2.73,26.42,,,,
277,05/01/25 11:00:00 AM,2.93,26.52,,,,
278,05/01/25 11:10:00 AM,3.01,26.68,,,,
279,05/01/25 11:20:00 AM,3.07,26.78,,,,
280,05/01/25 11:30:00 AM,3.26,26.90,,,,
281,05/01/25 11:40:00 AM,3.24,27.04,,,,
282,05/01/25 11:50:00 AM,3.32,27.16,,,,
283,05/01/25 12:00:00 PM,3.43,27.30,,,,
284,05/01/25 12:10:00 PM,3.43,27.46,,,,
285,05/01/25 12:20:00 PM,3.38,27.60,,,,
286,05/01/25 12:30:00 PM,3.53,27.68,,,,
287,05/01/25 12:40:00 PM,3.58,27.80,,,,
288,05/01/25 12:50:00 PM,3.74,27.96,,,,
289,05/01/25 01:00:00 PM,3.70,28.12,,,,
290,05/01/25 01:10:00 PM,3.78,28.26,,,,
291,05/01/25 01:20:00 PM,3.77,28.38,,,,
292,05/01/25 01:30:00 PM,3.94,28.50,,,,
293,05/01/25 01:40:00 PM,3.75,28.60,,,,
294,05/01/25 01:50:00 PM,3.95,28.70,,,,
295,05/01/25 02:00:00 PM,3.98,28.78,,,,
296,05/01/25 02:10:00 PM,4.01,28.88,,,,
297,05/01/25 02:20:00 PM,4.00,28.94,,,,
298,05/01/25 02:30:00 PM,3.78,28.98,,,,
299,05/01/25 02:40:00 PM,3.82,28.96,,,,
300,05/01/25 02:50:00 PM,4.00,29.02,,,,
301,05/01/25 03:00:00 PM,4.13,29.10,,,,
302,05/01/25 03:10:00 PM,4.06,29.12,,,,
303,05/01/25 03:20:00 PM,4.07,29.16,,,,
304,05/01/25 03:30:00 PM,4.24,29.20,,,,
305,05/01/25 03:40:00 PM,4.26,29.26,,,,
306,05/01/25 03:50:00 PM,4.13,29.32,,,,
307,05/01/25 04:00:00 PM,3.87,29.32,,,,
308,05/01/25 04:10:00 PM,3.86,29.32,,,,
309,05/01/25 04:20:00 PM,3.71,29.30,,,,
310,05/01/25 04:30:00 PM,3.46,29.28,,,,
311,05/01/25 04:40:00 PM,3.44,29.24,,,,
312,05/01/25 04:50:00 PM,3.60,29.20,,,,
313,05/01/25 05:00:00 PM,3.69,29.20,,,,
314,05/01/25 05:10:00 PM,3.51,29.18,,,,
315,05/01/25 05:20:00 PM,3.50,29.16,,,,
316,05/01/25 05:30:00 PM,3.44,29.14,,,,
317,05/01/25 05:40:00 PM,3.29,29.10,,,,
318,05/01/25 05:50:00 PM,3.22,29.06,,,,
319,05/01/25 06:00:00 PM,3.25,29.00,,,,
320,05/01/25 06:10:00 PM,3.22,28.94,,,,
321,05/01/25 06:20:00 PM,2.98,28.90,,,,
322,05/01/25 06:30:00 PM,2.93,28.84,,,,
323,05/01/25 06:40:00 PM,2.74,28.78,,,,
324,05/01/25 06:50:00 PM,2.62,28.72,,,,
325,05/01/25 07:00:00 PM,2.48,28.68,,,,
326,05/01/25 07:10:00 PM,2.31,28.62,,,,
327,05/01/25 07:20:00 PM,2.24,28.54,,,,
328,05/01/25 07:30:00 PM,2.20,28.50,,,,
329,05/01/25 07:40:00 PM,2.08,28.44,,,,
330,05/01/25 07:50:00 PM,2.01,28.38,,,,
331,05/01/25 08:00:00 PM,2.01,28.32,,,,
332,05/01/25 08:10:00 PM,1.99,28.26,,,,
333,05/01/25 08:20:00 PM,1.96,28.18,,,,
334,05/01/25 08:30:00 PM,1.86,28.10,,,,
335,05/01/25 08:40:00 PM,1.85,28.04,,,,
336,05/01/25 08:50:00 PM,1.81,27.98,,,,
337,05/01/25 09:00:00 PM,1.86,27.92,,,,
338,05/01/25 09:10:00 PM,1.77,27.86,,,,
339,05/01/25 09:20:00 PM,1.69,27.80,,,,
340,05/01/25 09:30:00 PM,1.76,27.74,,,,
341,05/01/25 09:40:00 PM,1.60,27.68,,,,
342,05/01/25 09:50:00 PM,1.56,27.62,,,,
343,05/01/25 10:00:00 PM,1.60,27.56,,,,
344,05/01/25 10:10:00 PM,1.55,27.50,,,,
345,05/01/25 10:20:00 PM,1.54,27.44,,,,
346,05/01/25 10:30:00 PM,1.61,27.38,,,,
347,05/01/25 10:40:00 PM,1.44,27.32,,,,
348,05/01/25 10:50:00 PM,1.52,27.26,,,,
349,05/01/25 11:00:00 PM,1.40,27.22,,,,
350,05/01/25 11:10:00 PM,1.50,27.18,,,,
351,05/01/25 11:20:00 PM,1.34,27.14,,,,
352,05/01/25 11:30:00 PM,1.34,27.08,,,,
353,05/01/25 11:40:00 PM,1.27,27.04,,,,
354,05/01/25 11:50:00 PM,1.29,27.00,,,,
355,05/02/25 12:00:00 AM,1.20,26.96,,,,
356,05/02/25 12:10:00 AM,1.11,26.92,,,,
357,05/02/25 12:20:00 AM,1.09,26.88,,,,
358,05/02/25 12:30:00 AM,1.11,26.82,,,,
359,05/02/25 12:40:00 AM,1.00,26.80,,,,
360,05/02/25 12:50:00 AM,1.05,26.76,,,,
361,05/02/25 01:00:00 AM,0.99,26.74,,,,
362,05/02/25 01:10:00 AM,1.07,26.70,,,,
363,05/02/25 01:20:00 AM,0.94,26.66,,,,
364,05/02/25 01:30:00 AM,0.98,26.64,,,,
365,05/02/25 01:40:00 AM,0.92,26.60,,,,
366,05/02/25 01:50:00 AM,0.90,26.56,,,,
367,05/02/25 02:00:00 AM,0.82,26.54,,,,
368,05/02/25 02:10:00 AM,0.79,26.50,,,,
369,05/02/25 02:20:00 AM,0.87,26.46,,,,
370,05/02/25 02:30:00 AM,0.77,26.44,,,,
371,05/02/25 02:40:00 AM,0.82,26.40,,,,
372,05/02/25 02:50:00 AM,0.85,26.36,,,,
373,05/02/25 03:00:00 AM,0.85,26.32,,,,
374,05/02/25 03:10:00 AM,0.71,26.28,,,,
375,05/02/25 03:20:00 AM,0.63,26.26,,,,
376,05/02/25 03:30:00 AM,0.75,26.22,,,,
377,05/02/25 03:40:00 AM,0.71,26.18,,,,
378,05/02/25 03:50:00 AM,0.71,26.14,,,,
379,05/02/25 04:00:00 AM,0.68,26.10,,,,
380,05/02/25 04:10:00 AM,0.56,26.08,,,,
381,05/02/25 04:20:00 AM,0.57,26.04,,,,
382,05/02/25 04:30:00 AM,0.78,26.00,,,,
383,05/02/25 04:40:00 AM,0.67,25.96,,,,
384,05/02/25 04:50:00 AM,0.72,25.92,,,,
385,05/02/25 05:00:00 AM,0.72,25.90,,,,
386,05/02/25 05:10:00 AM,0.69,25.86,,,,
387,05/02/25 05:20:00 AM,0.67,25.82,,,,
388,05/02/25 05:30:00 AM,0.64,25.78,,,,
389,05/02/25 05:40:00 AM,0.72,25.72,,,,
390,05/02/25 05:50:00 AM,0.70,25.70,,,,
391,05/02/25 06:00:00 AM,0.73,25.66,,,,
392,05/02/25 06:10:00 AM,0.72,25.62,,,,
393,05/02/25 06:20:00 AM,0.68,25.58,,,,
394,05/02/25 06:30:00 AM,0.75,25.54,,,,
395,05/02/25 06:40:00 AM,0.75,25.50,,,,
396,05/02/25 06:50:00 AM,0.78,25.48,,,,
397,05/02/25 07:00:00 AM,0.69,25.46,,,,
398,05/02/25 07:10:00 AM,0.74,25.44,,,,
399,05/02/25 07:20:00 AM,0.74,25.40,,,,
400,05/02/25 07:30:00 AM,0.74,25.38,,,,
401,05/02/25 07:40:00 AM,0.65,25.36,,,,
402,05/02/25 07:50:00 AM,0.77,25.34,,,,
403,05/02/25 08:00:00 AM,0.82,25.32,,,,
404,05/02/25 08:10:00 AM,0.92,25.30,,,,
405,05/02/25 08:20:00 AM,0.89,25.30,,,,
406,05/02/25 08:30:00 AM,1.17,25.30,,,,
407,05/02/25 08:40:00 AM,1.27,25.30,,,,
408,05/02/25 08:50:00 AM,1.33,25.32,,,,
409,05/02/25 09:00:00 AM,1.25,25.34,,,,
410,05/02/25 09:10:00 AM,1.44,25.34,,,,
411,05/02/25 09:20:00 AM,1.53,25.36,,,,
412,05/02/25 09:30:00 AM,1.66,25.38,,,,
413,05/02/25 09:40:00 AM,1.75,25.42,,,,
414,05/02/25 09:50:00 AM,1.75,25.48,,,,
415,05/02/25 10:00:00 AM,1.98,25.50,,,,
416,05/02/25 10:10:00 AM,2.26,25.58,,,,
417,05/02/25 10:20:00 AM,2.31,25.66,,,,
418,05/02/25 10:30:00 AM,2.31,25.76,,,,
419,05/02/25 10:40:00 AM,2.68,25.84,,,,
420,05/02/25 10:50:00 AM,2.84,25.92,,,,
421,05/02/25 11:00:00 AM,2.76,26.06,,,,
422,05/02/25 11:10:00 AM,2.88,26.18,,,,
423,05/02/25 11:20:00 AM,3.19,26.30,,,,
424,05/02/25 11:30:00 AM,3.16,26.44,,,,
425,05/02/25 11:40:00 AM,3.38,26.58,,,,
426,05/02/25 11:50:00 AM,3.47,26.72,,,,
427,05/02/25 12:00:00 PM,3.52,26.86,,,,
428,05/02/25 12:10:00 PM,3.58,27.02,,,,
429,05/02/25 12:20:00 PM,3.53,27.14,,,,
430,05/02/25 12:30:00 PM,3.55,27.28,,,,
431,05/02/25 12:40:00 PM,3.47,27.46,,,,
432,05/02/25 12:50:00 PM,3.64,27.56,,,,
433,05/02/25 01:00:00 PM,3.72,27.70,,,,
434,05/02/25 01:10:00 PM,3.70,27.86,,,,
435,05/02/25 01:20:00 PM,3.54,27.94,,,,
436,05/02/25 01:30:00 PM,3.62,28.00,,,,
437,05/02/25 01:40:00 PM,3.84,28.06,,,,
438,05/02/25 01:50:00 PM,3.87,28.18,,,,
439,05/02/25 02:00:00 PM,4.00,28.24,,,,
440,05/02/25 02:10:00 PM,4.10,28.30,,,,
441,05/02/25 02:20:00 PM,4.11,28.34,,,,
442,05/02/25 02:30:00 PM,4.08,28.40,,,,
443,05/02/25 02:40:00 PM,4.28,28.44,,,,
444,05/02/25 02:50:00 PM,4.26,28.54,,,,
445,05/02/25 03:00:00 PM,4.20,28.62,,,,
446,05/02/25 03:10:00 PM,4.13,28.64,,,,
447,05/02/25 03:20:00 PM,4.16,28.64,,,,
448,05/02/25 03:30:00 PM,4.07,28.70,,,,
449,05/02/25 03:40:00 PM,4.01,28.72,,,,
450,05/02/25 03:50:00 PM,4.10,28.72,,,,
451,05/02/25 04:00:00 PM,4.08,28.74,,,,
452,05/02/25 04:10:00 PM,3.93,28.74,,,,
453,05/02/25 04:20:00 PM,3.95,28.76,,,,
454,05/02/25 04:30:00 PM,4.13,28.76,,,,
455,05/02/25 04:40:00 PM,4.03,28.76,,,,
456,05/02/25 04:50:00 PM,4.05,28.74,,,,
457,05/02/25 05:00:00 PM,3.81,28.72,,,,
458,05/02/25 05:10:00 PM,3.54,28.68,,,,
459,05/02/25 05:20:00 PM,3.51,28.62,,,,
460,05/02/25 05:30:00 PM,3.56,28.56,,,,
461,05/02/25 05:40:00 PM,3.42,28.50,,,,
462,05/02/25 05:50:00 PM,3.25,28.44,,,,
463,05/02/25 06:00:00 PM,3.17,28.38,,,,
464,05/02/25 06:10:00 PM,3.06,28.32,,,,
465,05/02/25 06:20:00 PM,2.95,28.26,,,,
466,05/02/25 06:30:00 PM,2.94,28.18,,,,
467,05/02/25 06:40:00 PM,2.82,28.12,,,,
468,05/02/25 06:50:00 PM,2.69,28.06,,,,
469,05/02/25 07:00:00 PM,2.58,28.00,,,,
470,05/02/25 07:10:00 PM,2.34,27.94,,,,
