"Plot Title: 21515403"
"#","Date Time, GMT-10:00","DO conc, mg/L (LGR S/N: 21515403, SEN S/N: 21515403)","Temp, °C (LGR S/N: 21515403, SEN S/N: 21515403)","Coupler Attached (LGR S/N: 21515403)","Coupler Detached (LGR S/N: 21515403)","Host Connected (LGR S/N: 21515403)","Stopped (LGR S/N: 21515403)","End Of File (LGR S/N: 21515403)"
84,04/28/23 14:50:00,7.73,29.22,,,,,
85,04/28/23 15:00:00,7.60,29.62,,,,,
86,04/28/23 15:10:00,7.64,29.40,,,,,
87,04/28/23 15:20:00,7.68,29.08,,,,,
88,04/28/23 15:30:00,7.78,28.84,,,,,
89,04/28/23 15:40:00,7.67,30.26,,,,,
90,04/28/23 15:50:00,7.53,30.44,,,,,
91,04/28/23 16:00:00,7.37,30.96,,,,,
92,04/28/23 16:10:00,7.59,30.90,,,,,
93,04/28/23 16:20:00,7.93,27.34,,,,,
94,04/28/23 16:30:00,8.46,25.14,,,,,
95,04/28/23 16:40:00,8.63,24.76,,,,,
96,04/28/23 16:50:00,8.53,24.68,,,,,
97,04/28/23 17:00:00,8.49,24.64,,,,,
98,04/28/23 17:10:00,8.42,24.62,,,,,
99,04/28/23 17:20:00,8.33,24.60,,,,,
100,04/28/23 17:30:00,8.26,24.60,,,,,
101,04/28/23 17:40:00,8.23,24.58,,,,,
102,04/28/23 17:50:00,8.15,24.56,,,,,
103,04/28/23 18:00:00,8.06,24.54,,,,,
104,04/28/23 18:10:00,7.98,24.52,,,,,
105,04/28/23 18:20:00,7.93,24.50,,,,,
106,04/28/23 18:30:00,7.86,24.50,,,,,
107,04/28/23 18:40:00,7.81,24.48,,,,,
108,04/28/23 18:50:00,7.69,24.46,,,,,
109,04/28/23 19:00:00,7.59,24.42,,,,,
110,04/28/23 19:10:00,7.45,24.42,,,,,
111,04/28/23 19:20:00,7.40,24.40,,,,,
112,04/28/23 19:30:00,7.31,24.36,,,,,
113,04/28/23 19:40:00,7.24,24.34,,,,,
114,04/28/23 19:50:00,7.12,24.32,,,,,
115,04/28/23 20:00:00,7.10,24.30,,,,,
116,04/28/23 20:10:00,7.13,24.28,,,,,
117,04/28/23 20:20:00,7.10,24.26,,,,,
118,04/28/23 20:30:00,7.09,24.24,,,,,
119,04/28/23 20:40:00,7.07,24.22,,,,,
120,04/28/23 20:50:00,7.01,24.20,,,,,
121,04/28/23 21:00:00,6.99,24.18,,,,,
122,04/28/23 21:10:00,6.81,24.16,,,,,
123,04/28/23 21:20:00,6.75,24.16,,,,,
124,04/28/23 21:30:00,6.66,24.14,,,,,
125,04/28/23 21:40:00,6.68,24.12,,,,,
126,04/28/23 21:50:00,6.56,24.12,,,,,
127,04/28/23 22:00:00,6.47,24.10,,,,,
128,04/28/23 22:10:00,6.54,24.08,,,,,
129,04/28/23 22:20:00,6.55,24.08,,,,,
130,04/28/23 22:30:00,6.49,24.08,,,,,
131,04/28/23 22:40:00,6.54,24.06,,,,,
132,04/28/23 22:50:00,6.69,24.04,,,,,
133,04/28/23 23:00:00,6.71,24.04,,,,,
134,04/28/23 23:10:00,6.81,24.04,,,,,
135,04/28/23 23:20:00,6.83,24.02,,,,,
136,04/28/23 23:30:00,6.85,24.00,,,,,
137,04/28/23 23:40:00,6.79,23.98,,,,,
138,04/28/23 23:50:00,6.77,23.96,,,,,
139,04/29/23 00:00:00,6.72,23.96,,,,,
140,04/29/23 00:10:00,6.65,23.94,,,,,
141,04/29/23 00:20:00,6.61,23.94,,,,,
142,04/29/23 00:30:00,6.55,23.92,,,,,
143,04/29/23 00:40:00,6.56,23.90,,,,,
144,04/29/23 00:50:00,6.54,23.90,,,,,
145,04/29/23 01:00:00,6.49,23.88,,,,,
146,04/29/23 01:10:00,6.52,23.86,,,,,
147,04/29/23 01:20:00,6.48,23.86,,,,,
148,04/29/23 01:30:00,6.43,23.84,,,,,
149,04/29/23 01:40:00,6.44,23.84,,,,,
150,04/29/23 01:50:00,6.38,23.82,,,,,
151,04/29/23 02:00:00,6.45,23.80,,,,,
152,04/29/23 02:10:00,6.44,23.80,,,,,
153,04/29/23 02:20:00,6.41,23.78,,,,,
154,04/29/23 02:30:00,6.38,23.78,,,,,
155,04/29/23 02:40:00,6.32,23.76,,,,,
156,04/29/23 02:50:00,6.33,23.74,,,,,
157,04/29/23 03:00:00,6.30,23.74,,,,,
158,04/29/23 03:10:00,6.22,23.72,,,,,
159,04/29/23 03:20:00,6.16,23.72,,,,,
160,04/29/23 03:30:00,6.15,23.70,,,,,
161,04/29/23 03:40:00,6.15,23.68,,,,,
162,04/29/23 03:50:00,6.15,23.68,,,,,
163,04/29/23 04:00:00,6.03,23.66,,,,,
164,04/29/23 04:10:00,5.95,23.64,,,,,
165,04/29/23 04:20:00,5.94,23.64,,,,,
166,04/29/23 04:30:00,5.91,23.62,,,,,
167,04/29/23 04:40:00,5.83,23.62,,,,,
168,04/29/23 04:50:00,5.79,23.60,,,,,
169,04/29/23 05:00:00,5.74,23.60,,,,,
170,04/29/23 05:10:00,5.66,23.58,,,,,
171,04/29/23 05:20:00,5.66,23.58,,,,,
172,04/29/23 05:30:00,5.61,23.56,,,,,
173,04/29/23 05:40:00,5.53,23.56,,,,,
174,04/29/23 05:50:00,5.55,23.56,,,,,
175,04/29/23 06:00:00,5.53,23.54,,,,,
176,04/29/23 06:10:00,5.52,23.54,,,,,
177,04/29/23 06:20:00,5.47,23.52,,,,,
178,04/29/23 06:30:00,5.36,23.52,,,,,
179,04/29/23 06:40:00,5.26,23.52,,,,,
180,04/29/23 06:50:00,5.21,23.50,,,,,
181,04/29/23 07:00:00,5.20,23.50,,,,,
182,04/29/23 07:10:00,5.26,23.48,,,,,
183,04/29/23 07:20:00,5.26,23.48,,,,,
184,04/29/23 07:30:00,5.19,23.48,,,,,
185,04/29/23 07:40:00,5.16,23.48,,,,,
186,04/29/23 07:50:00,5.14,23.48,,,,,
187,04/29/23 08:00:00,5.22,23.48,,,,,
188,04/29/23 08:10:00,5.22,23.50,,,,,
189,04/29/23 08:20:00,5.24,23.48,,,,,
190,04/29/23 08:30:00,5.27,23.50,,,,,
191,04/29/23 08:40:00,5.31,23.50,,,,,
192,04/29/23 08:50:00,5.39,23.54,,,,,
193,04/29/23 09:00:00,5.46,23.54,,,,,
194,04/29/23 09:10:00,5.53,23.56,,,,,
195,04/29/23 09:20:00,5.64,23.56,,,,,
196,04/29/23 09:30:00,5.67,23.56,,,,,
197,04/29/23 09:40:00,5.79,23.60,,,,,
198,04/29/23 09:50:00,5.89,23.64,,,,,
199,04/29/23 10:00:00,6.02,23.64,,,,,
200,04/29/23 10:10:00,6.14,23.64,,,,,
201,04/29/23 10:20:00,6.30,23.70,,,,,
202,04/29/23 10:30:00,6.43,23.72,,,,,
203,04/29/23 10:40:00,6.61,23.72,,,,,
204,04/29/23 10:50:00,6.62,23.72,,,,,
205,04/29/23 11:00:00,6.74,23.76,,,,,
206,04/29/23 11:10:00,6.87,23.80,,,,,
207,04/29/23 11:20:00,7.03,23.84,,,,,
208,04/29/23 11:30:00,7.34,23.84,,,,,
209,04/29/23 11:40:00,7.43,23.86,,,,,
210,04/29/23 11:50:00,7.59,23.90,,,,,
211,04/29/23 12:00:00,7.54,23.94,,,,,
212,04/29/23 12:10:00,7.62,23.92,,,,,
213,04/29/23 12:20:00,7.72,23.94,,,,,
214,04/29/23 12:30:00,7.74,23.98,,,,,
215,04/29/23 12:40:00,7.87,23.96,,,,,
216,04/29/23 12:50:00,7.91,24.00,,,,,
217,04/29/23 13:00:00,7.94,24.02,,,,,
218,04/29/23 13:10:00,7.98,24.02,,,,,
219,04/29/23 13:20:00,7.97,24.08,,,,,
220,04/29/23 13:30:00,8.08,24.10,,,,,
221,04/29/23 13:40:00,8.10,24.12,,,,,
222,04/29/23 13:50:00,8.35,24.12,,,,,
223,04/29/23 14:00:00,8.41,24.18,,,,,
224,04/29/23 14:10:00,8.40,24.16,,,,,
225,04/29/23 14:20:00,8.49,24.22,,,,,
226,04/29/23 14:30:00,8.56,24.28,,,,,
227,04/29/23 14:40:00,8.54,24.28,,,,,
228,04/29/23 14:50:00,8.58,24.32,,,,,
229,04/29/23 15:00:00,8.60,24.28,,,,,
230,04/29/23 15:10:00,8.65,24.30,,,,,
231,04/29/23 15:20:00,8.62,24.30,,,,,
232,04/29/23 15:30:00,8.70,24.36,,,,,
233,04/29/23 15:40:00,8.72,24.42,,,,,
234,04/29/23 15:50:00,8.76,24.38,,,,,
235,04/29/23 16:00:00,8.67,24.38,,,,,
236,04/29/23 16:10:00,8.54,24.34,,,,,
237,04/29/23 16:20:00,8.58,24.40,,,,,
238,04/29/23 16:30:00,8.61,24.36,,,,,
239,04/29/23 16:40:00,8.56,24.34,,,,,
240,04/29/23 16:50:00,8.64,24.32,,,,,
241,04/29/23 17:00:00,8.52,24.32,,,,,
242,04/29/23 17:10:00,8.43,24.32,,,,,
243,04/29/23 17:20:00,8.41,24.32,,,,,
244,04/29/23 17:30:00,8.37,24.32,,,,,
245,04/29/23 17:40:00,8.42,24.30,,,,,
246,04/29/23 17:50:00,8.38,24.30,,,,,
247,04/29/23 18:00:00,8.39,24.28,,,,,
248,04/29/23 18:10:00,8.26,24.24,,,,,
249,04/29/23 18:20:00,8.17,24.22,,,,,
250,04/29/23 18:30:00,8.07,24.22,,,,,
251,04/29/23 18:40:00,8.01,24.18,,,,,
252,04/29/23 18:50:00,7.92,24.16,,,,,
253,04/29/23 19:00:00,7.80,24.14,,,,,
254,04/29/23 19:10:00,7.68,24.14,,,,,
255,04/29/23 19:20:00,7.60,24.12,,,,,
256,04/29/23 19:30:00,7.42,24.10,,,,,
257,04/29/23 19:40:00,7.32,24.08,,,,,
258,04/29/23 19:50:00,7.38,24.06,,,,,
259,04/29/23 20:00:00,7.31,24.06,,,,,
260,04/29/23 20:10:00,7.13,24.04,,,,,
261,04/29/23 20:20:00,6.96,24.02,,,,,
262,04/29/23 20:30:00,7.04,23.98,,,,,
263,04/29/23 20:40:00,7.00,23.96,,,,,
264,04/29/23 20:50:00,7.01,23.94,,,,,
265,04/29/23 21:00:00,6.96,23.92,,,,,
266,04/29/23 21:10:00,6.79,23.90,,,,,
267,04/29/23 21:20:00,6.74,23.90,,,,,
268,04/29/23 21:30:00,6.69,23.88,,,,,
269,04/29/23 21:40:00,6.62,23.86,,,,,
270,04/29/23 21:50:00,6.54,23.86,,,,,
271,04/29/23 22:00:00,6.58,23.84,,,,,
272,04/29/23 22:10:00,6.48,23.82,,,,,
273,04/29/23 22:20:00,6.47,23.82,,,,,
274,04/29/23 22:30:00,6.43,23.80,,,,,
275,04/29/23 22:40:00,6.29,23.80,,,,,
276,04/29/23 22:50:00,6.21,23.80,,,,,
277,04/29/23 23:00:00,6.26,23.78,,,,,
278,04/29/23 23:10:00,6.17,23.76,,,,,
279,04/29/23 23:20:00,6.04,23.76,,,,,
280,04/29/23 23:30:00,6.01,23.74,,,,,
281,04/29/23 23:40:00,5.97,23.72,,,,,
282,04/29/23 23:50:00,6.04,23.72,,,,,
283,04/30/23 00:00:00,5.87,23.70,,,,,
284,04/30/23 00:10:00,6.18,23.70,,,,,
285,04/30/23 00:20:00,6.23,23.68,,,,,
286,04/30/23 00:30:00,6.21,23.66,,,,,
287,04/30/23 00:40:00,5.97,23.64,,,,,
288,04/30/23 00:50:00,6.15,23.62,,,,,
289,04/30/23 01:00:00,6.03,23.60,,,,,
290,04/30/23 01:10:00,6.20,23.58,,,,,
291,04/30/23 01:20:00,6.15,23.58,,,,,
292,04/30/23 01:30:00,6.06,23.56,,,,,
293,04/30/23 01:40:00,6.13,23.52,,,,,
294,04/30/23 01:50:00,6.04,23.50,,,,,
295,04/30/23 02:00:00,5.93,23.50,,,,,
296,04/30/23 02:10:00,5.87,23.46,,,,,
297,04/30/23 02:20:00,5.90,23.46,,,,,
298,04/30/23 02:30:00,5.99,23.44,,,,,
299,04/30/23 02:40:00,5.87,23.42,,,,,
300,04/30/23 02:50:00,5.79,23.40,,,,,
301,04/30/23 03:00:00,5.73,23.38,,,,,
302,04/30/23 03:10:00,5.64,23.36,,,,,
303,04/30/23 03:20:00,5.63,23.34,,,,,
304,04/30/23 03:30:00,5.50,23.32,,,,,
305,04/30/23 03:40:00,5.60,23.30,,,,,
306,04/30/23 03:50:00,5.94,23.28,,,,,
307,04/30/23 04:00:00,5.67,23.26,,,,,
308,04/30/23 04:10:00,5.47,23.24,,,,,
309,04/30/23 04:20:00,5.34,23.22,,,,,
310,04/30/23 04:30:00,5.28,23.20,,,,,
311,04/30/23 04:40:00,5.44,23.20,,,,,
312,04/30/23 04:50:00,5.34,23.18,,,,,
313,04/30/23 05:00:00,5.10,23.16,,,,,
314,04/30/23 05:10:00,5.14,23.14,,,,,
315,04/30/23 05:20:00,4.97,23.14,,,,,
316,04/30/23 05:30:00,4.96,23.12,,,,,
317,04/30/23 05:40:00,4.99,23.10,,,,,
318,04/30/23 05:50:00,4.85,23.10,,,,,
319,04/30/23 06:00:00,5.00,23.08,,,,,
320,04/30/23 06:10:00,4.89,23.08,,,,,
321,04/30/23 06:20:00,5.04,23.08,,,,,
322,04/30/23 06:30:00,4.86,23.06,,,,,
323,04/30/23 06:40:00,4.73,23.06,,,,,
324,04/30/23 06:50:00,4.96,23.04,,,,,
325,04/30/23 07:00:00,4.70,23.04,,,,,
326,04/30/23 07:10:00,4.67,23.02,,,,,
327,04/30/23 07:20:00,4.71,23.02,,,,,
328,04/30/23 07:30:00,4.89,23.00,,,,,
329,04/30/23 07:40:00,5.06,23.00,,,,,
330,04/30/23 07:50:00,4.83,23.02,,,,,
331,04/30/23 08:00:00,4.83,23.02,,,,,
332,04/30/23 08:10:00,4.92,23.02,,,,,
333,04/30/23 08:20:00,5.01,23.02,,,,,
334,04/30/23 08:30:00,5.09,23.02,,,,,
335,04/30/23 08:40:00,5.10,23.04,,,,,
336,04/30/23 08:50:00,5.28,23.08,,,,,
337,04/30/23 09:00:00,5.20,23.10,,,,,
338,04/30/23 09:10:00,5.35,23.12,,,,,
339,04/30/23 09:20:00,5.61,23.14,,,,,
340,04/30/23 09:30:00,5.54,23.18,,,,,
341,04/30/23 09:40:00,5.54,23.22,,,,,
342,04/30/23 09:50:00,5.63,23.28,,,,,
343,04/30/23 10:00:00,5.64,23.32,,,,,
344,04/30/23 10:10:00,5.82,23.44,,,,,
345,04/30/23 10:20:00,5.99,23.50,,,,,
346,04/30/23 10:30:00,6.19,23.52,,,,,
347,04/30/23 10:40:00,6.18,23.54,,,,,
348,04/30/23 10:50:00,6.47,23.52,,,,,
349,04/30/23 11:00:00,6.32,23.54,,,,,
350,04/30/23 11:10:00,6.38,23.58,,,,,
351,04/30/23 11:20:00,6.72,23.60,,,,,
352,04/30/23 11:30:00,6.81,23.66,,,,,
353,04/30/23 11:40:00,6.73,23.68,,,,,
354,04/30/23 11:50:00,6.91,23.68,,,,,
355,04/30/23 12:00:00,7.12,23.72,,,,,
356,04/30/23 12:10:00,7.29,23.76,,,,,
357,04/30/23 12:20:00,7.30,23.80,,,,,
358,04/30/23 12:30:00,7.50,23.80,,,,,
359,04/30/23 12:40:00,7.54,23.82,,,,,
360,04/30/23 12:50:00,7.64,23.84,,,,,
361,04/30/23 13:00:00,7.72,23.90,,,,,
362,04/30/23 13:10:00,7.71,23.92,,,,,
363,04/30/23 13:20:00,7.80,24.00,,,,,
364,04/30/23 13:30:00,8.00,24.02,,,,,
365,04/30/23 13:40:00,7.95,24.06,,,,,
366,04/30/23 13:50:00,8.02,24.08,,,,,
367,04/30/23 14:00:00,8.11,24.14,,,,,
368,04/30/23 14:10:00,8.08,24.16,,,,,
369,04/30/23 14:20:00,8.17,24.24,,,,,
370,04/30/23 14:30:00,8.20,24.28,,,,,
371,04/30/23 14:40:00,8.15,24.30,,,,,
372,04/30/23 14:50:00,8.19,24.40,,,,,
373,04/30/23 15:00:00,8.14,24.48,,,,,
374,04/30/23 15:10:00,8.20,24.50,,,,,
375,04/30/23 15:20:00,8.33,24.50,,,,,
376,04/30/23 15:30:00,8.43,24.50,,,,,
377,04/30/23 15:40:00,8.58,24.56,,,,,
378,04/30/23 15:50:00,8.58,24.60,,,,,
379,04/30/23 16:00:00,8.68,24.58,,,,,
380,04/30/23 16:10:00,8.78,24.62,,,,,
381,04/30/23 16:20:00,8.60,24.62,,,,,
382,04/30/23 16:30:00,8.77,24.52,,,,,
383,04/30/23 16:40:00,8.55,24.46,,,,,
384,04/30/23 16:50:00,8.41,24.46,,,,,
385,04/30/23 17:00:00,8.47,24.48,,,,,
386,04/30/23 17:10:00,8.29,24.42,,,,,
387,04/30/23 17:20:00,8.36,24.40,,,,,
388,04/30/23 17:30:00,8.34,24.36,,,,,
389,04/30/23 17:40:00,8.26,24.34,,,,,
390,04/30/23 17:50:00,8.19,24.34,,,,,
391,04/30/23 18:00:00,8.00,24.32,,,,,
392,04/30/23 18:10:00,7.96,24.28,,,,,
393,04/30/23 18:20:00,7.99,24.26,,,,,
394,04/30/23 18:30:00,7.81,24.24,,,,,
395,04/30/23 18:40:00,7.70,24.22,,,,,
396,04/30/23 18:50:00,7.57,24.20,,,,,
397,04/30/23 19:00:00,7.53,24.20,,,,,
398,04/30/23 19:10:00,7.46,24.18,,,,,
399,04/30/23 19:20:00,7.36,24.14,,,,,
400,04/30/23 19:30:00,7.19,24.12,,,,,
401,04/30/23 19:40:00,7.18,24.10,,,,,
402,04/30/23 19:50:00,7.07,24.08,,,,,
403,04/30/23 20:00:00,6.99,24.06,,,,,
404,04/30/23 20:10:00,6.92,24.06,,,,,
405,04/30/23 20:20:00,6.79,24.04,,,,,
406,04/30/23 20:30:00,6.73,24.04,,,,,
407,04/30/23 20:40:00,6.68,24.02,,,,,
408,04/30/23 20:50:00,6.75,24.00,,,,,
409,04/30/23 21:00:00,6.61,23.98,,,,,
410,04/30/23 21:10:00,6.57,23.98,,,,,
411,04/30/23 21:20:00,6.46,23.96,,,,,
412,04/30/23 21:30:00,6.20,23.94,,,,,
413,04/30/23 21:40:00,6.32,23.94,,,,,
414,04/30/23 21:50:00,6.41,23.92,,,,,
415,04/30/23 22:00:00,6.33,23.90,,,,,
416,04/30/23 22:10:00,6.26,23.90,,,,,
417,04/30/23 22:20:00,6.15,23.88,,,,,
418,04/30/23 22:30:00,6.14,23.86,,,,,
419,04/30/23 22:40:00,6.09,23.86,,,,,
420,04/30/23 22:50:00,6.03,23.84,,,,,
421,04/30/23 23:00:00,5.88,23.84,,,,,
422,04/30/23 23:10:00,5.97,23.84,,,,,
423,04/30/23 23:20:00,6.02,23.82,,,,,
424,04/30/23 23:30:00,6.02,23.80,,,,,
425,04/30/23 23:40:00,6.33,23.80,,,,,
426,04/30/23 23:50:00,6.36,23.78,,,,,
427,05/01/23 00:00:00,6.40,23.76,,,,,
428,05/01/23 00:10:00,6.44,23.76,,,,,
429,05/01/23 00:20:00,6.42,23.74,,,,,
430,05/01/23 00:30:00,6.38,23.74,,,,,
431,05/01/23 00:40:00,6.38,23.72,,,,,
432,05/01/23 00:50:00,6.30,23.72,,,,,
433,05/01/23 01:00:00,6.32,23.70,,,,,
434,05/01/23 01:10:00,6.26,23.70,,,,,
435,05/01/23 01:20:00,6.26,23.68,,,,,
436,05/01/23 01:30:00,6.22,23.66,,,,,
437,05/01/23 01:40:00,6.16,23.66,,,,,
438,05/01/23 01:50:00,6.10,23.64,,,,,
439,05/01/23 02:00:00,6.05,23.62,,,,,
440,05/01/23 02:10:00,6.06,23.60,,,,,
441,05/01/23 02:20:00,6.08,23.58,,,,,
442,05/01/23 02:30:00,6.07,23.58,,,,,
443,05/01/23 02:40:00,6.00,23.56,,,,,
444,05/01/23 02:50:00,6.02,23.54,,,,,
445,05/01/23 03:00:00,5.87,23.52,,,,,
446,05/01/23 03:10:00,5.76,23.48,,,,,
447,05/01/23 03:20:00,5.85,23.46,,,,,
448,05/01/23 03:30:00,5.96,23.44,,,,,
449,05/01/23 03:40:00,5.92,23.40,,,,,
450,05/01/23 03:50:00,5.91,23.38,,,,,
451,05/01/23 04:00:00,5.96,23.36,,,,,
452,05/01/23 04:10:00,5.93,23.34,,,,,
453,05/01/23 04:20:00,6.03,23.30,,,,,
454,05/01/23 04:30:00,5.94,23.32,,,,,
455,05/01/23 04:40:00,6.08,23.28,,,,,
456,05/01/23 04:50:00,6.15,23.26,,,,,
457,05/01/23 05:00:00,6.06,23.24,,,,,
458,05/01/23 05:10:00,6.03,23.24,,,,,
459,05/01/23 05:20:00,6.08,23.24,,,,,
460,05/01/23 05:30:00,5.97,23.22,,,,,
461,05/01/23 05:40:00,6.08,23.20,,,,,
462,05/01/23 05:50:00,5.88,23.18,,,,,
463,05/01/23 06:00:00,5.82,23.16,,,,,
464,05/01/23 06:10:00,5.83,23.16,,,,,
465,05/01/23 06:20:00,5.73,23.14,,,,,
466,05/01/23 06:30:00,5.67,23.14,,,,,
467,05/01/23 06:40:00,5.62,23.14,,,,,
468,05/01/23 06:50:00,5.58,23.12,,,,,
469,05/01/23 07:00:00,5.51,23.12,,,,,
470,05/01/23 07:10:00,5.50,23.12,,,,,
471,05/01/23 07:20:00,5.47,23.12,,,,,
472,05/01/23 07:30:00,5.42,23.12,,,,,
473,05/01/23 07:40:00,5.48,23.12,,,,,
474,05/01/23 07:50:00,5.46,23.12,,,,,
475,05/01/23 08:00:00,5.40,23.12,,,,,
476,05/01/23 08:10:00,5.37,23.12,,,,,
477,05/01/23 08:20:00,5.46,23.14,,,,,
478,05/01/23 08:30:00,5.41,23.16,,,,,
479,05/01/23 08:40:00,5.77,23.18,,,,,
480,05/01/23 08:50:00,5.56,23.20,,,,,
481,05/01/23 09:00:00,5.62,23.20,,,,,
482,05/01/23 09:10:00,5.62,23.22,,,,,
483,05/01/23 09:20:00,5.68,23.26,,,,,
484,05/01/23 09:30:00,5.66,23.28,,,,,
485,05/01/23 09:40:00,5.80,23.34,,,,,
486,05/01/23 09:50:00,6.03,23.42,,,,,
487,05/01/23 10:00:00,6.01,23.52,,,,,
488,05/01/23 10:10:00,6.14,23.56,,,,,
489,05/01/23 10:20:00,6.40,23.58,,,,,
490,05/01/23 10:30:00,6.51,23.52,,,,,
491,05/01/23 10:40:00,6.50,23.54,,,,,
492,05/01/23 10:50:00,6.52,23.54,,,,,
493,05/01/23 11:00:00,6.58,23.54,,,,,
494,05/01/23 11:10:00,6.63,23.56,,,,,
495,05/01/23 11:20:00,6.66,23.60,,,,,
496,05/01/23 11:30:00,6.79,23.62,,,,,
497,05/01/23 11:40:00,6.89,23.64,,,,,
498,05/01/23 11:50:00,7.01,23.68,,,,,
499,05/01/23 12:00:00,7.09,23.68,,,,,
500,05/01/23 12:10:00,7.41,23.74,,,,,
501,05/01/23 12:20:00,7.56,23.70,,,,,
502,05/01/23 12:30:00,7.66,23.70,,,,,
503,05/01/23 12:40:00,7.70,23.72,,,,,
504,05/01/23 12:50:00,7.85,23.74,,,,,
