"Plot Title: 21446085_Green"
"#","Date Time, GMT-10:00","DO conc, mg/L (LGR S/N: 21446085, SEN S/N: 21446085)","Temp, °C (LGR S/N: 21446085, SEN S/N: 21446085)","Coupler Attached (LGR S/N: 21446085)","Host Connected (LGR S/N: 21446085)","Stopped (LGR S/N: 21446085)","End Of File (LGR S/N: 21446085)"
185,03/16/24 06:40:00 PM,8.17,22.88,,,,
186,03/16/24 06:50:00 PM,8.09,22.86,,,,
187,03/16/24 07:00:00 PM,8.14,22.84,,,,
188,03/16/24 07:10:00 PM,8.03,22.82,,,,
189,03/16/24 07:20:00 PM,8.00,22.80,,,,
190,03/16/24 07:30:00 PM,7.96,22.80,,,,
191,03/16/24 07:40:00 PM,7.89,22.78,,,,
192,03/16/24 07:50:00 PM,7.87,22.78,,,,
193,03/16/24 08:00:00 PM,7.84,22.76,,,,
194,03/16/24 08:10:00 PM,7.78,22.76,,,,
195,03/16/24 08:20:00 PM,7.74,22.76,,,,
196,03/16/24 08:30:00 PM,7.74,22.74,,,,
197,03/16/24 08:40:00 PM,7.73,22.74,,,,
198,03/16/24 08:50:00 PM,7.71,22.74,,,,
199,03/16/24 09:00:00 PM,7.65,22.74,,,,
200,03/16/24 09:10:00 PM,7.68,22.72,,,,
201,03/16/24 09:20:00 PM,7.68,22.72,,,,
202,03/16/24 09:30:00 PM,7.64,22.72,,,,
203,03/16/24 09:40:00 PM,7.68,22.72,,,,
204,03/16/24 09:50:00 PM,7.61,22.70,,,,
205,03/16/24 10:00:00 PM,7.64,22.70,,,,
206,03/16/24 10:10:00 PM,7.62,22.70,,,,
207,03/16/24 10:20:00 PM,7.57,22.68,,,,
208,03/16/24 10:30:00 PM,7.59,22.70,,,,
209,03/16/24 10:40:00 PM,7.62,22.70,,,,
210,03/16/24 10:50:00 PM,7.63,22.70,,,,
211,03/16/24 11:00:00 PM,7.61,22.70,,,,
212,03/16/24 11:10:00 PM,7.61,22.70,,,,
213,03/16/24 11:20:00 PM,7.61,22.70,,,,
214,03/16/24 11:30:00 PM,7.62,22.72,,,,
215,03/16/24 11:40:00 PM,7.61,22.70,,,,
216,03/16/24 11:50:00 PM,7.68,22.70,,,,
217,03/17/24 12:00:00 AM,7.63,22.70,,,,
218,03/17/24 12:10:00 AM,7.63,22.70,,,,
219,03/17/24 12:20:00 AM,7.57,22.70,,,,
220,03/17/24 12:30:00 AM,7.55,22.68,,,,
221,03/17/24 12:40:00 AM,7.55,22.70,,,,
222,03/17/24 12:50:00 AM,7.54,22.70,,,,
223,03/17/24 01:00:00 AM,7.50,22.68,,,,
224,03/17/24 01:10:00 AM,7.55,22.70,,,,
225,03/17/24 01:20:00 AM,7.49,22.68,,,,
226,03/17/24 01:30:00 AM,7.48,22.68,,,,
227,03/17/24 01:40:00 AM,7.53,22.70,,,,
228,03/17/24 01:50:00 AM,7.53,22.70,,,,
229,03/17/24 02:00:00 AM,7.49,22.66,,,,
230,03/17/24 02:10:00 AM,7.50,22.66,,,,
231,03/17/24 02:20:00 AM,7.55,22.64,,,,
232,03/17/24 02:30:00 AM,7.51,22.64,,,,
233,03/17/24 02:40:00 AM,7.61,22.66,,,,
234,03/17/24 02:50:00 AM,7.66,22.68,,,,
235,03/17/24 03:00:00 AM,7.59,22.70,,,,
236,03/17/24 03:10:00 AM,7.56,22.70,,,,
237,03/17/24 03:20:00 AM,7.55,22.70,,,,
238,03/17/24 03:30:00 AM,7.54,22.70,,,,
239,03/17/24 03:40:00 AM,7.57,22.68,,,,
240,03/17/24 03:50:00 AM,7.61,22.68,,,,
241,03/17/24 04:00:00 AM,7.59,22.68,,,,
242,03/17/24 04:10:00 AM,7.58,22.66,,,,
243,03/17/24 04:20:00 AM,7.57,22.66,,,,
244,03/17/24 04:30:00 AM,7.61,22.66,,,,
245,03/17/24 04:40:00 AM,7.64,22.66,,,,
246,03/17/24 04:50:00 AM,7.58,22.66,,,,
247,03/17/24 05:00:00 AM,7.63,22.66,,,,
248,03/17/24 05:10:00 AM,7.64,22.66,,,,
249,03/17/24 05:20:00 AM,7.57,22.64,,,,
250,03/17/24 05:30:00 AM,7.58,22.66,,,,
251,03/17/24 05:40:00 AM,7.58,22.64,,,,
252,03/17/24 05:50:00 AM,7.55,22.64,,,,
253,03/17/24 06:00:00 AM,7.55,22.64,,,,
254,03/17/24 06:10:00 AM,7.59,22.64,,,,
255,03/17/24 06:20:00 AM,7.57,22.64,,,,
256,03/17/24 06:30:00 AM,7.58,22.64,,,,
257,03/17/24 06:40:00 AM,7.57,22.64,,,,
258,03/17/24 06:50:00 AM,7.56,22.64,,,,
259,03/17/24 07:00:00 AM,7.55,22.66,,,,
260,03/17/24 07:10:00 AM,7.58,22.64,,,,
261,03/17/24 07:20:00 AM,7.57,22.64,,,,
262,03/17/24 07:30:00 AM,7.59,22.64,,,,
263,03/17/24 07:40:00 AM,7.59,22.64,,,,
264,03/17/24 07:50:00 AM,7.62,22.64,,,,
265,03/17/24 08:00:00 AM,7.59,22.64,,,,
266,03/17/24 08:10:00 AM,7.61,22.64,,,,
267,03/17/24 08:20:00 AM,7.64,22.66,,,,
268,03/17/24 08:30:00 AM,7.66,22.68,,,,
269,03/17/24 08:40:00 AM,7.69,22.68,,,,
270,03/17/24 08:50:00 AM,7.73,22.70,,,,
271,03/17/24 09:00:00 AM,7.79,22.72,,,,
272,03/17/24 09:10:00 AM,7.81,22.72,,,,
273,03/17/24 09:20:00 AM,7.85,22.72,,,,
274,03/17/24 09:30:00 AM,7.95,22.74,,,,
275,03/17/24 09:40:00 AM,7.96,22.76,,,,
276,03/17/24 09:50:00 AM,7.98,22.78,,,,
277,03/17/24 10:00:00 AM,8.02,22.78,,,,
278,03/17/24 10:10:00 AM,8.08,22.78,,,,
279,03/17/24 10:20:00 AM,8.17,22.78,,,,
280,03/17/24 10:30:00 AM,8.17,22.80,,,,
281,03/17/24 10:40:00 AM,8.23,22.82,,,,
282,03/17/24 10:50:00 AM,8.24,22.84,,,,
283,03/17/24 11:00:00 AM,8.26,22.84,,,,
284,03/17/24 11:10:00 AM,8.32,22.86,,,,
285,03/17/24 11:20:00 AM,8.39,22.90,,,,
286,03/17/24 11:30:00 AM,8.41,22.92,,,,
287,03/17/24 11:40:00 AM,8.42,22.94,,,,
288,03/17/24 11:50:00 AM,8.38,22.98,,,,
289,03/17/24 12:00:00 PM,8.42,22.96,,,,
290,03/17/24 12:10:00 PM,8.32,22.96,,,,
291,03/17/24 12:20:00 PM,8.32,22.94,,,,
292,03/17/24 12:30:00 PM,8.32,22.96,,,,
293,03/17/24 12:40:00 PM,8.36,22.98,,,,
294,03/17/24 12:50:00 PM,8.26,22.98,,,,
295,03/17/24 01:00:00 PM,8.38,22.98,,,,
296,03/17/24 01:10:00 PM,8.33,23.00,,,,
297,03/17/24 01:20:00 PM,8.49,23.02,,,,
298,03/17/24 01:30:00 PM,8.44,23.08,,,,
299,03/17/24 01:40:00 PM,8.46,23.12,,,,
300,03/17/24 01:50:00 PM,8.53,23.16,,,,
301,03/17/24 02:00:00 PM,8.64,23.22,,,,
302,03/17/24 02:10:00 PM,8.68,23.26,,,,
303,03/17/24 02:20:00 PM,8.70,23.28,,,,
304,03/17/24 02:30:00 PM,8.74,23.28,,,,
305,03/17/24 02:40:00 PM,8.76,23.30,,,,
306,03/17/24 02:50:00 PM,8.83,23.30,,,,
307,03/17/24 03:00:00 PM,8.76,23.30,,,,
308,03/17/24 03:10:00 PM,8.77,23.28,,,,
309,03/17/24 03:20:00 PM,8.74,23.28,,,,
310,03/17/24 03:30:00 PM,8.72,23.28,,,,
311,03/17/24 03:40:00 PM,8.76,23.28,,,,
312,03/17/24 03:50:00 PM,8.79,23.20,,,,
313,03/17/24 04:00:00 PM,8.74,23.16,,,,
314,03/17/24 04:10:00 PM,8.68,23.14,,,,
315,03/17/24 04:20:00 PM,8.62,23.12,,,,
316,03/17/24 04:30:00 PM,8.56,23.10,,,,
317,03/17/24 04:40:00 PM,8.48,23.08,,,,
318,03/17/24 04:50:00 PM,8.41,23.08,,,,
319,03/17/24 05:00:00 PM,8.38,23.06,,,,
320,03/17/24 05:10:00 PM,8.39,23.04,,,,
321,03/17/24 05:20:00 PM,8.41,23.04,,,,
322,03/17/24 05:30:00 PM,8.37,23.02,,,,
323,03/17/24 05:40:00 PM,8.31,23.00,,,,
324,03/17/24 05:50:00 PM,8.25,23.00,,,,
325,03/17/24 06:00:00 PM,8.24,22.98,,,,
326,03/17/24 06:10:00 PM,8.21,22.94,,,,
327,03/17/24 06:20:00 PM,8.18,22.92,,,,
328,03/17/24 06:30:00 PM,8.15,22.90,,,,
329,03/17/24 06:40:00 PM,8.09,22.90,,,,
330,03/17/24 06:50:00 PM,8.04,22.88,,,,
331,03/17/24 07:00:00 PM,8.06,22.86,,,,
332,03/17/24 07:10:00 PM,8.06,22.84,,,,
333,03/17/24 07:20:00 PM,8.00,22.82,,,,
334,03/17/24 07:30:00 PM,8.00,22.80,,,,
335,03/17/24 07:40:00 PM,7.96,22.78,,,,
336,03/17/24 07:50:00 PM,7.92,22.78,,,,
337,03/17/24 08:00:00 PM,7.88,22.78,,,,
338,03/17/24 08:10:00 PM,7.84,22.76,,,,
339,03/17/24 08:20:00 PM,7.84,22.76,,,,
340,03/17/24 08:30:00 PM,7.81,22.74,,,,
341,03/17/24 08:40:00 PM,7.79,22.74,,,,
342,03/17/24 08:50:00 PM,7.77,22.74,,,,
343,03/17/24 09:00:00 PM,7.76,22.72,,,,
344,03/17/24 09:10:00 PM,7.71,22.72,,,,
345,03/17/24 09:20:00 PM,7.68,22.70,,,,
346,03/17/24 09:30:00 PM,7.64,22.70,,,,
347,03/17/24 09:40:00 PM,7.63,22.70,,,,
348,03/17/24 09:50:00 PM,7.63,22.70,,,,
349,03/17/24 10:00:00 PM,7.61,22.70,,,,
350,03/17/24 10:10:00 PM,7.66,22.70,,,,
351,03/17/24 10:20:00 PM,7.68,22.68,,,,
352,03/17/24 10:30:00 PM,7.62,22.68,,,,
353,03/17/24 10:40:00 PM,7.65,22.68,,,,
354,03/17/24 10:50:00 PM,7.63,22.66,,,,
355,03/17/24 11:00:00 PM,7.56,22.66,,,,
356,03/17/24 11:10:00 PM,7.64,22.66,,,,
357,03/17/24 11:20:00 PM,7.59,22.66,,,,
358,03/17/24 11:30:00 PM,7.58,22.64,,,,
359,03/17/24 11:40:00 PM,7.53,22.64,,,,
360,03/17/24 11:50:00 PM,7.54,22.62,,,,
361,03/18/24 12:00:00 AM,7.55,22.62,,,,
362,03/18/24 12:10:00 AM,7.61,22.62,,,,
363,03/18/24 12:20:00 AM,7.57,22.62,,,,
364,03/18/24 12:30:00 AM,7.61,22.62,,,,
365,03/18/24 12:40:00 AM,7.55,22.62,,,,
366,03/18/24 12:50:00 AM,7.55,22.62,,,,
367,03/18/24 01:00:00 AM,7.62,22.64,,,,
368,03/18/24 01:10:00 AM,7.59,22.64,,,,
369,03/18/24 01:20:00 AM,7.56,22.66,,,,
370,03/18/24 01:30:00 AM,7.55,22.64,,,,
371,03/18/24 01:40:00 AM,7.56,22.64,,,,
372,03/18/24 01:50:00 AM,7.57,22.66,,,,
373,03/18/24 02:00:00 AM,7.55,22.66,,,,
374,03/18/24 02:10:00 AM,7.54,22.64,,,,
375,03/18/24 02:20:00 AM,7.64,22.64,,,,
376,03/18/24 02:30:00 AM,7.55,22.64,,,,
377,03/18/24 02:40:00 AM,7.50,22.64,,,,
378,03/18/24 02:50:00 AM,7.48,22.62,,,,
379,03/18/24 03:00:00 AM,7.42,22.64,,,,
380,03/18/24 03:10:00 AM,7.50,22.62,,,,
381,03/18/24 03:20:00 AM,7.57,22.62,,,,
382,03/18/24 03:30:00 AM,7.55,22.62,,,,
383,03/18/24 03:40:00 AM,7.54,22.64,,,,
384,03/18/24 03:50:00 AM,7.53,22.64,,,,
385,03/18/24 04:00:00 AM,7.48,22.64,,,,
386,03/18/24 04:10:00 AM,7.48,22.64,,,,
387,03/18/24 04:20:00 AM,7.54,22.66,,,,
388,03/18/24 04:30:00 AM,7.49,22.66,,,,
389,03/18/24 04:40:00 AM,7.51,22.66,,,,
390,03/18/24 04:50:00 AM,7.51,22.66,,,,
391,03/18/24 05:00:00 AM,7.61,22.66,,,,
392,03/18/24 05:10:00 AM,7.58,22.66,,,,
393,03/18/24 05:20:00 AM,7.61,22.64,,,,
394,03/18/24 05:30:00 AM,7.64,22.64,,,,
395,03/18/24 05:40:00 AM,7.57,22.64,,,,
396,03/18/24 05:50:00 AM,7.63,22.64,,,,
397,03/18/24 06:00:00 AM,7.62,22.64,,,,
398,03/18/24 06:10:00 AM,7.63,22.64,,,,
399,03/18/24 06:20:00 AM,7.61,22.62,,,,
400,03/18/24 06:30:00 AM,7.62,22.62,,,,
401,03/18/24 06:40:00 AM,7.55,22.62,,,,
402,03/18/24 06:50:00 AM,7.56,22.62,,,,
403,03/18/24 07:00:00 AM,7.57,22.62,,,,
404,03/18/24 07:10:00 AM,7.57,22.62,,,,
405,03/18/24 07:20:00 AM,7.57,22.62,,,,
406,03/18/24 07:30:00 AM,7.54,22.62,,,,
407,03/18/24 07:40:00 AM,7.58,22.62,,,,
408,03/18/24 07:50:00 AM,7.48,22.62,,,,
409,03/18/24 08:00:00 AM,7.48,22.62,,,,
410,03/18/24 08:10:00 AM,7.57,22.64,,,,
411,03/18/24 08:20:00 AM,7.55,22.64,,,,
412,03/18/24 08:30:00 AM,7.57,22.64,,,,
413,03/18/24 08:40:00 AM,7.57,22.64,,,,
414,03/18/24 08:50:00 AM,7.61,22.64,,,,
415,03/18/24 09:00:00 AM,7.58,22.66,,,,
416,03/18/24 09:10:00 AM,7.61,22.66,,,,
417,03/18/24 09:20:00 AM,7.69,22.68,,,,
418,03/18/24 09:30:00 AM,7.68,22.70,,,,
419,03/18/24 09:40:00 AM,7.70,22.68,,,,
420,03/18/24 09:50:00 AM,7.70,22.70,,,,
421,03/18/24 10:00:00 AM,7.77,22.72,,,,
422,03/18/24 10:10:00 AM,7.77,22.74,,,,
423,03/18/24 10:20:00 AM,7.81,22.74,,,,
424,03/18/24 10:30:00 AM,7.86,22.76,,,,
425,03/18/24 10:40:00 AM,7.85,22.78,,,,
426,03/18/24 10:50:00 AM,7.92,22.82,,,,
427,03/18/24 11:00:00 AM,8.01,22.82,,,,
428,03/18/24 11:10:00 AM,8.04,22.84,,,,
429,03/18/24 11:20:00 AM,8.11,22.88,,,,
430,03/18/24 11:30:00 AM,8.17,22.90,,,,
431,03/18/24 11:40:00 AM,8.22,22.94,,,,
432,03/18/24 11:50:00 AM,8.24,22.94,,,,
433,03/18/24 12:00:00 PM,8.30,22.94,,,,
434,03/18/24 12:10:00 PM,8.40,22.94,,,,
435,03/18/24 12:20:00 PM,8.46,22.94,,,,
436,03/18/24 12:30:00 PM,8.45,22.94,,,,
437,03/18/24 12:40:00 PM,8.44,22.92,,,,
438,03/18/24 12:50:00 PM,8.47,22.96,,,,
439,03/18/24 01:00:00 PM,8.52,22.96,,,,
440,03/18/24 01:10:00 PM,8.53,22.96,,,,
441,03/18/24 01:20:00 PM,8.55,22.96,,,,
442,03/18/24 01:30:00 PM,8.70,22.98,,,,
443,03/18/24 01:40:00 PM,8.61,23.00,,,,
444,03/18/24 01:50:00 PM,8.67,23.02,,,,
445,03/18/24 02:00:00 PM,8.71,23.04,,,,
446,03/18/24 02:10:00 PM,8.63,23.14,,,,
447,03/18/24 02:20:00 PM,8.72,23.18,,,,
448,03/18/24 02:30:00 PM,8.76,23.22,,,,
449,03/18/24 02:40:00 PM,8.77,23.22,,,,
450,03/18/24 02:50:00 PM,8.78,23.24,,,,
451,03/18/24 03:00:00 PM,8.85,23.24,,,,
452,03/18/24 03:10:00 PM,8.81,23.22,,,,
453,03/18/24 03:20:00 PM,8.84,23.18,,,,
454,03/18/24 03:30:00 PM,8.83,23.22,,,,
455,03/18/24 03:40:00 PM,8.85,23.22,,,,
456,03/18/24 03:50:00 PM,8.94,23.18,,,,
457,03/18/24 04:00:00 PM,8.94,23.12,,,,
458,03/18/24 04:10:00 PM,8.89,23.10,,,,
459,03/18/24 04:20:00 PM,8.84,23.08,,,,
460,03/18/24 04:30:00 PM,8.77,23.08,,,,
461,03/18/24 04:40:00 PM,8.69,23.08,,,,
462,03/18/24 04:50:00 PM,8.62,23.06,,,,
463,03/18/24 05:00:00 PM,8.59,23.04,,,,
464,03/18/24 05:10:00 PM,8.57,23.02,,,,
465,03/18/24 05:20:00 PM,8.51,23.02,,,,
466,03/18/24 05:30:00 PM,8.45,23.00,,,,
467,03/18/24 05:40:00 PM,8.39,22.98,,,,
468,03/18/24 05:50:00 PM,8.37,22.98,,,,
469,03/18/24 06:00:00 PM,8.34,22.96,,,,
470,03/18/24 06:10:00 PM,8.33,22.94,,,,
