"Plot Title: 21515403_04112023"
"#","Date Time, GMT-10:00","DO conc, mg/L (LGR S/N: 21515403, SEN S/N: 21515403)","Temp, °C (LGR S/N: 21515403, SEN S/N: 21515403)","Coupler Attached (LGR S/N: 21515403)","Coupler Detached (LGR S/N: 21515403)","Host Connected (LGR S/N: 21515403)","Stopped (LGR S/N: 21515403)","End Of File (LGR S/N: 21515403)"
119,02/09/23 20:40:00,6.97,22.20,,,,,
120,02/09/23 20:50:00,6.88,22.18,,,,,
121,02/09/23 21:00:00,6.87,22.18,,,,,
122,02/09/23 21:10:00,6.91,22.16,,,,,
123,02/09/23 21:20:00,6.85,22.14,,,,,
124,02/09/23 21:30:00,6.78,22.14,,,,,
125,02/09/23 21:40:00,6.72,22.14,,,,,
126,02/09/23 21:50:00,6.69,22.12,,,,,
127,02/09/23 22:00:00,6.63,22.12,,,,,
128,02/09/23 22:10:00,6.60,22.10,,,,,
129,02/09/23 22:20:00,6.58,22.08,,,,,
130,02/09/23 22:30:00,6.51,22.06,,,,,
131,02/09/23 22:40:00,6.46,22.06,,,,,
132,02/09/23 22:50:00,6.44,22.04,,,,,
133,02/09/23 23:00:00,6.40,22.02,,,,,
134,02/09/23 23:10:00,6.32,22.02,,,,,
135,02/09/23 23:20:00,6.35,22.02,,,,,
136,02/09/23 23:30:00,6.30,22.02,,,,,
137,02/09/23 23:40:00,6.26,22.00,,,,,
138,02/09/23 23:50:00,6.21,22.00,,,,,
139,02/10/23 00:00:00,6.20,22.00,,,,,
140,02/10/23 00:10:00,6.19,21.98,,,,,
141,02/10/23 00:20:00,6.22,21.96,,,,,
142,02/10/23 00:30:00,6.19,21.96,,,,,
143,02/10/23 00:40:00,6.18,21.94,,,,,
144,02/10/23 00:50:00,6.21,21.94,,,,,
145,02/10/23 01:00:00,6.10,21.92,,,,,
146,02/10/23 01:10:00,6.16,21.92,,,,,
147,02/10/23 01:20:00,6.07,21.92,,,,,
148,02/10/23 01:30:00,6.08,21.92,,,,,
149,02/10/23 01:40:00,6.08,21.92,,,,,
150,02/10/23 01:50:00,6.07,21.90,,,,,
151,02/10/23 02:00:00,6.09,21.90,,,,,
152,02/10/23 02:10:00,6.02,21.90,,,,,
153,02/10/23 02:20:00,5.92,21.90,,,,,
154,02/10/23 02:30:00,5.92,21.88,,,,,
155,02/10/23 02:40:00,5.87,21.88,,,,,
156,02/10/23 02:50:00,5.99,21.88,,,,,
157,02/10/23 03:00:00,5.95,21.86,,,,,
158,02/10/23 03:10:00,5.92,21.86,,,,,
159,02/10/23 03:20:00,5.95,21.84,,,,,
160,02/10/23 03:30:00,5.93,21.84,,,,,
161,02/10/23 03:40:00,5.92,21.84,,,,,
162,02/10/23 03:50:00,5.92,21.82,,,,,
163,02/10/23 04:00:00,5.94,21.84,,,,,
164,02/10/23 04:10:00,5.87,21.84,,,,,
165,02/10/23 04:20:00,5.89,21.84,,,,,
166,02/10/23 04:30:00,5.87,21.84,,,,,
167,02/10/23 04:40:00,5.79,21.84,,,,,
168,02/10/23 04:50:00,5.77,21.84,,,,,
169,02/10/23 05:00:00,5.72,21.84,,,,,
170,02/10/23 05:10:00,5.66,21.84,,,,,
171,02/10/23 05:20:00,5.85,21.84,,,,,
172,02/10/23 05:30:00,5.92,21.84,,,,,
173,02/10/23 05:40:00,5.92,21.84,,,,,
174,02/10/23 05:50:00,5.90,21.84,,,,,
175,02/10/23 06:00:00,5.96,21.84,,,,,
176,02/10/23 06:10:00,5.93,21.84,,,,,
177,02/10/23 06:20:00,5.91,21.84,,,,,
178,02/10/23 06:30:00,5.87,21.84,,,,,
179,02/10/23 06:40:00,5.90,21.84,,,,,
180,02/10/23 06:50:00,5.86,21.84,,,,,
181,02/10/23 07:00:00,5.90,21.84,,,,,
182,02/10/23 07:10:00,5.84,21.86,,,,,
183,02/10/23 07:20:00,5.75,21.86,,,,,
184,02/10/23 07:30:00,5.90,21.88,,,,,
185,02/10/23 07:40:00,5.83,21.88,,,,,
186,02/10/23 07:50:00,5.83,21.88,,,,,
187,02/10/23 08:00:00,5.85,21.88,,,,,
188,02/10/23 08:10:00,5.80,21.88,,,,,
189,02/10/23 08:20:00,5.94,21.88,,,,,
190,02/10/23 08:30:00,5.94,21.88,,,,,
191,02/10/23 08:40:00,5.93,21.88,,,,,
192,02/10/23 08:50:00,5.92,21.88,,,,,
193,02/10/23 09:00:00,5.90,21.88,,,,,
194,02/10/23 09:10:00,5.92,21.88,,,,,
195,02/10/23 09:20:00,6.03,21.86,,,,,
196,02/10/23 09:30:00,6.02,21.86,,,,,
197,02/10/23 09:40:00,6.00,21.88,,,,,
198,02/10/23 09:50:00,6.03,21.88,,,,,
199,02/10/23 10:00:00,6.03,21.90,,,,,
200,02/10/23 10:10:00,6.16,21.90,,,,,
201,02/10/23 10:20:00,6.24,21.90,,,,,
202,02/10/23 10:30:00,6.23,21.90,,,,,
203,02/10/23 10:40:00,6.28,21.92,,,,,
204,02/10/23 10:50:00,6.26,21.92,,,,,
205,02/10/23 11:00:00,6.28,21.94,,,,,
206,02/10/23 11:10:00,6.22,21.94,,,,,
207,02/10/23 11:20:00,6.24,21.96,,,,,
208,02/10/23 11:30:00,6.17,21.96,,,,,
209,02/10/23 11:40:00,6.13,21.98,,,,,
210,02/10/23 11:50:00,6.47,21.98,,,,,
211,02/10/23 12:00:00,6.28,22.00,,,,,
212,02/10/23 12:10:00,6.50,22.00,,,,,
213,02/10/23 12:20:00,6.50,22.02,,,,,
214,02/10/23 12:30:00,6.60,22.02,,,,,
215,02/10/23 12:40:00,6.65,22.04,,,,,
216,02/10/23 12:50:00,6.83,22.08,,,,,
217,02/10/23 13:00:00,6.54,22.12,,,,,
218,02/10/23 13:10:00,6.89,22.16,,,,,
219,02/10/23 13:20:00,6.88,22.18,,,,,
220,02/10/23 13:30:00,6.91,22.28,,,,,
221,02/10/23 13:40:00,6.91,22.52,,,,,
222,02/10/23 13:50:00,6.87,22.66,,,,,
223,02/10/23 14:00:00,6.95,22.72,,,,,
224,02/10/23 14:10:00,6.96,22.82,,,,,
225,02/10/23 14:20:00,7.03,22.74,,,,,
226,02/10/23 14:30:00,7.07,22.78,,,,,
227,02/10/23 14:40:00,7.11,22.80,,,,,
228,02/10/23 14:50:00,7.09,22.76,,,,,
229,02/10/23 15:00:00,7.31,22.86,,,,,
230,02/10/23 15:10:00,7.33,22.86,,,,,
231,02/10/23 15:20:00,7.34,22.84,,,,,
232,02/10/23 15:30:00,7.49,22.84,,,,,
233,02/10/23 15:40:00,7.61,22.60,,,,,
234,02/10/23 15:50:00,7.50,22.48,,,,,
235,02/10/23 16:00:00,7.59,22.44,,,,,
236,02/10/23 16:10:00,7.51,22.42,,,,,
237,02/10/23 16:20:00,7.59,22.44,,,,,
238,02/10/23 16:30:00,7.61,22.44,,,,,
239,02/10/23 16:40:00,7.49,22.42,,,,,
240,02/10/23 16:50:00,7.56,22.40,,,,,
241,02/10/23 17:00:00,7.51,22.38,,,,,
242,02/10/23 17:10:00,7.46,22.36,,,,,
243,02/10/23 17:20:00,7.35,22.36,,,,,
244,02/10/23 17:30:00,7.37,22.34,,,,,
245,02/10/23 17:40:00,7.29,22.32,,,,,
246,02/10/23 17:50:00,7.22,22.30,,,,,
247,02/10/23 18:00:00,7.25,22.30,,,,,
248,02/10/23 18:10:00,7.09,22.28,,,,,
249,02/10/23 18:20:00,7.16,22.26,,,,,
250,02/10/23 18:30:00,7.22,22.22,,,,,
251,02/10/23 18:40:00,7.00,22.20,,,,,
252,02/10/23 18:50:00,6.98,22.20,,,,,
253,02/10/23 19:00:00,6.88,22.18,,,,,
254,02/10/23 19:10:00,6.82,22.18,,,,,
255,02/10/23 19:20:00,7.02,22.16,,,,,
256,02/10/23 19:30:00,6.68,22.16,,,,,
257,02/10/23 19:40:00,6.69,22.14,,,,,
258,02/10/23 19:50:00,6.75,22.14,,,,,
259,02/10/23 20:00:00,6.64,22.12,,,,,
260,02/10/23 20:10:00,6.64,22.12,,,,,
261,02/10/23 20:20:00,6.55,22.10,,,,,
262,02/10/23 20:30:00,6.59,22.10,,,,,
263,02/10/23 20:40:00,6.54,22.08,,,,,
264,02/10/23 20:50:00,6.48,22.08,,,,,
265,02/10/23 21:00:00,6.53,22.06,,,,,
266,02/10/23 21:10:00,6.33,22.06,,,,,
267,02/10/23 21:20:00,6.35,22.04,,,,,
268,02/10/23 21:30:00,6.38,22.02,,,,,
269,02/10/23 21:40:00,6.42,22.02,,,,,
270,02/10/23 21:50:00,6.39,22.02,,,,,
271,02/10/23 22:00:00,6.26,22.00,,,,,
272,02/10/23 22:10:00,6.20,22.00,,,,,
273,02/10/23 22:20:00,6.32,22.00,,,,,
274,02/10/23 22:30:00,6.30,22.00,,,,,
275,02/10/23 22:40:00,6.23,22.00,,,,,
276,02/10/23 22:50:00,6.09,21.98,,,,,
277,02/10/23 23:00:00,6.26,21.96,,,,,
278,02/10/23 23:10:00,6.20,21.94,,,,,
279,02/10/23 23:20:00,6.16,21.92,,,,,
280,02/10/23 23:30:00,5.92,21.92,,,,,
281,02/10/23 23:40:00,6.00,21.92,,,,,
282,02/10/23 23:50:00,5.89,21.90,,,,,
283,02/11/23 00:00:00,5.74,21.90,,,,,
284,02/11/23 00:10:00,5.73,21.90,,,,,
285,02/11/23 00:20:00,5.67,21.90,,,,,
286,02/11/23 00:30:00,5.67,21.88,,,,,
287,02/11/23 00:40:00,5.52,21.88,,,,,
288,02/11/23 00:50:00,5.22,21.86,,,,,
289,02/11/23 01:00:00,5.28,21.86,,,,,
290,02/11/23 01:10:00,5.45,21.84,,,,,
291,02/11/23 01:20:00,5.47,21.84,,,,,
292,02/11/23 01:30:00,5.38,21.84,,,,,
293,02/11/23 01:40:00,5.89,21.84,,,,,
294,02/11/23 01:50:00,5.35,21.82,,,,,
295,02/11/23 02:00:00,5.37,21.82,,,,,
296,02/11/23 02:10:00,5.65,21.80,,,,,
297,02/11/23 02:20:00,5.16,21.80,,,,,
298,02/11/23 02:30:00,5.38,21.80,,,,,
299,02/11/23 02:40:00,5.33,21.78,,,,,
300,02/11/23 02:50:00,5.75,21.78,,,,,
301,02/11/23 03:00:00,5.52,21.78,,,,,
302,02/11/23 03:10:00,5.38,21.78,,,,,
303,02/11/23 03:20:00,5.33,21.76,,,,,
304,02/11/23 03:30:00,5.26,21.76,,,,,
305,02/11/23 03:40:00,5.33,21.74,,,,,
306,02/11/23 03:50:00,4.98,21.74,,,,,
307,02/11/23 04:00:00,4.94,21.74,,,,,
308,02/11/23 04:10:00,5.14,21.74,,,,,
309,02/11/23 04:20:00,5.02,21.74,,,,,
310,02/11/23 04:30:00,5.01,21.74,,,,,
311,02/11/23 04:40:00,4.87,21.74,,,,,
312,02/11/23 04:50:00,4.68,21.74,,,,,
313,02/11/23 05:00:00,4.90,21.74,,,,,
314,02/11/23 05:10:00,4.75,21.74,,,,,
315,02/11/23 05:20:00,5.06,21.74,,,,,
316,02/11/23 05:30:00,4.80,21.74,,,,,
317,02/11/23 05:40:00,4.70,21.74,,,,,
318,02/11/23 05:50:00,4.55,21.74,,,,,
319,02/11/23 06:00:00,4.88,21.74,,,,,
320,02/11/23 06:10:00,4.69,21.76,,,,,
321,02/11/23 06:20:00,5.15,21.76,,,,,
322,02/11/23 06:30:00,5.07,21.76,,,,,
323,02/11/23 06:40:00,4.79,21.78,,,,,
324,02/11/23 06:50:00,4.98,21.78,,,,,
325,02/11/23 07:00:00,5.28,21.80,,,,,
326,02/11/23 07:10:00,4.88,21.80,,,,,
327,02/11/23 07:20:00,4.73,21.80,,,,,
328,02/11/23 07:30:00,4.84,21.80,,,,,
329,02/11/23 07:40:00,4.96,21.82,,,,,
330,02/11/23 07:50:00,4.80,21.82,,,,,
331,02/11/23 08:00:00,5.10,21.82,,,,,
332,02/11/23 08:10:00,5.02,21.82,,,,,
333,02/11/23 08:20:00,5.01,21.82,,,,,
334,02/11/23 08:30:00,4.88,21.82,,,,,
335,02/11/23 08:40:00,5.05,21.82,,,,,
336,02/11/23 08:50:00,4.99,21.82,,,,,
337,02/11/23 09:00:00,5.05,21.82,,,,,
338,02/11/23 09:10:00,5.02,21.82,,,,,
339,02/11/23 09:20:00,5.17,21.84,,,,,
340,02/11/23 09:30:00,5.50,21.84,,,,,
341,02/11/23 09:40:00,5.08,21.82,,,,,
342,02/11/23 09:50:00,5.12,21.84,,,,,
343,02/11/23 10:00:00,5.36,21.84,,,,,
344,02/11/23 10:10:00,5.15,21.84,,,,,
345,02/11/23 10:20:00,5.28,21.84,,,,,
346,02/11/23 10:30:00,5.20,21.86,,,,,
347,02/11/23 10:40:00,5.37,21.86,,,,,
348,02/11/23 10:50:00,5.45,21.88,,,,,
349,02/11/23 11:00:00,5.39,21.90,,,,,
350,02/11/23 11:10:00,5.47,21.92,,,,,
351,02/11/23 11:20:00,5.28,21.94,,,,,
352,02/11/23 11:30:00,5.33,21.98,,,,,
353,02/11/23 11:40:00,5.24,22.00,,,,,
354,02/11/23 11:50:00,5.46,22.02,,,,,
355,02/11/23 12:00:00,6.07,22.02,,,,,
356,02/11/23 12:10:00,5.92,22.04,,,,,
357,02/11/23 12:20:00,5.83,22.06,,,,,
358,02/11/23 12:30:00,6.08,22.06,,,,,
359,02/11/23 12:40:00,5.99,22.08,,,,,
360,02/11/23 12:50:00,6.04,22.10,,,,,
361,02/11/23 13:00:00,5.86,22.16,,,,,
362,02/11/23 13:10:00,6.19,22.16,,,,,
363,02/11/23 13:20:00,6.44,22.20,,,,,
364,02/11/23 13:30:00,6.26,22.30,,,,,
365,02/11/23 13:40:00,6.35,22.50,,,,,
366,02/11/23 13:50:00,6.17,22.68,,,,,
367,02/11/23 14:00:00,6.28,22.70,,,,,
368,02/11/23 14:10:00,6.29,22.82,,,,,
369,02/11/23 14:20:00,6.31,22.82,,,,,
370,02/11/23 14:30:00,6.50,22.84,,,,,
371,02/11/23 14:40:00,6.65,22.58,,,,,
372,02/11/23 14:50:00,6.85,22.60,,,,,
373,02/11/23 15:00:00,6.57,22.68,,,,,
374,02/11/23 15:10:00,6.58,22.92,,,,,
375,02/11/23 15:20:00,6.79,22.98,,,,,
376,02/11/23 15:30:00,6.93,22.66,,,,,
377,02/11/23 15:40:00,7.11,22.56,,,,,
378,02/11/23 15:50:00,7.04,22.50,,,,,
379,02/11/23 16:00:00,6.95,22.50,,,,,
380,02/11/23 16:10:00,6.91,22.48,,,,,
381,02/11/23 16:20:00,7.05,22.46,,,,,
382,02/11/23 16:30:00,6.98,22.48,,,,,
383,02/11/23 16:40:00,7.04,22.46,,,,,
384,02/11/23 16:50:00,6.98,22.46,,,,,
385,02/11/23 17:00:00,7.24,22.44,,,,,
386,02/11/23 17:10:00,7.04,22.42,,,,,
387,02/11/23 17:20:00,6.94,22.42,,,,,
388,02/11/23 17:30:00,6.83,22.40,,,,,
389,02/11/23 17:40:00,6.76,22.38,,,,,
390,02/11/23 17:50:00,6.89,22.38,,,,,
391,02/11/23 18:00:00,6.82,22.36,,,,,
392,02/11/23 18:10:00,6.94,22.34,,,,,
393,02/11/23 18:20:00,6.72,22.30,,,,,
394,02/11/23 18:30:00,6.68,22.30,,,,,
395,02/11/23 18:40:00,6.30,22.28,,,,,
396,02/11/23 18:50:00,6.53,22.26,,,,,
397,02/11/23 19:00:00,6.29,22.24,,,,,
398,02/11/23 19:10:00,6.46,22.24,,,,,
399,02/11/23 19:20:00,6.17,22.22,,,,,
400,02/11/23 19:30:00,6.29,22.20,,,,,
401,02/11/23 19:40:00,6.04,22.20,,,,,
402,02/11/23 19:50:00,6.29,22.18,,,,,
403,02/11/23 20:00:00,6.36,22.18,,,,,
404,02/11/23 20:10:00,6.32,22.16,,,,,
405,02/11/23 20:20:00,6.27,22.16,,,,,
406,02/11/23 20:30:00,6.44,22.16,,,,,
407,02/11/23 20:40:00,6.24,22.16,,,,,
408,02/11/23 20:50:00,6.17,22.14,,,,,
409,02/11/23 21:00:00,6.01,22.14,,,,,
410,02/11/23 21:10:00,6.17,22.14,,,,,
411,02/11/23 21:20:00,6.02,22.12,,,,,
412,02/11/23 21:30:00,6.20,22.12,,,,,
413,02/11/23 21:40:00,6.02,22.12,,,,,
414,02/11/23 21:50:00,5.96,22.12,,,,,
415,02/11/23 22:00:00,6.07,22.12,,,,,
416,02/11/23 22:10:00,6.10,22.12,,,,,
417,02/11/23 22:20:00,6.17,22.12,,,,,
418,02/11/23 22:30:00,6.13,22.10,,,,,
419,02/11/23 22:40:00,6.12,22.10,,,,,
420,02/11/23 22:50:00,6.11,22.10,,,,,
421,02/11/23 23:00:00,6.04,22.10,,,,,
422,02/11/23 23:10:00,5.99,22.08,,,,,
423,02/11/23 23:20:00,5.79,22.08,,,,,
424,02/11/23 23:30:00,5.96,22.06,,,,,
425,02/11/23 23:40:00,5.83,22.06,,,,,
426,02/11/23 23:50:00,5.92,22.06,,,,,
427,02/12/23 00:00:00,5.84,22.04,,,,,
428,02/12/23 00:10:00,5.67,22.04,,,,,
429,02/12/23 00:20:00,5.65,22.04,,,,,
430,02/12/23 00:30:00,5.74,22.02,,,,,
431,02/12/23 00:40:00,5.83,22.02,,,,,
432,02/12/23 00:50:00,5.70,22.02,,,,,
433,02/12/23 01:00:00,5.86,22.02,,,,,
434,02/12/23 01:10:00,5.71,22.02,,,,,
435,02/12/23 01:20:00,5.71,22.00,,,,,
436,02/12/23 01:30:00,5.72,22.00,,,,,
437,02/12/23 01:40:00,5.72,22.00,,,,,
438,02/12/23 01:50:00,5.56,21.98,,,,,
439,02/12/23 02:00:00,5.68,21.98,,,,,
440,02/12/23 02:10:00,5.55,21.98,,,,,
441,02/12/23 02:20:00,5.65,21.98,,,,,
442,02/12/23 02:30:00,5.48,21.98,,,,,
443,02/12/23 02:40:00,5.53,21.98,,,,,
444,02/12/23 02:50:00,5.54,21.96,,,,,
445,02/12/23 03:00:00,5.47,21.98,,,,,
446,02/12/23 03:10:00,5.61,21.98,,,,,
447,02/12/23 03:20:00,5.49,21.98,,,,,
448,02/12/23 03:30:00,5.54,21.98,,,,,
449,02/12/23 03:40:00,5.33,21.96,,,,,
450,02/12/23 03:50:00,5.66,21.96,,,,,
451,02/12/23 04:00:00,5.33,21.96,,,,,
452,02/12/23 04:10:00,5.50,21.98,,,,,
453,02/12/23 04:20:00,5.44,21.96,,,,,
454,02/12/23 04:30:00,5.38,21.98,,,,,
455,02/12/23 04:40:00,5.35,21.98,,,,,
456,02/12/23 04:50:00,5.46,21.96,,,,,
457,02/12/23 05:00:00,5.30,21.96,,,,,
458,02/12/23 05:10:00,5.43,21.96,,,,,
459,02/12/23 05:20:00,5.25,21.96,,,,,
460,02/12/23 05:30:00,5.24,21.96,,,,,
461,02/12/23 05:40:00,5.25,21.98,,,,,
462,02/12/23 05:50:00,5.24,21.96,,,,,
463,02/12/23 06:00:00,5.30,21.96,,,,,
464,02/12/23 06:10:00,5.12,21.96,,,,,
465,02/12/23 06:20:00,5.44,21.98,,,,,
466,02/12/23 06:30:00,5.37,21.98,,,,,
467,02/12/23 06:40:00,5.48,21.98,,,,,
468,02/12/23 06:50:00,5.37,21.98,,,,,
469,02/12/23 07:00:00,5.29,21.98,,,,,
470,02/12/23 07:10:00,5.15,21.98,,,,,
471,02/12/23 07:20:00,5.15,21.98,,,,,
472,02/12/23 07:30:00,5.26,21.98,,,,,
473,02/12/23 07:40:00,5.20,21.98,,,,,
474,02/12/23 07:50:00,5.28,22.00,,,,,
475,02/12/23 08:00:00,5.24,22.02,,,,,
476,02/12/23 08:10:00,5.39,22.02,,,,,
477,02/12/23 08:20:00,5.48,22.02,,,,,
478,02/12/23 08:30:00,5.34,22.04,,,,,
479,02/12/23 08:40:00,5.46,22.04,,,,,
480,02/12/23 08:50:00,5.59,22.04,,,,,
481,02/12/23 09:00:00,5.37,22.06,,,,,
482,02/12/23 09:10:00,5.47,22.08,,,,,
483,02/12/23 09:20:00,5.58,22.06,,,,,
484,02/12/23 09:30:00,5.68,22.06,,,,,
485,02/12/23 09:40:00,5.68,22.08,,,,,
486,02/12/23 09:50:00,5.79,22.08,,,,,
487,02/12/23 10:00:00,5.61,22.10,,,,,
488,02/12/23 10:10:00,5.75,22.10,,,,,
489,02/12/23 10:20:00,5.58,22.12,,,,,
490,02/12/23 10:30:00,5.80,22.14,,,,,
491,02/12/23 10:40:00,6.05,22.14,,,,,
492,02/12/23 10:50:00,6.27,22.18,,,,,
493,02/12/23 11:00:00,6.24,22.22,,,,,
494,02/12/23 11:10:00,6.30,22.22,,,,,
495,02/12/23 11:20:00,6.45,22.24,,,,,
496,02/12/23 11:30:00,6.26,22.28,,,,,
497,02/12/23 11:40:00,6.18,22.34,,,,,
498,02/12/23 11:50:00,6.20,22.34,,,,,
499,02/12/23 12:00:00,6.12,22.38,,,,,
500,02/12/23 12:10:00,6.23,22.38,,,,,
501,02/12/23 12:20:00,6.16,22.42,,,,,
502,02/12/23 12:30:00,6.11,22.42,,,,,
503,02/12/23 12:40:00,6.19,22.46,,,,,
