"Plot Title: 21515403_Yellow"
"#","Date Time, GMT-10:00","DO conc, mg/L (LGR S/N: 21515403, SEN S/N: 21515403)","Temp, °C (LGR S/N: 21515403, SEN S/N: 21515403)","Coupler Attached (LGR S/N: 21515403)","Coupler Detached (LGR S/N: 21515403)","Host Connected (LGR S/N: 21515403)","Stopped (LGR S/N: 21515403)","End Of File (LGR S/N: 21515403)"
60,03/15/24 09:50:00 PM,5.18,23.08,,,,,
61,03/15/24 10:00:00 PM,5.05,23.06,,,,,
62,03/15/24 10:10:00 PM,4.82,22.98,,,,,
63,03/15/24 10:20:00 PM,4.80,22.96,,,,,
64,03/15/24 10:30:00 PM,4.70,22.92,,,,,
65,03/15/24 10:40:00 PM,4.61,22.86,,,,,
66,03/15/24 10:50:00 PM,4.55,22.80,,,,,
67,03/15/24 11:00:00 PM,4.50,22.78,,,,,
68,03/15/24 11:10:00 PM,4.38,22.78,,,,,
69,03/15/24 11:20:00 PM,4.32,22.72,,,,,
70,03/15/24 11:30:00 PM,4.12,22.68,,,,,
71,03/15/24 11:40:00 PM,4.12,22.64,,,,,
72,03/15/24 11:50:00 PM,4.04,22.62,,,,,
73,03/16/24 12:00:00 AM,3.95,22.60,,,,,
74,03/16/24 12:10:00 AM,3.88,22.58,,,,,
75,03/16/24 12:20:00 AM,3.74,22.52,,,,,
76,03/16/24 12:30:00 AM,3.62,22.50,,,,,
77,03/16/24 12:40:00 AM,3.61,22.46,,,,,
78,03/16/24 12:50:00 AM,3.54,22.44,,,,,
79,03/16/24 01:00:00 AM,3.44,22.40,,,,,
80,03/16/24 01:10:00 AM,3.37,22.38,,,,,
81,03/16/24 01:20:00 AM,3.30,22.36,,,,,
82,03/16/24 01:30:00 AM,3.24,22.34,,,,,
83,03/16/24 01:40:00 AM,3.13,22.30,,,,,
84,03/16/24 01:50:00 AM,3.13,22.26,,,,,
85,03/16/24 02:00:00 AM,3.00,22.24,,,,,
86,03/16/24 02:10:00 AM,2.94,22.20,,,,,
87,03/16/24 02:20:00 AM,2.92,22.14,,,,,
88,03/16/24 02:30:00 AM,2.94,22.12,,,,,
89,03/16/24 02:40:00 AM,2.75,22.10,,,,,
90,03/16/24 02:50:00 AM,2.69,22.08,,,,,
91,03/16/24 03:00:00 AM,2.58,22.08,,,,,
92,03/16/24 03:10:00 AM,2.46,22.04,,,,,
93,03/16/24 03:20:00 AM,2.34,22.02,,,,,
94,03/16/24 03:30:00 AM,2.18,22.00,,,,,
95,03/16/24 03:40:00 AM,2.19,21.96,,,,,
96,03/16/24 03:50:00 AM,1.99,21.94,,,,,
97,03/16/24 04:00:00 AM,1.93,21.92,,,,,
98,03/16/24 04:10:00 AM,1.91,21.90,,,,,
99,03/16/24 04:20:00 AM,1.90,21.88,,,,,
100,03/16/24 04:30:00 AM,1.82,21.88,,,,,
101,03/16/24 04:40:00 AM,1.70,21.86,,,,,
102,03/16/24 04:50:00 AM,1.59,21.84,,,,,
103,03/16/24 05:00:00 AM,1.48,21.82,,,,,
104,03/16/24 05:10:00 AM,1.43,21.82,,,,,
105,03/16/24 05:20:00 AM,1.35,21.80,,,,,
106,03/16/24 05:30:00 AM,1.20,21.76,,,,,
107,03/16/24 05:40:00 AM,1.10,21.74,,,,,
108,03/16/24 05:50:00 AM,1.03,21.72,,,,,
109,03/16/24 06:00:00 AM,0.98,21.68,,,,,
110,03/16/24 06:10:00 AM,0.93,21.68,,,,,
111,03/16/24 06:20:00 AM,0.89,21.68,,,,,
112,03/16/24 06:30:00 AM,0.81,21.66,,,,,
113,03/16/24 06:40:00 AM,0.83,21.64,,,,,
114,03/16/24 06:50:00 AM,0.77,21.64,,,,,
115,03/16/24 07:00:00 AM,0.75,21.64,,,,,
116,03/16/24 07:10:00 AM,0.62,21.62,,,,,
117,03/16/24 07:20:00 AM,0.68,21.62,,,,,
118,03/16/24 07:30:00 AM,0.72,21.62,,,,,
119,03/16/24 07:40:00 AM,0.71,21.62,,,,,
120,03/16/24 07:50:00 AM,0.68,21.60,,,,,
121,03/16/24 08:00:00 AM,0.68,21.60,,,,,
122,03/16/24 08:10:00 AM,0.71,21.60,,,,,
123,03/16/24 08:20:00 AM,0.73,21.66,,,,,
124,03/16/24 08:30:00 AM,0.76,21.66,,,,,
125,03/16/24 08:40:00 AM,0.78,21.74,,,,,
126,03/16/24 08:50:00 AM,0.98,21.78,,,,,
127,03/16/24 09:00:00 AM,1.15,21.90,,,,,
128,03/16/24 09:10:00 AM,1.25,21.94,,,,,
129,03/16/24 09:20:00 AM,1.39,22.02,,,,,
130,03/16/24 09:30:00 AM,1.70,22.08,,,,,
131,03/16/24 09:40:00 AM,1.92,22.18,,,,,
132,03/16/24 09:50:00 AM,2.15,22.26,,,,,
133,03/16/24 10:00:00 AM,2.40,22.40,,,,,
134,03/16/24 10:10:00 AM,2.74,22.42,,,,,
135,03/16/24 10:20:00 AM,2.81,22.54,,,,,
136,03/16/24 10:30:00 AM,3.16,22.70,,,,,
137,03/16/24 10:40:00 AM,3.40,22.82,,,,,
138,03/16/24 10:50:00 AM,3.74,23.00,,,,,
139,03/16/24 11:00:00 AM,3.99,23.18,,,,,
140,03/16/24 11:10:00 AM,4.15,23.32,,,,,
141,03/16/24 11:20:00 AM,4.47,23.38,,,,,
142,03/16/24 11:30:00 AM,4.43,23.42,,,,,
143,03/16/24 11:40:00 AM,4.69,23.46,,,,,
144,03/16/24 11:50:00 AM,4.93,23.34,,,,,
145,03/16/24 12:00:00 PM,4.93,23.32,,,,,
146,03/16/24 12:10:00 PM,5.03,23.38,,,,,
147,03/16/24 12:20:00 PM,5.15,23.36,,,,,
148,03/16/24 12:30:00 PM,5.15,23.38,,,,,
149,03/16/24 12:40:00 PM,5.31,23.40,,,,,
150,03/16/24 12:50:00 PM,5.61,23.44,,,,,
151,03/16/24 01:00:00 PM,6.01,23.48,,,,,
152,03/16/24 01:10:00 PM,6.46,23.64,,,,,
153,03/16/24 01:20:00 PM,6.34,23.68,,,,,
154,03/16/24 01:30:00 PM,6.51,23.76,,,,,
155,03/16/24 01:40:00 PM,6.44,23.78,,,,,
156,03/16/24 01:50:00 PM,6.39,23.94,,,,,
157,03/16/24 02:00:00 PM,6.27,24.06,,,,,
158,03/16/24 02:10:00 PM,6.36,23.98,,,,,
159,03/16/24 02:20:00 PM,6.52,24.20,,,,,
160,03/16/24 02:30:00 PM,6.60,24.32,,,,,
161,03/16/24 02:40:00 PM,6.67,24.38,,,,,
162,03/16/24 02:50:00 PM,6.58,23.96,,,,,
163,03/16/24 03:00:00 PM,6.52,23.82,,,,,
164,03/16/24 03:10:00 PM,6.47,23.80,,,,,
165,03/16/24 03:20:00 PM,6.28,23.78,,,,,
166,03/16/24 03:30:00 PM,6.34,23.82,,,,,
167,03/16/24 03:40:00 PM,6.41,23.82,,,,,
168,03/16/24 03:50:00 PM,6.39,23.84,,,,,
169,03/16/24 04:00:00 PM,6.43,23.84,,,,,
170,03/16/24 04:10:00 PM,6.33,23.86,,,,,
171,03/16/24 04:20:00 PM,6.38,23.90,,,,,
172,03/16/24 04:30:00 PM,6.46,23.90,,,,,
173,03/16/24 04:40:00 PM,6.39,23.88,,,,,
174,03/16/24 04:50:00 PM,6.51,23.88,,,,,
175,03/16/24 05:00:00 PM,6.51,23.86,,,,,
176,03/16/24 05:10:00 PM,6.83,23.86,,,,,
177,03/16/24 05:20:00 PM,6.76,23.84,,,,,
178,03/16/24 05:30:00 PM,6.63,23.84,,,,,
179,03/16/24 05:40:00 PM,6.58,23.82,,,,,
180,03/16/24 05:50:00 PM,6.44,23.82,,,,,
181,03/16/24 06:00:00 PM,6.25,23.80,,,,,
182,03/16/24 06:10:00 PM,6.08,23.80,,,,,
183,03/16/24 06:20:00 PM,6.12,23.78,,,,,
184,03/16/24 06:30:00 PM,6.08,23.76,,,,,
185,03/16/24 06:40:00 PM,5.94,23.74,,,,,
186,03/16/24 06:50:00 PM,5.80,23.72,,,,,
187,03/16/24 07:00:00 PM,5.78,23.70,,,,,
188,03/16/24 07:10:00 PM,5.59,23.68,,,,,
189,03/16/24 07:20:00 PM,5.43,23.64,,,,,
190,03/16/24 07:30:00 PM,5.26,23.62,,,,,
191,03/16/24 07:40:00 PM,5.25,23.60,,,,,
192,03/16/24 07:50:00 PM,5.19,23.54,,,,,
193,03/16/24 08:00:00 PM,4.97,23.52,,,,,
194,03/16/24 08:10:00 PM,4.75,23.48,,,,,
195,03/16/24 08:20:00 PM,4.76,23.46,,,,,
196,03/16/24 08:30:00 PM,4.60,23.42,,,,,
197,03/16/24 08:40:00 PM,4.61,23.40,,,,,
198,03/16/24 08:50:00 PM,4.64,23.36,,,,,
199,03/16/24 09:00:00 PM,4.50,23.32,,,,,
200,03/16/24 09:10:00 PM,4.48,23.28,,,,,
201,03/16/24 09:20:00 PM,4.50,23.24,,,,,
202,03/16/24 09:30:00 PM,4.42,23.22,,,,,
203,03/16/24 09:40:00 PM,4.31,23.18,,,,,
204,03/16/24 09:50:00 PM,4.11,23.14,,,,,
205,03/16/24 10:00:00 PM,3.98,23.10,,,,,
206,03/16/24 10:10:00 PM,3.97,23.08,,,,,
207,03/16/24 10:20:00 PM,3.84,23.06,,,,,
208,03/16/24 10:30:00 PM,3.73,23.02,,,,,
209,03/16/24 10:40:00 PM,3.61,22.98,,,,,
210,03/16/24 10:50:00 PM,3.59,22.96,,,,,
211,03/16/24 11:00:00 PM,3.62,22.96,,,,,
212,03/16/24 11:10:00 PM,3.60,22.94,,,,,
213,03/16/24 11:20:00 PM,3.50,22.90,,,,,
214,03/16/24 11:30:00 PM,3.45,22.88,,,,,
215,03/16/24 11:40:00 PM,3.27,22.84,,,,,
216,03/16/24 11:50:00 PM,3.24,22.80,,,,,
217,03/17/24 12:00:00 AM,3.24,22.78,,,,,
218,03/17/24 12:10:00 AM,3.22,22.74,,,,,
219,03/17/24 12:20:00 AM,3.05,22.72,,,,,
220,03/17/24 12:30:00 AM,2.92,22.66,,,,,
221,03/17/24 12:40:00 AM,2.86,22.64,,,,,
222,03/17/24 12:50:00 AM,2.90,22.62,,,,,
223,03/17/24 01:00:00 AM,2.81,22.56,,,,,
224,03/17/24 01:10:00 AM,2.80,22.52,,,,,
225,03/17/24 01:20:00 AM,2.68,22.50,,,,,
226,03/17/24 01:30:00 AM,2.56,22.50,,,,,
227,03/17/24 01:40:00 AM,2.36,22.46,,,,,
228,03/17/24 01:50:00 AM,2.32,22.42,,,,,
229,03/17/24 02:00:00 AM,2.26,22.40,,,,,
230,03/17/24 02:10:00 AM,2.13,22.36,,,,,
231,03/17/24 02:20:00 AM,2.07,22.34,,,,,
232,03/17/24 02:30:00 AM,2.03,22.30,,,,,
233,03/17/24 02:40:00 AM,2.06,22.30,,,,,
234,03/17/24 02:50:00 AM,1.91,22.26,,,,,
235,03/17/24 03:00:00 AM,1.88,22.24,,,,,
236,03/17/24 03:10:00 AM,1.79,22.20,,,,,
237,03/17/24 03:20:00 AM,1.74,22.18,,,,,
238,03/17/24 03:30:00 AM,1.70,22.16,,,,,
239,03/17/24 03:40:00 AM,1.61,22.14,,,,,
240,03/17/24 03:50:00 AM,1.50,22.12,,,,,
241,03/17/24 04:00:00 AM,1.47,22.10,,,,,
242,03/17/24 04:10:00 AM,1.43,22.08,,,,,
243,03/17/24 04:20:00 AM,1.39,22.06,,,,,
244,03/17/24 04:30:00 AM,1.32,22.02,,,,,
245,03/17/24 04:40:00 AM,1.28,21.98,,,,,
246,03/17/24 04:50:00 AM,1.24,21.96,,,,,
247,03/17/24 05:00:00 AM,1.14,21.94,,,,,
248,03/17/24 05:10:00 AM,1.03,21.94,,,,,
249,03/17/24 05:20:00 AM,0.95,21.92,,,,,
250,03/17/24 05:30:00 AM,0.88,21.92,,,,,
251,03/17/24 05:40:00 AM,0.78,21.88,,,,,
252,03/17/24 05:50:00 AM,0.78,21.84,,,,,
253,03/17/24 06:00:00 AM,0.76,21.82,,,,,
254,03/17/24 06:10:00 AM,0.73,21.80,,,,,
255,03/17/24 06:20:00 AM,0.72,21.78,,,,,
256,03/17/24 06:30:00 AM,0.68,21.74,,,,,
257,03/17/24 06:40:00 AM,0.67,21.74,,,,,
258,03/17/24 06:50:00 AM,0.66,21.74,,,,,
259,03/17/24 07:00:00 AM,0.68,21.72,,,,,
260,03/17/24 07:10:00 AM,0.68,21.68,,,,,
261,03/17/24 07:20:00 AM,0.65,21.66,,,,,
262,03/17/24 07:30:00 AM,0.62,21.66,,,,,
263,03/17/24 07:40:00 AM,0.65,21.66,,,,,
264,03/17/24 07:50:00 AM,0.61,21.64,,,,,
265,03/17/24 08:00:00 AM,0.67,21.64,,,,,
266,03/17/24 08:10:00 AM,0.73,21.64,,,,,
267,03/17/24 08:20:00 AM,0.83,21.72,,,,,
268,03/17/24 08:30:00 AM,0.87,21.74,,,,,
269,03/17/24 08:40:00 AM,0.90,21.80,,,,,
270,03/17/24 08:50:00 AM,1.09,21.90,,,,,
271,03/17/24 09:00:00 AM,1.24,21.98,,,,,
272,03/17/24 09:10:00 AM,1.48,22.04,,,,,
273,03/17/24 09:20:00 AM,1.52,22.08,,,,,
274,03/17/24 09:30:00 AM,1.76,22.14,,,,,
275,03/17/24 09:40:00 AM,1.92,22.14,,,,,
276,03/17/24 09:50:00 AM,1.87,22.30,,,,,
277,03/17/24 10:00:00 AM,2.31,22.46,,,,,
278,03/17/24 10:10:00 AM,2.63,22.60,,,,,
279,03/17/24 10:20:00 AM,3.21,22.72,,,,,
280,03/17/24 10:30:00 AM,3.49,22.88,,,,,
281,03/17/24 10:40:00 AM,3.68,22.92,,,,,
282,03/17/24 10:50:00 AM,3.78,23.08,,,,,
283,03/17/24 11:00:00 AM,4.08,23.18,,,,,
284,03/17/24 11:10:00 AM,4.27,23.26,,,,,
285,03/17/24 11:20:00 AM,4.42,23.46,,,,,
286,03/17/24 11:30:00 AM,4.76,23.56,,,,,
287,03/17/24 11:40:00 AM,5.07,23.64,,,,,
288,03/17/24 11:50:00 AM,5.27,23.74,,,,,
289,03/17/24 12:00:00 PM,5.21,23.52,,,,,
290,03/17/24 12:10:00 PM,4.94,23.58,,,,,
291,03/17/24 12:20:00 PM,5.14,23.60,,,,,
292,03/17/24 12:30:00 PM,5.76,23.66,,,,,
293,03/17/24 12:40:00 PM,5.81,23.76,,,,,
294,03/17/24 12:50:00 PM,6.05,23.84,,,,,
295,03/17/24 01:00:00 PM,6.44,23.88,,,,,
296,03/17/24 01:10:00 PM,6.73,24.06,,,,,
297,03/17/24 01:20:00 PM,6.84,24.14,,,,,
298,03/17/24 01:30:00 PM,6.93,24.16,,,,,
299,03/17/24 01:40:00 PM,6.90,24.22,,,,,
300,03/17/24 01:50:00 PM,6.76,24.32,,,,,
301,03/17/24 02:00:00 PM,6.76,24.36,,,,,
302,03/17/24 02:10:00 PM,6.92,24.48,,,,,
303,03/17/24 02:20:00 PM,7.14,24.64,,,,,
304,03/17/24 02:30:00 PM,6.96,24.68,,,,,
305,03/17/24 02:40:00 PM,6.96,24.76,,,,,
306,03/17/24 02:50:00 PM,6.94,24.34,,,,,
307,03/17/24 03:00:00 PM,6.71,24.16,,,,,
308,03/17/24 03:10:00 PM,6.71,24.18,,,,,
309,03/17/24 03:20:00 PM,6.61,24.18,,,,,
310,03/17/24 03:30:00 PM,6.56,24.18,,,,,
311,03/17/24 03:40:00 PM,6.32,24.20,,,,,
312,03/17/24 03:50:00 PM,6.43,24.22,,,,,
313,03/17/24 04:00:00 PM,6.41,24.22,,,,,
314,03/17/24 04:10:00 PM,6.52,24.24,,,,,
315,03/17/24 04:20:00 PM,6.84,24.26,,,,,
316,03/17/24 04:30:00 PM,6.81,24.26,,,,,
317,03/17/24 04:40:00 PM,6.71,24.28,,,,,
318,03/17/24 04:50:00 PM,6.47,24.30,,,,,
319,03/17/24 05:00:00 PM,6.39,24.26,,,,,
320,03/17/24 05:10:00 PM,6.47,24.26,,,,,
321,03/17/24 05:20:00 PM,6.44,24.28,,,,,
322,03/17/24 05:30:00 PM,6.44,24.26,,,,,
323,03/17/24 05:40:00 PM,6.29,24.24,,,,,
324,03/17/24 05:50:00 PM,6.40,24.22,,,,,
325,03/17/24 06:00:00 PM,6.41,24.20,,,,,
326,03/17/24 06:10:00 PM,6.12,24.16,,,,,
327,03/17/24 06:20:00 PM,5.97,24.12,,,,,
328,03/17/24 06:30:00 PM,5.86,24.12,,,,,
329,03/17/24 06:40:00 PM,5.84,24.10,,,,,
330,03/17/24 06:50:00 PM,5.81,24.06,,,,,
331,03/17/24 07:00:00 PM,5.57,24.00,,,,,
332,03/17/24 07:10:00 PM,5.30,23.94,,,,,
333,03/17/24 07:20:00 PM,5.20,23.90,,,,,
334,03/17/24 07:30:00 PM,5.05,23.84,,,,,
335,03/17/24 07:40:00 PM,4.94,23.80,,,,,
336,03/17/24 07:50:00 PM,4.94,23.76,,,,,
337,03/17/24 08:00:00 PM,4.75,23.72,,,,,
338,03/17/24 08:10:00 PM,4.47,23.68,,,,,
339,03/17/24 08:20:00 PM,4.08,23.64,,,,,
340,03/17/24 08:30:00 PM,3.97,23.58,,,,,
341,03/17/24 08:40:00 PM,4.16,23.56,,,,,
342,03/17/24 08:50:00 PM,4.04,23.52,,,,,
343,03/17/24 09:00:00 PM,4.03,23.50,,,,,
344,03/17/24 09:10:00 PM,3.99,23.46,,,,,
345,03/17/24 09:20:00 PM,4.17,23.42,,,,,
346,03/17/24 09:30:00 PM,4.06,23.38,,,,,
347,03/17/24 09:40:00 PM,3.92,23.36,,,,,
348,03/17/24 09:50:00 PM,3.88,23.34,,,,,
349,03/17/24 10:00:00 PM,3.72,23.30,,,,,
350,03/17/24 10:10:00 PM,3.50,23.26,,,,,
351,03/17/24 10:20:00 PM,3.46,23.22,,,,,
352,03/17/24 10:30:00 PM,3.60,23.20,,,,,
353,03/17/24 10:40:00 PM,3.41,23.18,,,,,
354,03/17/24 10:50:00 PM,3.37,23.12,,,,,
355,03/17/24 11:00:00 PM,3.35,23.06,,,,,
356,03/17/24 11:10:00 PM,3.22,23.00,,,,,
357,03/17/24 11:20:00 PM,3.12,22.94,,,,,
358,03/17/24 11:30:00 PM,3.02,22.90,,,,,
359,03/17/24 11:40:00 PM,2.99,22.88,,,,,
360,03/17/24 11:50:00 PM,2.80,22.80,,,,,
361,03/18/24 12:00:00 AM,2.68,22.78,,,,,
362,03/18/24 12:10:00 AM,2.66,22.74,,,,,
363,03/18/24 12:20:00 AM,2.70,22.70,,,,,
364,03/18/24 12:30:00 AM,2.62,22.68,,,,,
365,03/18/24 12:40:00 AM,2.58,22.68,,,,,
366,03/18/24 12:50:00 AM,2.50,22.64,,,,,
367,03/18/24 01:00:00 AM,2.28,22.60,,,,,
368,03/18/24 01:10:00 AM,2.35,22.58,,,,,
369,03/18/24 01:20:00 AM,2.23,22.52,,,,,
370,03/18/24 01:30:00 AM,2.15,22.50,,,,,
371,03/18/24 01:40:00 AM,1.95,22.46,,,,,
372,03/18/24 01:50:00 AM,1.72,22.46,,,,,
373,03/18/24 02:00:00 AM,1.96,22.42,,,,,
374,03/18/24 02:10:00 AM,1.86,22.40,,,,,
375,03/18/24 02:20:00 AM,1.79,22.40,,,,,
376,03/18/24 02:30:00 AM,1.75,22.36,,,,,
377,03/18/24 02:40:00 AM,1.68,22.32,,,,,
378,03/18/24 02:50:00 AM,1.60,22.30,,,,,
379,03/18/24 03:00:00 AM,1.52,22.28,,,,,
380,03/18/24 03:10:00 AM,1.47,22.24,,,,,
381,03/18/24 03:20:00 AM,1.35,22.22,,,,,
382,03/18/24 03:30:00 AM,1.26,22.20,,,,,
383,03/18/24 03:40:00 AM,1.19,22.16,,,,,
384,03/18/24 03:50:00 AM,1.09,22.16,,,,,
385,03/18/24 04:00:00 AM,1.09,22.12,,,,,
386,03/18/24 04:10:00 AM,1.05,22.10,,,,,
387,03/18/24 04:20:00 AM,0.95,22.08,,,,,
388,03/18/24 04:30:00 AM,0.87,22.06,,,,,
389,03/18/24 04:40:00 AM,0.87,22.04,,,,,
390,03/18/24 04:50:00 AM,0.79,22.02,,,,,
391,03/18/24 05:00:00 AM,0.77,21.98,,,,,
392,03/18/24 05:10:00 AM,0.68,21.98,,,,,
393,03/18/24 05:20:00 AM,0.62,21.98,,,,,
394,03/18/24 05:30:00 AM,0.55,21.94,,,,,
395,03/18/24 05:40:00 AM,0.50,21.92,,,,,
396,03/18/24 05:50:00 AM,0.49,21.92,,,,,
397,03/18/24 06:00:00 AM,0.45,21.90,,,,,
398,03/18/24 06:10:00 AM,0.49,21.86,,,,,
399,03/18/24 06:20:00 AM,0.48,21.84,,,,,
400,03/18/24 06:30:00 AM,0.54,21.82,,,,,
401,03/18/24 06:40:00 AM,0.50,21.80,,,,,
402,03/18/24 06:50:00 AM,0.53,21.78,,,,,
403,03/18/24 07:00:00 AM,0.50,21.76,,,,,
404,03/18/24 07:10:00 AM,0.53,21.76,,,,,
405,03/18/24 07:20:00 AM,0.51,21.74,,,,,
406,03/18/24 07:30:00 AM,0.44,21.74,,,,,
407,03/18/24 07:40:00 AM,0.44,21.74,,,,,
408,03/18/24 07:50:00 AM,0.45,21.74,,,,,
409,03/18/24 08:00:00 AM,0.45,21.72,,,,,
410,03/18/24 08:10:00 AM,0.59,21.74,,,,,
411,03/18/24 08:20:00 AM,0.61,21.78,,,,,
412,03/18/24 08:30:00 AM,0.64,21.80,,,,,
413,03/18/24 08:40:00 AM,0.71,21.86,,,,,
414,03/18/24 08:50:00 AM,0.92,21.90,,,,,
415,03/18/24 09:00:00 AM,0.88,21.98,,,,,
416,03/18/24 09:10:00 AM,0.97,21.98,,,,,
417,03/18/24 09:20:00 AM,1.05,22.02,,,,,
418,03/18/24 09:30:00 AM,1.25,22.12,,,,,
419,03/18/24 09:40:00 AM,1.53,22.26,,,,,
420,03/18/24 09:50:00 AM,1.69,22.30,,,,,
421,03/18/24 10:00:00 AM,1.92,22.36,,,,,
422,03/18/24 10:10:00 AM,2.19,22.46,,,,,
423,03/18/24 10:20:00 AM,2.31,22.56,,,,,
424,03/18/24 10:30:00 AM,2.46,22.60,,,,,
425,03/18/24 10:40:00 AM,2.94,22.78,,,,,
426,03/18/24 10:50:00 AM,3.19,22.80,,,,,
427,03/18/24 11:00:00 AM,3.17,22.96,,,,,
428,03/18/24 11:10:00 AM,3.56,23.06,,,,,
429,03/18/24 11:20:00 AM,3.65,23.04,,,,,
430,03/18/24 11:30:00 AM,3.67,23.12,,,,,
431,03/18/24 11:40:00 AM,4.14,23.26,,,,,
432,03/18/24 11:50:00 AM,4.31,23.22,,,,,
433,03/18/24 12:00:00 PM,4.27,23.22,,,,,
434,03/18/24 12:10:00 PM,4.17,23.20,,,,,
435,03/18/24 12:20:00 PM,4.48,23.28,,,,,
436,03/18/24 12:30:00 PM,4.50,23.32,,,,,
437,03/18/24 12:40:00 PM,4.66,23.34,,,,,
438,03/18/24 12:50:00 PM,4.90,23.38,,,,,
439,03/18/24 01:00:00 PM,5.16,23.38,,,,,
440,03/18/24 01:10:00 PM,5.23,23.40,,,,,
441,03/18/24 01:20:00 PM,5.51,23.46,,,,,
442,03/18/24 01:30:00 PM,5.68,23.56,,,,,
443,03/18/24 01:40:00 PM,5.53,23.62,,,,,
444,03/18/24 01:50:00 PM,6.03,23.78,,,,,
445,03/18/24 02:00:00 PM,5.97,23.86,,,,,
446,03/18/24 02:10:00 PM,6.25,24.04,,,,,
447,03/18/24 02:20:00 PM,6.25,23.82,,,,,
448,03/18/24 02:30:00 PM,6.24,23.80,,,,,
449,03/18/24 02:40:00 PM,6.07,23.94,,,,,
450,03/18/24 02:50:00 PM,5.94,23.68,,,,,
451,03/18/24 03:00:00 PM,5.97,23.56,,,,,
452,03/18/24 03:10:00 PM,5.83,23.58,,,,,
453,03/18/24 03:20:00 PM,5.79,23.60,,,,,
