"Plot Title: 21515403"
"#","Date Time, GMT-10:00","DO conc, mg/L (LGR S/N: 21515403, SEN S/N: 21515403)","Temp, °C (LGR S/N: 21515403, SEN S/N: 21515403)","Coupler Attached (LGR S/N: 21515403)","Host Connected (LGR S/N: 21515403)","Stopped (LGR S/N: 21515403)","End Of File (LGR S/N: 21515403)"
223,05/01/25 02:00:00 AM,8.87,23.34,,,,
224,05/01/25 02:10:00 AM,8.89,23.36,,,,
225,05/01/25 02:20:00 AM,8.93,23.40,,,,
226,05/01/25 02:30:00 AM,9.24,23.48,,,,
227,05/01/25 02:40:00 AM,8.92,23.52,,,,
228,05/01/25 02:50:00 AM,8.81,23.54,,,,
229,05/01/25 03:00:00 AM,8.81,23.52,,,,
230,05/01/25 03:10:00 AM,8.74,23.52,,,,
231,05/01/25 03:20:00 AM,8.77,23.48,,,,
232,05/01/25 03:30:00 AM,8.82,23.44,,,,
233,05/01/25 03:40:00 AM,8.78,23.44,,,,
234,05/01/25 03:50:00 AM,8.72,23.42,,,,
235,05/01/25 04:00:00 AM,8.69,23.42,,,,
236,05/01/25 04:10:00 AM,8.69,23.40,,,,
237,05/01/25 04:20:00 AM,8.65,23.40,,,,
238,05/01/25 04:30:00 AM,8.71,23.40,,,,
239,05/01/25 04:40:00 AM,8.62,23.40,,,,
240,05/01/25 04:50:00 AM,8.62,23.40,,,,
241,05/01/25 05:00:00 AM,8.59,23.40,,,,
242,05/01/25 05:10:00 AM,8.52,23.38,,,,
243,05/01/25 05:20:00 AM,8.54,23.36,,,,
244,05/01/25 05:30:00 AM,8.60,23.36,,,,
245,05/01/25 05:40:00 AM,8.50,23.34,,,,
246,05/01/25 05:50:00 AM,8.28,23.32,,,,
247,05/01/25 06:00:00 AM,8.29,23.30,,,,
248,05/01/25 06:10:00 AM,8.31,23.28,,,,
249,05/01/25 06:20:00 AM,8.25,23.26,,,,
250,05/01/25 06:30:00 AM,8.12,23.26,,,,
251,05/01/25 06:40:00 AM,7.96,23.22,,,,
252,05/01/25 06:50:00 AM,8.08,23.20,,,,
253,05/01/25 07:00:00 AM,7.93,23.20,,,,
254,05/01/25 07:10:00 AM,7.85,23.18,,,,
255,05/01/25 07:20:00 AM,7.88,23.16,,,,
256,05/01/25 07:30:00 AM,7.85,23.16,,,,
257,05/01/25 07:40:00 AM,7.86,23.14,,,,
258,05/01/25 07:50:00 AM,7.78,23.12,,,,
259,05/01/25 08:00:00 AM,7.75,23.10,,,,
260,05/01/25 08:10:00 AM,7.61,23.08,,,,
261,05/01/25 08:20:00 AM,7.63,23.06,,,,
262,05/01/25 08:30:00 AM,7.53,23.04,,,,
263,05/01/25 08:40:00 AM,7.47,23.02,,,,
264,05/01/25 08:50:00 AM,7.51,23.00,,,,
265,05/01/25 09:00:00 AM,7.44,22.98,,,,
266,05/01/25 09:10:00 AM,7.57,22.96,,,,
267,05/01/25 09:20:00 AM,7.36,22.96,,,,
268,05/01/25 09:30:00 AM,7.45,22.94,,,,
269,05/01/25 09:40:00 AM,7.41,22.94,,,,
270,05/01/25 09:50:00 AM,7.42,22.92,,,,
271,05/01/25 10:00:00 AM,7.32,22.92,,,,
272,05/01/25 10:10:00 AM,7.33,22.90,,,,
273,05/01/25 10:20:00 AM,7.29,22.90,,,,
274,05/01/25 10:30:00 AM,7.27,22.90,,,,
275,05/01/25 10:40:00 AM,7.13,22.88,,,,
276,05/01/25 10:50:00 AM,7.04,22.88,,,,
277,05/01/25 11:00:00 AM,6.99,22.88,,,,
278,05/01/25 11:10:00 AM,7.01,22.86,,,,
279,05/01/25 11:20:00 AM,7.09,22.84,,,,
280,05/01/25 11:30:00 AM,6.96,22.84,,,,
281,05/01/25 11:40:00 AM,6.98,22.82,,,,
282,05/01/25 11:50:00 AM,7.01,22.80,,,,
283,05/01/25 12:00:00 PM,6.98,22.80,,,,
284,05/01/25 12:10:00 PM,6.88,22.78,,,,
285,05/01/25 12:20:00 PM,6.77,22.78,,,,
286,05/01/25 12:30:00 PM,6.80,22.78,,,,
287,05/01/25 12:40:00 PM,6.90,22.76,,,,
288,05/01/25 12:50:00 PM,6.83,22.76,,,,
289,05/01/25 01:00:00 PM,6.81,22.76,,,,
290,05/01/25 01:10:00 PM,6.67,22.74,,,,
291,05/01/25 01:20:00 PM,6.69,22.74,,,,
292,05/01/25 01:30:00 PM,6.64,22.74,,,,
293,05/01/25 01:40:00 PM,6.58,22.74,,,,
294,05/01/25 01:50:00 PM,6.52,22.74,,,,
295,05/01/25 02:00:00 PM,6.63,22.72,,,,
296,05/01/25 02:10:00 PM,6.59,22.72,,,,
297,05/01/25 02:20:00 PM,6.51,22.70,,,,
298,05/01/25 02:30:00 PM,6.53,22.70,,,,
299,05/01/25 02:40:00 PM,6.51,22.68,,,,
300,05/01/25 02:50:00 PM,6.45,22.68,,,,
301,05/01/25 03:00:00 PM,6.54,22.66,,,,
302,05/01/25 03:10:00 PM,6.34,22.66,,,,
303,05/01/25 03:20:00 PM,6.37,22.66,,,,
304,05/01/25 03:30:00 PM,6.22,22.66,,,,
305,05/01/25 03:40:00 PM,6.25,22.66,,,,
306,05/01/25 03:50:00 PM,6.28,22.64,,,,
307,05/01/25 04:00:00 PM,6.34,22.64,,,,
308,05/01/25 04:10:00 PM,6.13,22.64,,,,
309,05/01/25 04:20:00 PM,6.20,22.64,,,,
310,05/01/25 04:30:00 PM,6.07,22.64,,,,
311,05/01/25 04:40:00 PM,6.05,22.64,,,,
312,05/01/25 04:50:00 PM,5.94,22.62,,,,
313,05/01/25 05:00:00 PM,6.13,22.62,,,,
314,05/01/25 05:10:00 PM,5.98,22.62,,,,
315,05/01/25 05:20:00 PM,5.95,22.62,,,,
316,05/01/25 05:30:00 PM,5.75,22.62,,,,
317,05/01/25 05:40:00 PM,5.76,22.62,,,,
318,05/01/25 05:50:00 PM,5.79,22.62,,,,
319,05/01/25 06:00:00 PM,5.75,22.62,,,,
320,05/01/25 06:10:00 PM,5.84,22.60,,,,
321,05/01/25 06:20:00 PM,5.76,22.60,,,,
322,05/01/25 06:30:00 PM,5.72,22.60,,,,
323,05/01/25 06:40:00 PM,5.47,22.60,,,,
324,05/01/25 06:50:00 PM,5.57,22.62,,,,
325,05/01/25 07:00:00 PM,5.78,22.60,,,,
326,05/01/25 07:10:00 PM,5.81,22.60,,,,
327,05/01/25 07:20:00 PM,5.47,22.60,,,,
328,05/01/25 07:30:00 PM,5.40,22.60,,,,
329,05/01/25 07:40:00 PM,5.52,22.60,,,,
330,05/01/25 07:50:00 PM,5.34,22.60,,,,
331,05/01/25 08:00:00 PM,5.39,22.60,,,,
332,05/01/25 08:10:00 PM,5.48,22.62,,,,
333,05/01/25 08:20:00 PM,5.38,22.62,,,,
334,05/01/25 08:30:00 PM,5.06,22.64,,,,
335,05/01/25 08:40:00 PM,4.91,22.66,,,,
336,05/01/25 08:50:00 PM,5.00,22.68,,,,
337,05/01/25 09:00:00 PM,5.06,22.68,,,,
338,05/01/25 09:10:00 PM,5.13,22.66,,,,
339,05/01/25 09:20:00 PM,5.09,22.68,,,,
340,05/01/25 09:30:00 PM,5.60,22.68,,,,
341,05/01/25 09:40:00 PM,5.28,22.70,,,,
342,05/01/25 09:50:00 PM,5.59,22.72,,,,
343,05/01/25 10:00:00 PM,5.05,22.74,,,,
344,05/01/25 10:10:00 PM,5.30,22.76,,,,
345,05/01/25 10:20:00 PM,5.03,22.78,,,,
346,05/01/25 10:30:00 PM,5.34,22.78,,,,
347,05/01/25 10:40:00 PM,4.92,22.80,,,,
348,05/01/25 10:50:00 PM,5.49,22.82,,,,
349,05/01/25 11:00:00 PM,5.72,22.84,,,,
350,05/01/25 11:10:00 PM,5.92,22.86,,,,
351,05/01/25 11:20:00 PM,5.94,22.90,,,,
352,05/01/25 11:30:00 PM,5.76,22.92,,,,
353,05/01/25 11:40:00 PM,5.75,22.94,,,,
354,05/01/25 11:50:00 PM,5.21,22.96,,,,
355,05/02/25 12:00:00 AM,5.45,22.98,,,,
356,05/02/25 12:10:00 AM,5.48,23.00,,,,
357,05/02/25 12:20:00 AM,6.03,23.02,,,,
358,05/02/25 12:30:00 AM,6.00,23.04,,,,
359,05/02/25 12:40:00 AM,6.28,23.10,,,,
360,05/02/25 12:50:00 AM,6.29,23.18,,,,
361,05/02/25 01:00:00 AM,6.14,23.26,,,,
362,05/02/25 01:10:00 AM,6.46,23.30,,,,
363,05/02/25 01:20:00 AM,6.36,23.32,,,,
364,05/02/25 01:30:00 AM,6.66,23.36,,,,
365,05/02/25 01:40:00 AM,6.84,23.38,,,,
366,05/02/25 01:50:00 AM,6.67,23.38,,,,
367,05/02/25 02:00:00 AM,6.84,23.36,,,,
368,05/02/25 02:10:00 AM,6.79,23.34,,,,
369,05/02/25 02:20:00 AM,6.78,23.36,,,,
370,05/02/25 02:30:00 AM,6.93,23.46,,,,
371,05/02/25 02:40:00 AM,6.87,23.54,,,,
372,05/02/25 02:50:00 AM,6.97,23.52,,,,
373,05/02/25 03:00:00 AM,6.99,23.54,,,,
374,05/02/25 03:10:00 AM,6.92,23.60,,,,
375,05/02/25 03:20:00 AM,6.90,23.56,,,,
376,05/02/25 03:30:00 AM,7.35,23.48,,,,
377,05/02/25 03:40:00 AM,7.14,23.50,,,,
378,05/02/25 03:50:00 AM,6.93,23.50,,,,
379,05/02/25 04:00:00 AM,6.90,23.56,,,,
380,05/02/25 04:10:00 AM,6.96,23.50,,,,
381,05/02/25 04:20:00 AM,7.03,23.50,,,,
382,05/02/25 04:30:00 AM,7.18,23.56,,,,
383,05/02/25 04:40:00 AM,7.47,23.62,,,,
384,05/02/25 04:50:00 AM,7.62,23.58,,,,
385,05/02/25 05:00:00 AM,7.66,23.52,,,,
386,05/02/25 05:10:00 AM,7.52,23.50,,,,
387,05/02/25 05:20:00 AM,7.46,23.50,,,,
388,05/02/25 05:30:00 AM,7.41,23.48,,,,
389,05/02/25 05:40:00 AM,7.39,23.48,,,,
390,05/02/25 05:50:00 AM,7.00,23.46,,,,
391,05/02/25 06:00:00 AM,6.88,23.42,,,,
392,05/02/25 06:10:00 AM,7.10,23.38,,,,
393,05/02/25 06:20:00 AM,7.27,23.36,,,,
394,05/02/25 06:30:00 AM,7.19,23.36,,,,
395,05/02/25 06:40:00 AM,7.11,23.34,,,,
396,05/02/25 06:50:00 AM,7.24,23.32,,,,
397,05/02/25 07:00:00 AM,7.23,23.30,,,,
398,05/02/25 07:10:00 AM,7.37,23.28,,,,
399,05/02/25 07:20:00 AM,7.09,23.26,,,,
400,05/02/25 07:30:00 AM,7.06,23.22,,,,
401,05/02/25 07:40:00 AM,7.03,23.22,,,,
402,05/02/25 07:50:00 AM,6.96,23.18,,,,
403,05/02/25 08:00:00 AM,7.14,23.16,,,,
404,05/02/25 08:10:00 AM,7.08,23.16,,,,
405,05/02/25 08:20:00 AM,7.19,23.16,,,,
406,05/02/25 08:30:00 AM,7.15,23.14,,,,
407,05/02/25 08:40:00 AM,7.01,23.12,,,,
408,05/02/25 08:50:00 AM,7.06,23.12,,,,
409,05/02/25 09:00:00 AM,7.01,23.10,,,,
410,05/02/25 09:10:00 AM,6.92,23.10,,,,
411,05/02/25 09:20:00 AM,6.95,23.08,,,,
412,05/02/25 09:30:00 AM,7.04,23.06,,,,
413,05/02/25 09:40:00 AM,6.93,23.06,,,,
414,05/02/25 09:50:00 AM,6.84,23.04,,,,
415,05/02/25 10:00:00 AM,6.83,23.02,,,,
416,05/02/25 10:10:00 AM,6.73,23.02,,,,
417,05/02/25 10:20:00 AM,6.80,23.00,,,,
418,05/02/25 10:30:00 AM,6.81,22.98,,,,
419,05/02/25 10:40:00 AM,6.82,22.98,,,,
420,05/02/25 10:50:00 AM,6.79,22.98,,,,
421,05/02/25 11:00:00 AM,6.75,22.98,,,,
422,05/02/25 11:10:00 AM,6.73,22.96,,,,
423,05/02/25 11:20:00 AM,6.72,22.96,,,,
424,05/02/25 11:30:00 AM,6.64,22.96,,,,
425,05/02/25 11:40:00 AM,6.59,22.96,,,,
426,05/02/25 11:50:00 AM,6.55,22.96,,,,
427,05/02/25 12:00:00 PM,6.62,22.94,,,,
428,05/02/25 12:10:00 PM,6.63,22.94,,,,
429,05/02/25 12:20:00 PM,6.49,22.94,,,,
430,05/02/25 12:30:00 PM,6.56,22.92,,,,
431,05/02/25 12:40:00 PM,6.62,22.92,,,,
432,05/02/25 12:50:00 PM,6.49,22.90,,,,
433,05/02/25 01:00:00 PM,6.51,22.90,,,,
434,05/02/25 01:10:00 PM,6.48,22.90,,,,
435,05/02/25 01:20:00 PM,6.49,22.88,,,,
436,05/02/25 01:30:00 PM,6.65,22.88,,,,
437,05/02/25 01:40:00 PM,6.47,22.88,,,,
438,05/02/25 01:50:00 PM,6.44,22.86,,,,
439,05/02/25 02:00:00 PM,6.46,22.86,,,,
440,05/02/25 02:10:00 PM,6.52,22.86,,,,
441,05/02/25 02:20:00 PM,6.41,22.86,,,,
442,05/02/25 02:30:00 PM,6.44,22.86,,,,
443,05/02/25 02:40:00 PM,6.40,22.84,,,,
444,05/02/25 02:50:00 PM,6.45,22.84,,,,
445,05/02/25 03:00:00 PM,6.50,22.82,,,,
446,05/02/25 03:10:00 PM,6.43,22.82,,,,
447,05/02/25 03:20:00 PM,6.33,22.82,,,,
448,05/02/25 03:30:00 PM,6.52,22.80,,,,
449,05/02/25 03:40:00 PM,6.54,22.80,,,,
450,05/02/25 03:50:00 PM,6.41,22.78,,,,
451,05/02/25 04:00:00 PM,6.40,22.78,,,,
452,05/02/25 04:10:00 PM,6.28,22.78,,,,
453,05/02/25 04:20:00 PM,6.34,22.78,,,,
454,05/02/25 04:30:00 PM,6.39,22.76,,,,
455,05/02/25 04:40:00 PM,6.27,22.76,,,,
456,05/02/25 04:50:00 PM,6.32,22.76,,,,
457,05/02/25 05:00:00 PM,6.38,22.74,,,,
458,05/02/25 05:10:00 PM,6.28,22.74,,,,
459,05/02/25 05:20:00 PM,6.42,22.74,,,,
460,05/02/25 05:30:00 PM,6.30,22.74,,,,
461,05/02/25 05:40:00 PM,6.39,22.74,,,,
462,05/02/25 05:50:00 PM,6.41,22.74,,,,
463,05/02/25 06:00:00 PM,6.32,22.74,,,,
464,05/02/25 06:10:00 PM,6.26,22.74,,,,
465,05/02/25 06:20:00 PM,6.29,22.72,,,,
466,05/02/25 06:30:00 PM,6.25,22.72,,,,
467,05/02/25 06:40:00 PM,6.31,22.72,,,,
468,05/02/25 06:50:00 PM,6.31,22.70,,,,
469,05/02/25 07:00:00 PM,6.32,22.70,,,,
470,05/02/25 07:10:00 PM,6.28,22.70,,,,
