"Plot Title: 21446085"
"#","Date Time, GMT-10:00","DO conc, mg/L (LGR S/N: 21446085, SEN S/N: 21446085)","Temp, °C (LGR S/N: 21446085, SEN S/N: 21446085)","Coupler Attached (LGR S/N: 21446085)","Host Connected (LGR S/N: 21446085)","Coupler Detached (LGR S/N: 21446085)","Stopped (LGR S/N: 21446085)","End Of File (LGR S/N: 21446085)"
60,02/09/23 10:50:00,8.56,23.58,,,,,
61,02/09/23 11:00:00,8.60,23.40,,,,,
62,02/09/23 11:10:00,8.63,23.22,,,,,
63,02/09/23 11:20:00,8.65,23.02,,,,,
64,02/09/23 11:30:00,8.68,22.82,,,,,
65,02/09/23 11:40:00,8.70,22.62,,,,,
66,02/09/23 11:50:00,8.73,22.46,,,,,
67,02/09/23 12:00:00,8.75,22.36,,,,,
68,02/09/23 12:10:00,8.74,22.40,,,,,
69,02/09/23 12:20:00,8.74,22.46,,,,,
70,02/09/23 12:30:00,8.73,22.52,,,,,
71,02/09/23 12:40:00,8.71,22.60,,,,,
72,02/09/23 12:50:00,8.70,22.72,,,,,
73,02/09/23 13:00:00,8.69,22.82,,,,,
74,02/09/23 13:10:00,8.67,22.92,,,,,
75,02/09/23 13:20:00,8.64,23.00,,,,,
76,02/09/23 13:30:00,8.65,23.04,,,,,
77,02/09/23 13:40:00,8.64,23.08,,,,,
78,02/09/23 13:50:00,8.63,23.10,,,,,
79,02/09/23 14:00:00,8.62,23.14,,,,,
80,02/09/23 14:10:00,8.62,23.16,,,,,
81,02/09/23 14:20:00,8.60,23.20,,,,,
82,02/09/23 14:30:00,8.58,23.30,,,,,
83,02/09/23 14:40:00,8.56,23.44,,,,,
84,02/09/23 14:50:00,8.54,23.58,,,,,
85,02/09/23 15:00:00,8.53,23.66,,,,,
86,02/09/23 15:10:00,8.53,23.60,,,,,
87,02/09/23 15:20:00,8.57,23.48,,,,,
88,02/09/23 15:30:00,8.59,23.34,,,,,
89,02/09/23 15:40:00,8.60,23.20,,,,,
90,02/09/23 15:50:00,8.63,23.08,,,,,
91,02/09/23 16:00:00,8.66,22.98,,,,,
92,02/09/23 16:10:00,8.66,22.88,,,,,
93,02/09/23 16:20:00,8.68,22.74,,,,,
94,02/09/23 16:30:00,8.70,22.60,,,,,
95,02/09/23 16:40:00,8.73,22.42,,,,,
96,02/09/23 16:50:00,8.78,22.26,,,,,
97,02/09/23 17:00:00,8.79,22.12,,,,,
98,02/09/23 17:10:00,8.81,22.00,,,,,
99,02/09/23 17:20:00,8.83,21.88,,,,,
100,02/09/23 17:30:00,8.84,21.76,,,,,
101,02/09/23 17:40:00,8.87,21.68,,,,,
102,02/09/23 17:50:00,8.86,21.72,,,,,
103,02/09/23 18:00:00,8.84,21.80,,,,,
104,02/09/23 18:10:00,8.84,21.88,,,,,
105,02/09/23 18:20:00,8.82,22.00,,,,,
106,02/09/23 18:30:00,8.81,22.10,,,,,
107,02/09/23 18:40:00,8.79,22.20,,,,,
108,02/09/23 18:50:00,8.78,22.32,,,,,
109,02/09/23 19:00:00,8.75,22.42,,,,,
110,02/09/23 19:10:00,8.73,22.52,,,,,
111,02/09/23 19:20:00,8.73,22.60,,,,,
112,02/09/23 19:30:00,8.71,22.66,,,,,
113,02/09/23 19:40:00,8.70,22.72,,,,,
114,02/09/23 19:50:00,8.69,22.82,,,,,
115,02/09/23 20:00:00,8.67,22.92,,,,,
116,02/09/23 20:10:00,8.67,23.00,,,,,
117,02/09/23 20:20:00,8.66,23.08,,,,,
118,02/09/23 20:30:00,8.65,23.12,,,,,
119,02/09/23 20:40:00,8.64,23.18,,,,,
120,02/09/23 20:50:00,8.64,23.22,,,,,
121,02/09/23 21:00:00,8.63,23.28,,,,,
122,02/09/23 21:10:00,8.62,23.32,,,,,
123,02/09/23 21:20:00,8.60,23.36,,,,,
124,02/09/23 21:30:00,8.60,23.40,,,,,
125,02/09/23 21:40:00,8.60,23.42,,,,,
126,02/09/23 21:50:00,8.58,23.46,,,,,
127,02/09/23 22:00:00,8.58,23.48,,,,,
128,02/09/23 22:10:00,8.58,23.52,,,,,
129,02/09/23 22:20:00,8.58,23.54,,,,,
130,02/09/23 22:30:00,8.58,23.56,,,,,
131,02/09/23 22:40:00,8.57,23.56,,,,,
132,02/09/23 22:50:00,8.58,23.42,,,,,
133,02/09/23 23:00:00,8.62,23.22,,,,,
134,02/09/23 23:10:00,8.66,23.00,,,,,
135,02/09/23 23:20:00,8.70,22.76,,,,,
136,02/09/23 23:30:00,8.74,22.50,,,,,
137,02/09/23 23:40:00,8.75,22.38,,,,,
138,02/09/23 23:50:00,8.75,22.36,,,,,
139,02/10/23 00:00:00,8.75,22.38,,,,,
140,02/10/23 00:10:00,8.75,22.42,,,,,
141,02/10/23 00:20:00,8.74,22.46,,,,,
142,02/10/23 00:30:00,8.74,22.50,,,,,
143,02/10/23 00:40:00,8.73,22.56,,,,,
144,02/10/23 00:50:00,8.72,22.62,,,,,
145,02/10/23 01:00:00,8.70,22.70,,,,,
146,02/10/23 01:10:00,8.69,22.76,,,,,
147,02/10/23 01:20:00,8.70,22.82,,,,,
148,02/10/23 01:30:00,8.67,22.88,,,,,
149,02/10/23 01:40:00,8.68,22.94,,,,,
150,02/10/23 01:50:00,8.66,23.00,,,,,
151,02/10/23 02:00:00,8.66,23.06,,,,,
152,02/10/23 02:10:00,8.66,23.10,,,,,
153,02/10/23 02:20:00,8.64,23.16,,,,,
154,02/10/23 02:30:00,8.63,23.20,,,,,
155,02/10/23 02:40:00,8.64,23.12,,,,,
156,02/10/23 02:50:00,8.67,22.90,,,,,
157,02/10/23 03:00:00,8.70,22.68,,,,,
158,02/10/23 03:10:00,8.74,22.44,,,,,
159,02/10/23 03:20:00,8.77,22.24,,,,,
160,02/10/23 03:30:00,8.81,22.02,,,,,
161,02/10/23 03:40:00,8.84,21.82,,,,,
162,02/10/23 03:50:00,8.85,21.78,,,,,
163,02/10/23 04:00:00,8.85,21.80,,,,,
164,02/10/23 04:10:00,8.84,21.86,,,,,
165,02/10/23 04:20:00,8.83,21.92,,,,,
166,02/10/23 04:30:00,8.81,22.00,,,,,
167,02/10/23 04:40:00,8.82,22.08,,,,,
168,02/10/23 04:50:00,8.80,22.16,,,,,
169,02/10/23 05:00:00,8.78,22.26,,,,,
170,02/10/23 05:10:00,8.75,22.34,,,,,
171,02/10/23 05:20:00,8.75,22.42,,,,,
172,02/10/23 05:30:00,8.74,22.50,,,,,
173,02/10/23 05:40:00,8.71,22.58,,,,,
174,02/10/23 05:50:00,8.71,22.66,,,,,
175,02/10/23 06:00:00,8.69,22.74,,,,,
176,02/10/23 06:10:00,8.69,22.80,,,,,
177,02/10/23 06:20:00,8.69,22.86,,,,,
178,02/10/23 06:30:00,8.67,22.92,,,,,
179,02/10/23 06:40:00,8.66,22.98,,,,,
180,02/10/23 06:50:00,8.66,23.02,,,,,
181,02/10/23 07:00:00,8.64,23.08,,,,,
182,02/10/23 07:10:00,8.64,23.12,,,,,
183,02/10/23 07:20:00,8.64,23.18,,,,,
184,02/10/23 07:30:00,8.64,23.08,,,,,
185,02/10/23 07:40:00,8.68,22.88,,,,,
186,02/10/23 07:50:00,8.72,22.64,,,,,
187,02/10/23 08:00:00,8.77,22.40,,,,,
188,02/10/23 08:10:00,8.80,22.16,,,,,
189,02/10/23 08:20:00,8.81,22.08,,,,,
190,02/10/23 08:30:00,8.82,22.08,,,,,
191,02/10/23 08:40:00,8.82,22.12,,,,,
192,02/10/23 08:50:00,8.80,22.14,,,,,
193,02/10/23 09:00:00,8.80,22.20,,,,,
194,02/10/23 09:10:00,8.80,22.26,,,,,
195,02/10/23 09:20:00,8.77,22.34,,,,,
196,02/10/23 09:30:00,8.74,22.48,,,,,
197,02/10/23 09:40:00,8.74,22.56,,,,,
198,02/10/23 09:50:00,8.72,22.64,,,,,
199,02/10/23 10:00:00,8.71,22.72,,,,,
200,02/10/23 10:10:00,8.71,22.78,,,,,
201,02/10/23 10:20:00,8.69,22.84,,,,,
202,02/10/23 10:30:00,8.68,22.90,,,,,
203,02/10/23 10:40:00,8.67,22.96,,,,,
204,02/10/23 10:50:00,8.66,23.02,,,,,
205,02/10/23 11:00:00,8.66,23.08,,,,,
206,02/10/23 11:10:00,8.65,23.12,,,,,
207,02/10/23 11:20:00,8.64,23.16,,,,,
208,02/10/23 11:30:00,8.64,23.20,,,,,
209,02/10/23 11:40:00,8.62,23.24,,,,,
210,02/10/23 11:50:00,8.62,23.26,,,,,
211,02/10/23 12:00:00,8.64,23.14,,,,,
212,02/10/23 12:10:00,8.67,22.96,,,,,
213,02/10/23 12:20:00,8.69,22.78,,,,,
214,02/10/23 12:30:00,8.71,22.60,,,,,
215,02/10/23 12:40:00,8.75,22.40,,,,,
216,02/10/23 12:50:00,8.78,22.22,,,,,
217,02/10/23 13:00:00,8.80,22.02,,,,,
218,02/10/23 13:10:00,8.83,21.84,,,,,
219,02/10/23 13:20:00,8.84,21.82,,,,,
220,02/10/23 13:30:00,8.83,21.86,,,,,
221,02/10/23 13:40:00,8.81,21.92,,,,,
222,02/10/23 13:50:00,8.80,22.00,,,,,
223,02/10/23 14:00:00,8.80,22.10,,,,,
224,02/10/23 14:10:00,8.78,22.20,,,,,
225,02/10/23 14:20:00,8.77,22.28,,,,,
226,02/10/23 14:30:00,8.75,22.38,,,,,
227,02/10/23 14:40:00,8.72,22.46,,,,,
228,02/10/23 14:50:00,8.72,22.56,,,,,
229,02/10/23 15:00:00,8.69,22.64,,,,,
230,02/10/23 15:10:00,8.69,22.70,,,,,
231,02/10/23 15:20:00,8.68,22.74,,,,,
232,02/10/23 15:30:00,8.68,22.76,,,,,
233,02/10/23 15:40:00,8.67,22.80,,,,,
234,02/10/23 15:50:00,8.67,22.82,,,,,
235,02/10/23 16:00:00,8.66,22.82,,,,,
236,02/10/23 16:10:00,8.67,22.82,,,,,
237,02/10/23 16:20:00,8.67,22.80,,,,,
238,02/10/23 16:30:00,8.67,22.84,,,,,
239,02/10/23 16:40:00,8.65,22.92,,,,,
240,02/10/23 16:50:00,8.65,22.98,,,,,
241,02/10/23 17:00:00,8.64,23.04,,,,,
242,02/10/23 17:10:00,8.63,23.10,,,,,
243,02/10/23 17:20:00,8.63,23.14,,,,,
244,02/10/23 17:30:00,8.62,23.18,,,,,
245,02/10/23 17:40:00,8.60,23.20,,,,,
246,02/10/23 17:50:00,8.62,23.22,,,,,
247,02/10/23 18:00:00,8.60,23.26,,,,,
248,02/10/23 18:10:00,8.59,23.28,,,,,
249,02/10/23 18:20:00,8.59,23.32,,,,,
250,02/10/23 18:30:00,8.59,23.34,,,,,
251,02/10/23 18:40:00,8.58,23.36,,,,,
252,02/10/23 18:50:00,8.57,23.38,,,,,
253,02/10/23 19:00:00,8.58,23.42,,,,,
254,02/10/23 19:10:00,8.57,23.44,,,,,
255,02/10/23 19:20:00,8.57,23.46,,,,,
256,02/10/23 19:30:00,8.57,23.48,,,,,
257,02/10/23 19:40:00,8.56,23.50,,,,,
258,02/10/23 19:50:00,8.56,23.54,,,,,
259,02/10/23 20:00:00,8.56,23.54,,,,,
260,02/10/23 20:10:00,8.56,23.56,,,,,
261,02/10/23 20:20:00,8.56,23.54,,,,,
262,02/10/23 20:30:00,8.57,23.50,,,,,
263,02/10/23 20:40:00,8.58,23.46,,,,,
264,02/10/23 20:50:00,8.58,23.42,,,,,
265,02/10/23 21:00:00,8.58,23.38,,,,,
266,02/10/23 21:10:00,8.59,23.34,,,,,
267,02/10/23 21:20:00,8.59,23.30,,,,,
268,02/10/23 21:30:00,8.60,23.30,,,,,
269,02/10/23 21:40:00,8.59,23.34,,,,,
270,02/10/23 21:50:00,8.60,23.36,,,,,
271,02/10/23 22:00:00,8.59,23.38,,,,,
272,02/10/23 22:10:00,8.59,23.40,,,,,
273,02/10/23 22:20:00,8.59,23.42,,,,,
274,02/10/23 22:30:00,8.59,23.42,,,,,
275,02/10/23 22:40:00,8.59,23.44,,,,,
276,02/10/23 22:50:00,8.57,23.46,,,,,
277,02/10/23 23:00:00,8.57,23.46,,,,,
278,02/10/23 23:10:00,8.58,23.48,,,,,
279,02/10/23 23:20:00,8.58,23.48,,,,,
280,02/10/23 23:30:00,8.56,23.50,,,,,
281,02/10/23 23:40:00,8.57,23.52,,,,,
282,02/10/23 23:50:00,8.59,23.38,,,,,
283,02/11/23 00:00:00,8.63,23.16,,,,,
284,02/11/23 00:10:00,8.67,22.90,,,,,
285,02/11/23 00:20:00,8.71,22.66,,,,,
286,02/11/23 00:30:00,8.73,22.42,,,,,
287,02/11/23 00:40:00,8.77,22.20,,,,,
288,02/11/23 00:50:00,8.80,22.06,,,,,
289,02/11/23 01:00:00,8.82,21.94,,,,,
290,02/11/23 01:10:00,8.83,21.94,,,,,
291,02/11/23 01:20:00,8.82,21.98,,,,,
292,02/11/23 01:30:00,8.81,22.04,,,,,
293,02/11/23 01:40:00,8.80,22.10,,,,,
294,02/11/23 01:50:00,8.79,22.16,,,,,
295,02/11/23 02:00:00,8.78,22.26,,,,,
296,02/11/23 02:10:00,8.75,22.34,,,,,
297,02/11/23 02:20:00,8.75,22.42,,,,,
298,02/11/23 02:30:00,8.73,22.50,,,,,
299,02/11/23 02:40:00,8.72,22.58,,,,,
300,02/11/23 02:50:00,8.70,22.64,,,,,
301,02/11/23 03:00:00,8.69,22.72,,,,,
302,02/11/23 03:10:00,8.68,22.78,,,,,
303,02/11/23 03:20:00,8.67,22.84,,,,,
304,02/11/23 03:30:00,8.65,22.90,,,,,
305,02/11/23 03:40:00,8.65,22.96,,,,,
306,02/11/23 03:50:00,8.64,23.02,,,,,
307,02/11/23 04:00:00,8.64,23.06,,,,,
308,02/11/23 04:10:00,8.63,23.10,,,,,
309,02/11/23 04:20:00,8.62,23.14,,,,,
310,02/11/23 04:30:00,8.62,23.18,,,,,
311,02/11/23 04:40:00,8.62,23.18,,,,,
312,02/11/23 04:50:00,8.65,23.00,,,,,
313,02/11/23 05:00:00,8.69,22.76,,,,,
314,02/11/23 05:10:00,8.72,22.50,,,,,
315,02/11/23 05:20:00,8.75,22.24,,,,,
316,02/11/23 05:30:00,8.78,22.10,,,,,
317,02/11/23 05:40:00,8.79,22.10,,,,,
318,02/11/23 05:50:00,8.78,22.12,,,,,
319,02/11/23 06:00:00,8.78,22.16,,,,,
320,02/11/23 06:10:00,8.77,22.20,,,,,
321,02/11/23 06:20:00,8.77,22.26,,,,,
322,02/11/23 06:30:00,8.77,22.32,,,,,
323,02/11/23 06:40:00,8.75,22.38,,,,,
324,02/11/23 06:50:00,8.74,22.44,,,,,
325,02/11/23 07:00:00,8.73,22.50,,,,,
326,02/11/23 07:10:00,8.71,22.58,,,,,
327,02/11/23 07:20:00,8.72,22.64,,,,,
328,02/11/23 07:30:00,8.70,22.70,,,,,
329,02/11/23 07:40:00,8.69,22.74,,,,,
330,02/11/23 07:50:00,8.68,22.80,,,,,
331,02/11/23 08:00:00,8.68,22.86,,,,,
332,02/11/23 08:10:00,8.66,22.90,,,,,
333,02/11/23 08:20:00,8.66,22.94,,,,,
334,02/11/23 08:30:00,8.66,22.98,,,,,
335,02/11/23 08:40:00,8.66,23.02,,,,,
336,02/11/23 08:50:00,8.65,23.06,,,,,
337,02/11/23 09:00:00,8.64,23.08,,,,,
338,02/11/23 09:10:00,8.63,23.12,,,,,
339,02/11/23 09:20:00,8.63,23.16,,,,,
340,02/11/23 09:30:00,8.63,23.18,,,,,
341,02/11/23 09:40:00,8.63,23.20,,,,,
342,02/11/23 09:50:00,8.62,23.22,,,,,
343,02/11/23 10:00:00,8.60,23.26,,,,,
344,02/11/23 10:10:00,8.60,23.28,,,,,
345,02/11/23 10:20:00,8.60,23.32,,,,,
346,02/11/23 10:30:00,8.59,23.34,,,,,
347,02/11/23 10:40:00,8.59,23.34,,,,,
348,02/11/23 10:50:00,8.59,23.32,,,,,
349,02/11/23 11:00:00,8.60,23.30,,,,,
350,02/11/23 11:10:00,8.60,23.28,,,,,
351,02/11/23 11:20:00,8.60,23.24,,,,,
352,02/11/23 11:30:00,8.60,23.22,,,,,
353,02/11/23 11:40:00,8.60,23.20,,,,,
354,02/11/23 11:50:00,8.60,23.20,,,,,
355,02/11/23 12:00:00,8.59,23.22,,,,,
356,02/11/23 12:10:00,8.59,23.26,,,,,
357,02/11/23 12:20:00,8.57,23.30,,,,,
358,02/11/23 12:30:00,8.57,23.34,,,,,
359,02/11/23 12:40:00,8.57,23.36,,,,,
360,02/11/23 12:50:00,8.57,23.38,,,,,
361,02/11/23 13:00:00,8.57,23.40,,,,,
362,02/11/23 13:10:00,8.55,23.42,,,,,
363,02/11/23 13:20:00,8.55,23.44,,,,,
364,02/11/23 13:30:00,8.54,23.46,,,,,
365,02/11/23 13:40:00,8.55,23.48,,,,,
366,02/11/23 13:50:00,8.54,23.52,,,,,
367,02/11/23 14:00:00,8.53,23.54,,,,,
368,02/11/23 14:10:00,8.53,23.56,,,,,
369,02/11/23 14:20:00,8.53,23.58,,,,,
370,02/11/23 14:30:00,8.51,23.60,,,,,
371,02/11/23 14:40:00,8.52,23.62,,,,,
372,02/11/23 14:50:00,8.52,23.60,,,,,
373,02/11/23 15:00:00,8.51,23.58,,,,,
374,02/11/23 15:10:00,8.52,23.54,,,,,
375,02/11/23 15:20:00,8.52,23.54,,,,,
376,02/11/23 15:30:00,8.54,23.52,,,,,
377,02/11/23 15:40:00,8.53,23.50,,,,,
378,02/11/23 15:50:00,8.54,23.48,,,,,
379,02/11/23 16:00:00,8.54,23.44,,,,,
380,02/11/23 16:10:00,8.54,23.42,,,,,
381,02/11/23 16:20:00,8.54,23.42,,,,,
382,02/11/23 16:30:00,8.54,23.46,,,,,
383,02/11/23 16:40:00,8.53,23.48,,,,,
384,02/11/23 16:50:00,8.53,23.52,,,,,
385,02/11/23 17:00:00,8.53,23.54,,,,,
386,02/11/23 17:10:00,8.53,23.56,,,,,
387,02/11/23 17:20:00,8.52,23.58,,,,,
388,02/11/23 17:30:00,8.52,23.60,,,,,
389,02/11/23 17:40:00,8.53,23.62,,,,,
390,02/11/23 17:50:00,8.51,23.64,,,,,
391,02/11/23 18:00:00,8.52,23.66,,,,,
392,02/11/23 18:10:00,8.52,23.64,,,,,
393,02/11/23 18:20:00,8.55,23.46,,,,,
394,02/11/23 18:30:00,8.57,23.24,,,,,
395,02/11/23 18:40:00,8.63,23.02,,,,,
396,02/11/23 18:50:00,8.66,22.78,,,,,
397,02/11/23 19:00:00,8.68,22.64,,,,,
398,02/11/23 19:10:00,8.71,22.42,,,,,
399,02/11/23 19:20:00,8.74,22.22,,,,,
400,02/11/23 19:30:00,8.77,22.18,,,,,
401,02/11/23 19:40:00,8.77,22.20,,,,,
402,02/11/23 19:50:00,8.77,22.24,,,,,
403,02/11/23 20:00:00,8.75,22.30,,,,,
404,02/11/23 20:10:00,8.73,22.36,,,,,
405,02/11/23 20:20:00,8.73,22.44,,,,,
406,02/11/23 20:30:00,8.71,22.52,,,,,
407,02/11/23 20:40:00,8.72,22.60,,,,,
408,02/11/23 20:50:00,8.70,22.68,,,,,
409,02/11/23 21:00:00,8.68,22.76,,,,,
410,02/11/23 21:10:00,8.67,22.84,,,,,
411,02/11/23 21:20:00,8.66,22.90,,,,,
412,02/11/23 21:30:00,8.65,22.98,,,,,
413,02/11/23 21:40:00,8.64,23.04,,,,,
414,02/11/23 21:50:00,8.63,23.10,,,,,
415,02/11/23 22:00:00,8.62,23.14,,,,,
416,02/11/23 22:10:00,8.62,23.14,,,,,
417,02/11/23 22:20:00,8.62,23.14,,,,,
418,02/11/23 22:30:00,8.63,23.12,,,,,
419,02/11/23 22:40:00,8.63,23.14,,,,,
420,02/11/23 22:50:00,8.62,23.14,,,,,
421,02/11/23 23:00:00,8.62,23.12,,,,,
422,02/11/23 23:10:00,8.63,23.12,,,,,
423,02/11/23 23:20:00,8.62,23.14,,,,,
424,02/11/23 23:30:00,8.62,23.18,,,,,
425,02/11/23 23:40:00,8.60,23.22,,,,,
426,02/11/23 23:50:00,8.59,23.28,,,,,
427,02/12/23 00:00:00,8.58,23.30,,,,,
428,02/12/23 00:10:00,8.59,23.34,,,,,
429,02/12/23 00:20:00,8.59,23.36,,,,,
430,02/12/23 00:30:00,8.58,23.36,,,,,
431,02/12/23 00:40:00,8.57,23.38,,,,,
432,02/12/23 00:50:00,8.58,23.40,,,,,
433,02/12/23 01:00:00,8.58,23.42,,,,,
434,02/12/23 01:10:00,8.57,23.44,,,,,
435,02/12/23 01:20:00,8.56,23.46,,,,,
436,02/12/23 01:30:00,8.56,23.48,,,,,
437,02/12/23 01:40:00,8.55,23.50,,,,,
438,02/12/23 01:50:00,8.56,23.50,,,,,
439,02/12/23 02:00:00,8.56,23.52,,,,,
440,02/12/23 02:10:00,8.53,23.54,,,,,
441,02/12/23 02:20:00,8.55,23.56,,,,,
442,02/12/23 02:30:00,8.55,23.58,,,,,
443,02/12/23 02:40:00,8.55,23.58,,,,,
444,02/12/23 02:50:00,8.53,23.60,,,,,
445,02/12/23 03:00:00,8.53,23.62,,,,,
446,02/12/23 03:10:00,8.53,23.62,,,,,
447,02/12/23 03:20:00,8.54,23.58,,,,,
448,02/12/23 03:30:00,8.54,23.54,,,,,
449,02/12/23 03:40:00,8.55,23.50,,,,,
450,02/12/23 03:50:00,8.54,23.48,,,,,
451,02/12/23 04:00:00,8.55,23.44,,,,,
452,02/12/23 04:10:00,8.56,23.42,,,,,
453,02/12/23 04:20:00,8.56,23.38,,,,,
454,02/12/23 04:30:00,8.56,23.36,,,,,
455,02/12/23 04:40:00,8.57,23.40,,,,,
456,02/12/23 04:50:00,8.55,23.42,,,,,
457,02/12/23 05:00:00,8.55,23.46,,,,,
458,02/12/23 05:10:00,8.55,23.48,,,,,
459,02/12/23 05:20:00,8.55,23.50,,,,,
460,02/12/23 05:30:00,8.54,23.50,,,,,
461,02/12/23 05:40:00,8.54,23.52,,,,,
462,02/12/23 05:50:00,8.54,23.54,,,,,
463,02/12/23 06:00:00,8.54,23.56,,,,,
464,02/12/23 06:10:00,8.54,23.56,,,,,
465,02/12/23 06:20:00,8.53,23.58,,,,,
466,02/12/23 06:30:00,8.53,23.60,,,,,
467,02/12/23 06:40:00,8.54,23.60,,,,,
468,02/12/23 06:50:00,8.55,23.54,,,,,
469,02/12/23 07:00:00,8.58,23.32,,,,,
470,02/12/23 07:10:00,8.63,23.06,,,,,
471,02/12/23 07:20:00,8.67,22.80,,,,,
472,02/12/23 07:30:00,8.72,22.44,,,,,
473,02/12/23 07:40:00,8.78,22.18,,,,,
474,02/12/23 07:50:00,8.78,22.12,,,,,
475,02/12/23 08:00:00,8.78,22.12,,,,,
476,02/12/23 08:10:00,8.78,22.14,,,,,
477,02/12/23 08:20:00,8.77,22.18,,,,,
478,02/12/23 08:30:00,8.77,22.22,,,,,
479,02/12/23 08:40:00,8.77,22.28,,,,,
480,02/12/23 08:50:00,8.74,22.36,,,,,
481,02/12/23 09:00:00,8.73,22.46,,,,,
482,02/12/23 09:10:00,8.72,22.56,,,,,
483,02/12/23 09:20:00,8.70,22.66,,,,,
484,02/12/23 09:30:00,8.68,22.76,,,,,
485,02/12/23 09:40:00,8.66,22.86,,,,,
486,02/12/23 09:50:00,8.65,22.98,,,,,
487,02/12/23 10:00:00,8.64,23.08,,,,,
488,02/12/23 10:10:00,8.62,23.18,,,,,
489,02/12/23 10:20:00,8.60,23.26,,,,,
490,02/12/23 10:30:00,8.58,23.34,,,,,
491,02/12/23 10:40:00,8.57,23.40,,,,,
492,02/12/23 10:50:00,8.56,23.48,,,,,
493,02/12/23 11:00:00,8.54,23.54,,,,,
494,02/12/23 11:10:00,8.54,23.56,,,,,
495,02/12/23 11:20:00,8.55,23.58,,,,,
496,02/12/23 11:30:00,8.54,23.58,,,,,
497,02/12/23 11:40:00,8.54,23.58,,,,,
498,02/12/23 11:50:00,8.54,23.58,,,,,
499,02/12/23 12:00:00,8.55,23.56,,,,,
500,02/12/23 12:10:00,8.53,23.56,,,,,
501,02/12/23 12:20:00,8.54,23.56,,,,,
502,02/12/23 12:30:00,8.53,23.58,,,,,
503,02/12/23 12:40:00,8.52,23.62,,,,,
504,02/12/23 12:50:00,8.52,23.68,,,,,
